rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/explained_variance,train/clip_fraction,train/learning_rate,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/approx_kl
1124.776,1991,1049,439.3,2088960,17,0.7227489054203033,0.20612223307291666,0.0003,160,0.2,0.009558457881212234,-0.010142716797593796,0.12517357069581825,-4.066366258313258,0.018523397
1130.7205,2112,1046,438.08,2211840,18,0.7748049348592758,0.20623128255208334,0.0003,170,0.2,0.05058252811431885,-0.009723287704746326,0.12191296680549082,-4.048455251629154,0.018238012
1200.2692,2234,1044,443.82,2334720,19,0.8213801681995392,0.21508056640625,0.0003,180,0.2,0.0017780587077140808,-0.009516252210833045,0.10439029806458469,-4.015036141624053,0.018723525
1220.4272,2359,1041,448.58,2457600,20,0.7794789522886276,0.21075113932291667,0.0003,190,0.2,0.09595194458961487,-0.009055021507277465,0.10552024741055599,-4.010863199320932,0.01854765
1237.552,2484,1038,445.94,2580480,21,0.7934410870075226,0.21574869791666668,0.0003,200,0.2,0.029028629884123802,-0.009690900969289942,0.10699025502292595,-3.9979199251160025,0.019722756
1155.1505,2609,1035,430.38,2703360,22,0.7921241819858551,0.220302734375,0.0003,210,0.2,0.032842449843883514,-0.008442170245167897,0.11465429553412833,-3.9804235568021733,0.01972115
1218.1965,2735,1033,436.88,2826240,23,0.8215465396642685,0.2184228515625,0.0003,220,0.2,0.01713613048195839,-0.00869036420914199,0.10215615996518561,-3.9667120544239878,0.019807896
1249.8623,2860,1031,442.32,2949120,24,0.8317862004041672,0.22171712239583333,0.0003,230,0.2,0.08241304755210876,-0.009064032839147937,0.10097317483770894,-3.956867887961368,0.019905247
1287.9128,2985,1028,447.4,3072000,25,0.8043808937072754,0.22181722005208335,0.0003,240,0.2,0.02864992991089821,-0.008887477492698963,0.10205735251385098,-3.9620380280787746,0.020163937
1235.0487,3111,1026,436.22,3194880,26,0.8420401066541672,0.21900146484375,0.0003,250,0.2,0.02277127467095852,-0.008504504363493955,0.10612833110635013,-3.9470066434765854,0.020066766
1254.2802,3233,1026,432.96,3317760,27,0.8442406505346298,0.22910725911458332,0.0003,260,0.2,0.05329148471355438,-0.00842876986798122,0.10151083197735716,-3.920747608381013,0.021025406
1260.6118,3358,1024,442.26,3440640,28,0.868354007601738,0.227734375,0.0003,270,0.2,-0.005982834845781326,-0.008086061809365977,0.1129203383709925,-3.9131718541185063,0.020986285
1235.1981,3484,1022,426.7,3563520,29,0.8557250946760178,0.22918619791666667,0.0003,280,0.2,0.04761776328086853,-0.009046323546320612,0.09031969712969537,-3.9057453255727888,0.020962756
