rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,train/clip_fraction,train/loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/n_updates,train/explained_variance,train/clip_range,train/learning_rate,train/entropy_loss
1473.5652,140,393.2,17799,966,17203200,0.26821207682291665,0.04503477364778519,-0.004067180278925661,0.032828826,0.07094008611908066,1390,0.8373997807502747,0.2,0.0003,-2.4628734104521572
1424.9342,141,378.93333333333334,17926,966,17326080,0.27810872395833336,0.010287659242749214,-0.0049517636984152584,0.035510074,0.09179178817716699,1400,0.8108573406934738,0.2,0.0003,-2.448018150584151
1483.4701,142,387.4,18053,966,17448960,0.27628743489583335,-0.005332823842763901,-0.004572476929764283,0.034273207,0.07250308020758288,1410,0.8318460136651993,0.2,0.0003,-2.4294264262666303
1572.3489,143,418.26666666666665,18181,966,17571840,0.2775960286458333,0.01612786389887333,-0.004075600710105694,0.03373517,0.08997131322030327,1420,0.823999747633934,0.2,0.0003,-2.431087659566353
1310.2241,144,345.06666666666666,18306,966,17694720,0.2787809244791667,0.08610356599092484,-0.00531485803169744,0.034366682,0.07423390904664605,1430,0.779008150100708,0.2,0.0003,-2.4432665945527456
1532.9948,145,396.53333333333336,18433,966,17817600,0.2793603515625,0.017309658229351044,-0.0045660259577744,0.035050895,0.07397030447536963,1440,0.7958036959171295,0.2,0.0003,-2.4246275672564903
1286.1329,146,329.2,18558,966,17940480,0.2821988932291667,-0.02210117317736149,-0.004711551069267444,0.035030518,0.08800268960131992,1450,0.8044086992740631,0.2,0.0003,-2.4389842216608426
1425.0338,147,372.53333333333336,18684,966,18063360,0.2830582682291667,0.008743023499846458,-0.005117692989036489,0.035754614,0.08909947825571483,1460,0.8069857358932495,0.2,0.0003,-2.4480316289514303
1337.4114,148,352.73333333333335,18824,966,18186240,0.2792106119791667,0.01985076814889908,-0.0044423114293567776,0.03451608,0.08422881832482138,1470,0.7997567355632782,0.2,0.0003,-2.417922624039153
1632.865,149,428.26666666666665,18963,965,18309120,0.27856608072916667,0.023166107013821602,-0.0043639461119285745,0.034921892,0.07933852212154306,1480,0.8054801821708679,0.2,0.0003,-2.3971721942536535
1659.4762,150,438.3333333333333,19089,965,18432000,0.27677490234375,0.018535848706960678,-0.004105372448157141,0.034981627,0.07252642263934832,1490,0.8395456820726395,0.2,0.0003,-2.4078312927049894
1426.233,151,371.46666666666664,19217,965,18554880,0.2764152018229167,0.0386853851377964,-0.004688903594548416,0.034447137,0.0640965009823655,1500,0.842955082654953,0.2,0.0003,-2.4127466604982812
1589.7539,152,419.3333333333333,19343,965,18677760,0.2801717122395833,0.021679146215319633,-0.005255311569496068,0.03521142,0.09603988310598652,1510,0.8377703279256821,0.2,0.0003,-2.366047219124933
1177.464,153,307.93333333333334,19470,965,18800640,0.27807373046875,0.013388596475124359,-0.004275002501326525,0.035611764,0.08505253575975075,1520,0.8006816059350967,0.2,0.0003,-2.3522410142670074
1363.6854,154,348.26666666666665,19594,965,18923520,0.2767228190104167,0.007775110192596912,-0.00429429042069387,0.034597658,0.06871404916673782,1530,0.8541737943887711,0.2,0.0003,-2.3193041423521934
1434.472,155,373.6,19719,965,19046400,0.27849365234375,-0.006330210715532303,-0.005313911948687747,0.035421133,0.06996094916806518,1540,0.8261281102895737,0.2,0.0003,-2.333165141673138
1409.3727,156,371.1333333333333,19846,965,19169280,0.27960123697916667,0.054560013115406036,-0.004870009957412549,0.03476286,0.07170633501091894,1550,0.8518881499767303,0.2,0.0003,-2.3322164060113333
1499.3326,157,396.3333333333333,19972,965,19292160,0.2798331705729167,-0.0013448521494865417,-0.004834755472065808,0.035958473,0.0844143525022567,1560,0.8055602014064789,0.2,0.0003,-2.2902638494595884
1587.3134,158,415.1333333333333,20118,965,19415040,0.2743863932291667,0.0350111722946167,-0.004640725641323418,0.034686312,0.07259234091601684,1570,0.8464915901422501,0.2,0.0003,-2.3069839275379977
1476.6215,159,386.73333333333335,20244,965,19537920,0.27920084635416664,-0.005773685872554779,-0.005012006149105824,0.03550135,0.08941123435171903,1580,0.7992337197065353,0.2,0.0003,-2.314058023250351
1501.7576,160,393.8,20371,965,19660800,0.27387369791666666,0.014540005475282669,-0.003653782118562958,0.033808596,0.08301039747117708,1590,0.8538074195384979,0.2,0.0003,-2.2794791852186123
1593.5448,161,431.6666666666667,20509,964,19783680,0.2754931640625,-0.006284497678279877,-0.004733566987454954,0.035096306,0.07241843815087728,1600,0.81193907558918,0.2,0.0003,-2.316705981766184
1517.7677,162,389.06666666666666,20636,964,19906560,0.2741422526041667,-0.0018364731222391129,-0.004908502909202071,0.034782004,0.0700625701706061,1610,0.7714559435844421,0.2,0.0003,-2.292988028054436
1584.2457,163,409.06666666666666,20761,964,20029440,0.27863199869791666,-0.021794617176055908,-0.0048830100029317695,0.03507192,0.07075340970545464,1620,0.814367339015007,0.2,0.0003,-2.3138650575156015
1411.0847,164,371.3333333333333,20889,964,20152320,0.27767578125,-0.016479138284921646,-0.004279614700296103,0.03629561,0.07864062629989349,1630,0.7994919121265411,0.2,0.0003,-2.288164643906057
1553.6661,165,409.53333333333336,21015,964,20275200,0.27743733723958336,0.007755860686302185,-0.004293031242771879,0.03481283,0.06445584860125866,1640,0.8455538004636765,0.2,0.0003,-2.280380589819203
1541.123,166,403.93333333333334,21142,964,20398080,0.27421223958333335,0.019184380769729614,-0.004351737839394142,0.0343622,0.06551528672944794,1650,0.8178447037935257,0.2,0.0003,-2.280086398944259
1429.5006,167,373.1333333333333,21268,964,20520960,0.27355712890625,0.058240856975317,-0.004681757175712846,0.035281196,0.06817903367962572,1660,0.8554468005895615,0.2,0.0003,-2.242723667100072
1459.0792,168,380.06666666666666,21393,964,20643840,0.27538411458333334,-0.018017446622252464,-0.004661140754360531,0.03531162,0.06644153567089234,1670,0.835606262087822,0.2,0.0003,-2.262618616030862
1189.1472,169,305.1333333333333,21522,964,20766720,0.27415120442708335,0.08390568941831589,-0.004441864500164835,0.034684118,0.07809891454463165,1680,0.7468662858009338,0.2,0.0003,-2.257368837334216
1610.1138,170,430.26666666666665,21648,964,20889600,0.2805281575520833,0.0628248080611229,-0.005195278860855979,0.03617871,0.0828128941624406,1690,0.8415209352970123,0.2,0.0003,-2.2492255024984478
1426.1213,171,374.4,21774,964,21012480,0.27879638671875,0.01690736971795559,-0.00465454925621998,0.035480864,0.07448803532761909,1700,0.8110602796077728,0.2,0.0003,-2.2462454450751346
1395.0259,172,369.6,21900,965,21135360,0.27541748046875,0.03231220692396164,-0.004686836824797259,0.035328675,0.06691473504858246,1710,0.7836982160806656,0.2,0.0003,-2.2774366191836695
1552.9303,173,402.2,22027,965,21258240,0.27380452473958333,0.05281484127044678,-0.00392931742657917,0.035713598,0.0856002488808978,1720,0.8283665925264359,0.2,0.0003,-2.2429502885974943
1359.7175,174,360.06666666666666,22153,965,21381120,0.2690885416666667,-0.021482324227690697,-0.004716596537400619,0.033860788,0.07158855785101574,1730,0.8237715661525726,0.2,0.0003,-2.2664945396780967
1641.8416,175,425.8,22278,965,21504000,0.2727408854166667,0.01843993552029133,-0.004491375015343996,0.03499032,0.07858305551688924,1740,0.8326047509908676,0.2,0.0003,-2.234224593285471
1442.7981,176,373.53333333333336,22411,965,21626880,0.2728165690104167,-0.02323983795940876,-0.004709698622773431,0.035825364,0.08403108340042915,1750,0.8336065858602524,0.2,0.0003,-2.230992492493242
1489.4685,177,394.2,22536,965,21749760,0.27050862630208333,-0.0005684038624167442,-0.004362866750373845,0.034965508,0.05836932662205072,1760,0.84041628241539,0.2,0.0003,-2.2669295896651844
1509.4099,178,383.93333333333334,22662,965,21872640,0.26506429036458334,0.017979023978114128,-0.00393736405315091,0.034076657,0.07296725783438887,1770,0.8376641124486923,0.2,0.0003,-2.2379760878098507
1183.883,179,314.73333333333335,22788,965,21995520,0.26900797526041664,0.0192495696246624,-0.004436681593588219,0.034150615,0.07592873754578856,1780,0.8371119946241379,0.2,0.0003,-2.2387693974810343
1171.9481,180,303.46666666666664,22915,965,22118400,0.2726212565104167,0.029576722532510757,-0.004091687189520599,0.035537984,0.08724888052238385,1790,0.8163872957229614,0.2,0.0003,-2.221139972247183
1202.9982,181,311.2,23041,965,22241280,0.2735929361979167,-0.001044364646077156,-0.0043442849280351465,0.035835385,0.07362187144118555,1800,0.8509472459554672,0.2,0.0003,-2.204066356147329
1370.5494,182,360.4,23166,965,22364160,0.2676220703125,0.008911915123462677,-0.0039289494557609335,0.034381445,0.06700194652604599,1810,0.8493656367063522,0.2,0.0003,-2.1960244994113842
1429.8484,183,370.1333333333333,23292,965,22487040,0.2661946614583333,0.028708454221487045,-0.0035945614348687135,0.03427809,0.08018949529801224,1820,0.8553075641393661,0.2,0.0003,-2.1790017173811793
1318.8429,184,356.06666666666666,23417,965,22609920,0.2673421223958333,-0.003966126590967178,-0.003560284189422115,0.03519338,0.09399252500472358,1830,0.8397569805383682,0.2,0.0003,-2.1761134881339967
1510.8926,185,390.53333333333336,23568,964,22732800,0.27042561848958335,-0.011464109644293785,-0.003960868123970916,0.03571284,0.0894145618204008,1840,0.8413257449865341,0.2,0.0003,-2.1590465906759104
1539.764,186,390.4,23694,964,22855680,0.2705607096354167,0.031766779720783234,-0.003823916927870717,0.035993002,0.10446631730825175,1850,0.8128135055303574,0.2,0.0003,-2.1660965388827025
1477.0117,187,391.1333333333333,23848,963,22978560,0.26169759114583335,0.007330188527703285,-0.0037757842725841327,0.03357288,0.07138697747335149,1860,0.8728493303060532,0.2,0.0003,-2.176967059634626
1415.4226,188,374.1333333333333,23973,963,23101440,0.2627099609375,0.009146519005298615,-0.004436475991891105,0.034874853,0.07311812542538973,1870,0.8467893451452255,0.2,0.0003,-2.159851456390073
1383.9028,189,365.0,24102,963,23224320,0.2650626627604167,0.005625901743769646,-0.004362025046490695,0.035583608,0.08260289713963478,1880,0.8165648728609085,0.2,0.0003,-2.193574354741722
1194.7997,190,309.06666666666666,24228,963,23347200,0.26163899739583335,0.0004195086658000946,-0.0038480928861645224,0.03393637,0.07762889766910423,1890,0.8294459581375122,0.2,0.0003,-2.1747710474145907
1572.0857,191,409.2,24355,963,23470080,0.26907470703125,0.045958422124385834,-0.004390631161119624,0.035728812,0.09882610550058113,1900,0.8178444653749466,0.2,0.0003,-2.176635367603352
1716.3364,192,446.2,24484,963,23592960,0.2664314778645833,-0.0014013051986694336,-0.0042730527762735926,0.035253245,0.09748284175681571,1910,0.7779659181833267,0.2,0.0003,-2.207340946327895
1459.1252,193,389.4,24611,963,23715840,0.2628662109375,0.02221057191491127,-0.004584053857446028,0.034079425,0.0862935941433049,1920,0.7819974273443222,0.2,0.0003,-2.1501717286681137
1719.5642,194,450.0,24737,963,23838720,0.2673868815104167,0.0011535696685314178,-0.004423945921638126,0.035764657,0.08752134467416908,1930,0.7925378382205963,0.2,0.0003,-2.160084626010309
1144.3212,195,293.6666666666667,24863,963,23961600,0.2657853190104167,0.04387577250599861,-0.004808881873250357,0.035327237,0.09427150426699275,1940,0.8348713666200638,0.2,0.0003,-2.138852439677964
1435.4977,196,378.73333333333335,24990,963,24084480,0.2646923828125,0.06840430945158005,-0.0044992370265936185,0.03449173,0.09035601919754602,1950,0.8509186804294586,0.2,0.0003,-2.124455843809992
1691.5806,197,447.6666666666667,25116,963,24207360,0.26559000651041664,0.030749332159757614,-0.004274452011056079,0.03480287,0.09678629590484586,1960,0.8166255801916122,0.2,0.0003,-2.145455770883709
1326.7585,198,349.93333333333334,25271,962,24330240,0.26603759765625,0.012908874079585075,-0.003084262918860077,0.036606696,0.08766469588095788,1970,0.813093900680542,0.2,0.0003,-2.1309050597498813
1628.8854,199,432.8,25417,962,24453120,0.2699178059895833,-0.002867693081498146,-0.004485436381519321,0.0363417,0.09288501676016797,1980,0.8108145445585251,0.2,0.0003,-2.0949448272647957
1556.6793,200,401.53333333333336,25543,962,24576000,0.2694344075520833,0.034767910838127136,-0.004306023344400577,0.037051924,0.10610188042289034,1990,0.7715883255004883,0.2,0.0003,-2.081005435679108
1555.2952,201,407.1333333333333,25670,962,24698880,0.2634912109375,-0.005928914062678814,-0.004470421171002575,0.035298947,0.09458813511373591,2000,0.8403781056404114,0.2,0.0003,-2.057049035485834
1383.2537,202,362.4,25796,962,24821760,0.2667919921875,0.0066727809607982635,-0.003645042471313597,0.036422655,0.11502546649232197,2010,0.7866517305374146,0.2,0.0003,-2.054225559532642
1501.9293,203,389.4,25923,962,24944640,0.2622802734375,0.014101624488830566,-0.0033370721538115806,0.035894122,0.0911952198134774,2020,0.8220708519220352,0.2,0.0003,-2.0077177595347164
1523.9479,204,399.8666666666667,26049,962,25067520,0.26128824869791667,0.3029729425907135,-0.0037246879366587865,0.03453425,0.0877245550462006,2030,0.8284530788660049,0.2,0.0003,-2.004055088410775
1312.2284,205,347.06666666666666,26178,962,25190400,0.26117838541666666,-0.010515022091567516,-0.0035196904583744983,0.034974057,0.08358139229836524,2040,0.7965442836284637,0.2,0.0003,-2.0165484931506215
1592.8098,206,414.73333333333335,26305,962,25313280,0.25976888020833333,0.003066727891564369,-0.004076315713470346,0.035665933,0.07657539540130529,2050,0.8411371409893036,0.2,0.0003,-2.006413389009734
1612.2667,207,419.46666666666664,26459,961,25436160,0.261962890625,0.016509799286723137,-0.0036535338396455094,0.03559719,0.08752476721148317,2060,0.7807192206382751,0.2,0.0003,-2.005312522252401
1573.8591,208,415.1333333333333,26588,961,25559040,0.26180582682291664,0.010431485250592232,-0.003402148063999751,0.035336018,0.08210396422844496,2070,0.8017468452453613,0.2,0.0003,-2.0326110862630107
1289.1937,209,328.46666666666664,26716,961,25681920,0.262470703125,0.016724975779652596,-0.0031253814742770677,0.036492206,0.10143508597184943,2080,0.7914437353610992,0.2,0.0003,-1.995102156040569
1419.3472,210,368.93333333333334,26841,961,25804800,0.2628702799479167,0.05040990933775902,-0.003940553550231319,0.03519912,0.0961759624388651,2090,0.8276545703411102,0.2,0.0003,-1.989407282328854
1246.5421,211,329.06666666666666,26968,961,25927680,0.26051025390625,0.05186806619167328,-0.004124958604446268,0.035430603,0.09718273210562378,2100,0.834845170378685,0.2,0.0003,-1.994302721892794
1340.6117,212,348.53333333333336,27097,961,26050560,0.2588655598958333,0.023727454245090485,-0.003599940810466554,0.03477417,0.08571600808000464,2110,0.8420771807432175,0.2,0.0003,-2.011890325602144
1235.4344,213,312.26666666666665,27222,961,26173440,0.25897135416666667,0.003409823402762413,-0.0032392249349868507,0.034541626,0.10321608397551851,2120,0.811182364821434,0.2,0.0003,-1.9863212740297118
1227.8632,214,314.6666666666667,27349,961,26296320,0.2553963216145833,-0.018614185974001884,-0.004042736471637909,0.034861527,0.08789326107973466,2130,0.8624859303236008,0.2,0.0003,-1.98272178006048
1531.3452,215,390.93333333333334,27500,960,26419200,0.2567220052083333,0.005398079752922058,-0.0036422551414155655,0.03502127,0.09177212938166728,2140,0.8376619666814804,0.2,0.0003,-1.9635640566237271
1490.4939,216,380.8,27628,960,26542080,0.25968017578125,0.016954239457845688,-0.003505638423706235,0.03538962,0.09252137822137835,2150,0.8306958824396133,0.2,0.0003,-1.949416734216114
1339.8997,217,344.8666666666667,27757,960,26664960,0.2570694986979167,0.03922435641288757,-0.003454862155831506,0.035030488,0.09588858592804173,2160,0.8076664805412292,0.2,0.0003,-1.9063705152335266
1452.8794,218,381.6,27885,960,26787840,0.2570011393229167,-0.011554202064871788,-0.0037092664826044106,0.03486751,0.0863528137410564,2170,0.8004312813282013,0.2,0.0003,-1.9155493161889414
1416.8367,219,364.8,28012,960,26910720,0.2547941080729167,-0.006841842085123062,-0.0030235752408376963,0.03390362,0.0718411764127571,2180,0.8313348889350891,0.2,0.0003,-1.9090488793949285
1428.7507,220,366.73333333333335,28139,960,27033600,0.2571663411458333,0.05310095474123955,-0.0031424150674926447,0.03499639,0.08342996679605373,2190,0.8145505040884018,0.2,0.0003,-1.9024267401732504
1388.3677,221,361.0,28266,960,27156480,0.2614208984375,0.02954786643385887,-0.003563772981433431,0.036569443,0.10181410453175582,2200,0.8302974998950958,0.2,0.0003,-1.8908337472379209
1583.0669,222,397.26666666666665,28393,960,27279360,0.2620849609375,-0.005563685670495033,-0.0029482921498129146,0.03691106,0.10963285809538016,2210,0.8209010809659958,0.2,0.0003,-1.8687477293921013
1218.3413,223,308.73333333333335,28522,960,27402240,0.2577237955729167,0.02151660993695259,-0.0032107984988094056,0.03502551,0.08971177051076666,2220,0.8222952634096146,0.2,0.0003,-1.8621330331328014
1494.8279,224,373.0,28651,960,27525120,0.2527083333333333,0.018555866554379463,-0.00316450145344182,0.033908803,0.09259440463390395,2230,0.8466562777757645,0.2,0.0003,-1.8508490725606679
1335.618,225,333.1333333333333,28778,960,27648000,0.25897135416666667,0.016364984214305878,-0.0034375951441931343,0.035725933,0.11297091669213842,2240,0.8151248693466187,0.2,0.0003,-1.8336337748914957
1653.494,226,419.4,28904,960,27770880,0.25823323567708334,0.0703129768371582,-0.003225161567578046,0.03727527,0.0907248616211776,2250,0.8271078318357468,0.2,0.0003,-1.836292172987014
1380.1088,227,345.2,29031,960,27893760,0.25769124348958333,0.04036661237478256,-0.0030995640161624277,0.03617588,0.09169955931594208,2260,0.8493267446756363,0.2,0.0003,-1.839309017577519
1541.2683,228,388.53333333333336,29157,960,28016640,0.25442138671875,0.020313382148742676,-0.003379614113525046,0.036232434,0.07733586762556419,2270,0.8232948333024979,0.2,0.0003,-1.8152926748121778
1446.2095,229,370.2,29284,960,28139520,0.2558487955729167,0.02474072203040123,-0.003464470534715171,0.035992876,0.10057727938624642,2280,0.8264558613300323,0.2,0.0003,-1.8177301829991241
1490.4226,230,381.73333333333335,29411,960,28262400,0.2549137369791667,0.018829191103577614,-0.0035697755360585386,0.035046432,0.09177086188326938,2290,0.8566334247589111,0.2,0.0003,-1.818858117926866
1525.6431,231,384.06666666666666,29537,960,28385280,0.2574666341145833,0.0060945674777030945,-0.003703127466951628,0.037193548,0.09627266543830046,2300,0.8291492760181427,0.2,0.0003,-1.8133866855191687
1315.6952,232,327.8,29665,961,28508160,0.25661865234375,0.03522548824548721,-0.003402638563857181,0.03564589,0.08659144426196387,2310,0.8584236204624176,0.2,0.0003,-1.7943267864796022
1463.1835,233,369.0,29794,960,28631040,0.2536092122395833,-0.008201003074645996,-0.0035063517508751828,0.036115583,0.0809597042548315,2320,0.817969024181366,0.2,0.0003,-1.828642943352461
1625.9457,234,413.73333333333335,29940,960,28753920,0.25505208333333335,0.023979583755135536,-0.0030952960025024366,0.035977438,0.08759217895353989,2330,0.8296682387590408,0.2,0.0003,-1.805078461462011
1309.8663,235,329.2,30068,960,28876800,0.25225667317708333,0.03042849525809288,-0.002948224169031164,0.03507089,0.09005478770957173,2340,0.8378818333148956,0.2,0.0003,-1.78488621543472
1576.0665,236,400.8666666666667,30197,960,28999680,0.2519482421875,0.015823962166905403,-0.002450620951816139,0.035420943,0.09011985656684071,2350,0.8540157526731491,0.2,0.0003,-1.7962424802407622
1556.8134,237,392.53333333333336,30324,960,29122560,0.25828125,0.02251804992556572,-0.0028358698102571604,0.038883362,0.0942792214237367,2360,0.7815790921449661,0.2,0.0003,-1.768670576668034
1473.1503,238,377.53333333333336,30452,960,29245440,0.24962239583333334,0.054666969925165176,-0.003240712754962563,0.03563857,0.06955762501059022,2370,0.8621624708175659,0.2,0.0003,-1.7758109632196526
1448.175,239,369.53333333333336,30579,960,29368320,0.2531380208333333,-0.019173622131347656,-0.003226715680708973,0.036021907,0.09968573430237787,2380,0.8452125936746597,0.2,0.0003,-1.7307779620339474
1380.9374,240,345.8,30706,960,29491200,0.25162353515625,0.02498367428779602,-0.003055771216932044,0.035912987,0.09651015574025223,2390,0.8369036912918091,0.2,0.0003,-1.7530832256997626
1525.8003,241,384.2,30834,960,29614080,0.248525390625,-0.018829481676220894,-0.003102642324544528,0.03525718,0.09613653330311839,2400,0.8576695322990417,0.2,0.0003,-1.7242984431795776
1571.5896,242,402.93333333333334,30981,959,29736960,0.24849039713541668,0.10044114291667938,-0.0032420354793490937,0.03554112,0.10484460341957554,2410,0.8047923594713211,0.2,0.0003,-1.719145846683532
1514.7399,243,378.1333333333333,31127,959,29859840,0.2516788736979167,-0.007758935913443565,-0.003085733403010333,0.03576799,0.09298767927888547,2420,0.8358147740364075,0.2,0.0003,-1.7231572662355998
1538.3729,244,387.06666666666666,31254,959,29982720,0.24469156901041667,0.008239693008363247,-0.0030175374771897624,0.03528719,0.09788870517727143,2430,0.825655996799469,0.2,0.0003,-1.6931442875415086
1376.2566,245,347.73333333333335,31380,959,30105600,0.24441243489583334,0.024232584983110428,-0.0031766497091030035,0.03626906,0.08248177311043643,2440,0.8266981840133667,0.2,0.0003,-1.674378233483682
1597.869,246,400.46666666666664,31507,959,30228480,0.24290283203125,-0.012485649436712265,-0.0024822706923381095,0.035618994,0.10970999589796217,2450,0.7950737029314041,0.2,0.0003,-1.675354700765262
1398.0533,247,350.93333333333334,31635,959,30351360,0.24427164713541666,0.013079743832349777,-0.0032736844658271974,0.03535042,0.09302040187224823,2460,0.8010631799697876,0.2,0.0003,-1.6427008558126788
1616.4025,248,403.26666666666665,31763,959,30474240,0.24371907552083333,0.037277571856975555,-0.0024793613736255795,0.035955016,0.09530241172959601,2470,0.8124687522649765,0.2,0.0003,-1.632563462133209
1331.5416,249,330.2,31892,959,30597120,0.24719889322916666,0.020018914714455605,-0.003009175377367986,0.036253277,0.09914127014698655,2480,0.830036073923111,0.2,0.0003,-1.6392272511993846
1428.9329,250,361.3333333333333,32017,959,30720000,0.24347330729166666,0.01865547150373459,-0.0029524877233355557,0.034702946,0.08643122172371175,2490,0.8424430638551712,0.2,0.0003,-1.6299646109404664
1511.4419,251,374.46666666666664,32146,959,30842880,0.24624837239583333,-0.011794524267315865,-0.003067436303308568,0.035859488,0.10156447440114183,2500,0.8067178875207901,0.2,0.0003,-1.6437439444847406
1546.799,252,388.93333333333334,32271,959,30965760,0.24580078125,-0.0003045331686735153,-0.003334221846956401,0.035788197,0.0922798449959373,2510,0.8446477353572845,0.2,0.0003,-1.6439466978423298
1445.7097,253,357.1333333333333,32398,959,31088640,0.24471923828125,0.08302521705627441,-0.002300029873064583,0.0358502,0.09677862307469089,2520,0.8460550904273987,0.2,0.0003,-1.6528321917789677
1395.8689,254,354.3333333333333,32524,959,31211520,0.247705078125,0.04514147713780403,-0.0036022406226190167,0.037433688,0.10119191518674295,2530,0.8376174420118332,0.2,0.0003,-1.6097537940740585
1508.8259,255,387.53333333333336,32653,959,31334400,0.24192464192708332,0.012805147096514702,-0.003635770784403576,0.035909798,0.10084707704168977,2540,0.8012971431016922,0.2,0.0003,-1.6216042779634396
1521.3665,256,384.53333333333336,32781,959,31457280,0.23931884765625,0.005157126113772392,-0.002188603851715622,0.0341355,0.07993824011903294,2550,0.8532901108264923,0.2,0.0003,-1.5986436846790215
1272.4957,257,321.0,32907,959,31580160,0.24181233723958334,0.042997535318136215,-0.003422916625295329,0.036686078,0.10623430047237586,2560,0.8599323481321335,0.2,0.0003,-1.6351395073160528
1689.7927,258,415.8666666666667,33033,959,31703040,0.24806803385416668,-0.003341902047395706,-0.0029194150663715847,0.036559593,0.09933758153754751,2570,0.8692263513803482,0.2,0.0003,-1.6183181198251744
1642.7565,259,409.6666666666667,33160,959,31825920,0.2425732421875,0.02306867390871048,-0.0025617715979327233,0.034563582,0.09283571750614404,2580,0.8354930132627487,0.2,0.0003,-1.610273708763222
1667.8656,260,421.2,33287,959,31948800,0.24709635416666667,0.029564352706074715,-0.0029038274835420453,0.035935935,0.10993378384916772,2590,0.84915991127491,0.2,0.0003,-1.6140647947353621
1372.2516,261,335.3333333333333,33413,959,32071680,0.24759440104166666,0.02935738116502762,-0.00348024085358702,0.03683769,0.08851232943881769,2600,0.8470052182674408,0.2,0.0003,-1.6212554803614816
1549.1791,262,374.93333333333334,33540,959,32194560,0.24569580078125,0.02608935534954071,-0.0034284480213106388,0.03560895,0.09216470253969115,2610,0.864958792924881,0.2,0.0003,-1.6200857209476331
1547.8243,263,383.6,33668,959,32317440,0.24349690755208334,0.012525476515293121,-0.0027279410533522725,0.034880456,0.10236497552148649,2620,0.8445123136043549,0.2,0.0003,-1.5988386552222074
1462.6432,264,357.1333333333333,33795,959,32440320,0.24513671875,-0.003043542616069317,-0.002947404362460778,0.034812592,0.10022774225566536,2630,0.8358219116926193,0.2,0.0003,-1.614338336624205
1356.407,265,336.4,33922,959,32563200,0.24840006510416668,0.06698833405971527,-0.002895307311267364,0.035853617,0.10353487970550002,2640,0.8455344140529633,0.2,0.0003,-1.5873915280525883
1160.7161,266,280.8666666666667,34048,959,32686080,0.24644775390625,-0.0101572060957551,-0.0026275918517906878,0.03561553,0.1146630211637724,2650,0.8276188224554062,0.2,0.0003,-1.5938100254287322
1364.5438,267,332.93333333333334,34176,959,32808960,0.24845621744791666,0.031461767852306366,-0.0030009457580005496,0.0356438,0.09629143781930907,2660,0.8613910526037216,0.2,0.0003,-1.5946583750285208
1470.0343,268,370.73333333333335,34304,959,32931840,0.24578857421875,0.014140158891677856,-0.0032290984983834882,0.03516508,0.09467637322993444,2670,0.8439150005578995,0.2,0.0003,-1.58661316126585
1353.5657,269,349.73333333333335,34431,960,33054720,0.24098714192708334,0.017523743212223053,-0.003061084489466642,0.03485338,0.08176449211367677,2680,0.8653193712234497,0.2,0.0003,-1.5836084518705804
1795.3784,270,445.1333333333333,34560,959,33177600,0.24510172526041665,0.06856083869934082,-0.002857054602594265,0.035678785,0.09339170480976464,2690,0.8178580701351166,0.2,0.0003,-1.617976447492838
1660.838,271,409.46666666666664,34690,959,33300480,0.24544840494791667,0.005897511728107929,-0.003199768116589136,0.03602396,0.08621483753187931,2700,0.8271018415689468,0.2,0.0003,-1.5896456971702477
1599.6781,272,389.26666666666665,34820,959,33423360,0.24907307942708334,0.06278476864099503,-0.0030701341730218702,0.03606871,0.09503577358297965,2710,0.8502980619668961,0.2,0.0003,-1.5824178922176362
1601.7305,273,397.06666666666666,34947,959,33546240,0.24644449869791665,0.03877796605229378,-0.003081747212539388,0.037297916,0.12243156632333314,2720,0.8119947910308838,0.2,0.0003,-1.5491246212273837
1341.3687,274,340.73333333333335,35075,959,33669120,0.24933186848958333,0.11237935721874237,-0.003388198582312422,0.03703327,0.12120381537199137,2730,0.8370353430509567,0.2,0.0003,-1.5800906234172483
1648.7847,275,409.8,35230,959,33792000,0.24220296223958335,0.010007739067077637,-0.0027767102484419106,0.035379138,0.10043804669568393,2740,0.8148718327283859,0.2,0.0003,-1.5744597892339032
1846.6517,276,447.0,35357,959,33914880,0.24328531901041667,0.04804025590419769,-0.002615142772744245,0.03529893,0.1072425464791498,2750,0.8327595591545105,0.2,0.0003,-1.5844798414967953
1411.467,277,362.53333333333336,35483,959,34037760,0.24768473307291666,-0.011338088661432266,-0.002699368808886599,0.036232192,0.09917042860256818,2760,0.8320409208536148,0.2,0.0003,-1.5746339116680126
1496.3048,278,372.8,35616,959,34160640,0.24469482421875,0.0124449348077178,-0.003312224361485884,0.03692809,0.09436549464424994,2770,0.8276554197072983,0.2,0.0003,-1.5728243145781258
1646.8995,279,401.26666666666665,35742,959,34283520,0.2423486328125,0.0014343056827783585,-0.0023967901530583427,0.036375757,0.1135650673796772,2780,0.8527760356664658,0.2,0.0003,-1.5701185735998053
1641.5485,280,399.06666666666666,35872,959,34406400,0.23936767578125,0.06467930972576141,-0.002256542244534406,0.03443414,0.10029364503119723,2790,0.8614114820957184,0.2,0.0003,-1.577372551324467
1435.9167,281,359.3333333333333,35998,959,34529280,0.24214192708333335,0.03247560188174248,-0.0020537472857358806,0.035637897,0.10244212255667662,2800,0.8374363780021667,0.2,0.0003,-1.5464340623033543
