time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/explained_variance,train/value_loss,train/loss,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/learning_rate,train/entropy_loss,train/clip_range
17183,15605760,127,443.88,1121.0375,908,0.8052098006010056,0.11140623679670777,0.02660636603832245,0.10666341145833333,-0.000957164200523645,4520,0.015585114,0.0003,-2.2657395609033606,0.2
17315,15728640,128,446.6,1165.6101,908,0.8447349816560745,0.08814681276029053,0.08747193217277527,0.1127685546875,-0.0016574065971356807,4530,0.019306827,0.0003,-2.2786583129440743,0.2
17451,15851520,129,450.0,1178.7034,908,0.8089166432619095,0.12170519556952059,0.04647887498140335,0.10980224609375,-0.0008650441575203634,4540,0.01613381,0.0003,-2.320451610274613,0.2
17583,15974400,130,450.0,1200.1123,908,0.8016994893550873,0.12435963122091682,0.04209745302796364,0.11243408203125,-0.0010821569971994904,4550,0.016369255,0.0003,-2.2982948517923556,0.2
17716,16097280,131,450.0,1188.0175,908,0.8193344622850418,0.10077833339334272,0.10241834819316864,0.10716796875,-0.0019200330196751261,4560,0.014767158,0.0003,-2.3505554933225117,0.2
17849,16220160,132,450.0,1245.4116,908,0.8282539546489716,0.10839010840723252,0.07136906683444977,0.10701416015625,-0.001137101846919298,4570,0.012231561,0.0003,-2.369615619170169,0.2
17985,16343040,133,450.0,1247.7861,908,0.8214870989322662,0.1187258858976323,0.013374388217926025,0.10306070963541666,-0.0007283311606261123,4580,0.012398738,0.0003,-2.3392625768110156,0.2
18128,16465920,134,450.0,1272.7177,908,0.8248263001441956,0.12163519434854,0.04857442528009415,0.10964111328125,-0.0010695941353666663,4590,0.013248499,0.0003,-2.3468135444323224,0.2
18264,16588800,135,450.0,1275.6844,908,0.7937129437923431,0.13492899428267266,0.00596645288169384,0.10533203125,-0.0008686797834282819,4600,0.0118223885,0.0003,-2.37241700741152,0.2
18398,16711680,136,450.0,1189.4773,908,0.8799671083688736,0.125250486661389,0.025423564016819,0.11959635416666667,-0.0012083917876164682,4610,0.014586619,0.0003,-2.3071407386412224,0.2
18533,16834560,137,450.0,1307.1055,908,0.8270861953496933,0.10930052764975699,0.031746141612529755,0.10953857421875,-0.0007983878134048913,4620,0.0121393185,0.0003,-2.38945262071987,0.2
