rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance,train/loss,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_fraction
1458.6,14603,13762560,112,942,399.52,-0.00636808958804977,0.029359078,1110,0.2,0.7497188448905945,0.004546642303466797,0.12655746957083466,0.0003,-2.978340472728014,0.2757877604166667
1534.5688,14732,13885440,113,942,425.62,-0.006103520699865233,0.02959928,1120,0.2,0.8001908212900162,0.07331563532352448,0.13855623532940323,0.0003,-2.971973691234986,0.27503011067708333
1511.8975,14862,14008320,114,942,414.62,-0.006018025648706195,0.029813966,1130,0.2,0.7585925459861755,0.05844365805387497,0.1440544019730684,0.0003,-2.9579715409502385,0.27473063151041666
1502.1626,14990,14131200,115,942,406.32,-0.006867683880682307,0.030091912,1140,0.2,0.8112737089395523,0.014117587357759476,0.12806605804342933,0.0003,-2.9584245839715004,0.27771158854166667
1521.7428,15120,14254080,116,942,414.86,-0.006835687207894807,0.030249916,1150,0.2,0.8282850235700607,0.03315374627709389,0.1268162773414709,0.0003,-2.9301428166031838,0.2775724283854167
1507.9006,15250,14376960,117,942,413.98,-0.006291126599213991,0.03049366,1160,0.2,0.7748142182826996,0.06253793090581894,0.14389809893560596,0.0003,-2.9327076258013647,0.27846598307291665
1396.7454,15380,14499840,118,942,378.18,-0.0056980512340669524,0.030451043,1170,0.2,0.788619875907898,0.032557129859924316,0.14167239135955847,0.0003,-2.940739629479746,0.27707275390625
1580.9904,15512,14622720,119,942,432.52,-0.005960942985281387,0.030337775,1180,0.2,0.8173757046461105,0.030417438596487045,0.15052777798031458,0.0003,-2.9122771471366287,0.27404622395833333
1591.7214,15655,14745600,120,941,430.94,-0.0065486807656149415,0.029607486,1190,0.2,0.7812580168247223,0.016068484634160995,0.1319724378840571,0.0003,-2.9209014667322237,0.27279296875
1500.9353,15787,14868480,121,941,407.14,-0.00631335517710492,0.029679708,1200,0.2,0.7718744277954102,0.02452477067708969,0.13815397448236277,0.0003,-2.926265790462494,0.27438720703125
1535.3275,15918,14991360,122,941,415.18,-0.006317909163832762,0.029521175,1210,0.2,0.8360404670238495,0.04548373073339462,0.12504022806116458,0.0003,-2.912904338116447,0.27388102213541665
1505.2794,16049,15114240,123,941,404.48,-0.006166896767232781,0.028091077,1220,0.2,0.8545291274785995,0.016922377049922943,0.11646617105672097,0.0003,-2.926707056599359,0.26746500651041666
1500.898,16179,15237120,124,941,404.76,-0.006418610073960735,0.028597534,1230,0.2,0.8098465651273727,0.10118061304092407,0.12354548653374271,0.0003,-2.909459684702257,0.26880208333333333
1542.7228,16310,15360000,125,941,419.98,-0.006436959354729576,0.02996559,1240,0.2,0.8088009506464005,0.030816784128546715,0.1510375832831293,0.0003,-2.893649267653624,0.2731298828125
1557.5413,16440,15482880,126,941,419.58,-0.006589212122538205,0.030311577,1250,0.2,0.8018196821212769,0.005817387253046036,0.12806989477850342,0.0003,-2.900595766591529,0.27525634765625
1441.2834,16570,15605760,127,941,389.48,-0.006894675186758832,0.03114626,1260,0.2,0.8221485614776611,0.06509894877672195,0.1378742602475298,0.0003,-2.896501990829905,0.27674723307291665
1603.7416,16702,15728640,128,941,438.1,-0.005846587056773084,0.029823672,1270,0.2,0.8229625821113586,0.0841328427195549,0.150988655432011,0.0003,-2.883145801126957,0.2714510091145833
1499.5258,16832,15851520,129,941,407.38,-0.006182242566228524,0.029284947,1280,0.2,0.7980528920888901,0.04769470915198326,0.12928975384692118,0.0003,-2.8843469733248153,0.267021484375
1563.6548,16964,15974400,130,941,428.88,-0.006208757283978533,0.0291089,1290,0.2,0.8290804326534271,0.0503256618976593,0.12354935720533831,0.0003,-2.862546823148926,0.269443359375
1473.3888,17094,16097280,131,941,401.58,-0.006220073213620101,0.029921146,1300,0.2,0.7576820552349091,0.04055014252662659,0.12932674447705114,0.0003,-2.8665732941155633,0.26817464192708335
1494.7089,17226,16220160,132,941,400.02,-0.00670546597231502,0.029692033,1310,0.2,0.8002646118402481,0.026680555194616318,0.1407844977803567,0.0003,-2.8578917310138543,0.2710009765625
1313.1368,17387,16343040,133,939,351.52,-0.006337676002464529,0.030379284,1320,0.2,0.8128974735736847,0.03406375274062157,0.1395639998296004,0.0003,-2.8421516945337255,0.27050537109375
1588.8517,17516,16465920,134,939,432.82,-0.006557400875605405,0.030580401,1330,0.2,0.8278352916240692,0.053054697811603546,0.13586646994255716,0.0003,-2.837969707995653,0.26883544921875
1536.4644,17649,16588800,135,939,412.32,-0.005644499845711835,0.03066748,1340,0.2,0.7770356833934784,0.026893967762589455,0.1392954992336066,0.0003,-2.85370873020341,0.2720166015625
1531.1008,17778,16711680,136,939,412.48,-0.005902046059770024,0.031077672,1350,0.2,0.7431657910346985,0.01129959337413311,0.14403928637785915,0.0003,-2.833345484038194,0.27276204427083334
1600.7894,17939,16834560,137,938,440.78,-0.006457105322260759,0.029886853,1360,0.2,0.7788386940956116,0.03414992615580559,0.1633009497500704,0.0003,-2.8366924047097566,0.27521402994791666
1509.5018,18068,16957440,138,938,407.44,-0.0057376294640441,0.030305905,1370,0.2,0.7669749408960342,0.06143072620034218,0.14618958056613338,0.0003,-2.836209430893262,0.27460367838541666
1507.1976,18198,17080320,139,938,405.44,-0.00677128484782467,0.030669857,1380,0.2,0.7990462630987167,0.00737912580370903,0.1440632142825052,0.0003,-2.836705875235299,0.27277750651041666
1520.6205,18331,17203200,140,938,406.66,-0.00644684732924361,0.03044626,1390,0.2,0.8209491074085236,0.04666874557733536,0.1289444410709742,0.0003,-2.816172308437526,0.27051106770833333
