rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/clip_range,train/entropy_loss,train/n_updates,train/approx_kl,train/loss
1137.5598,1843200,1035,442.14,1779,15,0.08358049011731054,-0.010766042151378013,0.0003,0.7537497878074646,0.20465657552083333,0.2,-4.085908162718018,140,0.018099133,-0.006048230454325676
1158.5718,1966080,1031,438.96,1906,16,0.08530062452642596,-0.010940342378465478,0.0003,0.7643961906433105,0.20346354166666666,0.2,-4.078242105816801,150,0.018091483,-0.004394214600324631
1131.6758,2088960,1027,424.18,2033,17,0.0881587283607223,-0.010359512729604224,0.0003,0.7849617153406143,0.20368082682291666,0.2,-4.071952188909054,160,0.018292718,0.02796820178627968
1181.2202,2211840,1024,436.14,2159,18,0.07986520581883573,-0.010629754043190285,0.0003,0.8123354464769363,0.20639485677083333,0.2,-4.0504478600497045,170,0.018665126,-0.014619853347539902
1190.0724,2334720,1021,434.92,2285,19,0.08439604552506352,-0.010327260653957638,0.0003,0.8353360891342163,0.21085611979166666,0.2,-4.038543557822704,180,0.019048918,0.026644602417945862
1225.0785,2457600,1018,446.48,2412,20,0.08264989327813964,-0.009741263568745733,0.0003,0.8462599217891693,0.21494140625,0.2,-4.016646148699025,190,0.0196343,0.048883456736803055
1214.2142,2580480,1014,433.68,2543,21,0.08396622418940144,-0.009320241148094889,0.0003,0.8028185218572617,0.212724609375,0.2,-4.006476459975044,200,0.01972326,0.2435408979654312
1229.8632,2703360,1012,435.94,2670,22,0.06914580016872303,-0.010038139623581325,0.0003,0.8569014519453049,0.21870198567708332,0.2,-3.999868587628007,210,0.019781245,-0.0036600548774003983
1286.4473,2826240,1010,447.38,2797,23,0.07691074337019624,-0.009205902102845963,0.0003,0.8818383663892746,0.22298665364583334,0.2,-3.9818354654312134,220,0.020446632,-0.010676402598619461
1265.0793,2949120,1008,435.28,2923,24,0.07459569292220597,-0.009582853565661935,0.0003,0.8518600165843964,0.22169596354166668,0.2,-3.9804811578243973,230,0.02066176,-0.003392038866877556
1270.7097,3072000,1007,439.38,3049,25,0.07833220555025036,-0.00886597683946699,0.0003,0.8569640070199966,0.22407958984375,0.2,-3.960018528625369,240,0.020839809,-0.007619641721248627
