rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/entropy_loss,train/loss,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/value_loss,train/learning_rate
450.0,1009,2457600,20,1364.6383,2434,190,-3.9520570983116827,-0.0023508742451667786,0.021149484,-0.00919620145523974,0.7350534796714783,0.2,0.23226888020833333,0.06453191739322696,0.0003
431.4,998,2580480,21,1339.3962,2583,200,-3.930864157738785,0.012217823415994644,0.020800263,-0.009038283678849741,0.6982008218765259,0.2,0.22821614583333333,0.05516716404594869,0.0003
369.8666666666667,993,2703360,22,1146.8315,2722,210,-3.9085974297548334,0.020538557320833206,0.02231144,-0.009763798792834373,0.7644324451684952,0.2,0.2380712890625,0.055699470036148946,0.0003
441.8,992,2826240,23,1377.2279,2848,220,-3.8891248051201304,-0.002983987331390381,0.022547733,-0.008775762598567478,0.7830072492361069,0.2,0.24064778645833335,0.05515440750285052,0.0003
436.1333333333333,990,2949120,24,1355.1471,2978,230,-3.877592180892825,-0.0008121300488710403,0.022207703,-0.008993460834287058,0.7906004637479782,0.2,0.239169921875,0.05364423439255916,0.0003
379.06666666666666,988,3072000,25,1214.6046,3106,240,-3.8521534319842856,0.005667360965162516,0.023308223,-0.008416824848348672,0.6491056680679321,0.2,0.24812418619791668,0.054239123895143466,0.0003
423.8,988,3194880,26,1355.4015,3232,250,-3.8419665064662696,0.00539049506187439,0.023509804,-0.007817604937633102,0.6859829723834991,0.2,0.24805501302083333,0.06539551676003612,0.0003
425.26666666666665,988,3317760,27,1399.2737,3357,260,-3.8272949400295815,-0.005449919030070305,0.0231286,-0.007933218147348573,0.7324561774730682,0.2,0.24494222005208333,0.04779062539528241,0.0003
431.3333333333333,987,3440640,28,1410.0448,3483,270,-3.807618406414986,0.027891933917999268,0.023817403,-0.00789758744491337,0.802054762840271,0.2,0.2519449869791667,0.05538753283835831,0.0003
429.26666666666665,987,3563520,29,1408.2594,3608,280,-3.7933416635046404,-0.005078090354800224,0.024172075,-0.007971469656695263,0.7731957882642746,0.2,0.25024332682291667,0.04984901768150545,0.0003
370.4,979,3686400,30,1240.783,3762,290,-3.785440705753863,-0.03484036773443222,0.023407271,-0.007187244456138918,0.7916125953197479,0.2,0.24580810546875,0.05082745171302425,0.0003
445.73333333333335,973,3809280,31,1473.2194,3911,300,-3.7532516146327057,0.0065269917249679565,0.024437249,-0.007617013551383328,0.8031233549118042,0.2,0.25217610677083335,0.048826188768240776,0.0003
406.3333333333333,973,3932160,32,1392.1554,4039,310,-3.740816592921813,-0.006571879610419273,0.02414953,-0.007102478918526079,0.7979186177253723,0.2,0.25384440104166667,0.052130096833013034,0.0003
402.8,973,4055040,33,1354.4636,4165,320,-3.7187279932945967,0.0471656396985054,0.025000537,-0.007336577055781769,0.7712675780057907,0.2,0.26000406901041667,0.054750087421707574,0.0003
423.46666666666664,973,4177920,34,1455.4745,4292,330,-3.6836970215042433,0.02463870495557785,0.02513336,-0.007280181592280618,0.759661391377449,0.2,0.25989013671875,0.04983848078554729,0.0003
419.6,973,4300800,35,1439.4913,4419,340,-3.685491280692319,0.018044505268335342,0.025442386,-0.0069496609462567,0.742925226688385,0.2,0.26489501953125,0.061435180564634116,0.0003
426.4,973,4423680,36,1461.5701,4546,350,-3.668073879343768,-0.003780357539653778,0.025428524,-0.006622052666577171,0.7944284528493881,0.2,0.25952392578125,0.04886458293466906,0.0003
407.4,972,4546560,37,1392.064,4673,360,-3.650223738613228,0.011593559756875038,0.026138056,-0.006502921701946131,0.8023419827222824,0.2,0.26684000651041667,0.06118750730762258,0.0003
362.0,972,4669440,38,1253.3849,4801,370,-3.6243556491285562,-0.01862858049571514,0.025877854,-0.00720516152883647,0.8037068992853165,0.2,0.26597412109375,0.05008407492394326,0.0003
450.0,972,4792320,39,1548.5365,4929,380,-3.615591971389949,0.014692826196551323,0.026664961,-0.0069752974217499285,0.8103513568639755,0.2,0.26932942708333335,0.05237973339288146,0.0003
446.26666666666665,971,4915200,40,1565.7787,5056,390,-3.6024314365908503,-0.007714440114796162,0.026335888,-0.0065204259828472765,0.8255462646484375,0.2,0.26438720703125,0.05144255457841306,0.0003
387.93333333333334,971,5038080,41,1342.2205,5183,400,-3.58534995165964,-0.011739172041416168,0.026995715,-0.006898838267643441,0.7183315455913544,0.2,0.2745841471354167,0.059084062213417686,0.0003
427.53333333333336,971,5160960,42,1503.6016,5310,410,-3.571546552206079,0.013134974986314774,0.026632091,-0.006722196281146656,0.7791559100151062,0.2,0.2699967447916667,0.04613534171958842,0.0003
364.0,971,5283840,43,1295.6791,5437,420,-3.5713470842440924,0.028139643371105194,0.02654618,-0.0069365549611453995,0.7433734834194183,0.2,0.267705078125,0.046995798378823866,0.0003
382.0,971,5406720,44,1328.1849,5564,430,-3.5505309027805922,-0.006191367283463478,0.027255956,-0.0072290466814896115,0.7858229726552963,0.2,0.27160970052083333,0.0524740224086175,0.0003
450.0,971,5529600,45,1595.476,5692,440,-3.5278962756693364,0.00877976045012474,0.027327338,-0.006203398526577075,0.8126939088106155,0.2,0.2725935872395833,0.052932676829223056,0.0003
413.4,971,5652480,46,1455.977,5818,450,-3.522306599095464,-0.02645019441843033,0.026929267,-0.006470438362909287,0.8261638581752777,0.2,0.26794514973958333,0.04251329123794373,0.0003
402.0,971,5775360,47,1422.0277,5945,460,-3.5017881839722396,0.010273393243551254,0.027925981,-0.005991178066124121,0.7543112486600876,0.2,0.2760791015625,0.044540374015729564,0.0003
399.8666666666667,971,5898240,48,1401.0156,6070,470,-3.4843223581214744,-0.00042472220957279205,0.027784515,-0.006342094454554778,0.8367043435573578,0.2,0.27492350260416665,0.04795472114269311,0.0003
386.4,970,6021120,49,1343.2974,6201,480,-3.463780580473443,0.03591657429933548,0.028132249,-0.006034041823465183,0.7998878359794617,0.2,0.27747721354166666,0.05000837398811806,0.0003
417.93333333333334,970,6144000,50,1484.6633,6329,490,-3.4359665502483647,-0.050143420696258545,0.028261714,-0.005829453442802332,0.7903623282909393,0.2,0.27451741536458335,0.05204771903382304,0.0003
351.1333333333333,970,6266880,51,1271.007,6455,500,-3.434734967549642,0.0006271349266171455,0.027444307,-0.005971930647786697,0.8528404533863068,0.2,0.27013997395833333,0.0461503162765924,0.0003
437.8,970,6389760,52,1553.0027,6583,510,-3.414410900262495,5.991663783788681e-05,0.02789792,-0.005871099238523432,0.8629283308982849,0.2,0.2724527994791667,0.04407021797599252,0.0003
378.6,969,6512640,53,1346.1008,6719,520,-3.3841474660485984,0.035857781767845154,0.028858535,-0.006415745552246032,0.8319608271121979,0.2,0.28076171875,0.054436548130664356,0.0003
