time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/clip_range,train/clip_fraction,train/explained_variance
144,942,18781,1511.0264,17694720,440.08,0.0005,-0.0024035488634884437,-3.195720442322393,1430,0.16150052382688349,0.06667600572109222,0.03734802,0.2,0.26665934244791667,0.8187024891376495
145,942,18912,1449.0948,17817600,420.52,0.0005,-0.0027415005497762952,-3.203731188463668,1440,0.12801165292728303,0.02264717034995556,0.03654464,0.2,0.2658544921875,0.8339106291532516
146,942,19044,1491.8035,17940480,432.44,0.0005,-0.002430111116827902,-3.2055220918109018,1450,0.14309621410240653,0.10818412899971008,0.034957156,0.2,0.26327311197916664,0.8131657540798187
147,941,19176,1471.825,18063360,427.86,0.0005,-0.0023681301595115654,-3.2111902142688633,1460,0.15107390345326469,0.08764303475618362,0.03585532,0.2,0.2649267578125,0.7931707501411438
148,941,19308,1409.7527,18186240,412.04,0.0005,-0.0023286208779427398,-3.2220710474376877,1470,0.14483818990450043,0.007005305960774422,0.036052343,0.2,0.2606022135416667,0.8145246654748917
149,941,19438,1488.0316,18309120,431.52,0.0005,-0.0027302610441438447,-3.1939937286823987,1480,0.14663208121346544,0.029412951320409775,0.035491977,0.2,0.2617952473958333,0.8266073912382126
150,941,19570,1459.2332,18432000,426.18,0.0005,-0.002807293219599766,-3.197286320154866,1490,0.13645875687720643,0.042701855301856995,0.03519129,0.2,0.2599210611979167,0.8198864758014679
151,941,19701,1497.7345,18554880,438.02,0.0005,-0.0020685418643370214,-3.167057530793051,1500,0.13807245902086532,0.03431167080998421,0.035452507,0.2,0.25891845703125,0.8434985876083374
152,941,19834,1508.4437,18677760,435.4,0.0005,-0.0017472215866291662,-3.1777099758510787,1510,0.1296243017668409,0.08116289228200912,0.03622659,0.2,0.2609025065104167,0.8277831524610519
153,941,19965,1433.9814,18800640,419.9,0.0005,-0.0023877245515389707,-3.1878700464839738,1520,0.13777894418220968,0.011267226189374924,0.03563865,0.2,0.260380859375,0.8602096140384674
154,941,20097,1496.8668,18923520,437.68,0.0005,-0.002190030668170948,-3.1558291059111556,1530,0.16717890777188585,0.016810011118650436,0.03635746,0.2,0.2597786458333333,0.8450776040554047
155,941,20227,1410.0955,19046400,408.46,0.0005,-0.002289697416981653,-3.127590517041584,1540,0.14888305406580912,0.08934355527162552,0.03647151,0.2,0.2658284505208333,0.8545849770307541
156,941,20357,1504.2423,19169280,433.32,0.0005,-0.00218019829676147,-3.1430596378073097,1550,0.15092274173832265,0.03580409288406372,0.037040245,0.2,0.2610343424479167,0.8562377095222473
157,940,20518,1456.899,19292160,425.92,0.0005,-0.002199113081514952,-3.1508369129771987,1560,0.1438071004236311,0.0320046991109848,0.03613897,0.2,0.26018310546875,0.8566225320100784
158,940,20648,1474.5288,19415040,424.68,0.0005,-0.002416237856665854,-3.1336039403825997,1570,0.1326996987989211,0.05777376890182495,0.03675968,0.2,0.2583748372395833,0.8742540627717972
159,940,20781,1442.5919,19537920,423.96,0.0005,-0.0026918102547400244,-3.14829105467846,1580,0.1475663007767677,0.03453463688492775,0.03574171,0.2,0.2582145182291667,0.8079300075769424
160,940,20913,1459.0911,19660800,419.6,0.0005,-0.0024729386478035548,-3.141292814910412,1590,0.1441785800976989,0.049041155725717545,0.035189286,0.2,0.25645589192708335,0.8364043682813644
161,939,21064,1402.5922,19783680,410.76,0.0005,-0.002372658222102473,-3.134084895240764,1600,0.14204029765086792,0.06969483196735382,0.03543607,0.2,0.25592203776041667,0.8685752153396606
162,939,21195,1445.4926,19906560,421.74,0.0005,-0.002831934524298655,-3.1575838566198944,1610,0.13370805395340238,0.06703148037195206,0.036331918,0.2,0.2579833984375,0.8016497641801834
163,938,21348,1519.2267,20029440,436.76,0.0005,-0.0022784961518027558,-3.111375489657124,1620,0.16311210133280837,0.007821910083293915,0.037964597,0.2,0.26109619140625,0.7824829071760178
164,938,21478,1500.2667,20152320,436.52,0.0005,-0.0021328111638407184,-3.1185237858692805,1630,0.14683619806489637,0.06230182573199272,0.035922717,0.2,0.2574991861979167,0.7636399567127228
165,938,21609,1491.1277,20275200,433.5,0.0005,-0.0017112247171856628,-3.1216483503455916,1640,0.1222169703329564,0.043083854019641876,0.033902742,0.2,0.24839111328125,0.8055133819580078
166,936,21770,1468.7616,20398080,429.68,0.0005,-0.0012730841661990173,-3.105937763825059,1650,0.15092539236783825,0.017756802961230278,0.035852145,0.2,0.253837890625,0.8223669081926346
167,936,21903,1391.9075,20520960,410.56,0.0005,-0.002095454894224531,-3.1008769741654394,1660,0.11045650860779764,0.05723947286605835,0.035095535,0.2,0.2531380208333333,0.8808298408985138
168,936,22032,1443.2947,20643840,423.8,0.0005,-0.0023106304815579885,-3.0932097346459826,1670,0.14140351486819175,0.10998240113258362,0.03614817,0.2,0.2560807291666667,0.8290987461805344
169,936,22163,1405.5632,20766720,415.08,0.0005,-0.002724876626925834,-3.08638112804542,1680,0.1309508758263837,0.24417603015899658,0.035450075,0.2,0.25879069010416667,0.8450706452131271
170,935,22322,1428.6764,20889600,420.62,0.0005,-0.0018957984707655366,-3.0930303998912376,1690,0.13435287431935042,-0.002924099564552307,0.035876174,0.2,0.25561360677083333,0.8497586101293564
171,935,22452,1501.7328,21012480,434.64,0.0005,-0.002098884522432248,-3.095210490313669,1700,0.15877443605393637,0.015621563419699669,0.03566376,0.2,0.2583260091145833,0.8302274644374847
172,935,22592,1368.2152,21135360,399.2,0.0005,-0.0020008943076027207,-3.1204572885731854,1710,0.14128590323438403,0.013767372816801071,0.035583638,0.2,0.25713948567708333,0.8292263597249985
173,935,22724,1454.1243,21258240,420.32,0.0005,-0.0017836467873712535,-3.125957915025453,1720,0.15769894874606205,0.029073212295770645,0.034998424,0.2,0.255673828125,0.8436849415302277
174,935,22857,1493.0336,21381120,430.94,0.0005,-0.002086343718356147,-3.1115762498850623,1730,0.1675728159578284,0.05743398144841194,0.03524622,0.2,0.25480712890625,0.8007401525974274
175,935,22989,1481.9755,21504000,437.3,0.0005,-0.0027588856610357955,-3.1054097936923304,1740,0.14162343138149786,0.04886403679847717,0.03592322,0.2,0.25365559895833334,0.83622707426548
176,935,23119,1450.2395,21626880,420.78,0.0005,-0.0021015691869918857,-3.0900854934503634,1750,0.173054422516628,0.15104588866233826,0.035506845,0.2,0.256669921875,0.8159420490264893
177,935,23250,1485.1603,21749760,429.74,0.0005,-0.0013471256980831943,-3.0863308744505047,1760,0.16125123176248357,0.05885310471057892,0.035511415,0.2,0.25291259765625,0.8424381166696548
178,935,23381,1480.3282,21872640,426.18,0.0005,-0.0021932989717788585,-3.0981516637528936,1770,0.1383656120064552,0.13743652403354645,0.03549141,0.2,0.25444173177083335,0.8520617634057999
179,935,23513,1505.8293,21995520,436.78,0.0005,-0.0022501572138086583,-3.0850076773265998,1780,0.15727868122407623,0.003631744533777237,0.03745726,0.2,0.25964029947916667,0.8085283190011978
180,935,23645,1447.143,22118400,429.92,0.0005,-0.0018979342597716215,-3.0625230391944447,1790,0.12693273180329318,0.03895556181669235,0.03486652,0.2,0.2530037434895833,0.8329076766967773
181,935,23776,1426.3994,22241280,413.3,0.0005,-0.00266276890930385,-3.060735933929682,1800,0.13573256424967742,0.04936571419239044,0.036548022,0.2,0.25490641276041665,0.8288213014602661
182,935,23908,1521.086,22364160,441.02,0.0005,-0.001993193191049916,-3.057805753586193,1810,0.14819154321536188,0.02475913241505623,0.03564186,0.2,0.25357177734375,0.8303783535957336
183,935,24038,1501.4956,22487040,433.9,0.0005,-0.002033445554134232,-3.0466638932004573,1820,0.1566170330278692,0.0360746793448925,0.03525924,0.2,0.25334065755208335,0.8141497075557709
184,935,24171,1469.2181,22609920,422.06,0.0005,-0.0017258524787454614,-3.0568935816486675,1830,0.16575744277855847,0.08191289007663727,0.034716766,0.2,0.2520930989583333,0.8128027319908142
185,935,24306,1414.2878,22732800,410.74,0.0005,-0.001354821029787369,-3.032500477110346,1840,0.1472059583995724,0.09854701161384583,0.03557468,0.2,0.25303955078125,0.8135237097740173
186,935,24439,1446.0894,22855680,423.54,0.0005,-0.0017718778134773554,-3.0602916368221242,1850,0.17999375011742813,0.45044422149658203,0.037144646,0.2,0.25379557291666666,0.8409182131290436
187,935,24570,1408.0919,22978560,418.76,0.0005,-0.0015520007131696427,-3.053042858205736,1860,0.1532690052561035,0.10419006645679474,0.036526572,0.2,0.2541324869791667,0.8556075841188431
188,935,24702,1436.2731,23101440,419.7,0.0005,-0.0019999311154667034,-3.0574091049904624,1870,0.15680611987297502,0.01598377712070942,0.038044907,0.2,0.2535270182291667,0.8227210491895676
189,935,24834,1388.8964,23224320,405.7,0.0005,-0.0016492948089277585,-3.0349045242369175,1880,0.1674616642963762,0.2804192304611206,0.03678998,0.2,0.25486165364583335,0.7873618602752686
190,935,24966,1417.001,23347200,412.82,0.0005,-0.0016938975265960228,-3.016138140298426,1890,0.17814906788786175,0.029276318848133087,0.036785007,0.2,0.2565608723958333,0.838634267449379
191,935,25098,1381.3605,23470080,406.86,0.0005,-0.0018340179107811613,-3.0080543050045767,1900,0.16478924773119313,0.08326468616724014,0.036564454,0.2,0.25556803385416665,0.8245917111635208
192,935,25230,1438.2264,23592960,417.56,0.0005,-0.001496837142910105,-2.988978505817552,1910,0.17891336109877254,0.013687647879123688,0.03704018,0.2,0.25433430989583333,0.803100660443306
193,934,25382,1391.3823,23715840,405.38,0.0005,-0.0015656970345420025,-2.96990250967443,1920,0.1827307584900215,0.051982998847961426,0.03807573,0.2,0.2582731119791667,0.8046027421951294
194,934,25512,1458.341,23838720,421.86,0.0005,-0.0014200909263005694,-3.0054301861549417,1930,0.19366410916729365,0.07099951058626175,0.036106575,0.2,0.25546061197916664,0.8302940428256989
195,934,25644,1423.8966,23961600,417.04,0.0005,-0.0015685752218875374,-2.981618584431708,1940,0.15071567379529976,0.025840362533926964,0.03684742,0.2,0.25266194661458335,0.8215203881263733
196,934,25777,1467.6267,24084480,419.82,0.0005,-0.0017247406991191382,-2.9736972552041214,1950,0.17158542408472083,-0.0019056107848882675,0.04010166,0.2,0.25866048177083334,0.816940501332283
197,934,25908,1422.3644,24207360,415.46,0.0005,-0.0020169487502910972,-2.988217117289702,1960,0.1500666212804693,0.029862694442272186,0.03583939,0.2,0.24911783854166666,0.8546751141548157
198,934,26041,1471.884,24330240,425.7,0.0005,-0.0016191595721708532,-2.984369287950297,1970,0.18005444121149292,0.04048195853829384,0.036791366,0.2,0.254052734375,0.8276107162237167
199,934,26171,1317.4152,24453120,387.34,0.0005,-0.0019777141211307025,-3.0080003467202188,1980,0.16052019446176322,0.08825547248125076,0.035334453,0.2,0.24872884114583332,0.829290047287941
200,934,26304,1484.8903,24576000,432.1,0.0005,-0.002157574778114698,-3.016608353766302,1990,0.16296674305097744,0.047500982880592346,0.03545295,0.2,0.250126953125,0.8345415890216827
201,934,26435,1428.0239,24698880,412.16,0.0005,-0.0019344688653200137,-3.0006640671566127,2000,0.1603834659625621,0.14437058568000793,0.035605934,0.2,0.24830078125,0.8161652535200119
202,934,26568,1505.3492,24821760,432.3,0.0005,-0.0015028376831014612,-3.0050120961541933,2010,0.14336837246102127,0.013578804209828377,0.034257237,0.2,0.24410888671875,0.8429431468248367
203,934,26699,1513.0219,24944640,433.86,0.0005,-0.0015744326665117114,-2.9978397956490515,2020,0.16509291271999246,0.09839527308940887,0.03531466,0.2,0.24805908203125,0.8099819868803024
204,933,26859,1481.9683,25067520,430.58,0.0005,-0.0016293518669287248,-2.990022804662585,2030,0.17869345275035206,0.1373520940542221,0.03518313,0.2,0.2521614583333333,0.835511103272438
205,933,26991,1459.3727,25190400,423.0,0.0005,-0.0015042236704569708,-2.9721639246245224,2040,0.15103072464301173,0.06288911402225494,0.034143273,0.2,0.24822428385416667,0.8530729413032532
206,932,27152,1485.6123,25313280,427.78,0.0005,-0.0017075978457614838,-2.9484240322808426,2050,0.14469862297992223,0.02485310286283493,0.03415351,0.2,0.24565836588541667,0.8499193489551544
207,932,27284,1498.8131,25436160,431.62,0.0005,-0.0016138683009467058,-2.9530557574828467,2060,0.15244010135463518,0.07960137724876404,0.035072573,0.2,0.24508382161458334,0.8206023126840591
208,932,27415,1488.4424,25559040,427.16,0.0005,-0.0008720568461588603,-2.9597482630610465,2070,0.14785850433516315,0.08763113617897034,0.034530163,0.2,0.24477132161458334,0.8508993983268738
209,932,27545,1534.8666,25681920,443.94,0.0005,-0.0018133443942497253,-2.955483862335483,2080,0.1290753950214518,0.05280023440718651,0.03485236,0.2,0.24487141927083333,0.8190228193998337
210,932,27675,1463.7152,25804800,421.62,0.0005,-0.002072009644774274,-2.9675104303409654,2090,0.1254741238525215,0.2931937873363495,0.034820333,0.2,0.24427327473958332,0.79786017537117
211,932,27806,1544.4911,25927680,443.56,0.0005,-0.001798396971607872,-2.9252286286403737,2100,0.13553536575083855,0.0014575906097888947,0.03633639,0.2,0.247626953125,0.8361424952745438
212,932,27939,1399.9792,26050560,403.12,0.0005,-0.0018245097937263685,-2.9187308734158677,2110,0.14722439710176938,0.04347705468535423,0.035148688,0.2,0.24791666666666667,0.8174457103013992
213,932,28072,1518.4471,26173440,436.24,0.0005,-0.0015862523380383209,-2.8839907577012975,2120,0.1623166326089995,0.10611210763454437,0.035986796,0.2,0.25063639322916664,0.8497165143489838
214,932,28205,1467.7379,26296320,425.08,0.0005,-0.0013400377118280933,-2.8757753364990153,2130,0.12238257060977048,0.05758197605609894,0.03458915,0.2,0.24208658854166668,0.8606096357107162
215,932,28337,1495.9996,26419200,429.0,0.0005,-0.0015846686128073392,-2.875718141980469,2140,0.14439707268902566,0.05772745609283447,0.037634835,0.2,0.25049967447916666,0.8344793915748596
216,932,28468,1461.4203,26542080,422.0,0.0005,-0.0016395218755163416,-2.8755216579139233,2150,0.13727368874135815,0.039792437106370926,0.037137028,0.2,0.25097900390625,0.8220929056406021
217,932,28601,1481.7495,26664960,426.48,0.0005,-0.001727343049327222,-2.8739147675658265,2160,0.1508739380001983,0.044184185564517975,0.03736109,0.2,0.2521183268229167,0.8379399478435516
218,932,28734,1333.5123,26787840,396.38,0.0005,-0.001821377034187511,-2.8856327724580964,2170,0.16221774482430193,0.062499940395355225,0.03926674,0.2,0.2543408203125,0.8440092653036118
219,932,28867,1372.1786,26910720,396.98,0.0005,-0.0012738797263409651,-2.8424961005399623,2180,0.1683767026559023,0.10719849169254303,0.039095387,0.2,0.25518391927083334,0.8650809228420258
220,932,29000,1451.1128,27033600,416.34,0.0005,-0.0009407820609158079,-2.8424308905998865,2190,0.18805190409795614,0.04314621537923813,0.037492078,0.2,0.25076416015625,0.8558816313743591
221,932,29133,1446.4515,27156480,419.48,0.0005,-0.0011331226570655418,-2.848114772774279,2200,0.1678317162275198,0.055949464440345764,0.03880035,0.2,0.2534488932291667,0.8630929589271545
222,932,29265,1423.1857,27279360,415.9,0.0005,-0.0012022140058070363,-2.8597963297739626,2210,0.18153864194396496,0.031665753573179245,0.038474377,0.2,0.2539876302083333,0.8256495743989944
223,932,29396,1426.0771,27402240,414.12,0.0005,-0.0017056730098738626,-2.8357767632727824,2220,0.2038844525817937,0.13788548111915588,0.03987582,0.2,0.259755859375,0.8085571825504303
224,932,29527,1410.9883,27525120,407.32,0.0005,-0.0011389178186436766,-2.8283075257390737,2230,0.18799739800946555,0.04739321395754814,0.039651234,0.2,0.2556559244791667,0.8274581879377365
225,932,29656,1485.8677,27648000,435.46,0.0005,-0.0014700623008866388,-2.8229942417517306,2240,0.17057702616196668,-0.00337006151676178,0.03956453,0.2,0.25481770833333334,0.8326796144247055
226,932,29788,1458.667,27770880,425.54,0.0005,-0.0016058669503945565,-2.804549431403478,2250,0.185215902144458,0.034324340522289276,0.03992387,0.2,0.25432373046875,0.8265077173709869
227,932,29920,1526.5144,27893760,441.32,0.0005,-0.0018111445524906836,-2.811203278017541,2260,0.13322162142731636,-0.021676618605852127,0.038232144,0.2,0.24744384765625,0.8640044927597046
228,932,30052,1477.3988,28016640,427.76,0.0005,-0.0012350457514852071,-2.7824668754513064,2270,0.15064495543076192,0.1175992488861084,0.038812485,0.2,0.2524560546875,0.8219354897737503
229,932,30185,1461.2684,28139520,425.62,0.0005,-0.0007444342907183454,-2.781587122877439,2280,0.14990536926838105,0.03878355026245117,0.038091693,0.2,0.24852701822916667,0.8220558911561966
230,932,30316,1538.4016,28262400,438.38,0.0005,-0.0010187901581775805,-2.7879067374144992,2290,0.1392196766695512,0.10126456618309021,0.0376256,0.2,0.24799723307291666,0.8405220061540604
231,932,30446,1477.5493,28385280,431.12,0.0005,-0.001113163447283417,-2.796380424660941,2300,0.15567415105634913,0.05059530586004257,0.038608834,0.2,0.24864176432291665,0.8138063848018646
232,932,30576,1500.0483,28508160,431.98,0.0005,-0.0009681785970315105,-2.795850246399641,2310,0.15402937321632634,0.07913455367088318,0.038337223,0.2,0.24537679036458335,0.8079769015312195
233,932,30708,1444.9222,28631040,413.46,0.0005,-0.000996427493015896,-2.8066332570587593,2320,0.14047927069846386,0.006700493395328522,0.037673067,0.2,0.24550862630208334,0.7683783322572708
234,932,30840,1500.6157,28753920,427.54,0.0005,-0.0018852094861783067,-2.7864045959835253,2330,0.14882787407793027,0.07503064721822739,0.038600557,0.2,0.24950439453125,0.8172384351491928
235,932,30971,1415.5928,28876800,409.74,0.0005,-0.0016065795042959508,-2.7758421270673472,2340,0.17123521346026488,0.014392979443073273,0.03905722,0.2,0.2505997721354167,0.786239355802536
236,932,31104,1453.2065,28999680,420.16,0.0005,-0.0011642674052260798,-2.797866835730771,2350,0.15194498743260434,0.021034806966781616,0.037523404,0.2,0.24691080729166667,0.8170609772205353
237,932,31235,1486.5833,29122560,427.16,0.0005,-0.0013860109560300772,-2.7903488111992676,2360,0.19079079828147466,0.10771648585796356,0.03856601,0.2,0.24886637369791667,0.8202636688947678
238,932,31367,1451.678,29245440,418.26,0.0005,-0.0007285554917810563,-2.7733171656976143,2370,0.14242825332854409,0.07612060755491257,0.036691826,0.2,0.24094482421875,0.8490797579288483
239,932,31497,1398.5765,29368320,407.44,0.0005,-0.0013046887839724755,-2.7566768261790275,2380,0.16593030646055315,0.08256465941667557,0.03644903,0.2,0.24019205729166668,0.8119465559720993
240,932,31630,1507.4972,29491200,437.94,0.0005,-0.001206811343975763,-2.7579321048036216,2390,0.15322933023999213,0.06817428767681122,0.03736125,0.2,0.2422119140625,0.8352613598108292
241,932,31762,1454.312,29614080,424.92,0.0005,-0.0007360487704803139,-2.7474926941469313,2400,0.17394194624561352,0.06964467465877533,0.036853787,0.2,0.24440592447916668,0.800890639424324
242,932,31893,1414.7251,29736960,417.98,0.0005,-0.001556306301014653,-2.737567998121182,2410,0.17772576561721506,0.0717240497469902,0.039040733,0.2,0.24823486328125,0.8151260167360306
243,932,32025,1496.5886,29859840,429.32,0.0005,-0.0010250547304288678,-2.7237854444980623,2420,0.17411838427030793,0.08351249992847443,0.035227977,0.2,0.23787434895833334,0.8026654273271561
244,932,32158,1438.8483,29982720,418.32,0.0005,-0.000853236788122255,-2.7230474876612423,2430,0.15956064038648038,0.09166829288005829,0.0371941,0.2,0.23980061848958334,0.7828381657600403
245,931,32319,1415.94,30105600,410.02,0.0005,-0.0010792627200438194,-2.727118980300923,2440,0.1705124133830153,0.16684404015541077,0.03583073,0.2,0.23642252604166666,0.8498001396656036
246,931,32451,1444.5547,30228480,421.86,0.0005,-0.0005158497941374663,-2.72174804062893,2450,0.18628776682172127,0.15618357062339783,0.03682591,0.2,0.23671630859375,0.8389862030744553
247,931,32588,1376.7427,30351360,396.62,0.0005,-0.001347178752378871,-2.7235823001712562,2460,0.1659475014525621,0.04354846104979515,0.036457516,0.2,0.23543050130208334,0.8475237190723419
248,931,32719,1384.1859,30474240,395.88,0.0005,-0.0011641125221649418,-2.713467435662945,2470,0.23228429413177462,0.06188496574759483,0.038702726,0.2,0.24235758463541668,0.8423423618078232
249,930,32880,1475.077,30597120,425.42,0.0005,-0.0010044578324838464,-2.7167887338871757,2480,0.2079973047709791,0.11438053846359253,0.037806712,0.2,0.23905924479166665,0.8507622927427292
250,930,33012,1507.6907,30720000,437.26,0.0005,-0.0017007485970498238,-2.715451039647063,2490,0.18358582219380576,0.2193056344985962,0.036649715,0.2,0.24042805989583332,0.8323496431112289
251,930,33142,1460.6262,30842880,431.54,0.0005,-0.0013148692427027223,-2.6967775436366597,2500,0.20364826751921403,0.10105031728744507,0.037523627,0.2,0.24123046875,0.8322123289108276
252,930,33273,1483.3035,30965760,425.32,0.0005,-0.0014074142549058402,-2.737314716093242,2510,0.1306498790536231,0.028405575081706047,0.036678534,0.2,0.23373942057291666,0.8356692343950272
253,930,33405,1458.8923,31088640,422.08,0.0005,-0.0014215049455015105,-2.7314022174850106,2520,0.1661942951446205,0.13998067378997803,0.037238803,0.2,0.23820719401041668,0.8248829543590546
254,930,33537,1462.1528,31211520,429.78,0.0005,-0.0014085418130768328,-2.720466220403711,2530,0.14065473037800985,0.010995283722877502,0.034668494,0.2,0.23168701171875,0.8543424606323242
255,930,33672,1411.6775,31334400,413.28,0.0005,-0.0013940733493958155,-2.6913481986895205,2540,0.15004567071164882,0.029248232021927834,0.03599591,0.2,0.23280192057291665,0.8063157945871353
256,930,33805,1405.7817,31457280,405.8,0.0005,-0.0014403425428827178,-2.6921037714431684,2550,0.14945165258977794,0.07996436953544617,0.03576986,0.2,0.235439453125,0.8353191912174225
257,930,33936,1427.4053,31580160,411.26,0.0005,-0.0015029202282372959,-2.6884523619835576,2560,0.15366580169298685,0.21421034634113312,0.036002897,0.2,0.23270182291666666,0.8193386942148209
258,930,34068,1380.5923,31703040,401.7,0.0005,-0.0009282109260432966,-2.6839747232819597,2570,0.17278622013371206,0.08915695548057556,0.035359666,0.2,0.22962727864583332,0.8399721086025238
259,930,34198,1412.4982,31825920,413.22,0.0005,-0.0013487611674281653,-2.6666316731646655,2580,0.19522442851952898,0.15674184262752533,0.03758901,0.2,0.23312093098958334,0.8520450443029404
260,930,34328,1429.1985,31948800,422.72,0.0005,-0.0013776224563722887,-2.677051176987588,2590,0.16638726965281725,-0.00344240665435791,0.034249526,0.2,0.22853678385416668,0.8577756583690643
261,930,34459,1400.9663,32071680,407.5,0.0005,-0.0011069265597143385,-2.6771325388054055,2600,0.1608701062456627,0.10829414427280426,0.036348,0.2,0.22800211588541666,0.8255187720060349
262,930,34589,1396.6294,32194560,408.94,0.0005,-0.0010229850771247583,-2.6629882303997876,2610,0.17917062303148365,0.05702592805027962,0.036552534,0.2,0.2292333984375,0.8665830343961716
263,930,34720,1444.1492,32317440,416.0,0.0005,-0.0011330506589850606,-2.658078216376404,2620,0.19594817138868773,0.044517405331134796,0.03647592,0.2,0.22903727213541666,0.8451190888881683
264,930,34852,1356.7533,32440320,405.2,0.0005,-0.0014931168394620423,-2.6554503850390514,2630,0.15301126051752362,0.03339275345206261,0.035896525,0.2,0.229638671875,0.8558353185653687
265,930,34982,1400.7399,32563200,408.08,0.0005,-0.0012042095298026348,-2.651831626382967,2640,0.20744140878125714,0.09782004356384277,0.035987195,0.2,0.22850341796875,0.8352527767419815
266,930,35112,1426.2662,32686080,415.4,0.0005,-0.0012509386737413783,-2.6544451583301027,2650,0.16773349484157127,0.09071269631385803,0.03633292,0.2,0.22974446614583333,0.8711552321910858
267,930,35244,1393.0149,32808960,407.74,0.0005,-0.0008036193862244545,-2.6256053572893143,2660,0.17455258969159332,0.11744299530982971,0.03635108,0.2,0.22963623046875,0.8585265725851059
268,930,35376,1457.3717,32931840,424.1,0.0005,-0.0007471061441901839,-2.623964745476842,2670,0.1968467076298354,0.05122024938464165,0.03982329,0.2,0.23359781901041668,0.852941483259201
269,930,35506,1460.4175,33054720,418.36,0.0005,-0.001258341281821534,-2.6031531142567594,2680,0.18203828851740886,0.22968937456607819,0.036626443,0.2,0.23222493489583335,0.8404559046030045
270,930,35637,1368.5989,33177600,397.64,0.0005,-0.0005272140763433223,-2.590649666103224,2690,0.19659349151450442,0.12632134556770325,0.035495244,0.2,0.23383707682291666,0.857414186000824
271,930,35769,1388.0608,33300480,403.82,0.0005,-0.0007288814374927218,-2.571899585897724,2700,0.1651190973209062,0.032605189830064774,0.035953157,0.2,0.23193440755208333,0.8409556597471237
272,931,35900,1425.6971,33423360,411.62,0.0005,-0.0005199687566801003,-2.5850372945393123,2710,0.18845660880828896,0.05215606093406677,0.036731068,0.2,0.23532796223958333,0.8427799493074417
273,931,36031,1429.4454,33546240,414.82,0.0005,-0.0012433003356697252,-2.5931523131454983,2720,0.18836054738775904,0.05128296837210655,0.035289485,0.2,0.23043294270833334,0.8388821631669998
274,931,36162,1496.5725,33669120,428.92,0.0005,-0.0016063719377901484,-2.6048380049193898,2730,0.191786067870853,0.026356028392910957,0.037376717,0.2,0.23354329427083334,0.878623828291893
275,931,36294,1387.7008,33792000,398.62,0.0005,-0.0010521930574941508,-2.5587112191940347,2740,0.2106636279047234,0.02770797163248062,0.038170915,0.2,0.23596435546875,0.8176213502883911
276,931,36425,1407.423,33914880,404.9,0.0005,-0.0006432640188419707,-2.5932465855528912,2750,0.1803793579810493,0.07126870006322861,0.03629713,0.2,0.22845703125,0.8606524020433426
277,931,36555,1499.34,34037760,435.0,0.0005,-0.0006048279284429251,-2.552239823825657,2760,0.18803267107568294,0.0661337599158287,0.037048634,0.2,0.23305745442708334,0.8421278893947601
278,931,36687,1414.424,34160640,407.22,0.0005,-0.0011610714671375414,-2.545681563578546,2770,0.1823380704774172,0.07989508658647537,0.037587095,0.2,0.23380777994791666,0.8047934621572495
279,931,36819,1522.9268,34283520,433.96,0.0005,-0.0003397125959236291,-2.5418319724376004,2780,0.2273678791236792,0.07338552176952362,0.037566647,0.2,0.23825520833333333,0.8209837228059769
280,931,36949,1429.0543,34406400,416.56,0.0005,-0.0011329151320145078,-2.529043993167579,2790,0.18489730079192668,0.05038224160671234,0.03756635,0.2,0.23277180989583332,0.842824250459671
281,931,37079,1403.962,34529280,402.04,0.0005,-0.0011212619179301934,-2.506733504595856,2800,0.2139777089623385,0.09782907366752625,0.039289158,0.2,0.23384521484375,0.8136554062366486
282,931,37209,1391.5703,34652160,405.4,0.0005,-0.0014639915684862596,-2.5060465859125056,2810,0.18172295946181596,0.38298964500427246,0.037694104,0.2,0.23130452473958332,0.8190770447254181
283,931,37340,1494.1383,34775040,435.16,0.0005,-0.0008323594513270412,-2.522125149605175,2820,0.18574452549849715,0.07903631776571274,0.03804998,0.2,0.23359456380208332,0.8297583162784576
284,931,37470,1488.8527,34897920,423.96,0.0005,-0.0014650585769201523,-2.5291253563637537,2830,0.16745868611013673,0.05631633475422859,0.03796113,0.2,0.23317301432291668,0.8398467898368835
285,931,37601,1518.909,35020800,435.18,0.0005,-0.0014081541884297622,-2.5301551758684218,2840,0.14629040541981037,0.056010544300079346,0.03681056,0.2,0.23091471354166668,0.8376927375793457
