time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,train/clip_range,train/loss,train/entropy_loss,train/value_loss,train/learning_rate,train/explained_variance,train/approx_kl,train/n_updates,train/clip_fraction,train/policy_gradient_loss
952,17571840,398.38,1369.9095,18446,143,0.2,0.08928341418504715,-2.84242500928541,0.17699729848255324,0.0003,0.8536145985126495,0.028602337,1420,0.26031575520833333,-0.006529358813998745
952,17694720,400.62,1392.0085,18577,144,0.2,0.15386494994163513,-2.8079420992235344,0.19065962840958187,0.0003,0.840064287185669,0.029379653,1430,0.26323486328125,-0.00574014383397298
952,17817600,410.98,1432.5973,18708,145,0.2,0.04574520140886307,-2.792360909829537,0.15483994052221534,0.0003,0.8496749997138977,0.029148698,1440,0.25808512369791664,-0.005945724095796929
952,17940480,416.64,1434.8026,18837,146,0.2,0.03278827667236328,-2.786782176295916,0.15416591072726685,0.0003,0.8516653329133987,0.029975113,1450,0.26467692057291664,-0.006407715912325027
951,18063360,409.16,1425.9833,18981,147,0.2,0.036687567830085754,-2.7891946545864146,0.1851841952135631,0.0003,0.8588176667690277,0.029694784,1460,0.26466796875,-0.006648595107878161
951,18186240,414.64,1425.5406,19110,148,0.2,0.019868455827236176,-2.7825614760195214,0.15611166599410353,0.0003,0.8778224214911461,0.029734071,1470,0.2612027994791667,-0.006133428041672839
951,18309120,415.76,1438.6207,19239,149,0.2,0.028168797492980957,-2.7674625187988084,0.16854959895970145,0.0003,0.8492775559425354,0.030286279,1480,0.26534423828125,-0.005950713985985203
951,18432000,391.32,1367.6434,19381,150,0.2,0.03222597390413284,-2.78956730786711,0.146102628253963,0.0003,0.829931765794754,0.029468747,1490,0.261611328125,-0.00643786891681278
951,18554880,428.98,1504.6698,19510,151,0.2,0.12022872269153595,-2.786981557967762,0.1676023865956813,0.0003,0.8574265241622925,0.0300452,1500,0.26501383463541667,-0.00698663139620597
951,18677760,412.26,1453.3633,19638,152,0.2,0.011808231472969055,-2.7761235778654614,0.17369610880928424,0.0003,0.8408433645963669,0.030112874,1510,0.26487630208333335,-0.005923745516580917
951,18800640,417.78,1457.6825,19768,153,0.2,0.03171318769454956,-2.8012489213918648,0.1396329879190307,0.0003,0.8706541806459427,0.028888097,1520,0.2567447916666667,-0.0065886543200273685
950,18923520,420.24,1494.6362,19899,154,0.2,0.1061948612332344,-2.780100703264276,0.1511653132645491,0.0003,0.8530369699001312,0.029660713,1530,0.263193359375,-0.006625006505394898
951,19046400,403.7,1427.1552,20027,155,0.2,-0.00990106537938118,-2.780062252394855,0.12402633663004962,0.0003,0.877776987850666,0.029293276,1540,0.2608414713541667,-0.007089035831413639
950,19169280,412.12,1435.8065,20157,156,0.2,0.0767517238855362,-2.7841003005206586,0.15187946928975482,0.0003,0.861087754368782,0.029328628,1550,0.26061442057291667,-0.006440991813785028
950,19292160,388.72,1356.6538,20287,157,0.2,0.06191425397992134,-2.798211215970417,0.1455016557055448,0.0003,0.8899699002504349,0.029155279,1560,0.2554679361979167,-0.006172552390980854
950,19415040,429.46,1485.9286,20415,158,0.2,0.02553693577647209,-2.780123327188194,0.14219999457903518,0.0003,0.8925314694643021,0.029594518,1570,0.2583919270833333,-0.006754543308240196
951,19537920,438.72,1520.2817,20543,159,0.2,-0.010224275290966034,-2.7864966161300737,0.1340009047681815,0.0003,0.8367486149072647,0.028737998,1580,0.25800944010416665,-0.006622863827014953
951,19660800,418.6,1460.785,20671,160,0.2,0.09416034817695618,-2.7711261799931526,0.13789581648239013,0.0003,0.8500907123088837,0.028379465,1590,0.25244791666666666,-0.006254671802501738
951,19783680,410.62,1443.1857,20801,161,0.2,0.007278447970747948,-2.7757129086057346,0.15222400899258598,0.0003,0.8670863658189774,0.02922569,1600,0.2572607421875,-0.006845387460004228
951,19906560,403.42,1409.8911,20928,162,0.2,0.18130367994308472,-2.7667033652588726,0.1424075428342136,0.0003,0.8890368267893791,0.028581206,1610,0.25188639322916667,-0.0067244654011483366
951,20029440,426.2,1506.0195,21059,163,0.2,0.03440377861261368,-2.7592752652615307,0.1432963006515638,0.0003,0.8535035848617554,0.028895434,1620,0.25466064453125,-0.006741132776581556
951,20152320,386.28,1348.4064,21186,164,0.2,0.08192657679319382,-2.752885930078725,0.1596904857888391,0.0003,0.8240862190723419,0.029307473,1630,0.2584049479166667,-0.006508867634735604
950,20275200,418.02,1464.9983,21320,165,0.2,0.025348898023366928,-2.7339883585522573,0.1524948950636705,0.0003,0.8776656910777092,0.029644135,1640,0.25832194010416665,-0.006334773466308737
950,20398080,388.06,1364.2745,21451,166,0.2,0.07561689615249634,-2.7545114112024507,0.13753697783356378,0.0003,0.8739313781261444,0.028616283,1650,0.25475911458333333,-0.005882174635601889
950,20520960,397.08,1407.7126,21581,167,0.2,0.06111525744199753,-2.7527649845555424,0.1698612528842447,0.0003,0.8705087453126907,0.029682426,1660,0.25494466145833333,-0.006361158746052145
950,20643840,376.76,1333.5698,21711,168,0.2,0.11150629818439484,-2.73877871495982,0.154242946668431,0.0003,0.8722430914640427,0.02926997,1670,0.2514339192708333,-0.005883187938986035
950,20766720,408.92,1435.7942,21840,169,0.2,0.07211364060640335,-2.722869876312713,0.1756321047740251,0.0003,0.8278079032897949,0.03033932,1680,0.2648673502604167,-0.006114410637028413
950,20889600,420.26,1471.7483,21970,170,0.2,0.06114337593317032,-2.7123217134550215,0.16274762645363808,0.0003,0.8548615574836731,0.029713362,1690,0.2569913736979167,-0.006392022108696741
950,21012480,409.84,1420.2437,22102,171,0.2,0.05791179835796356,-2.760491013315817,0.14193191100717134,0.0003,0.8199113309383392,0.028993305,1700,0.25690185546875,-0.006281171526024991
950,21135360,417.92,1459.5753,22237,172,0.2,0.003714032471179962,-2.7411075159534812,0.1617997415898329,0.0003,0.8582149744033813,0.03017213,1710,0.25812906901041666,-0.006726484760753617
950,21258240,406.72,1426.0669,22364,173,0.2,0.05823412537574768,-2.74791526902467,0.15911670522541196,0.0003,0.8301520198583603,0.02903064,1720,0.2572607421875,-0.006412985815871556
950,21381120,426.96,1524.9783,22493,174,0.2,0.05419439077377319,-2.731216502053042,0.15188703003552897,0.0003,0.8631071001291275,0.0288903,1730,0.25514892578125,-0.006063844970658466
950,21504000,427.74,1518.9008,22623,175,0.2,0.008213434368371964,-2.712980417062839,0.14152767973030375,0.0003,0.8483205288648605,0.029409971,1740,0.2571875,-0.006720729805947485
950,21626880,411.22,1460.7053,22759,176,0.2,0.024278560653328896,-2.7316813811411462,0.14233729110545634,0.0003,0.851326510310173,0.029328307,1750,0.25235107421875,-0.006839644080034001
950,21749760,411.42,1448.2784,22889,177,0.2,0.0725904330611229,-2.7143174570053814,0.12592608482033635,0.0003,0.8880021572113037,0.028122209,1760,0.24563151041666667,-0.00615424755230985
950,21872640,429.1,1514.8707,23019,178,0.2,0.05559743195772171,-2.7114511768395704,0.15358326088491595,0.0003,0.8809535652399063,0.02850527,1770,0.24934977213541668,-0.006369932034034112
950,21995520,398.64,1398.4669,23149,179,0.2,0.023086976259946823,-2.7116791201134522,0.14935357173895075,0.0003,0.854809120297432,0.027452,1780,0.25030843098958333,-0.00604985368303763
950,22118400,420.64,1491.7427,23278,180,0.2,0.04496586322784424,-2.689945397476355,0.16332366667940126,0.0003,0.8480842560529709,0.029210413,1790,0.25272054036458336,-0.0063250694877994345
950,22241280,408.74,1447.7184,23409,181,0.2,0.09589995443820953,-2.671767403123279,0.13680128279214843,0.0003,0.870980829000473,0.028893225,1800,0.2530216471354167,-0.006396103271284422
950,22364160,421.12,1500.4225,23539,182,0.2,0.04477720707654953,-2.6814975771307945,0.148339272159792,0.0003,0.8626402914524078,0.029980363,1810,0.2540690104166667,-0.006515673944941227
949,22487040,419.64,1505.308,23671,183,0.2,0.05850645899772644,-2.671276034216086,0.146110798784066,0.0003,0.8523519784212112,0.028216958,1820,0.25259602864583336,-0.005968725869649158
950,22609920,419.92,1512.5376,23798,184,0.2,-8.494406938552856e-05,-2.6601906129842003,0.15578960942618628,0.0003,0.8746527880430222,0.029959647,1830,0.25606852213541664,-0.006782857565510009
950,22732800,416.76,1465.4907,23927,185,0.2,0.010112013667821884,-2.6681727371240656,0.15961073447707652,0.0003,0.8645229190587997,0.028614335,1840,0.25305094401041667,-0.006213934705095501
948,22855680,406.68,1463.6368,24085,186,0.2,0.12368399649858475,-2.6488956420620284,0.16319422710783935,0.0003,0.8642291724681854,0.028801678,1850,0.2554777018229167,-0.005805810322247756
948,22978560,413.2,1456.337,24238,187,0.2,0.0215048398822546,-2.641772137482961,0.17568442445054339,0.0003,0.873450294137001,0.029277109,1860,0.2534000651041667,-0.006230591318502169
947,23101440,390.12,1394.1157,24368,188,0.2,0.14573723077774048,-2.621838601268828,0.1540678139362717,0.0003,0.8540341705083847,0.028461901,1870,0.2538761393229167,-0.005731649605071046
947,23224320,428.62,1521.4034,24499,189,0.2,0.007250616326928139,-2.64066053117315,0.15648250726265056,0.0003,0.8678692728281021,0.029522825,1880,0.25359130859375,-0.005635340086858681
947,23347200,405.46,1435.3622,24630,190,0.2,0.07375757396221161,-2.646170946583152,0.1508509246686784,0.0003,0.8549441397190094,0.028820058,1890,0.25308430989583336,-0.005978761168062192
947,23470080,418.2,1494.8102,24757,191,0.2,0.04808641970157623,-2.634475603501002,0.1492821233749176,0.0003,0.8636699765920639,0.029788217,1900,0.257333984375,-0.005694348227370938
948,23592960,410.12,1446.6362,24887,192,0.2,0.05105113983154297,-2.638236461256941,0.17855345691913196,0.0003,0.8632207661867142,0.030671444,1910,0.25832194010416665,-0.006714061092904255
948,23715840,424.52,1510.8383,25015,193,0.2,0.20316442847251892,-2.62768508652846,0.1595018281706143,0.0003,0.8676659464836121,0.028671881,1920,0.25195068359375,-0.0058993822661462525
948,23838720,386.54,1377.2861,25146,194,0.2,0.11777028441429138,-2.627385480776429,0.16701548627034452,0.0003,0.8413204699754715,0.030198077,1930,0.25689371744791667,-0.00667939484733021
947,23961600,406.28,1443.1797,25276,195,0.2,0.22198423743247986,-2.608373243572811,0.18689308064970342,0.0003,0.849103644490242,0.029846009,1940,0.2541658528645833,-0.006033452205753444
947,24084480,405.46,1444.147,25407,196,0.2,0.11599056422710419,-2.6067873665442067,0.1777865854820508,0.0003,0.859600380063057,0.03032988,1950,0.25393310546875,-0.0062319839852049575
947,24207360,397.18,1390.4407,25536,197,0.2,0.04428725689649582,-2.6197417348623278,0.16469457703157483,0.0003,0.8328730016946793,0.029090416,1960,0.2558772786458333,-0.005842646710834743
947,24330240,385.54,1372.2976,25683,198,0.2,0.004817798733711243,-2.5898688143491744,0.1847716903188848,0.0003,0.8418618440628052,0.02995584,1970,0.25602783203125,-0.005879439429008926
947,24453120,416.92,1451.3008,25814,199,0.2,0.10985280573368073,-2.6170832603424787,0.1730014835014784,0.0003,0.8599154055118561,0.03050046,1980,0.25757242838541666,-0.006299063571944619
947,24576000,396.54,1427.6625,25945,200,0.2,0.06888072192668915,-2.611362625795106,0.16747394304703145,0.0003,0.8308331519365311,0.030309267,1990,0.2554443359375,-0.005820335865852636
947,24698880,407.3,1436.3861,26075,201,0.2,0.06489463150501251,-2.6253228913620115,0.16982365454983664,0.0003,0.8637523055076599,0.030482166,2000,0.25880533854166665,-0.006755384558734173
947,24821760,405.62,1445.7172,26205,202,0.2,0.0322861410677433,-2.606769919966658,0.158433026628821,0.0003,0.8496560305356979,0.0309061,2010,0.26076171875,-0.006985808806954689
947,24944640,415.02,1468.6177,26333,203,0.2,0.013915279880166054,-2.581470003897945,0.18463508975265236,0.0003,0.862878292798996,0.029185731,2020,0.2572989908854167,-0.005842116272973119
947,25067520,425.48,1501.4368,26461,204,0.2,0.008402373641729355,-2.5721940044065317,0.22854057706155192,0.0003,0.8429725021123886,0.03035283,2030,0.2606453450520833,-0.005583145601552436
947,25190400,404.66,1430.1101,26594,205,0.2,0.010400574654340744,-2.580028762742877,0.1558796648287292,0.0003,0.832174614071846,0.02896727,2040,0.25487955729166667,-0.0060411174614152215
947,25313280,421.98,1502.0498,26724,206,0.2,0.035220447927713394,-2.5675131414085626,0.16860588447617678,0.0003,0.8178849965333939,0.030913655,2050,0.25774983723958333,-0.0059031679113286375
947,25436160,409.72,1473.942,26853,207,0.2,0.025998834520578384,-2.5460072962691385,0.18079701230638118,0.0003,0.7601924687623978,0.030557673,2060,0.260615234375,-0.005663794149498547
946,25559040,420.62,1483.174,26995,208,0.2,0.06333223730325699,-2.573972789781789,0.19199450280934494,0.0003,0.8037367463111877,0.03058081,2070,0.2623046875,-0.005730338690821858
946,25681920,419.2,1478.0483,27133,209,0.2,0.0549340546131134,-2.5600560376917323,0.17830430099973454,0.0003,0.7927083671092987,0.031370696,2080,0.26391031901041667,-0.006105304123011592
946,25804800,394.02,1400.2397,27263,210,0.2,0.10877562314271927,-2.549000643417239,0.18331642384931912,0.0003,0.8036124110221863,0.032325406,2090,0.2680257161458333,-0.006060499495282178
946,25927680,397.82,1396.1597,27392,211,0.2,0.11846649646759033,-2.5365984294563533,0.17206731671942785,0.0003,0.8576391339302063,0.03052575,2100,0.26207275390625,-0.0061577299548116575
946,26050560,414.62,1443.8606,27522,212,0.2,0.04508475959300995,-2.551528037066261,0.18021243501163553,0.0003,0.8443760871887207,0.03195635,2110,0.26193033854166664,-0.006416928437035192
946,26173440,406.2,1429.4519,27653,213,0.2,0.05938642844557762,-2.5294971715162196,0.20521593131212285,0.0003,0.8144839853048325,0.032010008,2120,0.2660017903645833,-0.006275500260805226
946,26296320,415.86,1436.3171,27785,214,0.2,0.08832724392414093,-2.5127509901175897,0.19981700165206953,0.0003,0.830400750041008,0.032169584,2130,0.2655257161458333,-0.00562623588243999
946,26419200,404.76,1408.241,27915,215,0.2,0.053364310413599014,-2.5250546170522767,0.18742611629975728,0.0003,0.8506070524454117,0.031759597,2140,0.26376790364583336,-0.005462294096084103
946,26542080,391.02,1401.2338,28046,216,0.2,0.11995743215084076,-2.5377052533378204,0.19033114019858963,0.0003,0.8253827095031738,0.032432586,2150,0.2660831705729167,-0.005708603534367284
946,26664960,416.54,1476.8036,28174,217,0.2,0.08653014898300171,-2.5311443816373744,0.18677201114653144,0.0003,0.8753727003931999,0.031334642,2160,0.2654117838541667,-0.005869199626798339
946,26787840,403.14,1407.7289,28302,218,0.2,0.08637857437133789,-2.536963420348863,0.19030525582105232,0.0003,0.8352037668228149,0.031185415,2170,0.26233805338541666,-0.0060818468666972575
946,26910720,408.3,1416.7003,28431,219,0.2,0.10980570316314697,-2.5032722323512036,0.18684863718401176,0.0003,0.8482537269592285,0.031664748,2180,0.2662662760416667,-0.006205146038834452
946,27033600,380.16,1349.8727,28563,220,0.2,0.12110601365566254,-2.522284626029432,0.18786430367249218,0.0003,0.8347309231758118,0.031894464,2190,0.26611897786458333,-0.005909700742225444
946,27156480,428.0,1526.6173,28694,221,0.2,0.11081806570291519,-2.5347688769549133,0.1669158291442242,0.0003,0.8633435666561127,0.03160332,2200,0.2614542643229167,-0.005483840988120695
946,27279360,375.58,1344.4525,28825,222,0.2,0.02074092999100685,-2.512289392662545,0.17730256849055878,0.0003,0.8569263815879822,0.031670906,2210,0.2644921875,-0.00590845820697723
946,27402240,371.76,1325.0585,28955,223,0.2,0.09723019599914551,-2.5098899313931664,0.21921928814272784,0.0003,0.8866838216781616,0.03140259,2220,0.26288492838541666,-0.00556395537149001
946,27525120,423.96,1495.3796,29084,224,0.2,0.06143415719270706,-2.505478704559306,0.197445846091141,0.0003,0.8440033197402954,0.031725768,2230,0.26409342447916667,-0.005761472182775833
946,27648000,418.34,1467.552,29220,225,0.2,0.07109608501195908,-2.502408171320955,0.1699243630480487,0.0003,0.8367566764354706,0.032224156,2240,0.2653889973958333,-0.006032979798037559
946,27770880,426.42,1504.5281,29348,226,0.2,0.016029581427574158,-2.4940440527846417,0.16466161533714815,0.0003,0.8114272505044937,0.031814214,2250,0.2623193359375,-0.0059716928784412935
946,27893760,400.72,1427.6622,29477,227,0.2,0.07201457023620605,-2.479471487775445,0.17854612272659628,0.0003,0.845170870423317,0.03180716,2260,0.2637784830729167,-0.00600784634751714
946,28016640,421.8,1480.3096,29607,228,0.2,0.14552989602088928,-2.474063126370311,0.18282267844857414,0.0003,0.813588559627533,0.03256638,2270,0.26533121744791666,-0.005836453140855156
944,28139520,390.6,1380.8481,29791,229,0.2,0.11347977072000504,-2.4783208891625206,0.1806295268057147,0.0003,0.8133622854948044,0.031700447,2280,0.26032063802083333,-0.006006874326443115
944,28262400,410.66,1466.7863,29928,230,0.2,0.1979665756225586,-2.4431487307076654,0.1980393054978534,0.0003,0.8535666167736053,0.031488676,2290,0.2599235026041667,-0.0052468448949912275
944,28385280,405.42,1436.1826,30058,231,0.2,0.04736001417040825,-2.4394059200584888,0.2296421167831674,0.0003,0.8467933535575867,0.031616982,2300,0.2618074544270833,-0.005161350906758647
944,28508160,417.98,1469.1282,30186,232,0.2,0.5109621286392212,-2.4402676804860435,0.21849044336238876,0.0003,0.8387422561645508,0.032048922,2310,0.2601798502604167,-0.004995599268774337
944,28631040,398.6,1408.6279,30320,233,0.2,0.08296330273151398,-2.4233084154811997,0.23249596004742973,0.0003,0.8409043550491333,0.031849276,2320,0.2620157877604167,-0.005678554219448415
943,28753920,402.22,1424.6136,30464,234,0.2,0.0426018163561821,-2.4232352375549575,0.2082381744957335,0.0003,0.8563543111085892,0.032173827,2330,0.26025472005208333,-0.005508903791505873
943,28876800,412.3,1455.7783,30593,235,0.2,0.0787094309926033,-2.428001978546381,0.21535171861449878,0.0003,0.8321743160486221,0.030890647,2340,0.25981526692708334,-0.005727747279021666
943,28999680,361.4,1284.4955,30721,236,0.2,0.015601551160216331,-2.4487619723255434,0.19091281964239898,0.0003,0.8378175348043442,0.031694047,2350,0.25633056640625,-0.006031533522624765
943,29122560,386.84,1380.3988,30851,237,0.2,0.10130658000707626,-2.411949012503028,0.2366602476563033,0.0003,0.8410144001245499,0.032414865,2360,0.26067626953125,-0.005463869732087308
943,29245440,411.04,1463.1304,30982,238,0.2,0.37686887383461,-2.410628265682608,0.20890743632645656,0.0003,0.8508642017841339,0.032668125,2370,0.2621988932291667,-0.00562295385165271
943,29368320,383.76,1363.5769,31112,239,0.2,0.09623077511787415,-2.4255064723081885,0.16550560441673345,0.0003,0.8034463673830032,0.032225963,2380,0.25771891276041664,-0.005529578599428836
943,29491200,399.26,1414.9667,31246,240,0.2,0.03230767324566841,-2.399449996408075,0.2119633201464118,0.0003,0.8742516040802002,0.032451663,2390,0.2593562825520833,-0.005361199175683093
943,29614080,410.44,1439.62,31377,241,0.2,0.07571257650852203,-2.4084964580709736,0.20523355132124077,0.0003,0.8182308375835419,0.032537714,2400,0.2593302408854167,-0.005200055022044884
943,29736960,408.04,1445.8339,31506,242,0.2,0.14598602056503296,-2.3864523517154157,0.1925001836044248,0.0003,0.8345511108636856,0.031485334,2410,0.25779052734375,-0.004913337317151066
943,29859840,412.64,1451.0236,31635,243,0.2,0.10969733446836472,-2.380823482653747,0.2081026448768292,0.0003,0.8508514165878296,0.030432604,2420,0.2530078125,-0.0049866160256290945
943,29982720,347.5,1256.0269,31764,244,0.2,0.1140364557504654,-2.3550925832614302,0.1855543146522056,0.0003,0.8256570249795914,0.03295375,2430,0.2583439127604167,-0.00562689351104685
943,30105600,404.36,1437.2418,31893,245,0.2,0.08050189912319183,-2.354482584738483,0.24558652042605295,0.0003,0.8460832834243774,0.033041287,2440,0.26265787760416665,-0.005638080819174623
943,30228480,386.34,1348.0486,32022,246,0.2,0.030215701088309288,-2.3710876960059006,0.18439576872896093,0.0003,0.8465225845575333,0.031775214,2450,0.25800455729166666,-0.005295788965904649
944,30351360,399.98,1409.9102,32151,247,0.2,0.034498825669288635,-2.3634395995611945,0.19350405406808324,0.0003,0.8639735579490662,0.031856958,2460,0.25627685546875,-0.00527222785067958
943,30474240,389.34,1367.3589,32282,248,0.2,0.08167614787817001,-2.364496239833534,0.21444534184537284,0.0003,0.8212453871965408,0.032470956,2470,0.2603629557291667,-0.005465975302340667
944,30597120,412.06,1472.0001,32411,249,0.2,0.0980631411075592,-2.3730854789291818,0.20469866966828704,0.0003,0.8400428742170334,0.031234605,2480,0.2581355794270833,-0.00491687378020894
944,30720000,390.54,1386.9976,32540,250,0.2,0.048936180770397186,-2.364325411009292,0.2033449654226812,0.0003,0.8464327752590179,0.03179454,2490,0.25480305989583335,-0.005646852180813463
944,30842880,422.48,1482.8202,32669,251,0.2,0.10724961757659912,-2.3569516010830798,0.21850833439617418,0.0003,0.8315458446741104,0.031585976,2500,0.25775227864583333,-0.005107127275762954
944,30965760,398.46,1409.527,32797,252,0.2,0.0339590385556221,-2.3764294757383566,0.18870571201686592,0.0003,0.8434073477983475,0.031969585,2510,0.25577392578125,-0.005056253412440128
944,31088640,423.5,1507.149,32926,253,0.2,0.10534793883562088,-2.3482057986408473,0.1766627646694542,0.0003,0.8405447453260422,0.031515297,2520,0.2558056640625,-0.005356704368759893
944,31211520,390.54,1408.273,33058,254,0.2,0.014353498816490173,-2.36478319775934,0.19337847696326207,0.0003,0.8263188004493713,0.031130467,2530,0.25404541015625,-0.00558905221879589
944,31334400,396.38,1430.8911,33189,255,0.2,0.08652801811695099,-2.338742759358138,0.2210966090176953,0.0003,0.8589172810316086,0.03066976,2540,0.24997395833333333,-0.0054526693900076376
944,31457280,414.72,1488.188,33320,256,0.2,0.18610325455665588,-2.3467011276011664,0.20790731683257035,0.0003,0.8532988876104355,0.03177745,2550,0.25521240234375,-0.0051997898208901465
944,31580160,400.56,1414.559,33451,257,0.2,0.4256182312965393,-2.3367507748678324,0.2271947297845812,0.0003,0.8421568721532822,0.031351134,2560,0.25261311848958334,-0.005407199252364686
943,31703040,396.72,1416.2405,33596,258,0.2,0.04178311675786972,-2.3343657710775734,0.22168059288233052,0.0003,0.8211882561445236,0.03157957,2570,0.2559285481770833,-0.005188760349110453
943,31825920,408.94,1442.5977,33732,259,0.2,0.04436834901571274,-2.3441291079794366,0.1794369774243872,0.0003,0.8574866503477097,0.031020133,2580,0.250576171875,-0.0051952737189518905
943,31948800,412.04,1490.3057,33861,260,0.2,0.0289763193577528,-2.33099596829464,0.17454489440734808,0.0003,0.8396246284246445,0.030649202,2590,0.25027262369791664,-0.00488816180810924
943,32071680,395.18,1386.9237,33992,261,0.2,0.08689233660697937,-2.3194160353951156,0.1893497623614773,0.0003,0.8443057686090469,0.030253638,2600,0.24870849609375,-0.005558013201698487
943,32194560,392.1,1399.9843,34124,262,0.2,0.026917768642306328,-2.3072546702995895,0.18178218308962338,0.0003,0.8468348234891891,0.03198897,2610,0.25486572265625,-0.005333403188906231
943,32317440,412.18,1472.1375,34255,263,0.2,0.08451338112354279,-2.322142992330094,0.18793374759843573,0.0003,0.8427329510450363,0.031533632,2620,0.25438720703125,-0.005555597249331186
942,32440320,403.5,1446.1659,34401,264,0.2,0.058605730533599854,-2.336225569322705,0.1985484336137112,0.0003,0.8366541415452957,0.031410284,2630,0.2519873046875,-0.005746593932726683
943,32563200,402.0,1448.9414,34529,265,0.2,0.019813358783721924,-2.338729022561262,0.19483687072526665,0.0003,0.867559939622879,0.030367812,2640,0.24819091796875,-0.006059014355748029
943,32686080,414.02,1456.3004,34658,266,0.2,0.05544982850551605,-2.341157748239736,0.20127119305931654,0.0003,0.8545552641153336,0.030857526,2650,0.24882731119791668,-0.005562343493747904
943,32808960,419.62,1503.563,34788,267,0.2,0.04590717330574989,-2.324553235738228,0.2165135575106251,0.0003,0.8527036011219025,0.031015795,2660,0.2486865234375,-0.005647447661085607
943,32931840,415.2,1481.4275,34917,268,0.2,0.023249443620443344,-2.3433869711185493,0.1831461653020233,0.0003,0.8653301894664764,0.03027664,2670,0.25068359375,-0.005540586215308091
943,33054720,387.64,1400.5195,35048,269,0.2,0.045462336391210556,-2.3306355225791533,0.1927862429448093,0.0003,0.8415553271770477,0.030629124,2680,0.24627604166666667,-0.005094787214875396
943,33177600,406.42,1448.0465,35178,270,0.2,0.006264165043830872,-2.3119975984220704,0.21283606088050874,0.0003,0.8694331645965576,0.030538857,2690,0.24767171223958334,-0.005033773079485399
943,33300480,419.48,1482.7164,35309,271,0.2,0.11361955851316452,-2.3157221638411283,0.19995359149121214,0.0003,0.8361128270626068,0.030751863,2700,0.24750406901041666,-0.0053072041890209224
943,33423360,397.3,1414.2404,35442,272,0.2,0.04548090696334839,-2.3217441011592745,0.21330561678507365,0.0003,0.8427337408065796,0.030872222,2710,0.249365234375,-0.005724520896013322
943,33546240,417.5,1472.7362,35570,273,0.2,0.13254505395889282,-2.3129506422641377,0.21203318195805573,0.0003,0.8427038490772247,0.031264465,2720,0.25021565755208336,-0.005686263926969938
943,33669120,383.24,1333.2382,35701,274,0.2,0.018507201224565506,-2.3220114172498385,0.20202325895428658,0.0003,0.8619703650474548,0.030026436,2730,0.2476611328125,-0.005124112224451286
943,33792000,410.88,1455.196,35830,275,0.2,0.00640266016125679,-2.3148657487581175,0.24294049322110367,0.0003,0.8737037479877472,0.030477388,2740,0.24880940755208333,-0.0050917302836569435
943,33914880,404.08,1410.2432,35960,276,0.2,0.05684881657361984,-2.321595312493543,0.1753242897753565,0.0003,0.8044522404670715,0.03029033,2750,0.24910400390625,-0.005109807878955811
943,34037760,394.52,1407.1378,36089,277,0.2,0.05122511833906174,-2.29479591169705,0.17174926688108827,0.0003,0.8393652141094208,0.03078129,2760,0.24834391276041667,-0.005512853663385613
943,34160640,410.54,1457.0737,36222,278,0.2,0.06491352617740631,-2.304074876382947,0.20347486954919683,0.0003,0.8464903384447098,0.031373583,2770,0.2533748372395833,-0.005392612085664344
943,34283520,378.12,1350.006,36351,279,0.2,0.07142535597085953,-2.3121911382861438,0.19528766813096202,0.0003,0.8175936192274094,0.030727241,2780,0.2470068359375,-0.005382514907975444
943,34406400,392.12,1404.35,36480,280,0.2,0.05416262149810791,-2.2863840234403807,0.24171737168382,0.0003,0.8429407626390457,0.03203212,2790,0.25013590494791665,-0.005423868606530959
943,34529280,393.44,1422.5608,36609,281,0.2,0.07457517832517624,-2.24849869173641,0.23813686165434775,0.0003,0.8488934487104416,0.030658709,2800,0.25036783854166667,-0.005409666219675273
943,34652160,396.74,1427.4783,36739,282,0.2,0.1029319241642952,-2.2730599602808557,0.2080238934905113,0.0003,0.8379704356193542,0.031672064,2810,0.2510530598958333,-0.006036069425360135
942,34775040,386.82,1405.3274,36897,283,0.2,0.1440710425376892,-2.282844042635212,0.2034911369450856,0.0003,0.8364837616682053,0.030925099,2820,0.24762939453125,-0.005914527513238378
942,34897920,427.68,1543.6421,37028,284,0.2,0.11321860551834106,-2.2770296711226305,0.21206505074893356,0.0003,0.8694155365228653,0.030877272,2830,0.24663818359375,-0.0055862327877882
942,35020800,414.82,1496.0199,37158,285,0.2,0.11312740296125412,-2.2849007743659118,0.1948252255578215,0.0003,0.822503849864006,0.031173732,2840,0.24905354817708333,-0.005378589970399237
