rollout/ep_len_mean,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/loss,train/value_loss,train/n_updates,train/clip_fraction,train/entropy_loss,train/approx_kl,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/clip_range
425.58,34,4330,4177920,964,1403.6434,-0.008557625114917755,0.07203711316076805,330,0.25535481770833335,-3.7158354864269496,0.024066567,0.8055374622344971,0.0003,-0.00795038392178564,0.2
431.02,35,4463,4300800,963,1435.2466,0.025251440703868866,0.08563086662606413,340,0.25591878255208333,-3.6899531565234067,0.024451675,0.7724683880805969,0.0003,-0.007695160305223302,0.2
402.24,36,4596,4423680,962,1350.4185,0.04551674425601959,0.07322965985581201,350,0.2547021484375,-3.673105929469069,0.024487967,0.7698127627372742,0.0003,-0.007993506370385149,0.2
427.26,37,4726,4546560,961,1436.0073,0.02557174116373062,0.07858488469549532,360,0.25813395182291665,-3.66544169674317,0.024822386,0.8068075180053711,0.0003,-0.007747987545153592,0.2
420.66,38,4856,4669440,961,1424.4753,0.005017425864934921,0.0710752499633721,370,0.26320556640625,-3.634293423630297,0.025884656,0.7593926191329956,0.0003,-0.008310815307025526,0.2
431.14,39,4987,4792320,960,1470.4165,0.00012880563735961914,0.07615996797501187,380,0.2632137044270833,-3.6204553537194926,0.025582206,0.7838761955499649,0.0003,-0.007616588119587201,0.2
428.64,40,5120,4915200,959,1462.3514,-0.012206323444843292,0.08074209494710279,390,0.26542317708333335,-3.6052416370312375,0.026453586,0.7453219592571259,0.0003,-0.008097174694630666,0.2
431.68,41,5251,5038080,959,1466.4006,0.013090882450342178,0.07819952556038819,400,0.26378499348958334,-3.591961977134148,0.025596438,0.7374132573604584,0.0003,-0.00754324208134373,0.2
414.92,42,5382,5160960,958,1442.6758,0.017956901341676712,0.07618702789118591,410,0.2633235677083333,-3.600032545415064,0.026165247,0.7915633171796799,0.0003,-0.007414764600398484,0.2
414.72,43,5513,5283840,958,1415.6869,0.0286819227039814,0.08384914288127523,420,0.26729166666666665,-3.5819749486073853,0.025887681,0.8157178461551666,0.0003,-0.007315626636773232,0.2
416.3,44,5645,5406720,957,1419.3594,-0.007965261116623878,0.09564132052008062,430,0.26970540364583334,-3.5560895887886486,0.026540237,0.7893211394548416,0.0003,-0.007286846009841004,0.2
426.88,45,5777,5529600,957,1472.1346,0.023610765114426613,0.08393973589433396,440,0.2655721028645833,-3.5672466727842886,0.025756959,0.7654172033071518,0.0003,-0.007007516506391766,0.2
430.52,46,5931,5652480,952,1474.619,0.011241447180509567,0.08434453146765009,450,0.26849527994791667,-3.5246183856576683,0.026347466,0.7930491268634796,0.0003,-0.007732766178827053,0.2
433.78,47,6062,5775360,952,1501.6304,0.019835755228996277,0.088524710618755,460,0.27111572265625,-3.51183185338974,0.027125156,0.7767829298973083,0.0003,-0.0071736220329512435,0.2
403.0,48,6217,5898240,948,1395.0256,0.035308416932821274,0.07863966212593368,470,0.26614827473958336,-3.496567364024619,0.026199138,0.7854657024145126,0.0003,-0.0072754871069507015,0.2
421.7,49,6376,6021120,944,1484.0704,-0.005614781752228737,0.07809777858405141,480,0.26858968098958336,-3.4783954491962987,0.02725585,0.8212592899799347,0.0003,-0.007164078835266992,0.2
432.56,50,6507,6144000,944,1508.096,0.02969978377223015,0.0934865690721684,490,0.27185546875,-3.4800878542537492,0.026906991,0.7431617975234985,0.0003,-0.006887231358820524,0.2
399.84,51,6643,6266880,943,1383.6473,0.009985874406993389,0.07965239671034699,500,0.27364501953125,-3.4734101900085808,0.026926875,0.7734621167182922,0.0003,-0.007020118982084871,0.2
431.04,52,6776,6389760,942,1489.8931,0.01344781368970871,0.0832815970814651,510,0.26940836588541667,-3.4515239895756045,0.027758967,0.7697190940380096,0.0003,-0.007127612735748698,0.2
417.44,53,6916,6512640,941,1455.1396,-0.0127739068120718,0.08462658279735479,520,0.27074544270833334,-3.4547104026128848,0.027333137,0.6903185546398163,0.0003,-0.006971353557898207,0.2
403.26,54,7047,6635520,941,1405.0938,-0.005147375166416168,0.08195038112656523,530,0.26758056640625,-3.4379564037546517,0.026915979,0.7698284685611725,0.0003,-0.00737228510030036,0.2
414.76,55,7208,6758400,937,1448.9025,0.002757348120212555,0.07320245723123663,540,0.27232259114583335,-3.4225173811241985,0.027608901,0.8163020610809326,0.0003,-0.007479762540982241,0.2
407.32,56,7340,6881280,937,1430.7981,0.03125233203172684,0.08210600198833466,550,0.27018798828125,-3.4075091880063217,0.027506074,0.7892013192176819,0.0003,-0.007056844231040789,0.2
415.1,57,7471,7004160,937,1451.6086,0.03492545709013939,0.08737824854862992,560,0.27524739583333335,-3.395805390278498,0.027806584,0.7827847898006439,0.0003,-0.006226859270075996,0.2
420.36,58,7602,7127040,937,1471.3547,0.032478198409080505,0.09267867122257788,570,0.2761767578125,-3.3805293865005175,0.028034238,0.7952621579170227,0.0003,-0.007010354896944288,0.2
422.9,59,7734,7249920,937,1459.271,0.010689754039049149,0.0939988118315038,580,0.27248942057291664,-3.3567175616820655,0.02841735,0.7603702694177628,0.0003,-0.006124583038520844,0.2
415.54,60,7865,7372800,937,1444.3523,0.07386504858732224,0.08805634874030753,590,0.27519124348958335,-3.3195260451361537,0.028150829,0.755427360534668,0.0003,-0.006542024336082856,0.2
429.32,61,7997,7495680,937,1515.3732,0.005859546363353729,0.10318721400971602,600,0.27907389322916665,-3.329525912714501,0.029122861,0.7740317583084106,0.0003,-0.006560093227205167,0.2
414.38,62,8129,7618560,937,1461.7963,-0.00417710654437542,0.09556565014878288,610,0.27765462239583333,-3.3292844899495444,0.02857333,0.7360260188579559,0.0003,-0.006990728383255676,0.2
412.6,63,8260,7741440,937,1445.0011,-0.0008964110165834427,0.09940016548721663,620,0.2763289388020833,-3.3119711743171014,0.028230922,0.7875258475542068,0.0003,-0.006586850556711094,0.2
387.7,64,8391,7864320,937,1381.1644,0.005066303536295891,0.09984127599537411,630,0.2801904296875,-3.3074308311442535,0.028983371,0.7929906845092773,0.0003,-0.006945985688225846,0.2
424.18,65,8523,7987200,937,1522.059,-0.00187612883746624,0.08976079696139398,640,0.2752457682291667,-3.2841074430197477,0.028274529,0.8244201093912125,0.0003,-0.006707986675961971,0.2
420.42,66,8655,8110080,936,1487.6168,-0.03972313925623894,0.09169607322706724,650,0.2788191731770833,-3.2846580682322384,0.028971167,0.7894338667392731,0.0003,-0.0069621128822958175,0.2
426.5,67,8789,8232960,936,1495.636,0.05661485716700554,0.08119909592419086,660,0.27641927083333334,-3.2518755748619634,0.028101778,0.7159051597118378,0.0003,-0.006263947983788967,0.2
412.46,68,8921,8355840,936,1489.8024,0.06003083288669586,0.08879985408377251,670,0.2777506510416667,-3.2475138714288674,0.02917649,0.7395996153354645,0.0003,-0.0065779056843409,0.2
387.38,69,9059,8478720,935,1382.402,0.029050737619400024,0.0940813623352248,680,0.279169921875,-3.2213569097345074,0.028797269,0.7471008002758026,0.0003,-0.006494807451993741,0.2
364.02,70,9189,8601600,935,1321.8395,0.023226436227560043,0.1005092178218183,690,0.27953776041666667,-3.206271325883766,0.028940804,0.7569554448127747,0.0003,-0.006762044224960846,0.2
418.08,71,9322,8724480,935,1495.0387,0.0668988823890686,0.11369375502021285,700,0.2827579752604167,-3.191719390961031,0.029679116,0.8252660930156708,0.0003,-0.007098925692007469,0.2
419.18,72,9455,8847360,935,1488.8126,0.05534455180168152,0.08579072990056981,710,0.28107259114583333,-3.1895682822788753,0.029962337,0.748888224363327,0.0003,-0.006617371482716408,0.2
393.44,73,9619,8970240,932,1423.8352,0.05878887325525284,0.09331826722894523,720,0.27786051432291664,-3.1877754371861617,0.029142672,0.7395588159561157,0.0003,-0.00574034970193073,0.2
397.16,74,9751,9093120,932,1412.4839,0.03550238907337189,0.11238676794033381,730,0.2805916341145833,-3.1616483646134537,0.030114157,0.78034508228302,0.0003,-0.006045697166943379,0.2
386.94,75,9882,9216000,932,1391.5045,0.04404053837060928,0.09562556652565642,740,0.27955322265625,-3.1570608886082967,0.029154908,0.8028521686792374,0.0003,-0.0061058819807840335,0.2
385.36,76,10015,9338880,932,1390.813,0.030211787670850754,0.09273255010159726,750,0.28154866536458334,-3.1371309124678373,0.029850308,0.7946863621473312,0.0003,-0.006418243504094789,0.2
399.62,77,10147,9461760,932,1436.8345,0.019374936819076538,0.10502476349080098,760,0.28143636067708333,-3.1286821666980784,0.029603167,0.8286103308200836,0.0003,-0.006172932985879622,0.2
398.64,78,10277,9584640,932,1451.8721,0.02148313634097576,0.10153193243565814,770,0.27722086588541667,-3.1107251521199943,0.02914362,0.7870074659585953,0.0003,-0.006243825285176475,0.2
414.02,79,10407,9707520,932,1504.9725,0.027042649686336517,0.10188701011434508,780,0.28261881510416664,-3.076870780152579,0.030776234,0.792580708861351,0.0003,-0.00667947468306617,0.2
384.66,80,10539,9830400,932,1409.7131,0.07366832345724106,0.100929007196634,790,0.2876904296875,-3.0701131591076654,0.030572087,0.8109736144542694,0.0003,-0.007098461347271344,0.2
401.38,81,10669,9953280,932,1472.8583,0.022939573973417282,0.09086117790192172,800,0.28176676432291664,-3.039838255631427,0.030774562,0.8202723562717438,0.0003,-0.00620276546695095,0.2
417.14,82,10801,10076160,932,1524.2281,0.03878287971019745,0.08631419480099188,810,0.27747802734375,-3.051315205420057,0.029486673,0.8383730500936508,0.0003,-0.006040977411951948,0.2
405.1,83,10931,10199040,932,1472.8158,0.019936665892601013,0.09617194708213599,820,0.2867561848958333,-3.0320763544986646,0.03093503,0.7971854954957962,0.0003,-0.006664052787333882,0.2
396.46,84,11073,10321920,932,1445.9235,0.02325059100985527,0.10510267633406328,830,0.2891438802083333,-3.003234835242232,0.031058172,0.7659331262111664,0.0003,-0.006044845182398907,0.2
398.82,85,11205,10444800,932,1468.0157,0.02042255364358425,0.08776168033475794,840,0.28331136067708335,-3.005769525145491,0.030525066,0.8037334531545639,0.0003,-0.005885429932441184,0.2
398.94,86,11366,10567680,929,1459.3003,-0.01569288969039917,0.08576026365282208,850,0.2835872395833333,-2.9876225807269416,0.03042152,0.8172864466905594,0.0003,-0.00660874297904229,0.2
374.44,87,11499,10690560,929,1376.3428,0.01850353553891182,0.10967455372524758,860,0.28662679036458333,-2.9731403004129726,0.03111478,0.8030887395143509,0.0003,-0.0062694755301799885,0.2
390.06,88,11630,10813440,929,1439.249,0.008873498067259789,0.08743300363678524,870,0.28137776692708333,-2.947293547814091,0.029999407,0.8062924295663834,0.0003,-0.00578385037773387,0.2
400.44,89,11761,10936320,929,1482.0242,0.029157869517803192,0.08995279441704042,880,0.27999267578125,-2.912294711085657,0.029967478,0.8210110664367676,0.0003,-0.006169856087168834,0.2
418.22,90,11891,11059200,929,1540.4906,0.019705824553966522,0.09566106279681359,890,0.28283935546875,-2.9167238805815576,0.030121148,0.8094513118267059,0.0003,-0.005159272937950542,0.2
415.96,91,12022,11182080,930,1545.4775,0.03075716271996498,0.09440842141363343,900,0.28301676432291667,-2.9046921010439593,0.030498963,0.8123079985380173,0.0003,-0.00585555122792357,0.2
422.88,92,12153,11304960,930,1558.8135,0.00086178258061409,0.10621725065468733,910,0.28622639973958336,-2.8994145521645747,0.030947419,0.8179845362901688,0.0003,-0.005545779166677676,0.2
411.22,93,12285,11427840,930,1503.6462,0.06823647022247314,0.09302400551057266,920,0.28214111328125,-2.8880562731747825,0.03024276,0.8185771554708481,0.0003,-0.006444573299207453,0.2
406.72,94,12416,11550720,930,1491.1925,0.04076942056417465,0.09671247394134601,930,0.28344482421875,-2.846859210220476,0.030844722,0.7656276822090149,0.0003,-0.005043752370523483,0.2
422.94,95,12549,11673600,930,1563.6144,0.031069274991750717,0.10154571867125924,940,0.28789306640625,-2.8779577641934155,0.031548213,0.7588201761245728,0.0003,-0.006555320600934162,0.2
405.68,96,12679,11796480,930,1498.7172,0.038883719593286514,0.08890230228362876,950,0.27783365885416667,-2.8626817450175683,0.030593364,0.7624630779027939,0.0003,-0.0061801929292839,0.2
399.86,97,12813,11919360,930,1460.4263,-0.010275274515151978,0.08767109029266673,960,0.28002278645833334,-2.859418784243365,0.029954202,0.8084150701761246,0.0003,-0.005815871322502062,0.2
390.04,98,12943,12042240,930,1437.4828,-0.0011930018663406372,0.0976272358399971,970,0.281572265625,-2.8577944898853698,0.031163972,0.832987055182457,0.0003,-0.006525041223576409,0.2
436.7,99,13079,12165120,930,1623.009,0.05629532411694527,0.09682007036947955,980,0.28076578776041666,-2.8474013465394576,0.031087259,0.7566652894020081,0.0003,-0.005273179954056104,0.2
423.94,100,13211,12288000,930,1557.1226,0.04099611937999725,0.08274692668647428,990,0.2826619466145833,-2.8261703718453646,0.03128365,0.7498250305652618,0.0003,-0.006718116347510659,0.2
409.44,101,13341,12410880,930,1515.5337,0.05371609330177307,0.0886221588299183,1000,0.27881429036458333,-2.8377031970024107,0.030324297,0.8084846138954163,0.0003,-0.005819790917266801,0.2
405.98,102,13474,12533760,930,1498.8988,0.0318373367190361,0.09829387674593211,1010,0.28087158203125,-2.806460114804407,0.030889364,0.8181222528219223,0.0003,-0.005837479599589036,0.2
410.74,103,13605,12656640,930,1523.9343,0.012688681483268738,0.07963458127977598,1020,0.27329427083333335,-2.812559193074703,0.029956263,0.8454964309930801,0.0003,-0.00581908997438101,0.2
390.16,104,13737,12779520,930,1456.595,0.03337520360946655,0.10448583835997852,1030,0.28163248697916665,-2.8107822149867814,0.03037653,0.8587802797555923,0.0003,-0.006216229262445267,0.2
389.98,105,13870,12902400,930,1467.0125,0.06281664967536926,0.10311555298413926,1040,0.2799275716145833,-2.774785821673771,0.031023113,0.8178849518299103,0.0003,-0.006390773709911931,0.2
399.12,106,14004,13025280,930,1495.1249,0.0925619900226593,0.10255212781019508,1050,0.28109944661458336,-2.7780659775187573,0.031190732,0.8204706460237503,0.0003,-0.005842935231072867,0.2
405.68,107,14135,13148160,930,1530.804,0.010857496410608292,0.08741482881484747,1060,0.27600423177083333,-2.7800611777355275,0.02995366,0.7934792786836624,0.0003,-0.005745228450377908,0.2
395.0,108,14267,13271040,930,1473.2195,0.0050550829619169235,0.09765012483849811,1070,0.27996500651041667,-2.7786327442526817,0.030985482,0.8251889795064926,0.0003,-0.005245437396109385,0.2
407.46,109,14398,13393920,930,1540.6229,0.052462607622146606,0.09307566150110991,1080,0.27434895833333334,-2.73888417031616,0.030482925,0.8386181443929672,0.0003,-0.005338692954783255,0.2
408.92,110,14529,13516800,930,1538.4158,0.08989007771015167,0.10177245328241649,1090,0.28107584635416666,-2.765189849026501,0.031501513,0.7650866806507111,0.0003,-0.0059340373832674235,0.2
426.88,111,14682,13639680,928,1613.3668,0.015479568392038345,0.10117749006890032,1100,0.28115397135416664,-2.7383028140043217,0.031337634,0.8074348270893097,0.0003,-0.005657662385074218,0.2
401.6,112,14815,13762560,928,1513.9131,0.040602654218673706,0.09812593470152933,1110,0.2787744140625,-2.729238358264168,0.031338967,0.806871309876442,0.0003,-0.00562149522119095,0.2
419.8,113,14947,13885440,928,1602.0793,0.02284427545964718,0.0928354174332344,1120,0.2771940104166667,-2.71755412482967,0.03121058,0.849022164940834,0.0003,-0.005787975672168007,0.2
406.6,114,15078,14008320,929,1552.687,0.00783112458884716,0.09605245123025573,1130,0.27501302083333334,-2.7102650878205896,0.02969217,0.8210325837135315,0.0003,-0.005218103960596636,0.2
394.5,115,15209,14131200,929,1516.1993,0.011572182178497314,0.10120204854334588,1140,0.27549397786458335,-2.6787480176240206,0.031185389,0.7955383062362671,0.0003,-0.005116028591161618,0.2
396.9,116,15340,14254080,929,1532.7194,0.021311625838279724,0.09906958772213935,1150,0.28127360026041665,-2.6808177441731096,0.03127146,0.8125364482402802,0.0003,-0.005710375067083078,0.2
389.56,117,15472,14376960,929,1484.6115,0.002231467515230179,0.11862248889403418,1160,0.27850911458333333,-2.6848510095725455,0.03206615,0.8078735768795013,0.0003,-0.005186955191275047,0.2
400.96,118,15606,14499840,929,1523.65,0.00323403999209404,0.12247244705416961,1170,0.27875732421875,-2.664674252520005,0.030906256,0.8221971392631531,0.0003,-0.0051949958313343815,0.2
414.7,119,15737,14622720,929,1584.9972,0.10899890959262848,0.11610615064370601,1180,0.2790681966145833,-2.6459479890887936,0.031292964,0.8095062226057053,0.0003,-0.005521918222981792,0.2
399.6,120,15870,14745600,929,1519.136,0.0637407973408699,0.1097763477305125,1190,0.2782177734375,-2.6460254923502604,0.031406987,0.7954946160316467,0.0003,-0.005455797169925063,0.2
403.62,121,16003,14868480,929,1544.7705,0.01964445598423481,0.09671654624937219,1200,0.27907633463541665,-2.6561596279839677,0.03154601,0.8111411035060883,0.0003,-0.005355936412230828,0.2
404.56,122,16137,14991360,928,1560.0375,0.05931567773222923,0.10552402849464367,1210,0.27788981119791667,-2.6616294665882987,0.031212812,0.8067523092031479,0.0003,-0.004983198203077943,0.2
374.24,123,16271,15114240,928,1431.3397,0.03463272750377655,0.10366244038115838,1220,0.2796858723958333,-2.648769470018645,0.0316829,0.8188557475805283,0.0003,-0.005188575968780545,0.2
397.36,124,16403,15237120,928,1518.5803,0.033046867698431015,0.08462263198773144,1230,0.271494140625,-2.637435617583493,0.030887334,0.8563587367534637,0.0003,-0.005779925694229557,0.2
406.4,125,16537,15360000,928,1568.4546,0.04063597694039345,0.09143361319748995,1240,0.2739892578125,-2.659892328331868,0.030834008,0.8230391144752502,0.0003,-0.005213454184443738,0.2
377.24,126,16695,15482880,927,1462.7234,0.06566053628921509,0.09898402541148243,1250,0.2749454752604167,-2.610099455018838,0.030916663,0.7881544977426529,0.0003,-0.00540847711981769,0.2
393.34,127,16830,15605760,927,1514.4424,0.053303249180316925,0.10453182133234805,1260,0.27632080078125,-2.6082032978410523,0.032162063,0.8470673859119415,0.0003,-0.0055519184119233005,0.2
387.5,128,16963,15728640,927,1473.6356,0.032214291393756866,0.09208041188860079,1270,0.2758919270833333,-2.6217571967840194,0.03162911,0.8467292189598083,0.0003,-0.0057686504544047544,0.2
386.48,129,17097,15851520,927,1479.6946,0.03202705830335617,0.10604061033664039,1280,0.27703287760416667,-2.60856392296652,0.032465246,0.8352207392454147,0.0003,-0.00571208046842609,0.2
369.66,130,17231,15974400,927,1404.6936,-0.017961295321583748,0.11313502222173459,1290,0.26987548828125,-2.603514203106364,0.031047495,0.8376974165439606,0.0003,-0.0052886936470470875,0.2
410.62,131,17362,16097280,927,1558.7489,0.03331214189529419,0.11541796438890742,1300,0.2706599934895833,-2.592026203125715,0.031439297,0.8265098482370377,0.0003,-0.004442856526914814,0.2
403.86,132,17495,16220160,927,1551.0939,0.04424760863184929,0.08621035502830637,1310,0.26995198567708334,-2.6128991108760236,0.030608332,0.8038841634988785,0.0003,-0.004676356276935015,0.2
408.32,133,17627,16343040,927,1558.6497,0.1333669126033783,0.09399877527141749,1320,0.2729931640625,-2.6183155694728097,0.031095486,0.8448429554700851,0.0003,-0.005523911566093981,0.2
391.38,134,17758,16465920,927,1504.1573,0.044155508279800415,0.10257814796379534,1330,0.27371337890625,-2.61400145329535,0.030859565,0.8078418225049973,0.0003,-0.005282232194658718,0.2
414.16,135,17891,16588800,927,1609.1284,0.06639178097248077,0.12290199375269974,1340,0.2763590494791667,-2.599650787860155,0.031664588,0.7943105101585388,0.0003,-0.005130353599418716,0.2
369.92,136,18025,16711680,927,1430.6937,0.07222208380699158,0.10216611276060576,1350,0.27211832682291665,-2.6122685914114117,0.03177828,0.8412082642316818,0.0003,-0.00580000065726684,0.2
405.16,137,18158,16834560,927,1591.7003,0.014461681246757507,0.11289927028371798,1360,0.2745613606770833,-2.6021429382264616,0.032275062,0.8134490549564362,0.0003,-0.005382002458318312,0.2
400.38,138,18290,16957440,927,1549.5856,0.11902710795402527,0.11015784999127694,1370,0.273779296875,-2.5835871197407445,0.032183006,0.7431521713733673,0.0003,-0.004805879413618944,0.2
380.58,139,18421,17080320,927,1464.5302,0.13702914118766785,0.09013658646993766,1380,0.27285888671875,-2.581007376400133,0.031137299,0.787710890173912,0.0003,-0.005369997799768195,0.2
407.16,140,18553,17203200,927,1566.6787,0.0024162419140338898,0.10026187003595018,1390,0.27642740885416667,-2.5575565789391597,0.031797364,0.8654005080461502,0.0003,-0.004829689674873711,0.2
395.76,141,18686,17326080,927,1536.9005,0.002178838476538658,0.10756582699352293,1400,0.2761865234375,-2.559913468696177,0.032248,0.8258332461118698,0.0003,-0.005162075549311945,0.2
393.74,142,18829,17448960,926,1503.1143,0.06958113610744476,0.10441393638723336,1410,0.27270589192708333,-2.5652133592714867,0.03154557,0.8135111331939697,0.0003,-0.005497728525072792,0.2
399.98,143,18980,17571840,925,1548.0758,0.004577767103910446,0.10901302396470176,1420,0.27180826822916665,-2.5483841580028335,0.030439755,0.8306180387735367,0.0003,-0.005004557956678279,0.2
409.1,144,19113,17694720,925,1574.9425,0.0004973504692316055,0.10907113632803278,1430,0.2748160807291667,-2.51492422533532,0.031907726,0.7972179353237152,0.0003,-0.004778415954957988,0.2
369.32,145,19275,17817600,924,1424.8531,0.008467225357890129,0.10316583143649041,1440,0.27241129557291666,-2.4984423615659277,0.03160839,0.8091531097888947,0.0003,-0.004541265855223174,0.2
405.96,146,19437,17940480,922,1554.72,0.007699478417634964,0.1086563152562303,1450,0.27247314453125,-2.4699532809853553,0.031813078,0.8537345826625824,0.0003,-0.004795363888527694,0.2
