time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/loss,train/explained_variance,train/clip_fraction,train/entropy_loss,train/value_loss,train/clip_range
17448960,971,17955,142,407.4,1450.7399,0.0003,1410,-0.005616237234941461,0.029288867,0.0016478858888149261,0.8832193091511726,0.259814453125,-2.9295038243631524,0.10585480695755299,0.2
17571840,971,18079,143,436.2,1555.5873,0.0003,1420,-0.005854180352495557,0.029632902,0.024675313383340836,0.8869922757148743,0.2649202473958333,-2.929772681184113,0.09971427816276748,0.2
17694720,971,18204,144,436.06666666666666,1572.401,0.0003,1430,-0.0058025623011235435,0.029797725,0.29228678345680237,0.8699705451726913,0.26058268229166665,-2.8961233191316325,0.09571489438744417,0.2
17817600,972,18328,145,438.6,1558.4291,0.0003,1440,-0.006743839765586017,0.030512996,0.03461306914687157,0.8806024417281151,0.2620979817708333,-2.9134132630502183,0.10300007296532082,0.2
17940480,972,18456,146,399.8666666666667,1458.189,0.0003,1450,-0.006184878232797928,0.029496245,0.03801044449210167,0.8746681660413742,0.25785970052083335,-2.921305414463083,0.08833732767549615,0.2
18063360,972,18581,147,444.4,1598.4135,0.0003,1460,-0.006124932151797111,0.029122854,0.024653563275933266,0.8837359249591827,0.2576513671875,-2.920200976183017,0.1084205828217091,0.2
18186240,972,18709,148,450.0,1607.4816,0.0003,1470,-0.006152302244475626,0.028748447,0.01276315376162529,0.8776063695549965,0.2547900390625,-2.9161813341081144,0.1001038496985954,0.2
18309120,971,18842,149,442.8,1565.8235,0.0003,1480,-0.005847634759890449,0.028523803,0.02501479536294937,0.8566081076860428,0.25772705078125,-2.905554580539465,0.1026215136249084,0.2
18432000,971,18966,150,444.8,1632.252,0.0003,1490,-0.00669434906726868,0.029714312,0.02357468754053116,0.8455371111631393,0.259931640625,-2.884890219581624,0.09935611292234778,0.2
18554880,971,19092,151,387.8,1401.6106,0.0003,1500,-0.006577402050376501,0.029700872,0.028346242383122444,0.8893415778875351,0.26082763671875,-2.884283395670354,0.09114759945916982,0.2
18677760,971,19218,152,426.1333333333333,1533.375,0.0003,1510,-0.0064473766381464275,0.030516727,0.0034064799547195435,0.8688330501317978,0.26219319661458335,-2.8798435566698513,0.10391870273177725,0.2
18800640,971,19346,153,430.53333333333336,1559.8026,0.0003,1520,-0.005364139102651582,0.029516334,0.07436638325452805,0.89146838337183,0.25991943359375,-2.872410221993923,0.09795731863268883,0.2
18923520,971,19478,154,431.46666666666664,1561.0715,0.0003,1530,-0.006132304645246525,0.0296248,0.009274657815694809,0.8678548038005829,0.26014322916666666,-2.87413969895492,0.10662000097159761,0.2
19046400,971,19612,155,420.1333333333333,1519.3217,0.0003,1540,-0.006639804613338735,0.02903461,0.006825549528002739,0.8751862496137619,0.2530029296875,-2.9145796735957266,0.11661726275783925,0.2
19169280,971,19739,156,450.0,1602.7186,0.0003,1550,-0.006052541727491795,0.029624412,0.0626993253827095,0.8821428120136261,0.26067464192708334,-2.871046715142826,0.1265799012867016,0.2
19292160,971,19865,157,389.3333333333333,1426.1042,0.0003,1560,-0.005445996533762809,0.029040063,0.08611999452114105,0.8822422325611115,0.2562589518229167,-2.873562072838346,0.114282172369664,0.2
19415040,971,19993,158,423.93333333333334,1552.1315,0.0003,1570,-0.006033756035203623,0.029972197,0.027517322450876236,0.874607115983963,0.2588370768229167,-2.8329781764373183,0.11008177201574047,0.2
19537920,971,20120,159,425.6666666666667,1557.3368,0.0003,1580,-0.006504572424879977,0.028537985,0.04437679797410965,0.8883741348981857,0.25748291015625,-2.8691940585523845,0.0996811327416799,0.2
19660800,971,20247,160,430.8666666666667,1567.4579,0.0003,1590,-0.0058069269815435596,0.029691346,0.022958872839808464,0.8901491388678551,0.25874267578125,-2.820870204269886,0.11204383325098509,0.2
19783680,971,20372,161,436.0,1568.0802,0.0003,1600,-0.006162054679328624,0.030484753,0.04121856763958931,0.8884148299694061,0.26010335286458336,-2.8234124201039474,0.11143172909073959,0.2
19906560,971,20499,162,431.0,1597.189,0.0003,1610,-0.0057355366091966665,0.029101428,0.01740099862217903,0.8607714921236038,0.2556486002604167,-2.798941016495228,0.08513451959001637,0.2
20029440,971,20624,163,424.53333333333336,1519.3136,0.0003,1620,-0.006395655958040152,0.029687691,0.11093321442604065,0.8735669106245041,0.25882649739583335,-2.8022919677197935,0.09842317521892255,0.2
20152320,971,20749,164,414.4,1536.3912,0.0003,1630,-0.005722087479928935,0.029849704,0.02889695018529892,0.8889609277248383,0.259560546875,-2.777247042184075,0.11015394932357594,0.2
20275200,971,20874,165,442.73333333333335,1583.9858,0.0003,1640,-0.006183507625698136,0.029185075,0.011909052729606628,0.899516299366951,0.255478515625,-2.738673682535688,0.10267662765880231,0.2
20398080,971,20999,166,385.46666666666664,1419.1816,0.0003,1650,-0.005720889302077315,0.029521963,0.17094045877456665,0.888647198677063,0.25834228515625,-2.770291540386776,0.09878804485769554,0.2
20520960,971,21125,167,437.06666666666666,1559.563,0.0003,1660,-0.005512014966961942,0.029654486,0.06583188474178314,0.8859577253460884,0.25756998697916667,-2.7317649059494338,0.12225576800240863,0.2
20643840,971,21252,168,429.8,1565.1669,0.0003,1670,-0.005763031349694453,0.030019587,0.027930550277233124,0.8880814835429192,0.2579728190104167,-2.723126852748295,0.10918340815027477,0.2
20766720,971,21379,169,398.93333333333334,1466.301,0.0003,1680,-0.005347041922941571,0.029550636,0.06631289422512054,0.8990560546517372,0.2521232096354167,-2.7172085325419904,0.12124420240468074,0.2
20889600,971,21506,170,431.8666666666667,1610.7311,0.0003,1690,-0.0061540700932346225,0.02976377,0.027078282088041306,0.9002758488059044,0.25918131510416664,-2.7354688706248997,0.11664634816983986,0.2
21012480,971,21633,171,432.93333333333334,1558.6515,0.0003,1700,-0.0060226766467925096,0.029718483,0.06852403283119202,0.878752663731575,0.25796142578125,-2.730473792590201,0.119807021508459,0.2
21135360,971,21759,172,450.0,1631.0315,0.0003,1710,-0.005941107250588781,0.03083385,0.05261358246207237,0.875013567507267,0.2586962890625,-2.7278294926757614,0.1228716791406138,0.2
21258240,971,21889,173,431.1333333333333,1580.9594,0.0003,1720,-0.005966569433188245,0.029790241,0.11410971730947495,0.8738159090280533,0.2565535481770833,-2.716298930334548,0.11331728384063657,0.2
21381120,971,22015,174,439.2,1622.6268,0.0003,1730,-0.006030813825121489,0.029671839,0.0016905665397644043,0.862434595823288,0.25516357421875,-2.7352373821785054,0.1011902253209458,0.2
21504000,971,22141,175,450.0,1659.7767,0.0003,1740,-0.006000353314896832,0.02946937,0.04479563236236572,0.8817026242613792,0.25390543619791667,-2.719033501359324,0.09419668321682062,0.2
21626880,971,22268,176,429.6666666666667,1582.8094,0.0003,1750,-0.006031036833380009,0.029795209,0.09733766317367554,0.8978785499930382,0.2545271809895833,-2.7123593440651894,0.10449125859352838,0.2
21749760,971,22393,177,438.53333333333336,1638.304,0.0003,1760,-0.006596234447127548,0.030209891,0.052307695150375366,0.8541842997074127,0.25616861979166666,-2.6896768740440407,0.09807292168945424,0.2
21872640,971,22521,178,447.46666666666664,1672.7413,0.0003,1770,-0.0059360783337979225,0.030455915,0.01721995882689953,0.9000165909528732,0.25926350911458335,-2.6599660251041253,0.10890287458338814,0.2
21995520,971,22648,179,443.53333333333336,1638.1854,0.0003,1780,-0.006626021111818166,0.029621117,-0.00815085880458355,0.8520729094743729,0.25651204427083335,-2.7016657140975195,0.09665933186714634,0.2
22118400,970,22779,180,435.8666666666667,1579.1798,0.0003,1790,-0.005791259941652242,0.029939627,0.012134023010730743,0.8288334608078003,0.2577058919270833,-2.6684580829118687,0.10375682544744147,0.2
22241280,969,22929,181,432.6,1604.7417,0.0003,1800,-0.0056545180436629984,0.030082146,0.051593195647001266,0.8597773760557175,0.25837809244791665,-2.651930859883626,0.11225523566895088,0.2
22364160,968,23079,182,429.93333333333334,1596.6133,0.0003,1810,-0.006216294671685318,0.029648827,0.022944876924157143,0.8728425204753876,0.2580721028645833,-2.658632160872221,0.08619891295815857,0.2
22487040,968,23218,183,435.1333333333333,1576.0629,0.0003,1820,-0.005506295320204421,0.030203683,-0.0006172917783260345,0.880196675658226,0.26174072265625,-2.616403434810539,0.10593700850367896,0.2
22609920,968,23343,184,406.0,1509.7859,0.0003,1830,-0.0053700610873238476,0.030732866,0.04981448873877525,0.8616117835044861,0.25976318359375,-2.6100956896319985,0.10979274428929785,0.2
22732800,968,23470,185,443.2,1630.2496,0.0003,1840,-0.005853021623849297,0.029636895,0.007463742978870869,0.885916955769062,0.25401611328125,-2.6103442290922008,0.09564964125325787,0.2
22855680,968,23596,186,450.0,1660.7958,0.0003,1850,-0.0057142996580356945,0.030429533,0.017999738454818726,0.8562377244234085,0.25983235677083333,-2.6111189144973954,0.11177679480063185,0.2
22978560,968,23731,187,422.93333333333334,1560.3309,0.0003,1860,-0.00531142938221213,0.030697482,0.023177605122327805,0.8888756185770035,0.26097412109375,-2.6083600567902128,0.11045507327221761,0.2
23101440,968,23857,188,381.73333333333335,1448.1979,0.0003,1870,-0.0055846059727809915,0.030548416,0.01589471474289894,0.8724449276924133,0.2580232747395833,-2.608344440162182,0.10764928419332137,0.2
23224320,967,23998,189,425.4,1564.2096,0.0003,1880,-0.005722220882923163,0.030105535,0.12172067165374756,0.8719691187143326,0.25664794921875,-2.6213120046133795,0.11128527943350491,0.2
23347200,967,24127,190,420.06666666666666,1565.5111,0.0003,1890,-0.006179694401719947,0.029933516,0.029870999976992607,0.8633421361446381,0.2586588541666667,-2.6117519351343312,0.10815396395676848,0.2
23470080,967,24254,191,450.0,1678.8488,0.0003,1900,-0.006111632855305894,0.030316627,0.009677715599536896,0.8796619921922684,0.2589453125,-2.6366187471523883,0.09444958052573686,0.2
23592960,967,24379,192,436.0,1597.2091,0.0003,1910,-0.0062443355042705664,0.030773453,-0.006758522242307663,0.8752572238445282,0.2605810546875,-2.6240383713071544,0.12011727550430805,0.2
23715840,967,24509,193,429.73333333333335,1582.6841,0.0003,1920,-0.0058993505189027925,0.030598307,0.028257492929697037,0.8801674991846085,0.26153401692708333,-2.6013490712394316,0.11398052263602343,0.2
23838720,967,24634,194,433.2,1612.7076,0.0003,1930,-0.00587802698275785,0.03041244,0.11166159808635712,0.8598230481147766,0.25962158203125,-2.5853994990636906,0.1090004774069045,0.2
23961600,967,24760,195,408.8666666666667,1515.5994,0.0003,1940,-0.0055889247128955806,0.030892523,-0.011306194588541985,0.8838077187538147,0.26147705078125,-2.5518453280006845,0.11510575927202202,0.2
24084480,967,24887,196,403.6666666666667,1489.3943,0.0003,1950,-0.005439953786505309,0.031039396,0.032948583364486694,0.859056681394577,0.26147054036458334,-2.5427290988216797,0.12600888495488713,0.2
24207360,967,25014,197,421.6,1552.2617,0.0003,1960,-0.0056143464938941175,0.03078833,0.04910750314593315,0.8638046085834503,0.2637605794270833,-2.516734449242552,0.1207237674316275,0.2
24330240,967,25146,198,445.4,1659.2454,0.0003,1970,-0.00541434527214733,0.031521853,0.08115202188491821,0.8701218515634537,0.2623111979166667,-2.5265844437107443,0.10947950960491047,0.2
24453120,967,25271,199,410.53333333333336,1519.5931,0.0003,1980,-0.004985579604520656,0.031056913,-0.01930510252714157,0.8808086961507797,0.26359944661458334,-2.5144311315193772,0.12265527724812272,0.2
24576000,966,25416,200,408.26666666666665,1504.9421,0.0003,1990,-0.005313512009473318,0.031890947,0.08644263446331024,0.8573820441961288,0.26540201822916665,-2.4927299050117533,0.14153880132890967,0.2
24698880,966,25543,201,389.6666666666667,1475.321,0.0003,2000,-0.006069777316109443,0.031646986,0.042871687561273575,0.8834994733333588,0.26280354817708335,-2.472383593171835,0.13187712735506163,0.2
24821760,966,25671,202,341.2,1288.1155,0.0003,2010,-0.005072212297285053,0.030485462,0.031993281096220016,0.8777531385421753,0.2556494140625,-2.487150953275462,0.1189819281809711,0.2
24944640,966,25798,203,350.8,1266.2802,0.0003,2020,-0.005038605639898984,0.03130789,0.08754996955394745,0.8803314790129662,0.2600553385416667,-2.49812433698525,0.14659779708308635,0.2
25067520,966,25926,204,404.2,1488.255,0.0003,2030,-0.005581398196312269,0.031885415,0.07269792258739471,0.9074826538562775,0.2599853515625,-2.503742105476558,0.1193671626856667,0.2
25190400,966,26052,205,442.53333333333336,1660.7681,0.0003,2040,-0.005169513386008475,0.030647453,0.06931985914707184,0.8879495337605476,0.259345703125,-2.490889271137615,0.1224531549642173,0.2
25313280,966,26177,206,427.0,1575.8536,0.0003,2050,-0.005333547428726888,0.031402536,0.03457260876893997,0.8822437301278114,0.2598795572916667,-2.49572157813857,0.12788277541005907,0.2
25436160,965,26333,207,402.4,1515.7026,0.0003,2060,-0.005553352237578414,0.031037996,0.04749612510204315,0.8730369210243225,0.2578580729166667,-2.4944066484769185,0.14279150326226955,0.2
25559040,965,26463,208,406.3333333333333,1508.2269,0.0003,2070,-0.005692882758078971,0.03128441,0.0003241095691919327,0.8822915554046631,0.26341634114583334,-2.492855538961788,0.15943786248501662,0.2
25681920,965,26591,209,433.4,1620.1516,0.0003,2080,-0.0052987711897549165,0.031103807,0.037194617092609406,0.863754466176033,0.25928141276041666,-2.4852926412038503,0.12699671984853922,0.2
25804800,965,26719,210,407.8666666666667,1523.2704,0.0003,2090,-0.005574343461764025,0.031637095,0.08241502195596695,0.8825378566980362,0.2601822916666667,-2.45814785964787,0.15234545741802624,0.2
25927680,965,26845,211,416.93333333333334,1538.8677,0.0003,2100,-0.005738753372891855,0.030517621,0.06435813009738922,0.8716946840286255,0.25573079427083334,-2.468399920246253,0.13676575356541434,0.2
26050560,965,26972,212,283.0,1059.5287,0.0003,2110,-0.005321760432237473,0.030770268,0.018649792298674583,0.8633529096841812,0.2571793619791667,-2.453912953796486,0.16051374148577452,0.2
26173440,965,27098,213,395.06666666666666,1451.1503,0.0003,2120,-0.004000168164511706,0.030216975,0.041033484041690826,0.9083983972668648,0.25409342447916666,-2.4184381889986497,0.1522653784280798,0.2
26296320,965,27225,214,331.4,1235.6306,0.0003,2130,-0.0046363588699750834,0.031264093,0.0007605608552694321,0.9099396765232086,0.25457600911458333,-2.3996015797555446,0.20224959392284897,0.2
26419200,965,27350,215,403.2,1505.4883,0.0003,2140,-0.004719012956084043,0.030558025,0.05980388820171356,0.9035060703754425,0.25312174479166666,-2.416658778383086,0.17978413329585843,0.2
26542080,965,27476,216,411.6,1486.884,0.0003,2150,-0.004739432489374546,0.030962609,0.20636460185050964,0.9001573100686073,0.2523502604166667,-2.457577074201157,0.18271289995328213,0.2
26664960,965,27615,217,310.46666666666664,1144.8425,0.0003,2160,-0.004981204242782648,0.031573236,0.06765668094158173,0.8834387436509132,0.25689371744791667,-2.429873958341777,0.18274327748067057,0.2
26787840,965,27749,218,365.2,1337.8813,0.0003,2170,-0.0043740691986992415,0.031392533,0.025089383125305176,0.8981700614094734,0.25396321614583334,-2.420475551709533,0.22817792038297435,0.2
26910720,965,27875,219,324.53333333333336,1221.5847,0.0003,2180,-0.0043863440359443,0.03182895,0.05408676713705063,0.9048437476158142,0.25371175130208334,-2.4035908210339647,0.20074345804847932,0.2
27033600,965,28000,220,353.8666666666667,1265.6685,0.0003,2190,-0.003995212706319459,0.031562474,0.16701607406139374,0.8988946229219437,0.25390787760416667,-2.4089680449975033,0.19341337711792828,0.2
27156480,965,28127,221,371.3333333333333,1385.0093,0.0003,2200,-0.00446208966307798,0.032776,-0.006708860397338867,0.8947693258523941,0.2561181640625,-2.412339395284653,0.18128929684423686,0.2
27279360,965,28252,222,349.1333333333333,1283.2871,0.0003,2210,-0.0038653947846372222,0.032417793,0.07621634006500244,0.9005226790904999,0.253779296875,-2.3982039493198197,0.2041484672643128,0.2
27402240,965,28377,223,287.3333333333333,1062.9445,0.0003,2220,-0.004057794863341162,0.031530377,0.06450888514518738,0.9019662737846375,0.2522607421875,-2.3940612588077785,0.185393916212682,0.2
27525120,965,28503,224,421.26666666666665,1549.7866,0.0003,2230,-0.004391341841728718,0.03144401,0.036035582423210144,0.8782085403800011,0.25623779296875,-2.4056838775550324,0.1936906922782267,0.2
27648000,965,28629,225,336.46666666666664,1266.0911,0.0003,2240,-0.005136896152228777,0.032987706,0.014241442084312439,0.8558078557252884,0.2614265950520833,-2.3903293714299796,0.18041192504698605,0.2
27770880,965,28757,226,366.2,1379.6921,0.0003,2250,-0.0041223228116784106,0.03221253,0.06124045327305794,0.8833185285329819,0.25451578776041667,-2.369270181717972,0.2070504993921592,0.2
27893760,965,28883,227,340.6,1208.5541,0.0003,2260,-0.004748661375275939,0.032747217,0.10322883725166321,0.8886615857481956,0.2588720703125,-2.350789813970526,0.1898126104204372,0.2
28016640,965,29008,228,327.2,1176.0333,0.0003,2270,-0.004365622742492027,0.033054173,0.08933798223733902,0.8844613656401634,0.2554703776041667,-2.3406711491942405,0.20997170202967633,0.2
28139520,965,29134,229,429.53333333333336,1566.4625,0.0003,2280,-0.004048211587026647,0.032146454,0.03368539735674858,0.8886304572224617,0.2567643229166667,-2.352124227421979,0.19307724547184382,0.2
28262400,965,29262,230,421.8666666666667,1478.3984,0.0003,2290,-0.004311613634454261,0.031735517,0.06161341816186905,0.8921677842736244,0.25461507161458335,-2.3423163722952207,0.2119467661048111,0.2
28385280,965,29387,231,324.6,1209.8849,0.0003,2300,-0.004690582834106559,0.03220879,0.045703813433647156,0.8741539567708969,0.2573193359375,-2.348187732634445,0.19752002775669097,0.2
28508160,965,29512,232,333.6,1237.9595,0.0003,2310,-0.0040513179682784535,0.031301927,0.06605324894189835,0.9011332467198372,0.25534261067708336,-2.33524901246652,0.1975520746249822,0.2
28631040,966,29638,233,359.6,1274.0665,0.0003,2320,-0.003954850477812215,0.033342745,0.06811368465423584,0.870533674955368,0.25789713541666665,-2.334369687618067,0.20882608846290773,0.2
28753920,966,29762,234,375.6,1357.175,0.0003,2330,-0.0036694196140130467,0.032975215,0.04632529616355896,0.8775072023272514,0.2573779296875,-2.3190139685136577,0.18734850549003265,0.2
28876800,966,29889,235,392.8666666666667,1447.7087,0.0003,2340,-0.00465449595082949,0.03154495,0.18133080005645752,0.9124930799007416,0.25494466145833333,-2.3260521803299588,0.1916420307457641,0.2
28999680,966,30014,236,376.46666666666664,1313.1757,0.0003,2350,-0.004343481027972302,0.033061977,0.09554542601108551,0.8852965459227562,0.2614314778645833,-2.3267372485995295,0.19667084046358166,0.2
29122560,966,30141,237,370.1333333333333,1300.6675,0.0003,2360,-0.004918430239764954,0.032260556,0.012811748310923576,0.889261320233345,0.26000406901041667,-2.347855958280464,0.16789143245701174,0.2
29245440,966,30266,238,347.73333333333335,1256.7351,0.0003,2370,-0.004413533177200103,0.031395122,0.05119236931204796,0.8889579027891159,0.255126953125,-2.352265901857366,0.1507458327319182,0.2
29368320,966,30392,239,418.8,1522.4554,0.0003,2380,-0.004496132459353248,0.033042256,0.06256744265556335,0.8995200991630554,0.2544661458333333,-2.327816423649589,0.1594187092211602,0.2
29491200,966,30518,240,365.1333333333333,1340.643,0.0003,2390,-0.004074941105821684,0.032762483,0.07265172898769379,0.8811857476830482,0.25557047526041665,-2.3272769308214385,0.17848899051537348,0.2
29614080,966,30645,241,399.93333333333334,1455.9583,0.0003,2400,-0.004598238313295345,0.03335963,0.08347305655479431,0.8732036650180817,0.26069580078125,-2.337147004355987,0.17254998559423257,0.2
29736960,966,30772,242,316.6666666666667,1149.8053,0.0003,2410,-0.004209595039170988,0.033153612,0.20985379815101624,0.8890455290675163,0.25876057942708336,-2.3049705257453024,0.21340572362983948,0.2
29859840,966,30897,243,377.2,1388.1952,0.0003,2420,-0.004555372211592233,0.033376444,0.011598654091358185,0.8892993107438087,0.2541455078125,-2.354148839917034,0.16718593162620285,0.2
29982720,966,31022,244,431.26666666666665,1541.2205,0.0003,2430,-0.005203632163111252,0.034009933,0.03154852241277695,0.8813590854406357,0.25997233072916665,-2.318575759790838,0.18088058625284853,0.2
30105600,966,31149,245,378.73333333333335,1389.541,0.0003,2440,-0.004828386126888897,0.033204343,0.03238510340452194,0.8537714779376984,0.257646484375,-2.321596877531459,0.1820793420492555,0.2
30228480,966,31276,246,327.0,1189.0978,0.0003,2450,-0.004240718234317076,0.032039378,0.06927734613418579,0.8938245922327042,0.2557600911458333,-2.3126609480256834,0.17964428893605752,0.2
30351360,966,31406,247,380.1333333333333,1394.891,0.0003,2460,-0.004363786996943115,0.032329656,0.025880489498376846,0.9020640701055527,0.25557047526041665,-2.318782819354286,0.15681781973917774,0.2
30474240,966,31532,248,425.06666666666666,1565.6113,0.0003,2470,-0.004955433423104599,0.032989047,0.02789420634508133,0.8822307139635086,0.2575439453125,-2.319962421543896,0.1738052689997615,0.2
30597120,966,31660,249,412.4,1497.6306,0.0003,2480,-0.004986054817124265,0.032996856,-0.0005092844367027283,0.8381853550672531,0.25663411458333335,-2.311186622896542,0.1602060778103866,0.2
30720000,966,31787,250,371.4,1342.5984,0.0003,2490,-0.00433088853896758,0.0319523,0.03877227008342743,0.8752087950706482,0.25293050130208333,-2.308128199695299,0.15382883866977257,0.2
30842880,966,31915,251,406.8666666666667,1454.6173,0.0003,2500,-0.004623560584495863,0.03241345,0.0995291918516159,0.8768126145005226,0.25351888020833335,-2.2960186062256493,0.13592611311008415,0.2
30965760,966,32041,252,450.0,1623.4337,0.0003,2510,-0.004030449060185977,0.032488927,0.07224298268556595,0.890589527785778,0.25829915364583333,-2.3051458521001043,0.1609080493732957,0.2
31088640,966,32166,253,433.73333333333335,1593.4298,0.0003,2520,-0.0045944171438016684,0.03336113,0.09775260090827942,0.8727915734052658,0.2592928059895833,-2.3020286269672217,0.16715211152647194,0.2
31211520,966,32291,254,412.06666666666666,1469.7174,0.0003,2530,-0.005312176693043208,0.033039358,0.08924619853496552,0.882595531642437,0.25964925130208333,-2.2897597905496756,0.1864545452647144,0.2
31334400,966,32417,255,406.2,1488.5043,0.0003,2540,-0.004741283135232758,0.032892372,0.019306374713778496,0.8596374839544296,0.25997233072916665,-2.286666076524804,0.16281954679036667,0.2
31457280,966,32543,256,426.53333333333336,1562.2441,0.0003,2550,-0.004347961349734154,0.03366534,0.04068606346845627,0.8778565227985382,0.25681722005208335,-2.2862471941361826,0.16207778432493797,0.2
31580160,966,32688,257,387.0,1407.9415,0.0003,2560,-0.0057776919757331294,0.033067614,0.13463211059570312,0.873246505856514,0.25849772135416665,-2.281285656032463,0.14940124316010042,0.2
31703040,966,32815,258,387.73333333333335,1409.0516,0.0003,2570,-0.004458557883741984,0.032432042,0.02574729546904564,0.8791303634643555,0.2546110026041667,-2.261552734070768,0.19421805574830311,0.2
31825920,966,32941,259,432.1333333333333,1622.2853,0.0003,2580,-0.004935422940716308,0.033691462,0.028204534202814102,0.8614031672477722,0.2574357096354167,-2.2969792805736264,0.14856299532873285,0.2
31948800,966,33067,260,399.6,1450.8757,0.0003,2590,-0.004630143006810006,0.032200404,0.08376722782850266,0.8720070421695709,0.25264892578125,-2.3038256714493035,0.17448138093798965,0.2
32071680,966,33193,261,418.0,1502.8511,0.0003,2600,-0.00468038435298998,0.032742042,0.0036660097539424896,0.833310455083847,0.25628824869791667,-2.2811215614837903,0.1665934052989663,0.2
32194560,966,33321,262,353.93333333333334,1265.4867,0.0003,2610,-0.005226946605680496,0.033725165,0.18011364340782166,0.8660190403461456,0.2579825846354167,-2.280450775294254,0.1467319110130484,0.2
32317440,966,33447,263,385.8,1414.3396,0.0003,2620,-0.0048698792262924446,0.033238474,0.10086056590080261,0.8762214556336403,0.2541398111979167,-2.2876144213043155,0.17085448311476892,0.2
32440320,966,33574,264,414.2,1532.5714,0.0003,2630,-0.004877745900442581,0.03229405,0.12373091280460358,0.889728307723999,0.25433186848958333,-2.3052427188369133,0.15192430589852543,0.2
32563200,966,33701,265,425.46666666666664,1545.767,0.0003,2640,-0.004367916597966541,0.033459935,0.06734293699264526,0.893589936196804,0.25280110677083334,-2.233429471589625,0.1753516844755116,0.2
32686080,966,33825,266,368.6666666666667,1321.4436,0.0003,2650,-0.0047771019300914,0.033775833,0.06740441173315048,0.8873856365680695,0.2571590169270833,-2.2280066328371566,0.15945996587853492,0.2
32808960,966,33950,267,353.73333333333335,1289.6252,0.0003,2660,-0.004467660106829498,0.033241704,0.10214212536811829,0.8526048064231873,0.25685709635416665,-2.2338185586469868,0.17354951866000193,0.2
32931840,966,34076,268,431.8,1589.595,0.0003,2670,-0.004780438497928117,0.03306615,0.09388675540685654,0.8762829899787903,0.2538273111979167,-2.2149309769583243,0.16389494187150072,0.2
33054720,966,34201,269,376.1333333333333,1362.6267,0.0003,2680,-0.004738501869336081,0.033449475,0.08569592982530594,0.8651150614023209,0.25600016276041665,-2.2428219500246147,0.1586384007805221,0.2
33177600,966,34326,270,410.4,1519.6317,0.0003,2690,-0.004025759773351941,0.031940382,0.023003485053777695,0.8821830749511719,0.2489453125,-2.2439916421162587,0.17330028553153776,0.2
33300480,966,34450,271,360.4,1305.1053,0.0003,2700,-0.004420880472186278,0.03326981,0.07576790452003479,0.8372433185577393,0.25486572265625,-2.2336998697618644,0.19585690819212082,0.2
33423360,966,34577,272,407.8,1540.5326,0.0003,2710,-0.0040828777393350415,0.032517657,0.14866484701633453,0.8864873722195625,0.24846435546875,-2.19345508441329,0.18860983697649014,0.2
33546240,966,34705,273,425.1333333333333,1566.1204,0.0003,2720,-0.004586089507168557,0.031864602,0.06083536148071289,0.8914359882473946,0.24987386067708334,-2.222307009641081,0.1545885673238081,0.2
33669120,966,34830,274,410.6666666666667,1502.318,0.0003,2730,-0.0042542514081348294,0.033459775,-0.006895763799548149,0.8795558214187622,0.2512996419270833,-2.19602896767358,0.1659207053857972,0.2
33792000,966,34956,275,418.53333333333336,1522.3446,0.0003,2740,-0.004228637219627369,0.032233074,0.07625404745340347,0.8838053345680237,0.25014567057291665,-2.178053542114794,0.1618878417502856,0.2
33914880,966,35098,276,405.1333333333333,1488.464,0.0003,2750,-0.004202746344896392,0.032058988,0.024327749386429787,0.8828232139348984,0.24857177734375,-2.18586830124259,0.15964801006387763,0.2
34037760,966,35229,277,367.53333333333336,1353.6649,0.0003,2760,-0.003951946581294882,0.03181117,-0.008361032232642174,0.9145026430487633,0.24756266276041666,-2.1607185974220435,0.15210208304565942,0.2
34160640,966,35356,278,382.53333333333336,1414.3536,0.0003,2770,-0.0038844752463955954,0.032425188,0.0704558864235878,0.8964976966381073,0.2475146484375,-2.175587972532958,0.1613767121193329,0.2
34283520,966,35484,279,450.0,1634.2988,0.0003,2780,-0.0040138753456873625,0.032006882,0.03967129439115524,0.8982675299048424,0.2479541015625,-2.157358748856932,0.16510673956542934,0.2
34406400,966,35609,280,450.0,1656.7717,0.0003,2790,-0.00418456677189018,0.03225972,-0.0011253207921981812,0.8880129531025887,0.25179931640625,-2.166084605809301,0.17610503491416846,0.2
34529280,966,35736,281,416.06666666666666,1528.7102,0.0003,2800,-0.004321979558141417,0.032113466,0.060371603816747665,0.8945803940296173,0.25375732421875,-2.148574584852904,0.1537568612045531,0.2
34652160,966,35864,282,412.26666666666665,1496.5688,0.0003,2810,-0.004959662443598063,0.03240039,0.02481599897146225,0.8928709179162979,0.25201741536458333,-2.1732552931830287,0.12964467337442329,0.2
34775040,966,35991,283,352.1333333333333,1348.3837,0.0003,2820,-0.004364795286025279,0.032369528,0.026256520301103592,0.9057235196232796,0.25118326822916665,-2.155013109513869,0.15185227334227724,0.2
34897920,966,36115,284,402.53333333333336,1512.9473,0.0003,2830,-0.004420343584176104,0.031755283,0.0748634785413742,0.9053795710206032,0.24681722005208334,-2.142556893552343,0.15836120701622955,0.2
