rollout/ep_rew_mean,time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/value_loss,train/policy_gradient_loss,train/loss,train/n_updates,train/learning_rate,train/approx_kl,train/entropy_loss,train/clip_fraction,train/explained_variance
1220.1974,998,19,2334720,450.0,2337,0.2,0.12621069171039076,-0.010586527682565551,0.06832776218652725,180,0.0002,0.0151482215,-4.018902913170556,0.17948893229166665,0.7544049918651581
1147.0833,997,20,2457600,436.46666666666664,2464,0.2,0.11664514323900221,-0.010975237748674165,0.028413183987140656,190,0.0002,0.015268945,-4.010044042343894,0.18459635416666667,0.7549648880958557
1205.7817,994,21,2580480,434.8666666666667,2594,0.2,0.12148103614599677,-0.010220627030757896,0.038751862943172455,200,0.0002,0.015966436,-3.9902309494341415,0.18944254557291668,0.7488183081150055
1234.8368,991,22,2703360,450.0,2725,0.2,0.10970126894496691,-0.010203387861680919,0.02980159781873226,210,0.0002,0.016220225,-3.968540964461863,0.188310546875,0.7779160290956497
1239.7957,989,23,2826240,431.8666666666667,2856,0.2,0.10981379325433711,-0.010574781930678607,0.0064246803522109985,220,0.0002,0.016930766,-3.96855848086377,0.19217610677083333,0.8090481609106064
1269.4939,987,24,2949120,435.53333333333336,2987,0.2,0.11591572668791437,-0.009740505515607461,0.00513283908367157,230,0.0002,0.01707285,-3.9463515582680704,0.19715738932291665,0.8125424385070801
1312.8982,986,25,3072000,437.6,3114,0.2,0.11529872917153018,-0.009910526635958377,0.032957449555397034,240,0.0002,0.016843546,-3.9240256016825636,0.19436767578125,0.8373989015817642
1262.0496,985,26,3194880,426.3333333333333,3243,0.2,0.10523789215425496,-0.010652658121416607,0.0629548579454422,250,0.0002,0.01752036,-3.911852974680563,0.2022509765625,0.8519830256700516
1298.2703,984,27,3317760,450.0,3370,0.2,0.11665489080682163,-0.009443304554940066,0.0720294788479805,260,0.0002,0.01717748,-3.902003527668615,0.19600748697916667,0.8064720332622528
1318.3978,983,28,3440640,450.0,3498,0.2,0.1165601801831508,-0.009878034685643798,0.06899464130401611,270,0.0002,0.017529266,-3.8947348813091716,0.19901692708333332,0.858824148774147
