time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/approx_kl,train/clip_fraction,train/value_loss,train/explained_variance,train/n_updates,train/loss,train/entropy_loss
275,1516.2511,33792000,385.3333333333333,728,46384,-0.00862168691882592,0.2,0.0002,0.12519829,0.38288492838541666,0.061270662954387566,0.8373857289552689,2740,0.04942478984594345,-1.112183255686735
276,1650.3433,33914880,404.93333333333334,728,46562,-0.00875733887516617,0.2,0.0002,0.12253429,0.3804549153645833,0.07129453560667268,0.8756283819675446,2750,0.0229811854660511,-1.0992430393956603
277,1584.7408,34037760,395.46666666666664,728,46741,-0.009038311546106948,0.2,0.0002,0.1307679,0.3891072591145833,0.07310781459156715,0.8859573379158974,2760,-0.011291030794382095,-1.1078543989205112
278,1454.2202,34160640,370.46666666666664,728,46920,-0.009258455188628431,0.2,0.0002,0.12552635,0.38884765625,0.06684394036633118,0.8888682499527931,2770,0.01807919703423977,-1.1221151487653453
279,1628.3033,34283520,393.0,727,47100,-0.009518100291964704,0.2,0.0002,0.12199796,0.3819270833333333,0.0654259810478349,0.8797184154391289,2780,-0.0023054461926221848,-1.1128087876054147
280,1528.0839,34406400,373.53333333333336,727,47277,-0.009441572283618976,0.2,0.0002,0.12763353,0.38848388671875,0.06165618854720378,0.8729439377784729,2790,0.02559247985482216,-1.1096658783312887
281,1419.1876,34529280,346.3333333333333,727,47455,-0.008558741226643178,0.2,0.0002,0.12579186,0.3868741861979167,0.07102209471389263,0.8590231388807297,2800,-0.015281583182513714,-1.1128339079705378
282,1648.8722,34652160,411.06666666666666,727,47636,-0.009694571086620273,0.2,0.0002,0.12391082,0.3875,0.0576351132284617,0.9025948494672775,2810,-0.02744297869503498,-1.1150644342570255
283,1644.6166,34775040,390.0,727,47817,-0.009733230474151545,0.2,0.0002,0.12583694,0.38591145833333335,0.055586032545397755,0.8986872136592865,2820,-0.007203336805105209,-1.130179931356882
284,1438.1294,34897920,369.46666666666664,727,47999,-0.009843319505651683,0.2,0.0002,0.1272837,0.3863753255208333,0.06456962411008135,0.8971324637532234,2830,-0.001103391870856285,-1.1222150498069823
285,1614.214,35020800,403.3333333333333,726,48180,-0.009318619971963926,0.2,0.0002,0.12523305,0.38672526041666666,0.06397583411184314,0.8603906631469727,2840,0.014634419232606888,-1.1271136785826334
286,1401.5126,35143680,330.46666666666664,726,48361,-0.009760041913699145,0.2,0.0002,0.12693124,0.38525146484375,0.0673731908355694,0.8791733905673027,2850,-0.02153555303812027,-1.1282169666327535
287,1401.8882,35266560,350.53333333333336,726,48538,-0.008626148480895305,0.2,0.0002,0.12880066,0.3870947265625,0.06729646212639637,0.8781045451760292,2860,-0.020615261048078537,-1.1171664300033202
288,1567.6818,35389440,390.3333333333333,726,48717,-0.009525657986954077,0.2,0.0002,0.1296084,0.3897810872395833,0.06226438231087134,0.898070439696312,2870,-0.003734051249921322,-1.1305461175274103
289,1520.4161,35512320,375.0,726,48895,-0.009826317389621787,0.2,0.0002,0.123975776,0.3865966796875,0.05421708598032031,0.9018016755580902,2880,0.009223302826285362,-1.1441087765743334
290,1562.5184,35635200,385.0,726,49074,-0.008971893171941095,0.2,0.0002,0.129342,0.3913883463541667,0.06966227992185546,0.8939735889434814,2890,0.009394049644470215,-1.1236533069486419
291,1733.8765,35758080,416.8,725,49255,-0.008843926165603382,0.2,0.0002,0.12914518,0.390029296875,0.05900773875961022,0.8999676704406738,2900,0.026691775768995285,-1.1278374479711055
292,1566.9823,35880960,393.53333333333336,725,49434,-0.00922250992397797,0.2,0.0002,0.12739494,0.39183186848958335,0.06961326842562508,0.8562014549970627,2910,0.0027338527143001556,-1.1402543538467338
293,1404.7205,36003840,340.26666666666665,725,49617,-0.008855159865515817,0.2,0.0002,0.13139836,0.3950496419270833,0.06723620353904455,0.8970195576548576,2920,-0.010356629267334938,-1.137709128241986
294,1497.5139,36126720,367.06666666666666,725,49799,-0.010156313009204799,0.2,0.0002,0.12497851,0.39031656901041667,0.06801457973121917,0.8868420422077179,2930,0.03267696499824524,-1.1268629461868356
295,1611.3345,36249600,385.93333333333334,725,49980,-0.008907405714077565,0.2,0.0002,0.12703456,0.39131103515625,0.06114586096053245,0.8919552117586136,2940,0.0112295001745224,-1.1420570896659046
296,1694.086,36372480,410.8666666666667,725,50159,-0.00901461944714659,0.2,0.0002,0.12789194,0.3916748046875,0.07062907544197515,0.8679252713918686,2950,-0.01700892113149166,-1.1498539295854668
297,1555.2054,36495360,382.0,724,50341,-0.009721677496657624,0.2,0.0002,0.12724629,0.39311279296875,0.05914350951529438,0.8926631584763527,2960,-0.036091554909944534,-1.1462114880389223
298,1819.2916,36618240,445.8666666666667,724,50523,-0.009247010463323022,0.2,0.0002,0.12605587,0.3905485026041667,0.06861190833000971,0.8639868050813675,2970,-0.013749024830758572,-1.1447350344310203
299,1652.2876,36741120,411.6,724,50705,-0.010198244832129907,0.2,0.0002,0.1264623,0.38626953125,0.06130408396786758,0.90531075745821,2980,-0.00643458217382431,-1.1380595402947316
300,1447.069,36864000,366.06666666666666,724,50885,-0.008414035856367264,0.2,0.0002,0.12417971,0.38755615234375,0.06804873686892582,0.8898655101656914,2990,0.004093710333108902,-1.1384553552139551
301,1598.7865,36986880,378.1333333333333,724,51066,-0.009381796151956223,0.2,0.0002,0.12618218,0.3856201171875,0.05964452364867611,0.8907157108187675,3000,-0.031573764979839325,-1.1274928726411113
302,1564.453,37109760,393.6666666666667,724,51245,-0.008006927106143848,0.2,0.0002,0.12458396,0.3902205403645833,0.07448210558102195,0.8682650774717331,3010,0.005565486382693052,-1.1325749812150996
303,1439.6942,37232640,351.8,724,51424,-0.009086978526638631,0.2,0.0002,0.13408642,0.3954443359375,0.07170541255654825,0.8889998868107796,3020,-0.01337148156017065,-1.137844488080591
304,1580.4432,37355520,377.3333333333333,723,51604,-0.008036781952593325,0.2,0.0002,0.13018256,0.38602132161458336,0.08151920708626373,0.8709520995616913,3030,-0.031831271946430206,-1.124621520874401
305,1603.985,37478400,385.53333333333336,723,51785,-0.009817912886652872,0.2,0.0002,0.1279289,0.3878955078125,0.06469627682740489,0.9017021581530571,3040,-0.019436892122030258,-1.1234538813463102
306,1426.5394,37601280,352.4,723,51968,-0.009451458102715454,0.2,0.0002,0.12486185,0.3859098307291667,0.07253460248675159,0.888841524720192,3050,0.13265959918498993,-1.119827590873465
307,1501.952,37724160,363.6,723,52151,-0.008618782814852845,0.2,0.0002,0.12623009,0.3814453125,0.07257410178669185,0.8761393576860428,3060,-0.005245693027973175,-1.08216327290982
308,1186.9711,37847040,292.26666666666665,723,52334,-0.009134470608895147,0.2,0.0002,0.123180896,0.38119140625,0.06152828334018219,0.8819897323846817,3070,-0.029802270233631134,-1.0943700312419484
309,1602.2384,37969920,396.93333333333334,723,52516,-0.008306579487010217,0.2,0.0002,0.12926343,0.38375732421875,0.0734895483313691,0.9092705026268959,3080,-0.009798169136047363,-1.108760869850715
310,1538.52,38092800,379.3333333333333,722,52699,-0.008302645873636721,0.2,0.0002,0.13057272,0.38888916015625,0.07362534922399694,0.8688506782054901,3090,-0.003503940999507904,-1.1038863430110117
311,1578.163,38215680,397.6666666666667,722,52881,-0.007771895126940459,0.2,0.0002,0.1292431,0.3861189778645833,0.07937369304398696,0.8336594551801682,3100,-0.00569508969783783,-1.1152254314844807
312,1567.0555,38338560,375.06666666666666,722,53061,-0.009986671402845483,0.2,0.0002,0.12685965,0.38323893229166667,0.057192792516677096,0.8640100657939911,3110,-0.010908817872405052,-1.11338520169879
313,1698.8865,38461440,438.6666666666667,722,53242,-0.0090514967725782,0.2,0.0002,0.1231619,0.38363444010416664,0.06580516696975489,0.8872232511639595,3120,-0.01017638947814703,-1.1305934077811737
314,1724.1228,38584320,424.6,722,53426,-0.008305619723050767,0.2,0.0002,0.12689707,0.381279296875,0.0627733733014611,0.8738042712211609,3130,-0.02852769009768963,-1.1284422016143798
315,1421.9613,38707200,352.3333333333333,722,53610,-0.01030209399834348,0.2,0.0002,0.12561986,0.3780135091145833,0.057297561315402465,0.8830804079771042,3140,-0.030971575528383255,-1.1135674303397536
316,1472.5402,38830080,374.73333333333335,721,53793,-0.008620747408231181,0.2,0.0002,0.12104702,0.3800276692708333,0.07520175325284072,0.8845305815339088,3150,-0.00733557716012001,-1.118804566077888
317,1486.9457,38952960,380.26666666666665,721,53974,-0.009619406778680666,0.2,0.0002,0.1228077,0.37817789713541666,0.05716314260137248,0.8229057341814041,3160,-0.020730596035718918,-1.1327510900081446
318,1389.7367,39075840,356.6,721,54157,-0.00933714188577748,0.2,0.0002,0.11993028,0.37774983723958333,0.061462461319461,0.8859375864267349,3170,-0.01311896089464426,-1.1237488425305735
319,1691.5793,39198720,421.0,721,54337,-0.009041510368567741,0.2,0.0002,0.12621051,0.38041341145833335,0.06863090903995422,0.8744899332523346,3180,-0.03722928464412689,-1.1199555632689346
320,1731.4297,39321600,425.2,721,54517,-0.009316429517305854,0.2,0.0002,0.12570448,0.3774055989583333,0.06190647508041972,0.8709546476602554,3190,-0.01634432189166546,-1.108365965494886
321,1682.9556,39444480,401.46666666666664,721,54700,-0.009571834132196576,0.2,0.0002,0.12808356,0.3801399739583333,0.06951162988940875,0.8592721372842789,3200,-0.0021377848461270332,-1.1090467086434364
322,1777.1816,39567360,422.93333333333334,720,54883,-0.008627241961864153,0.2,0.0002,0.12362187,0.3768489583333333,0.06799993296369697,0.8797913566231728,3210,-0.015646055340766907,-1.1215802158943067
323,1747.4194,39690240,424.6666666666667,720,55065,-0.008229504488420691,0.2,0.0002,0.119326025,0.37189615885416666,0.06789862797391834,0.8657689392566681,3220,-0.02396170049905777,-1.1154505420972904
324,1458.0483,39813120,355.46666666666664,720,55247,-0.008231387747952491,0.2,0.0002,0.124780305,0.37682454427083334,0.06679862846152294,0.8581710010766983,3230,-0.005254738032817841,-1.0954677803783368
325,1454.067,39936000,353.06666666666666,720,55429,-0.008747811542507406,0.2,0.0002,0.12870702,0.37760986328125,0.07009729721493689,0.8921333104372025,3240,0.014505984261631966,-1.1082587328056495
326,1570.4993,40058880,393.2,720,55612,-0.009042337358338651,0.2,0.0002,0.1285033,0.37913655598958335,0.07311522787723031,0.8977835476398468,3250,0.021616149693727493,-1.1136320117674767
327,1666.0597,40181760,411.53333333333336,720,55794,-0.009001591643736902,0.2,0.0002,0.12263755,0.3781380208333333,0.06688512045475363,0.8747318238019943,3260,0.02678537368774414,-1.1273019357863814
328,1631.8097,40304640,390.6666666666667,720,55975,-0.00935466490633189,0.2,0.0002,0.12130802,0.37324381510416665,0.0703822474431945,0.8811518847942352,3270,0.015944315120577812,-1.119875850730265
329,1545.6868,40427520,379.26666666666665,719,56156,-0.009387321213077181,0.2,0.0002,0.1282099,0.377958984375,0.076641979693862,0.8751883506774902,3280,0.014940914697945118,-1.1132871638797224
330,1646.5457,40550400,411.53333333333336,719,56337,-0.009150079859306668,0.2,0.0002,0.123646304,0.37415771484375,0.06500764036599624,0.8734188973903656,3290,0.029755137860774994,-1.0947573100371908
331,1641.8082,40673280,401.4,719,56518,-0.008676563797095393,0.2,0.0002,0.12631734,0.3784431966145833,0.07091194003614266,0.8581289947032928,3300,-0.016880063340067863,-1.1046677597767363
332,1765.5859,40796160,434.53333333333336,719,56714,-0.00842955672943693,0.2,0.0002,0.13035712,0.37570556640625,0.06227998087524611,0.890417568385601,3310,0.01188453659415245,-1.0988890074628095
333,1371.1627,40919040,333.4,719,56898,-0.00837846619847672,0.2,0.0002,0.13188955,0.38212727864583335,0.0744985881812075,0.8513414263725281,3320,-0.02166604809463024,-1.0919104057302078
334,1684.4995,41041920,402.06666666666666,718,57082,-0.008992907468824947,0.2,0.0002,0.1279025,0.37851318359375,0.07302671249453851,0.884048268198967,3330,0.021560674533247948,-1.1053684334736318
335,1481.5004,41164800,357.53333333333336,718,57282,-0.00848746132431188,0.2,0.0002,0.12385081,0.3755338541666667,0.05470520738466197,0.87775669246912,3340,-0.009501742199063301,-1.1093335910638173
336,1339.8402,41287680,336.73333333333335,718,57463,-0.00918932697572321,0.2,0.0002,0.12771131,0.37962158203125,0.06788969435193092,0.8895747438073158,3350,0.013857253827154636,-1.107938266818722
337,1649.6626,41410560,396.8,718,57645,-0.009309025298516644,0.2,0.0002,0.12411783,0.37401692708333334,0.06641319469847076,0.8870258629322052,3360,0.020573649555444717,-1.1151950518693774
338,1699.7118,41533440,415.8666666666667,718,57828,-0.008604884456478128,0.2,0.0002,0.1249262,0.3749560546875,0.06826075235978352,0.8601573258638382,3370,0.05653003975749016,-1.0958543668004375
339,1616.5756,41656320,395.8666666666667,718,58009,-0.008751355414272742,0.2,0.0002,0.124418564,0.3715234375,0.07192914590157064,0.888076663017273,3380,0.0390654057264328,-1.0951034448730448
340,1390.1228,41779200,346.6666666666667,717,58192,-0.009021063348148648,0.2,0.0002,0.12338366,0.37403564453125,0.06847325464911895,0.8680101186037064,3390,0.02350524067878723,-1.085141512658447
341,1428.8225,41902080,345.8,717,58376,-0.007853582945123587,0.2,0.0002,0.12741376,0.3792293294270833,0.06639416646697403,0.8952265530824661,3400,-0.0017471518367528915,-1.112857999674355
342,1655.565,42024960,402.46666666666664,717,58560,-0.008459071138737879,0.2,0.0002,0.13109913,0.3790673828125,0.07294434439075606,0.8899904489517212,3410,-0.017570074647665024,-1.0961534524926295
343,1614.2443,42147840,391.8666666666667,717,58743,-0.0087627396112354,0.2,0.0002,0.12725799,0.3779402669270833,0.06623534235324768,0.8862471282482147,3420,0.0010211914777755737,-1.1190407031433036
344,1515.3881,42270720,374.06666666666666,717,58927,-0.008817248803388793,0.2,0.0002,0.12731119,0.378701171875,0.07423757734737592,0.8811045065522194,3430,0.016316989436745644,-1.113907454861328
345,1505.1772,42393600,361.46666666666664,717,59110,-0.008144057492057375,0.2,0.0002,0.12600996,0.37594970703125,0.07760912733545411,0.9007750228047371,3440,-0.007695633918046951,-1.1049506219134977
346,1596.8508,42516480,388.4,717,59295,-0.009488546879150211,0.2,0.0002,0.12562929,0.380263671875,0.0597154835609399,0.9063007161021233,3450,0.011764347553253174,-1.119220872555549
347,1667.9474,42639360,403.8,716,59479,-0.008981307541477386,0.2,0.0002,0.12513964,0.3797151692708333,0.0726517755513972,0.8854843750596046,3460,-0.008740933611989021,-1.119235837617889
348,1612.8138,42762240,395.8,716,59664,-0.009722431367178312,0.2,0.0002,0.12671016,0.37836100260416666,0.0690171424151534,0.9057532548904419,3470,-0.02677183412015438,-1.12474590696084
349,1437.9473,42885120,347.73333333333335,716,59848,-0.008189815085631076,0.2,0.0002,0.12695453,0.37863037109375,0.06961095953500869,0.8836397528648376,3480,0.2817833423614502,-1.1345751246313254
350,1356.7205,43008000,339.2,716,60031,-0.008078287481112056,0.2,0.0002,0.12900642,0.37927978515625,0.07282290237182072,0.8771562799811363,3490,-0.015795819461345673,-1.1046647899628927
351,1432.7816,43130880,348.73333333333335,716,60213,-0.00813305974369238,0.2,0.0002,0.1270048,0.3765974934895833,0.06921983671505587,0.8769425377249718,3500,0.12195196002721786,-1.1175237811605137
352,1362.1409,43253760,334.2,716,60396,-0.008508131682895813,0.2,0.0002,0.12429999,0.37889485677083334,0.07143924710328671,0.8931121453642845,3510,-0.005273822695016861,-1.1164440206779789
353,1687.8362,43376640,422.73333333333335,716,60580,-0.008730801415610282,0.2,0.0002,0.1244143,0.3728995768229167,0.06508111253686366,0.8917479291558266,3520,-0.030536478385329247,-1.0924240787575643
354,1728.2618,43499520,410.8,715,60764,-0.009509154685614097,0.2,0.0002,0.12129164,0.36947998046875,0.06701858785083459,0.8734046667814255,3530,-0.02857416681945324,-1.105864448659122
355,1409.5356,43622400,336.73333333333335,715,60951,-0.009193965690744032,0.2,0.0002,0.118076116,0.36876790364583334,0.0540908123053911,0.86142198741436,3540,-0.01370871439576149,-1.1077576009867092
356,1503.9476,43745280,350.1333333333333,715,61137,-0.008450963267684226,0.2,0.0002,0.1249109,0.3703865559895833,0.06455196332800066,0.8897633776068687,3550,0.016335543245077133,-1.0883626876740407
357,1602.1316,43868160,389.8,715,61320,-0.007360138480034948,0.2,0.0002,0.12168399,0.36950358072916667,0.06468243498476416,0.8657233864068985,3560,0.05094257742166519,-1.0993931359176834
358,1532.9097,43991040,386.46666666666664,715,61506,-0.008317869561045275,0.2,0.0002,0.12118554,0.3703841145833333,0.06341803204108146,0.8853383958339691,3570,-0.01585828885436058,-1.0871449771927049
359,1584.8138,44113920,383.4,715,61691,-0.007919445960499918,0.2,0.0002,0.12370204,0.36950602213541667,0.06746494018795299,0.8941227048635483,3580,-0.014829326421022415,-1.098031390806039
360,1754.288,44236800,423.6666666666667,714,61872,-0.007959775976111512,0.2,0.0002,0.134276,0.3692447916666667,0.07231706676948912,0.883102685213089,3590,0.017450984567403793,-1.0974572825618087
361,1342.3739,44359680,325.3333333333333,714,62056,-0.00883271541916353,0.2,0.0002,0.12187101,0.3714371744791667,0.06167595175082776,0.9049809873104095,3600,0.006959802471101284,-1.1117149523242067
362,1748.634,44482560,436.4,714,62240,-0.0071456907120773395,0.2,0.0002,0.12246663,0.3711930338541667,0.08042016830503902,0.8716766089200974,3610,0.03423045575618744,-1.131399143571034
363,1800.2147,44605440,432.26666666666665,714,62424,-0.008955963577288154,0.2,0.0002,0.12002122,0.37137451171875,0.06275356629649953,0.8858355656266212,3620,0.034873053431510925,-1.1316126904233048
364,1535.3843,44728320,363.6,714,62638,-0.008843012478670668,0.2,0.0002,0.11810757,0.37287516276041666,0.06824096802515366,0.8828313276171684,3630,0.004313673824071884,-1.1480142712810386
365,1625.9005,44851200,386.73333333333335,713,62824,-0.009019100413309692,0.2,0.0002,0.12067848,0.37203857421875,0.06403358570971857,0.9024934098124504,3640,-0.022861478850245476,-1.1394661253752807
366,1677.4623,44974080,409.6666666666667,713,63009,-0.008750792888122305,0.2,0.0002,0.11928994,0.37226806640625,0.06864838181371548,0.8652778416872025,3650,-0.0027584414929151535,-1.1399988683313131
367,1569.22,45096960,375.0,713,63195,-0.00955867414519768,0.2,0.0002,0.12391053,0.37090738932291667,0.059664927512446106,0.8828075975179672,3660,0.01726624183356762,-1.122114052331696
368,1331.959,45219840,339.06666666666666,713,63380,-0.009734699553458388,0.2,0.0002,0.11999404,0.36829833984375,0.06455331441417608,0.9030142277479172,3670,0.018377646803855896,-1.1206494688335806
369,1866.9159,45342720,446.6,713,63566,-0.008591466562750914,0.2,0.0002,0.11959689,0.37028076171875,0.0650916330525312,0.8671831041574478,3680,-0.035637009888887405,-1.1314055916666985
370,1406.033,45465600,330.1333333333333,712,63785,-0.008917416367582216,0.2,0.0002,0.11975484,0.36837646484375,0.06844885348718284,0.861857607960701,3690,0.013371488079428673,-1.129700675656398
371,1642.6743,45588480,395.3333333333333,712,64004,-0.010334700156903031,0.2,0.0002,0.11862189,0.36402994791666665,0.05999628077688006,0.8831825479865074,3700,-0.003053564578294754,-1.1187832224306962
372,1486.5527,45711360,361.26666666666665,711,64221,-0.00913278814230883,0.2,0.0002,0.115460195,0.36208251953125,0.05510233533757855,0.8888398483395576,3710,0.0822768285870552,-1.1234066318130742
373,1299.4904,45834240,314.6,711,64406,-0.008436763270759306,0.2,0.0002,0.11963323,0.36889567057291667,0.07424884992743803,0.8802324756979942,3720,-0.016939984634518623,-1.118723546753948
374,1468.6855,45957120,348.6,711,64591,-0.007763477481154648,0.2,0.0002,0.12080894,0.36666259765625,0.06543218134829658,0.8667135089635849,3730,0.00561104342341423,-1.1212037697496513
375,1558.5742,46080000,387.1333333333333,711,64776,-0.008683139705578167,0.2,0.0002,0.12196865,0.3674446614583333,0.05904632406770058,0.8848441317677498,3740,-0.01362976711243391,-1.1240291880661
376,1503.8242,46202880,354.6,711,64960,-0.009420252845569242,0.2,0.0002,0.121631734,0.361435546875,0.05867087927137618,0.8946527615189552,3750,-0.02173510380089283,-1.107024467367058
377,1672.5447,46325760,402.46666666666664,711,65145,-0.008285840336490461,0.2,0.0002,0.12214574,0.3649471028645833,0.0658904214779371,0.9003044664859772,3760,0.03382834047079086,-1.100099568606044
378,1427.8914,46448640,352.73333333333335,710,65328,-0.00924511342356709,0.2,0.0002,0.124172226,0.36591796875,0.06420592707790396,0.8990099802613258,3770,-0.0250482726842165,-1.096373922014609
379,1632.3989,46571520,392.6,710,65512,-0.008715472751033909,0.2,0.0002,0.12459491,0.36561197916666666,0.07380251688184217,0.8813957050442696,3780,0.018523793667554855,-1.1188392454944551
380,1537.3517,46694400,392.26666666666665,710,65696,-0.009076282562206568,0.2,0.0002,0.12343822,0.36622314453125,0.06961958307256282,0.9100696444511414,3790,-0.01848481595516205,-1.1087800829733412
381,1644.6577,46817280,399.1333333333333,710,65879,-0.008560764463921563,0.2,0.0002,0.1294953,0.3650431315104167,0.07216662013951766,0.907987579703331,3800,0.0661875382065773,-1.1260607212161025
382,1645.834,46940160,392.46666666666664,710,66065,-0.009127722106359214,0.2,0.0002,0.12258522,0.36229573567708334,0.07369161955093052,0.8927231356501579,3810,0.03464822471141815,-1.1131776181794704
383,1592.5948,47063040,377.4,710,66249,-0.0078074163891809194,0.2,0.0002,0.12222453,0.36212890625,0.07299637006282865,0.9036751314997673,3820,-0.013926192186772823,-1.1069419186313947
384,1432.0007,47185920,349.8666666666667,710,66435,-0.009620524221239369,0.2,0.0002,0.117823996,0.3592277018229167,0.06332394666125765,0.9134790748357773,3830,0.009045585989952087,-1.1071069414820522
385,1706.2715,47308800,405.46666666666664,710,66621,-0.00790459312828716,0.2,0.0002,0.12597734,0.36481852213541666,0.08681107225367062,0.8832926750183105,3840,0.009862061589956284,-1.0974853636821111
386,1245.0625,47431680,317.0,709,66807,-0.008029281902533209,0.2,0.0002,0.1252486,0.3642724609375,0.07598548409609066,0.8775384724140167,3850,0.003888532519340515,-1.0818864545039832
387,1764.5625,47554560,418.3333333333333,709,66992,-0.0077209909808698286,0.2,0.0002,0.11928084,0.3554052734375,0.06663581448524686,0.8930216729640961,3860,0.010975394397974014,-1.0705771941008668
388,1470.1185,47677440,353.2,709,67176,-0.007917369752764596,0.2,0.0002,0.119625434,0.36243001302083333,0.0685506651839387,0.8779130503535271,3870,0.0003416799008846283,-1.068513431387643
389,1701.4292,47800320,414.8666666666667,709,67362,-0.008827570896052446,0.2,0.0002,0.123559766,0.3616463216145833,0.06005773166252766,0.8934864476323128,3880,-0.0024068541824817657,-1.0802591342199594
390,1399.2856,47923200,334.8,709,67546,-0.009258439592764869,0.2,0.0002,0.123986974,0.3597566731770833,0.06557339191317926,0.877795584499836,3890,0.005623098462820053,-1.0725616544050476
391,1607.8108,48046080,378.26666666666665,709,67732,-0.008569776764664614,0.2,0.0002,0.120425254,0.360673828125,0.06242963868295192,0.9158231765031815,3900,-0.009270421229302883,-1.0831030553610375
392,1569.0265,48168960,363.6666666666667,709,67917,-0.00967859773920054,0.2,0.0002,0.12433478,0.3598274739583333,0.06859458420563896,0.914237804710865,3910,-0.012800127267837524,-1.084004226711889
393,1626.5017,48291840,372.6,709,68103,-0.009038609072191927,0.2,0.0002,0.1217303,0.35797037760416667,0.06757460803521098,0.8971360102295876,3920,-0.020035414025187492,-1.0674524610427518
394,1548.61,48414720,373.73333333333335,708,68289,-0.009055194860951209,0.2,0.0002,0.11718723,0.35651611328125,0.06650498178525595,0.901405394077301,3930,0.06970762461423874,-1.0679290562899162
395,1437.0176,48537600,340.0,708,68472,-0.008798894905145668,0.2,0.0002,0.122949995,0.3609033203125,0.0677927343886889,0.8877160027623177,3940,0.01799340546131134,-1.0784515363971392
396,1602.3654,48660480,386.53333333333336,708,68656,-0.008331145653573912,0.2,0.0002,0.12508902,0.36076904296875,0.081700065828821,0.8969338163733482,3950,-0.002024499699473381,-1.076631277250126
397,1447.3323,48783360,353.1333333333333,708,68843,-0.008083990374695229,0.2,0.0002,0.12092437,0.35569417317708335,0.08279416740838011,0.9008325785398483,3960,-0.014159362763166428,-1.0835485517668226
398,1666.9028,48906240,405.06666666666666,708,69030,-0.009364811960046305,0.2,0.0002,0.12191178,0.36052001953125,0.08125022959172687,0.8863166347146034,3970,-0.02407745271921158,-1.0812957460712642
399,1417.8657,49029120,371.4,708,69216,-0.007906008326044685,0.2,0.0002,0.12292538,0.3621012369791667,0.09857696302366094,0.8579594045877457,3980,-0.009464705362915993,-1.0797608223215986
400,1697.8127,49152000,422.53333333333336,708,69403,-0.008385678126821101,0.2,0.0002,0.11819723,0.35600179036458335,0.07795227522811425,0.8947489634156227,3990,0.01721642166376114,-1.095395460218812
401,1633.4746,49274880,400.46666666666664,708,69590,-0.00876528676913343,0.2,0.0002,0.11785542,0.35318684895833335,0.07620641625774928,0.8740521520376205,4000,0.018331579864025116,-1.0788281745805095
402,1790.9481,49397760,420.93333333333334,707,69774,-0.009193453868859554,0.2,0.0002,0.122637816,0.35396240234375,0.07934332443951765,0.8800748661160469,4010,0.008121859282255173,-1.0712982381818195
403,1820.247,49520640,427.73333333333335,707,69960,-0.008479672852590738,0.2,0.0002,0.1202254,0.355498046875,0.07135708529613718,0.8715390413999557,4020,0.009893734008073807,-1.0820095037762076
404,1512.063,49643520,372.46666666666664,707,70145,-0.008190025543790398,0.2,0.0002,0.119118504,0.3522086588541667,0.06650776753037159,0.9083020240068436,4030,0.0015058065764606,-1.0711361779924482
405,1597.014,49766400,388.4,707,70331,-0.007653010750970376,0.2,0.0002,0.12267988,0.35370198567708333,0.07454421390442197,0.8891612440347672,4040,0.032274022698402405,-1.0753122281096876
406,1473.8964,49889280,356.1333333333333,707,70516,-0.00822005664402847,0.2,0.0002,0.124999255,0.3614908854166667,0.0859036716807653,0.8856517970561981,4050,0.03441711142659187,-1.0955836197081954
407,1709.9713,50012160,416.8,707,70699,-0.008757956249316218,0.2,0.0002,0.123472214,0.3599088541666667,0.06312032370767459,0.8996020928025246,4060,0.06160084158182144,-1.084813359224548
408,1574.305,50135040,384.46666666666664,707,70886,-0.008319692943338548,0.2,0.0002,0.1214701,0.3592138671875,0.0660904236434241,0.8942092508077621,4070,0.04054085165262222,-1.0716652739265313
409,1290.4297,50257920,309.6,707,71074,-0.008306199182534328,0.2,0.0002,0.12224415,0.35113118489583334,0.07275592572138218,0.8864536434412003,4080,-0.012868065387010574,-1.066049203708147
410,1594.7207,50380800,406.06666666666666,706,71261,-0.008161286496682199,0.2,0.0002,0.120703034,0.35178955078125,0.08120594369160244,0.8910200148820877,4090,-0.024100210517644882,-1.0623647745108853
411,1372.793,50503680,337.3333333333333,706,71446,-0.007727646222465409,0.2,0.0002,0.123254314,0.35582600911458334,0.06626695314359192,0.8872629553079605,4100,0.05230609327554703,-1.0649134456645697
412,1638.7384,50626560,413.26666666666665,706,71631,-0.00854973338052029,0.2,0.0002,0.11824901,0.3524324544270833,0.06526321166486014,0.9084194749593735,4110,-0.013091882690787315,-1.0653831257546942
413,1405.4435,50749440,342.06666666666666,706,71824,-0.00807704342349704,0.2,0.0002,0.12502487,0.35016276041666666,0.06503694388064711,0.8835809007287025,4120,-0.0008976245298981667,-1.0675009328437348
414,1593.0952,50872320,391.6,706,72009,-0.008865573315961228,0.2,0.0002,0.12112452,0.3509676106770833,0.07744509635202121,0.894700400531292,4130,-0.005624596029520035,-1.0611191599474599
415,1506.8768,50995200,365.2,706,72193,-0.008244809875059218,0.2,0.0002,0.12311144,0.3471907552083333,0.06525296765998063,0.8917972818017006,4140,0.0806414783000946,-1.0346924805889528
416,1537.9082,51118080,406.3333333333333,706,72378,-0.00875807178275257,0.2,0.0002,0.121806435,0.34745686848958335,0.06465340926966746,0.8886875659227371,4150,0.02809290401637554,-1.0684938653589537
