time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/explained_variance,train/entropy_loss,train/learning_rate,train/value_loss,train/loss,train/n_updates,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss
924,30,3985,442.46,947.8867,3686400,0.8761645630002022,-0.9460793389131625,0.0003,0.0125340386140518,-0.002333506476134062,3140,0.2,0.06324855,0.22047200520833332,0.003569278545346606
924,31,4118,441.1,922.3364,3809280,0.9056943655014038,-0.9898343510149668,0.0003,0.010610714397259169,-0.018798653036355972,3150,0.2,0.07150941,0.2252685546875,0.0035737432044788877
925,32,4249,442.4,907.5425,3932160,0.6595365107059479,-0.9305959553302576,0.0003,0.00474028285109398,0.011318270117044449,3160,0.2,0.06926995,0.22247639973958333,0.0044717541401344835
925,33,4382,433.04,961.84204,4055040,0.8987916260957718,-0.9628579657260949,0.0003,0.005956160097923657,0.01696581207215786,3170,0.2,0.06766275,0.2235888671875,0.0031115445835469776
924,34,4517,439.34,931.1657,4177920,0.9352767840027809,-0.9223144003671283,0.0003,0.009413753831825791,-0.023129254579544067,3180,0.2,0.065396786,0.21937581380208335,0.004057801564810385
919,35,4679,438.1,920.39844,4300800,0.9099748134613037,-0.9092227760360887,0.0003,0.008818810375235747,-0.0024879155680537224,3190,0.2,0.06831399,0.22067220052083333,0.003921358777982581
918,36,4814,449.26,958.4905,4423680,0.8341421335935593,-0.9702021158362428,0.0003,0.007447853236970635,-0.004813929554075003,3200,0.2,0.06353978,0.216201171875,0.0030748940636840414
918,37,4948,443.42,918.51013,4546560,0.7282565236091614,-0.9061696410784498,0.0003,0.007333427329610155,0.006269561126828194,3210,0.2,0.06222325,0.21529296875,0.004052356640228633
913,38,5110,446.68,956.89594,4669440,0.8947713077068329,-0.9432171814671407,0.0003,0.01044721651501959,-0.0015807505697011948,3220,0.2,0.06466208,0.21840169270833334,0.002983305960957902
908,39,5272,445.98,980.364,4792320,0.8148244917392731,-1.0357787030190229,0.0003,0.014570310028960497,0.07226923853158951,3230,0.2,0.06425346,0.21182454427083333,0.0027199721972162175
909,40,5405,435.64,897.6312,4915200,0.8595320284366608,-0.9274742121435702,0.0003,0.014039209636821396,0.0061411731876432896,3240,0.2,0.06524213,0.22167317708333334,0.00341154166235962
909,41,5537,447.9,977.77124,5038080,0.8856885805726051,-0.9921496256192526,0.0003,0.008684818969535778,0.0009950108360499144,3250,0.2,0.06387752,0.21958251953125,0.0025038015459025093
910,42,5669,445.0,927.44165,5160960,0.8531938642263412,-0.9354375949781388,0.0003,0.005461622140375463,0.01573813147842884,3260,0.2,0.064304195,0.22272623697916666,0.0023740493895972273
910,43,5802,441.04,968.27313,5283840,0.9008250534534454,-0.9972202377704282,0.0003,0.006859886637501708,0.01652878150343895,3270,0.2,0.060718227,0.2173193359375,0.002724126884265085
910,44,5936,442.94,947.99744,5406720,0.9017050042748451,-1.014468749171744,0.0003,0.015077119199771309,-0.022138815373182297,3280,0.2,0.056149848,0.21045654296875,0.0033854229260987267
911,45,6068,450.0,1004.43976,5529600,0.8939258009195328,-0.9664436165057123,0.0003,0.013485834938142033,0.01998293772339821,3290,0.2,0.05824603,0.21499674479166667,0.0038555852352086125
911,46,6203,445.66,985.08673,5652480,0.8309495151042938,-0.9243452724379798,0.0003,0.009435904774006,-0.020030904561281204,3300,0.2,0.06185899,0.22080078125,0.003202201718834961
911,47,6336,443.7,914.59454,5775360,0.8818566426634789,-0.9255378375637034,0.0003,0.0051524887915032494,-0.02706439606845379,3310,0.2,0.061449733,0.21716634114583333,0.0032293101485508183
911,48,6470,434.34,913.74365,5898240,0.7346036732196808,-0.9765872686014822,0.0003,0.005343415022524975,0.011503742076456547,3320,0.2,0.056497887,0.21308756510416665,0.0035263631498037283
911,49,6605,437.76,951.38556,6021120,0.8727353364229202,-1.029356595479573,0.0003,0.022698907694519523,-0.037640176713466644,3330,0.2,0.059256103,0.21438395182291667,0.0029539186612055346
911,50,6738,444.72,951.6205,6144000,0.9002557396888733,-1.02580742180037,0.0003,0.014501536871142282,5.255453288555145e-05,3340,0.2,0.05828164,0.2149658203125,0.0023687937515296654
912,51,6871,447.98,969.0435,6266880,0.8529419600963593,-0.9609663572907448,0.0003,0.004361057000328401,0.007530753500759602,3350,0.2,0.05817026,0.21711018880208333,0.0027560478820062902
912,52,7004,449.42,985.72296,6389760,0.7902393043041229,-1.0373391398321836,0.0003,0.01859174418984518,0.013365658931434155,3360,0.2,0.054243434,0.21375569661458332,0.0035665984116197555
912,53,7137,445.34,958.9414,6512640,0.9093490242958069,-1.0074691272961596,0.0003,0.005131529307568598,-0.019375497475266457,3370,0.2,0.05660968,0.21884521484375,0.0029754149995005717
912,54,7275,438.86,952.3303,6635520,0.8960572481155396,-1.0323781626857818,0.0003,0.0074593746965373004,0.002158433198928833,3380,0.2,0.05486356,0.21458658854166668,0.0025698954664039775
912,55,7407,446.66,950.7344,6758400,0.9070312455296516,-1.02340881774202,0.0003,0.0073410261564959,-0.004761086776852608,3390,0.2,0.06153662,0.22187093098958333,0.002214898327662619
912,56,7541,434.16,911.3329,6881280,0.8961888253688812,-1.0329193004593253,0.0003,0.005875696311327374,0.00012104678899049759,3400,0.2,0.05820768,0.2195556640625,0.002505498586433532
912,57,7675,435.24,959.4261,7004160,0.9041425287723541,-1.0926390207838268,0.0003,0.005767778360725515,-0.01213056966662407,3410,0.2,0.058550056,0.21409098307291666,0.0026410159631495844
912,58,7807,443.24,968.2849,7127040,0.8842880427837372,-1.08644251675345,0.0003,0.00858997017441349,-0.01892644353210926,3420,0.2,0.059282612,0.21805908203125,0.001943506996837338
912,59,7943,431.4,993.54663,7249920,0.8128514289855957,-1.0924472488462924,0.0003,0.014329699074802799,-0.010323097929358482,3430,0.2,0.053721838,0.21495035807291665,0.0023966153817627854
912,60,8076,431.64,970.6264,7372800,0.9171219319105148,-1.0479015728769203,0.0003,0.009989763516620466,-0.003386131953448057,3440,0.2,0.054928575,0.21562337239583335,0.0023060931391243383
913,61,8209,444.42,962.8538,7495680,0.9285702407360077,-1.0444388566631824,0.0003,0.011370578289497644,-0.02256767265498638,3450,0.2,0.054649513,0.21943522135416665,0.002392838579295737
913,62,8344,432.42,993.79614,7618560,0.8926903605461121,-1.05542851944454,0.0003,0.0037517856021562087,0.054269708693027496,3460,0.2,0.05295743,0.21402506510416666,0.0027618722078689944
913,63,8479,434.88,938.7322,7741440,0.8837375193834305,-1.0273911428172142,0.0003,0.009840421570199093,-0.02543243020772934,3470,0.2,0.053463213,0.21236328125,0.002150420982726094
913,64,8612,447.64,965.044,7864320,0.8806967511773109,-1.1385824878700077,0.0003,0.008460579487445254,0.02388729900121689,3480,0.2,0.055618454,0.21483235677083334,0.00192061766102294
913,65,8744,424.68,883.1765,7987200,0.8483959436416626,-1.115001223453631,0.0003,0.023468101792455703,-0.004116466734558344,3490,0.2,0.053270273,0.21275634765625,0.0017218516680986796
913,66,8879,434.76,927.3933,8110080,0.8810112401843071,-1.1877535453811288,0.0003,0.013319128328642666,0.008596790954470634,3500,0.2,0.0545676,0.20695068359375,0.0020726781569889376
913,67,9014,442.58,983.96783,8232960,0.9253389686346054,-1.026566840192924,0.0003,0.016680661310714034,0.009070629253983498,3510,0.2,0.05379292,0.21489583333333334,0.0019493895555782123
913,68,9147,447.88,975.392,8355840,0.9042547792196274,-1.0822348545088123,0.0003,0.007556795249280791,-0.0035212000366300344,3520,0.2,0.056593854,0.21614990234375,0.0021638537280341554
913,69,9280,435.94,929.36383,8478720,0.9205607622861862,-1.0781276289156327,0.0003,0.012090143866090936,-0.004881244618445635,3530,0.2,0.058235254,0.2163232421875,0.0017194759285515222
913,70,9413,444.22,984.0799,8601600,0.9029360935091972,-1.1121406950398038,0.0003,0.004701141380019938,-0.0022154953330755234,3540,0.2,0.05660302,0.21575032552083334,0.001624957264166369
911,71,9575,438.2,952.20435,8724480,0.946790412068367,-1.12039026989912,0.0003,0.011092283067459902,0.05645740032196045,3550,0.2,0.058101173,0.21762125651041667,0.0011770491188174976
911,72,9708,436.5,954.43646,8847360,0.9124565199017525,-1.1448431198888769,0.0003,0.006274109672245534,0.003055791836231947,3560,0.2,0.056880433,0.21259440104166666,0.0017011148952557657
911,73,9841,443.24,934.12305,8970240,0.9501808434724808,-1.0894148314837366,0.0003,0.01446718889840516,0.007732890546321869,3570,0.2,0.05705526,0.21878011067708333,0.0011688815114606161
911,74,9975,428.56,940.6104,9093120,0.8288922160863876,-1.11962126299118,0.0003,0.014723134932079726,0.010903756134212017,3580,0.2,0.054846935,0.21043375651041665,0.00246707154627984
911,75,10106,449.42,972.5695,9216000,0.8664628118276596,-1.1081511443853378,0.0003,0.02237130084448836,0.07736340910196304,3590,0.2,0.056391224,0.21915934244791666,0.0018642896292870622
911,76,10240,443.4,893.8809,9338880,0.7716608792543411,-1.1386842929323515,0.0003,0.005090468409137732,0.05008552223443985,3600,0.2,0.05768458,0.21568929036458334,0.002126212968748102
912,77,10373,438.86,953.8935,9461760,0.9438418857753277,-1.1975641353117923,0.0003,0.0036154625452005954,-0.008950660936534405,3610,0.2,0.056411922,0.21388427734375,0.0016349946225470073
909,78,10535,442.32,971.4256,9584640,0.8598697036504745,-1.1785568141223242,0.0003,0.01035946504526161,0.004163028672337532,3620,0.2,0.052937325,0.21239990234375,0.0020936661482634615
907,79,10698,444.66,983.742,9707520,0.8999907299876213,-1.1537593777260433,0.0003,0.015265160486199723,0.021206285804510117,3630,0.2,0.052719496,0.21455810546875,0.0018050291077997827
907,80,10832,444.7,972.9763,9830400,0.8418474942445755,-1.1319633912450324,0.0003,0.007170380997692973,0.014745941385626793,3640,0.2,0.054315437,0.21268391927083333,0.0017273855673344467
907,81,10964,449.46,960.93964,9953280,0.8959560096263885,-1.2207285553123801,0.0003,0.008633426694100308,-0.013060864061117172,3650,0.2,0.052172597,0.204599609375,0.0024552729651380408
906,82,11109,442.18,964.36865,10076160,0.8446419835090637,-1.205179038712134,0.0003,0.011677410124299665,0.015630073845386505,3660,0.2,0.05093692,0.20790445963541668,0.0013501469955463107
907,83,11241,440.22,973.08685,10199040,0.943519826978445,-1.2068493799182276,0.0003,0.005313893508941116,0.06256353855133057,3670,0.2,0.05064827,0.20924397786458335,0.0020117426587512454
907,84,11375,445.62,927.96533,10321920,0.7668907195329666,-1.209737543143953,0.0003,0.010498561089211005,-0.00622821319848299,3680,0.2,0.053902827,0.21464599609375,0.0015357673441819012
907,85,11506,431.8,939.3113,10444800,0.9515881538391113,-1.1955555738136172,0.0003,0.005360578110029716,0.006727254018187523,3690,0.2,0.05296359,0.215966796875,0.0015399900969335551
907,86,11639,450.0,950.69507,10567680,0.9143118932843208,-1.2221199034744252,0.0003,0.004770350689939278,-0.006331166252493858,3700,0.2,0.05091896,0.20592041015625,0.0012785917960294077
907,87,11774,437.74,902.534,10690560,0.8318920731544495,-1.2656277273967862,0.0003,0.010203806141984538,0.02695501409471035,3710,0.2,0.04968141,0.20614583333333333,0.0010977108857393128
908,88,11907,438.98,934.89954,10813440,0.8836107477545738,-1.1781654701754452,0.0003,0.004642239193588769,-0.006835558917373419,3720,0.2,0.047191754,0.20673828125,0.0022575097945051917
908,89,12041,444.38,972.6326,10936320,0.9168592765927315,-1.2223312454950064,0.0003,0.011497018975527074,0.002784205134958029,3730,0.2,0.052214656,0.21099772135416667,0.001349284492901764
908,90,12175,441.86,946.5403,11059200,0.9436487592756748,-1.2436803250325223,0.0003,0.00660070343203112,0.007946902886033058,3740,0.2,0.052009325,0.21452229817708332,0.001116300159531723
908,91,12309,432.32,950.41455,11182080,0.8960191160440445,-1.3073884523132195,0.0003,0.0037792472010475344,0.0013588834553956985,3750,0.2,0.04854108,0.20732014973958332,0.001424610293780309
908,92,12443,435.24,949.433,11304960,0.929010771214962,-1.2149738823653509,0.0003,0.008148076139398957,0.013494838960468769,3760,0.2,0.047643013,0.20650146484375,0.001496492805302599
908,93,12577,445.02,985.9483,11427840,0.932148739695549,-1.2318300443328918,0.0003,0.012542454239556567,-0.010533214546740055,3770,0.2,0.04952621,0.21459879557291667,0.0011983552313464922
908,94,12712,429.36,899.87585,11550720,0.8526048809289932,-1.257029991823559,0.0003,0.017151714195379857,-0.0023798588663339615,3780,0.2,0.052826393,0.21386800130208333,0.0014779414775936554
908,95,12844,433.94,962.94867,11673600,0.9137250259518623,-1.3769332327228039,0.0003,0.026727332452573287,0.010874566622078419,3790,0.2,0.048935976,0.20327555338541667,0.0010608321704300276
909,96,12976,450.0,944.8656,11796480,0.8745261430740356,-1.3201937420697263,0.0003,0.012192362500930662,0.010844597592949867,3800,0.2,0.048672717,0.202421875,0.001025697997968867
909,97,13110,432.12,941.78094,11919360,0.7729210257530212,-1.3457100426840285,0.0003,0.0073466352065823535,-0.008945363573729992,3810,0.2,0.049608253,0.20496012369791666,0.0009833287745550478
907,98,13272,437.32,941.40466,12042240,0.831123486161232,-1.2525361564258735,0.0003,0.019687616300123712,0.05869835242629051,3820,0.2,0.049718414,0.20705485026041667,0.0014077412723660623
907,99,13409,450.0,957.7271,12165120,0.9406365677714348,-1.3534868635206172,0.0003,0.006337322455325042,-0.002270381199195981,3830,0.2,0.049839232,0.20340738932291666,0.00029372731319805704
906,100,13557,443.4,965.67944,12288000,0.9226324707269669,-1.3419069117928544,0.0003,0.008671088066526712,0.014337564818561077,3840,0.2,0.04857608,0.20160970052083332,0.00047735024413213977
906,101,13691,434.38,923.90735,12410880,0.9200036376714706,-1.2879133214087537,0.0003,0.009421884740766776,0.02894514612853527,3850,0.2,0.04956629,0.20418782552083334,0.0016057892694561816
906,102,13826,449.28,1019.9518,12533760,0.8940267488360405,-1.305625160423418,0.0003,0.007829444806599592,0.008315733633935452,3860,0.2,0.048033334,0.20261393229166666,0.0014464378194376573
906,103,13960,443.44,980.83734,12656640,0.895982638001442,-1.2677964247235407,0.0003,0.011741042971755178,0.016944415867328644,3870,0.2,0.046407063,0.19795572916666668,0.0010839077385177613
906,104,14094,443.06,972.28827,12779520,0.9266794919967651,-1.2507269416749478,0.0003,0.0066753762802727575,-0.005489142145961523,3880,0.2,0.048400976,0.20241861979166667,0.001236768203025349
906,105,14227,432.34,937.5765,12902400,0.8537442088127136,-1.3150847926704834,0.0003,0.014183552306291555,0.007790170144289732,3890,0.2,0.04858064,0.20391682942708333,0.0014912028597761189
906,106,14361,435.5,968.1496,13025280,0.846965417265892,-1.288316927474613,0.0003,0.010718691905405345,-0.01584870181977749,3900,0.2,0.045504276,0.2005078125,0.0013670025963877681
907,107,14495,418.96,959.67847,13148160,0.8787204995751381,-1.3760007224790751,0.0003,0.03436005488803251,0.5545716881752014,3910,0.2,0.04716088,0.201318359375,0.0014341533128481387
907,108,14630,446.2,955.2682,13271040,0.8704865872859955,-1.3259112710878254,0.0003,0.022730881008313494,-0.0017066324362531304,3920,0.2,0.04750899,0.19994466145833334,0.0017381138014510118
907,109,14763,444.66,1012.5516,13393920,0.9399575628340244,-1.3141428350129476,0.0003,0.005815473484722134,-0.015255280770361423,3930,0.2,0.04801827,0.20298502604166666,0.0011766229200081094
907,110,14895,435.92,938.4099,13516800,0.9127120077610016,-1.2464302262229223,0.0003,0.004967558815380168,-0.028987767174839973,3940,0.2,0.046740778,0.20711100260416668,0.001275374162839095
907,111,15030,449.18,1024.6675,13639680,0.9185359477996826,-1.274452337011074,0.0003,0.010670675359284208,0.0028814999386668205,3950,0.2,0.048274454,0.20763020833333334,0.0009765162538982016
907,112,15164,450.0,967.6478,13762560,0.9097051024436951,-1.3033320570116242,0.0003,0.00708908662305627,0.025470564141869545,3960,0.2,0.04615205,0.20668619791666668,0.0006758866238548459
907,113,15296,430.06,921.23944,13885440,0.8905452340841293,-1.3476719759621967,0.0003,0.004092048180947738,0.05039145424962044,3970,0.2,0.0466561,0.20678629557291667,0.0009660630741442825
907,114,15431,442.2,966.9905,14008320,0.8749270588159561,-1.3922554468115171,0.0003,0.012414508049938983,-0.0046785008162260056,3980,0.2,0.044432886,0.201728515625,0.0008591427710022496
907,115,15564,440.06,1000.9269,14131200,0.8160785138607025,-1.3571922121072808,0.0003,0.018508304164731725,-0.02371625415980816,3990,0.2,0.048557833,0.2044775390625,0.0005207315665605468
908,116,15696,426.32,939.1724,14254080,0.9144578278064728,-1.3536278679656486,0.0003,0.012510385956439525,0.03415454179048538,4000,0.2,0.04937545,0.208486328125,0.0007482443559971823
908,117,15828,444.34,945.7188,14376960,0.8906023502349854,-1.419899997767061,0.0003,0.041217604580477504,-0.008611734956502914,4010,0.2,0.050563984,0.20281087239583334,0.001095787432529202
908,118,15961,423.08,952.646,14499840,0.8884327858686447,-1.3976731775825222,0.0003,0.022830460630859004,-0.019464882090687752,4020,0.2,0.046491615,0.2008740234375,0.0007752892197095207
908,119,16093,441.52,959.043,14622720,0.8886605203151703,-1.375405550726379,0.0003,0.03783025341796777,-0.005537558346986771,4030,0.2,0.04717587,0.20142252604166666,0.0008905023764267147
908,120,16227,440.18,954.2067,14745600,0.9240487217903137,-1.389408731115982,0.0003,0.008665580000784606,0.011606525629758835,4040,0.2,0.046029303,0.19816813151041668,0.000725150549863732
908,121,16360,440.1,950.27234,14868480,0.88328717648983,-1.4390931373337905,0.0003,0.03293551520342817,-0.004174663685262203,4050,0.2,0.04533384,0.1968994140625,0.0010948331204758688
907,122,16523,420.26,926.1283,14991360,0.8800119236111641,-1.4069659967844685,0.0003,0.026419873261185483,-0.02548174560070038,4060,0.2,0.051494587,0.20808268229166665,0.0001329144463185609
907,123,16655,437.3,943.3857,15114240,0.9104996994137764,-1.4404556329424183,0.0003,0.02876941594398583,-0.005934718064963818,4070,0.2,0.049675524,0.19855143229166666,0.000671357558433859
907,124,16787,436.02,945.0984,15237120,0.9369030520319939,-1.4244972699849556,0.0003,0.016050758672350486,0.011928276158869267,4080,0.2,0.045058854,0.1952490234375,0.0002635082524345004
907,125,16922,435.16,984.2886,15360000,0.9409484304487705,-1.3829056149876366,0.0003,0.02319203002519089,0.00841285940259695,4090,0.2,0.050825313,0.20460611979166668,0.0004253816321185392
907,126,17056,440.02,946.43195,15482880,0.930634431540966,-1.2699325706313054,0.0003,0.016490778460147338,0.06000928580760956,4100,0.2,0.04692406,0.204921875,0.0008844545829651907
907,127,17188,428.36,980.11206,15605760,0.9191921874880791,-1.3844249567730973,0.0003,0.013167227758967783,0.11531984806060791,4110,0.2,0.046878025,0.20172281901041667,3.0851090159558225e-05
908,128,17322,437.82,969.8331,15728640,0.9220558404922485,-1.3483054071323326,0.0003,0.021108664959081883,0.01952534168958664,4120,0.2,0.04620703,0.202978515625,0.0008333769966126662
908,129,17455,433.2,922.76056,15851520,0.9190390780568123,-1.355828951081882,0.0003,0.008694421294117093,0.00025460124015808105,4130,0.2,0.045902316,0.20055908203125,0.0005723941588075831
908,130,17590,441.44,982.03143,15974400,0.9312766566872597,-1.3382257960209003,0.0003,0.016958578835287123,0.001233489252626896,4140,0.2,0.04753326,0.20248942057291666,0.0004774442336611173
907,131,17735,436.24,954.7969,16097280,0.9219302013516426,-1.4575996875266235,0.0003,0.034627964986001035,-0.01967426761984825,4150,0.2,0.045085955,0.19899739583333334,0.000132329944532709
906,132,17897,429.86,945.7277,16220160,0.8838332965970039,-1.4064194864438226,0.0003,0.024369441628640135,0.08729390054941177,4160,0.2,0.04614401,0.19453938802083334,0.0002007068173315929
906,133,18030,441.92,980.8986,16343040,0.865445151925087,-1.4868174947425723,0.0003,0.027362996687256783,0.08317673951387405,4170,0.2,0.044451013,0.19301432291666668,0.0008588336047341727
906,134,18164,434.56,957.9822,16465920,0.907394751906395,-1.453942158855498,0.0003,0.01898518884998339,-0.006236245855689049,4180,0.2,0.046105776,0.19672444661458333,0.00034703578320356124
906,135,18298,425.06,971.0373,16588800,0.8952362835407257,-1.4175712617704024,0.0003,0.02299924461986469,-0.03215893730521202,4190,0.2,0.042824157,0.19609456380208334,0.0005209089975240507
906,136,18432,424.72,988.73267,16711680,0.9207727238535881,-1.425522020564725,0.0003,0.01400717938741991,-0.0011693419655784965,4200,0.2,0.043423392,0.18834554036458334,0.0007770337155610225
906,137,18566,438.66,973.397,16834560,0.8975645154714584,-1.4269238955620676,0.0003,0.021627246664684206,0.011506377719342709,4210,0.2,0.044431336,0.19921630859375,0.0002601754077992761
906,138,18700,433.68,943.8767,16957440,0.9141677394509315,-1.3795570757364233,0.0003,0.02802282520412291,0.0006071515381336212,4220,0.2,0.047095116,0.19866943359375,0.0014237688937555504
906,139,18833,426.38,904.9918,17080320,0.9122124761343002,-1.537125599939997,0.0003,0.0236122439332136,-0.015529662370681763,4230,0.2,0.044782203,0.19588216145833334,-0.00046790513505584385
906,140,18968,422.36,952.6891,17203200,0.87015700340271,-1.5757896715464692,0.0003,0.04062141859469951,-0.0008032759069465101,4240,0.2,0.042353727,0.18635009765625,0.0007086004876812997
907,141,19100,447.76,962.9127,17326080,0.9018780738115311,-1.4828738865659883,0.0003,0.021336349156512523,-0.014467849396169186,4250,0.2,0.044553388,0.19394287109375,-0.0003624219218302945
907,142,19232,441.8,971.37103,17448960,0.8407440632581711,-1.537139196684584,0.0003,0.021050939982243715,-0.013550665229558945,4260,0.2,0.04542394,0.18950113932291668,0.00019019024718242388
907,143,19365,428.24,986.0996,17571840,0.9068626463413239,-1.4469597377472867,0.0003,0.008231670093631844,-0.013191310688853264,4270,0.2,0.043851577,0.1940966796875,7.615093545306688e-05
907,144,19497,428.32,933.65155,17694720,0.9321184679865837,-1.4500300965675463,0.0003,0.0211357715092754,-0.012847522273659706,4280,0.2,0.044715352,0.19314371744791667,0.0004250410650426299
907,145,19631,409.38,944.6139,17817600,0.8808462545275688,-1.4357721718524894,0.0003,0.019368075542538464,0.014793653972446918,4290,0.2,0.04521569,0.1965966796875,0.0006957566353836834
907,146,19765,429.28,921.634,17940480,0.904830738902092,-1.4426623074834546,0.0003,0.031452299240380246,0.008752585388720036,4300,0.2,0.04260444,0.19166178385416666,0.0007493246396552422
907,147,19897,441.52,928.46313,18063360,0.8903176635503769,-1.5212561897033205,0.0003,0.01685745604743185,-0.011323136277496815,4310,0.2,0.04217837,0.188466796875,0.0005662528182680641
