rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/approx_kl,train/loss,train/n_updates,train/entropy_loss,train/value_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/clip_range
1374.3947,4862,985,433.12,39,4792320,0.02417568,0.01354978233575821,380,-3.7506095430379114,0.09182529386521007,0.0003,0.841797724366188,-0.009980052592521436,0.24924153645833333,0.2
1411.9691,4991,984,442.14,40,4915200,0.023716815,0.035211801528930664,390,-3.7528749616692463,0.11205442526426244,0.0003,0.8275169730186462,-0.009527037625163454,0.24750651041666666,0.2
1372.0444,5116,984,435.64,41,5038080,0.02408505,0.05860118940472603,400,-3.746201420178016,0.09916265629503565,0.0003,0.8393877446651459,-0.01032645300708585,0.24981526692708333,0.2
1425.3547,5242,984,444.18,42,5160960,0.02421878,-0.005868636071681976,410,-3.7223229129364093,0.11493577287629402,0.0003,0.8429169952869415,-0.009763045364525168,0.25465006510416666,0.2
1382.4391,5369,984,436.88,43,5283840,0.023722019,0.07259770482778549,420,-3.7389014470080535,0.1004016840159602,0.0003,0.8340104520320892,-0.00926097864707117,0.24871988932291667,0.2
1366.3473,5497,983,436.32,44,5406720,0.024522511,0.028490610420703888,430,-3.7380701798821487,0.1165697822383178,0.0003,0.8403719663619995,-0.009764898163424126,0.2524169921875,0.2
1397.1215,5624,983,445.28,45,5529600,0.02384809,0.03519370034337044,440,-3.7270470792800188,0.10560058034873994,0.0003,0.8417317718267441,-0.009522195989411557,0.24933919270833332,0.2
1394.5122,5752,982,437.68,46,5652480,0.024884326,0.12718528509140015,450,-3.7142621366555493,0.10414515849707338,0.0003,0.8287318795919418,-0.009574451897121132,0.25105143229166665,0.2
1330.871,5879,982,416.02,47,5775360,0.024641287,-0.005754401907324791,460,-3.7214054093758264,0.09953934998557087,0.0003,0.8211139589548111,-0.009844598556834777,0.25106201171875,0.2
1377.7286,6007,981,439.28,48,5898240,0.02427557,0.03525318205356598,470,-3.7054126040885844,0.09852787236508448,0.0003,0.853574275970459,-0.009517933802950816,0.25151123046875,0.2
1347.5177,6135,981,432.42,49,6021120,0.025105353,0.02589888498187065,480,-3.6773531139393647,0.09426772630346629,0.0003,0.8288932293653488,-0.009687659630277873,0.25605875651041665,0.2
1385.9906,6272,979,433.16,50,6144000,0.0249417,-0.0006675571203231812,490,-3.6679749543343982,0.08998730853374581,0.0003,0.8529480695724487,-0.009552487711013479,0.25464599609375,0.2
1409.3728,6400,979,449.28,51,6266880,0.025969781,0.03786422312259674,500,-3.6691994383682807,0.10219520924836009,0.0003,0.8490723222494125,-0.009992365978487214,0.25786865234375,0.2
1380.2633,6526,979,431.42,52,6389760,0.02551606,0.0209382064640522,510,-3.645275372241934,0.1098822750877298,0.0003,0.8325268477201462,-0.00997439929419367,0.25945719401041667,0.2
1432.5487,6654,978,445.06,53,6512640,0.025413195,0.04381481930613518,520,-3.6421201606839895,0.08557428854706814,0.0003,0.8559716194868088,-0.010076134354136835,0.2574161783854167,0.2
1416.5941,6781,978,440.16,54,6635520,0.025301151,0.04478685185313225,530,-3.6377934268737833,0.09727282767251988,0.0003,0.840635746717453,-0.009564381398025337,0.2559122721354167,0.2
1394.6161,6907,978,431.74,55,6758400,0.025402728,0.03322267532348633,540,-3.631111598263184,0.07646255904459394,0.0003,0.8660504072904587,-0.00895803715994892,0.2538175455729167,0.2
1411.937,7034,978,436.02,56,6881280,0.025460597,0.0010561645030975342,550,-3.6403822489703694,0.08735636724333745,0.0003,0.8435017168521881,-0.009350298065025223,0.25415608723958333,0.2
1380.4587,7162,977,428.96,57,7004160,0.02605794,0.033534854650497437,560,-3.626810409153501,0.10606636817309967,0.0003,0.8299346715211868,-0.00904998031861396,0.2590714518229167,0.2
