rollout/ep_len_mean,time/total_timesteps,time/fps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/loss,train/value_loss,train/explained_variance,train/learning_rate,train/n_updates,train/entropy_loss
446.64,17571840,953,143,18425,1619.0593,0.2,0.024416042,0.2536954752604167,-0.006273782549984995,0.018961191177368164,0.06882360475521031,0.8662553578615189,0.0003,1420,-2.5621109906832378
444.82,17694720,953,144,18561,1600.9287,0.2,0.024177663,0.25399169921875,-0.006121273763486291,0.016063177958130836,0.06917688937309625,0.878933809697628,0.0003,1430,-2.529220050834119
438.1,17817600,953,145,18687,1595.2264,0.2,0.025211839,0.25478759765625,-0.005983225386147145,0.037318069487810135,0.07611717211009818,0.859381377696991,0.0003,1440,-2.527872881355385
444.72,17940480,953,146,18822,1605.2714,0.2,0.02455436,0.2551424153645833,-0.006002412999472047,0.020228296518325806,0.07255944589550685,0.8620916604995728,0.0003,1450,-2.523126485310495
438.16,18063360,953,147,18948,1578.9044,0.2,0.02461911,0.25426350911458334,-0.005985316015891536,0.016502421349287033,0.08307615036251567,0.8460967838764191,0.0003,1460,-2.5035614684720833
438.1,18186240,953,148,19076,1572.0933,0.2,0.024849325,0.25884521484375,-0.005945715315938287,-0.00708794966340065,0.07857574161195467,0.8488188087940216,0.0003,1470,-2.5120598748947183
432.82,18309120,953,149,19204,1569.2427,0.2,0.025698267,0.26232991536458333,-0.007209936557222439,0.013683773577213287,0.09264117452762245,0.8522648811340332,0.0003,1480,-2.5014086565126976
441.3,18432000,953,150,19329,1616.7445,0.2,0.025004715,0.2603580729166667,-0.0060018523602290465,-0.0027952175587415695,0.08729172656797649,0.8562085777521133,0.0003,1490,-2.5070448562999568
429.14,18554880,953,151,19456,1556.5367,0.2,0.025308602,0.25882080078125,-0.006063274038770033,0.03150060400366783,0.09318716158430713,0.8396653831005096,0.0003,1500,-2.4839205163220566
432.36,18677760,953,152,19581,1592.6603,0.2,0.025232676,0.25732096354166667,-0.006083099510336373,-0.006580054759979248,0.09315095304113735,0.8436579406261444,0.0003,1510,-2.4677855314314368
438.38,18800640,953,153,19707,1607.7517,0.2,0.026225764,0.2594099934895833,-0.006728167448794314,0.05389825254678726,0.09717687922976136,0.8307301253080368,0.0003,1520,-2.456436771353086
440.98,18923520,954,154,19834,1628.1968,0.2,0.025441296,0.2568017578125,-0.006613704613185594,0.05426928028464317,0.08602147413194568,0.8501983731985092,0.0003,1530,-2.458743442123135
448.82,19046400,954,155,19964,1655.3303,0.2,0.025000377,0.25511555989583334,-0.00662237768811489,-0.025678573176264763,0.09206206008331112,0.8437764346599579,0.0003,1540,-2.458757502945761
440.08,19169280,954,156,20091,1632.1517,0.2,0.025280511,0.2597249348958333,-0.006309398035349053,0.008920647203922272,0.08704276323633774,0.8441882580518723,0.0003,1550,-2.4679674451549847
441.3,19292160,954,157,20220,1656.0327,0.2,0.02539788,0.2547884114583333,-0.006372516561004887,0.007553219795227051,0.08254175597321592,0.855418011546135,0.0003,1560,-2.4561015536884465
444.88,19415040,954,158,20350,1648.8972,0.2,0.024826506,0.25244710286458333,-0.005588588955203401,0.06057063117623329,0.08328629927083966,0.8489136099815369,0.0003,1570,-2.42539365918686
443.16,19537920,954,159,20477,1664.5598,0.2,0.025799392,0.25566650390625,-0.006849382511459226,0.03628063201904297,0.07789588922367936,0.8583496063947678,0.0003,1580,-2.4120194941138227
447.86,19660800,954,160,20603,1695.5195,0.2,0.024856193,0.25040364583333335,-0.005777155078685609,0.0973503589630127,0.08418601457267262,0.8399721384048462,0.0003,1590,-2.4211673250049355
446.26,19783680,954,161,20729,1664.3774,0.2,0.0251741,0.25375732421875,-0.005391276813837369,0.04370853677392006,0.09093476578496242,0.8326273560523987,0.0003,1600,-2.428201163796087
441.98,19906560,954,162,20857,1668.8739,0.2,0.02407149,0.25265299479166664,-0.005613789852923219,0.05083027854561806,0.09644265400177877,0.8303198516368866,0.0003,1610,-2.420881785862148
450.0,20029440,954,163,20983,1668.5568,0.2,0.023382723,0.24717529296875,-0.005585145483437372,-0.013054529204964638,0.08529895135347033,0.8469301164150238,0.0003,1620,-2.3981411757816873
444.06,20152320,954,164,21113,1659.7167,0.2,0.024653168,0.253984375,-0.005720659559604731,0.00732981413602829,0.0860142758684621,0.8483499735593796,0.0003,1630,-2.4073242018247645
443.12,20275200,954,165,21241,1643.022,0.2,0.024254799,0.244228515625,-0.006001078837104311,-0.01665337197482586,0.07310645911595202,0.8589774072170258,0.0003,1640,-2.376005291864276
435.42,20398080,954,166,21370,1619.8649,0.2,0.024536956,0.24905598958333333,-0.006138158987014321,0.05690305680036545,0.08031923557233919,0.8594575226306915,0.0003,1650,-2.3680457705259323
450.0,20520960,954,167,21498,1663.1735,0.2,0.025023822,0.24895182291666668,-0.006090809216357229,0.047117192298173904,0.08403376774731441,0.8652705997228622,0.0003,1660,-2.3699297917385898
450.0,20643840,954,168,21627,1664.1171,0.2,0.024294158,0.2414697265625,-0.0057831661032741975,-0.008605537004768848,0.08174860588139078,0.8479864299297333,0.0003,1670,-2.35449029772232
442.58,20766720,954,169,21753,1666.5249,0.2,0.024650704,0.24449869791666667,-0.006233297285725712,0.05674879252910614,0.07836701559780825,0.8475106805562973,0.0003,1680,-2.358147034496069
428.64,20889600,954,170,21881,1597.3324,0.2,0.023637712,0.23815022786458334,-0.005817535160246431,-0.00940905325114727,0.07172580682541593,0.8618295192718506,0.0003,1690,-2.3638429288069407
437.74,21012480,954,171,22010,1618.0691,0.2,0.024329262,0.24250895182291668,-0.0064016131596781635,-0.010631242766976357,0.08364666315625073,0.8514564335346222,0.0003,1700,-2.355886017990609
430.98,21135360,954,172,22138,1590.8428,0.2,0.023790162,0.24455322265625,-0.005766835920658195,0.05266178026795387,0.07483284881692574,0.8625474721193314,0.0003,1710,-2.3410036115596693
450.0,21258240,954,173,22264,1660.3278,0.2,0.02512172,0.24954182942708333,-0.006538300567820746,0.02109958976507187,0.08511008036022152,0.8443068414926529,0.0003,1720,-2.3565020227928954
444.0,21381120,954,174,22393,1643.2856,0.2,0.02414871,0.2416845703125,-0.0058123641904179145,0.017234470695257187,0.07963659678556724,0.8491211980581284,0.0003,1730,-2.348884688553711
441.02,21504000,954,175,22520,1622.4147,0.2,0.024401296,0.24665120442708333,-0.0058523767541676834,0.10330940037965775,0.08338408136808236,0.8394265472888947,0.0003,1740,-2.3517303892597554
433.42,21626880,954,176,22647,1588.0231,0.2,0.025380008,0.24890543619791666,-0.006119824279952202,0.04416976869106293,0.08498966483180993,0.8429656326770782,0.0003,1750,-2.3623465632274745
448.64,21749760,954,177,22776,1643.605,0.2,0.02499212,0.246298828125,-0.005874776163133599,0.004450656473636627,0.0876700998331944,0.8610408008098602,0.0003,1760,-2.3404879712313416
431.46,21872640,954,178,22912,1591.2191,0.2,0.025666023,0.24582926432291666,-0.006425089150961866,0.015971513465046883,0.07894637254765258,0.8373576551675797,0.0003,1770,-2.3343277764568726
441.12,21995520,954,179,23038,1630.961,0.2,0.025590027,0.24760904947916668,-0.006497927312636117,0.021775109693408012,0.07962702869219357,0.8567153215408325,0.0003,1780,-2.338746383525431
428.88,22118400,954,180,23166,1589.4697,0.2,0.02539431,0.24856363932291667,-0.005486443369976162,0.07105153799057007,0.0866974884858549,0.8345523029565811,0.0003,1790,-2.3306990642969807
445.68,22241280,954,181,23294,1660.3845,0.2,0.024581853,0.24580078125,-0.0062542984744929225,0.03667315095663071,0.07839403349003987,0.8588707745075226,0.0003,1800,-2.3161155293757716
442.9,22364160,954,182,23421,1630.86,0.2,0.024611877,0.24887451171875,-0.005724214996901841,0.014897152781486511,0.08519025586283532,0.8381074219942093,0.0003,1810,-2.2955727894604205
448.02,22487040,954,183,23547,1676.1714,0.2,0.024702337,0.24338541666666666,-0.005974289912804427,0.012747930362820625,0.08525322738544977,0.8362465351819992,0.0003,1820,-2.295674780073265
449.12,22609920,955,184,23672,1697.3821,0.2,0.025003755,0.2521484375,-0.0049980665523920225,0.05317850410938263,0.09750099267034482,0.8102402687072754,0.0003,1830,-2.3305243424326183
450.0,22732800,955,185,23799,1685.9354,0.2,0.024280218,0.246015625,-0.004920601664307469,0.029373086988925934,0.09899489119595577,0.803159311413765,0.0003,1840,-2.32710752637436
450.0,22855680,955,186,23927,1680.9146,0.2,0.023511494,0.2433740234375,-0.00463080516449736,0.054260265082120895,0.10449552009682521,0.777843102812767,0.0003,1850,-2.323914837986231
450.0,22978560,954,187,24083,1661.98,0.2,0.023861278,0.24245849609375,-0.005618643253334691,-0.014782669022679329,0.09409468770376407,0.8250498175621033,0.0003,1860,-2.3221074202408394
446.26,23101440,954,188,24212,1666.9454,0.2,0.024235778,0.23677083333333335,-0.005504074885435936,-0.0207755658775568,0.0826511154412583,0.8431092202663422,0.0003,1870,-2.3359901372715832
445.44,23224320,954,189,24339,1651.7148,0.2,0.024546985,0.24462076822916667,-0.0055421597186553605,-0.01691850833594799,0.0800716194616689,0.8374594748020172,0.0003,1880,-2.352050114373366
445.34,23347200,954,190,24468,1661.542,0.2,0.025447102,0.24732421875,-0.005125502771134052,0.08081459999084473,0.09450993038253121,0.8426904827356339,0.0003,1890,-2.3527488466724753
436.28,23470080,954,191,24594,1633.5275,0.2,0.024003522,0.24254720052083334,-0.004902920914276668,-0.007945274002850056,0.09135177788242194,0.8304896801710129,0.0003,1900,-2.3365685644497476
446.96,23592960,954,192,24719,1669.8953,0.2,0.024678864,0.24547281901041668,-0.005419807618824659,-0.004208780825138092,0.08057762907924673,0.851603701710701,0.0003,1910,-2.3188919285684824
442.06,23715840,954,193,24847,1656.6382,0.2,0.024040861,0.24211832682291667,-0.005589960068900837,0.00477510504424572,0.07266626678227718,0.8728298395872116,0.0003,1920,-2.3164356291294097
439.02,23838720,954,194,24974,1659.9697,0.2,0.024765229,0.24323974609375,-0.006007173315241137,0.011506907641887665,0.07966250234264104,0.8541871011257172,0.0003,1930,-2.310169101320207
437.06,23961600,954,195,25101,1629.4861,0.2,0.025558768,0.24854736328125,-0.005799490694741205,0.0005359780043363571,0.07887258556297941,0.8575424700975418,0.0003,1940,-2.2857685267118115
444.78,24084480,954,196,25229,1667.1619,0.2,0.025848746,0.2508203125,-0.006256858820061098,0.0353846438229084,0.08140520109183853,0.8505445867776871,0.0003,1950,-2.284711488087972
448.08,24207360,954,197,25371,1684.9753,0.2,0.025038397,0.24457438151041666,-0.005709667124471404,0.013643171638250351,0.08069905171490972,0.866013303399086,0.0003,1960,-2.277079869111379
437.24,24330240,954,198,25497,1640.9965,0.2,0.025093457,0.244951171875,-0.005918254163831686,0.015436423942446709,0.07278329021316798,0.8681221157312393,0.0003,1970,-2.278006259004275
442.98,24453120,954,199,25622,1654.1118,0.2,0.02560022,0.24842447916666666,-0.006476065320208969,0.03732164949178696,0.07506304698710058,0.8541021794080734,0.0003,1980,-2.272335476751129
442.44,24576000,954,200,25749,1668.4756,0.2,0.025558759,0.24916015625,-0.005739674691388548,0.03428325802087784,0.081060909996595,0.8425165712833405,0.0003,1990,-2.2642720107982557
440.86,24698880,954,201,25878,1641.5378,0.2,0.026409853,0.2524519856770833,-0.006610208447121598,0.044566016644239426,0.08203283674350435,0.8410625755786896,0.0003,2000,-2.3118273510287204
445.22,24821760,954,202,26006,1651.9625,0.2,0.025762029,0.24809407552083335,-0.0056075743506880825,0.02231663465499878,0.07532170338658034,0.8664153963327408,0.0003,2010,-2.2747859938442705
443.64,24944640,954,203,26140,1653.8342,0.2,0.025797697,0.24677978515625,-0.005577977842215962,0.0366932637989521,0.07860783693642588,0.8544259965419769,0.0003,2020,-2.284875869986912
444.8,25067520,954,204,26270,1649.7758,0.2,0.025805036,0.25067138671875,-0.006028526945695679,0.000666353851556778,0.06794711163301448,0.8779800310730934,0.0003,2030,-2.2594448149887225
420.52,25190400,954,205,26400,1563.0398,0.2,0.026483782,0.25487955729166667,-0.0061412728148631385,0.028854016214609146,0.08390867731980203,0.8411265462636948,0.0003,2040,-2.234919122736901
439.54,25313280,954,206,26526,1617.4928,0.2,0.026856493,0.25715250651041666,-0.006131346280108118,0.007374666631221771,0.08861564661987359,0.8457698076963425,0.0003,2050,-2.258137452416122
430.42,25436160,954,207,26653,1600.1853,0.2,0.026340336,0.2500146484375,-0.005897826800440574,-0.025099700316786766,0.08511326570078381,0.8456030189990997,0.0003,2060,-2.2469244038872422
438.46,25559040,954,208,26779,1628.0105,0.2,0.026465725,0.25229248046875,-0.006036723325026591,0.028733929619193077,0.08201972646240999,0.8630618900060654,0.0003,2070,-2.218595715854317
445.36,25681920,954,209,26907,1665.3352,0.2,0.026422398,0.25584554036458335,-0.005314618371297305,0.003462783992290497,0.0916722252384352,0.8468132466077805,0.0003,2080,-2.198461282371233
443.74,25804800,954,210,27033,1651.7493,0.2,0.02648915,0.25192952473958335,-0.0060078491443103605,0.01296457089483738,0.09138307380553064,0.8242074102163315,0.0003,2090,-2.218003582917154
432.52,25927680,954,211,27162,1610.5303,0.2,0.02676921,0.2531892903645833,-0.006341123817037442,0.04435000941157341,0.08353261156497561,0.8443285077810287,0.0003,2100,-2.214726853178193
418.28,26050560,954,212,27288,1526.7535,0.2,0.026980702,0.25267985026041667,-0.005398949291393364,0.005033763125538826,0.08831719532104519,0.849212110042572,0.0003,2110,-2.225932714889447
448.54,26173440,954,213,27415,1655.3131,0.2,0.026345719,0.2530110677083333,-0.005899798364383362,0.024187561124563217,0.09529667816411044,0.8482767343521118,0.0003,2120,-2.2016259378194807
430.76,26296320,954,214,27544,1595.7963,0.2,0.026186617,0.2541748046875,-0.00608590093297001,0.0058805253356695175,0.09416929360901122,0.826230064034462,0.0003,2130,-2.2321357978942493
443.38,26419200,954,215,27671,1635.7192,0.2,0.026861198,0.25948404947916665,-0.005339158646302166,-0.0038386061787605286,0.09531255323604758,0.8394579738378525,0.0003,2140,-2.2107760161409775
423.32,26542080,954,216,27799,1573.7822,0.2,0.0273555,0.256845703125,-0.006352670517259564,0.04403137415647507,0.082112005379992,0.8546119332313538,0.0003,2150,-2.2186876452962556
435.5,26664960,954,217,27927,1610.9175,0.2,0.02787312,0.25761067708333335,-0.006164604684017832,0.08035576343536377,0.09307459133754795,0.833387166261673,0.0003,2160,-2.2329403027147054
435.76,26787840,954,218,28056,1633.4072,0.2,0.02715398,0.25841552734375,-0.005824259665459976,0.05469808727502823,0.09000600875204934,0.8323620110750198,0.0003,2170,-2.2240803656975427
425.96,26910720,954,219,28182,1589.5598,0.2,0.027345343,0.2581396484375,-0.006067277007496159,0.028937147930264473,0.09282035546484015,0.8408481329679489,0.0003,2180,-2.226764031543086
445.52,27033600,953,220,28338,1646.404,0.2,0.026720447,0.25633138020833335,-0.005747368107658985,0.045326221734285355,0.09879874303088097,0.8259378969669342,0.0003,2190,-2.2115593177763126
442.16,27156480,953,221,28471,1646.1569,0.2,0.026340418,0.25498372395833335,-0.005871450014456059,0.07616133242845535,0.09727418612203716,0.8299585431814194,0.0003,2200,-2.1966686054940023
434.16,27279360,953,222,28598,1618.2959,0.2,0.027347874,0.2597965494791667,-0.006301803540048543,0.06803581863641739,0.10733869223253957,0.839974969625473,0.0003,2210,-2.215689563949903
423.98,27402240,953,223,28726,1559.8395,0.2,0.026280066,0.25525227864583333,-0.005918380606684271,0.1036888137459755,0.11297718631123037,0.8357135951519012,0.0003,2220,-2.2447470843419435
444.18,27525120,953,224,28854,1658.8589,0.2,0.026869893,0.25694580078125,-0.004995013410164877,0.051434122025966644,0.11349047216528561,0.8049566894769669,0.0003,2230,-2.244623117291679
440.5,27648000,953,225,28981,1618.8999,0.2,0.026655432,0.2554573567708333,-0.005411555153683973,0.08844009786844254,0.11279305371140556,0.8167090713977814,0.0003,2240,-2.2221456083593267
450.0,27770880,953,226,29112,1672.688,0.2,0.026814474,0.2554850260416667,-0.0052866024147988355,0.02707202360033989,0.10249532248068136,0.8051108121871948,0.0003,2250,-2.2461746463117502
443.32,27893760,953,227,29243,1651.7755,0.2,0.026092542,0.2535652669270833,-0.005512767790278304,0.09192059934139252,0.10518476607079114,0.7990780770778656,0.0003,2260,-2.2156238591795168
433.9,28016640,953,228,29368,1591.1384,0.2,0.026296394,0.2502392578125,-0.005936492616159133,-0.00612138956785202,0.10187442251869167,0.8082647174596786,0.0003,2270,-2.1964520013766986
437.62,28139520,953,229,29497,1627.3762,0.2,0.02707571,0.2554825846354167,-0.0062994751394702085,0.017217490822076797,0.11004135844336513,0.7974398285150528,0.0003,2280,-2.2059847638507684
429.9,28262400,954,230,29623,1577.2358,0.2,0.026276795,0.24779215494791668,-0.005169158628474785,0.015790220350027084,0.1035607359499166,0.8139684945344925,0.0003,2290,-2.2133726754598317
403.74,28385280,953,231,29756,1492.828,0.2,0.026507108,0.25403564453125,-0.005636828431591615,0.06988012790679932,0.10827861006410482,0.8245096951723099,0.0003,2300,-2.2145378686425587
443.52,28508160,953,232,29885,1642.0696,0.2,0.027697496,0.2559358723958333,-0.005922932006330181,0.010036716237664223,0.10504070739562546,0.8245144784450531,0.0003,2310,-2.1969186083475747
440.88,28631040,953,233,30012,1631.9144,0.2,0.027107047,0.25684000651041666,-0.005641153341742514,0.027537066489458084,0.10655412740277825,0.7984258532524109,0.0003,2320,-2.1902904080723724
440.96,28753920,953,234,30140,1651.4215,0.2,0.026912069,0.2519913736979167,-0.00594697380166205,0.03639436885714531,0.09844799245828957,0.8214887380599976,0.0003,2330,-2.1936782726459203
436.42,28876800,954,235,30266,1627.3861,0.2,0.026187165,0.25287434895833333,-0.00641956408554203,0.09859435260295868,0.10217084335269949,0.8120076060295105,0.0003,2340,-2.221665581408888
430.24,28999680,954,236,30396,1572.9667,0.2,0.026741974,0.2553019205729167,-0.0056759651862163685,0.07616083323955536,0.1107430542007205,0.8147356808185577,0.0003,2350,-2.2427051104108493
402.16,29122560,954,237,30525,1486.6865,0.2,0.026793456,0.2538533528645833,-0.005812966120371735,0.06025993451476097,0.10142824611490747,0.8276514708995819,0.0003,2360,-2.2481142280002433
420.4,29245440,954,238,30652,1577.6235,0.2,0.027320137,0.25689615885416667,-0.006284214948476195,0.06708338111639023,0.10891030920271684,0.843656450510025,0.0003,2370,-2.236366243318965
444.36,29368320,954,239,30778,1654.322,0.2,0.027098691,0.25397135416666666,-0.005872818020695073,0.06264565140008926,0.10132639489505285,0.8271560668945312,0.0003,2380,-2.234210961982608
439.54,29491200,954,240,30905,1644.87,0.2,0.027042786,0.2536319986979167,-0.006158016688832504,0.029560307040810585,0.0953750120694167,0.8295869380235672,0.0003,2390,-2.2197826041591666
441.9,29614080,954,241,31031,1644.9463,0.2,0.026452577,0.253017578125,-0.005623279817894703,0.03440393880009651,0.10477890278780251,0.8174774348735809,0.0003,2400,-2.243718378736327
422.58,29736960,954,242,31160,1555.2926,0.2,0.026794376,0.2501399739583333,-0.00572022648965382,0.04440658912062645,0.09723566837594262,0.8210979253053665,0.0003,2410,-2.23716850295042
440.7,29859840,953,243,31302,1645.9321,0.2,0.026647387,0.25428873697916665,-0.006174439512657652,0.026596475392580032,0.09614226826161029,0.8358057588338852,0.0003,2420,-2.232207081032296
427.22,29982720,953,244,31431,1578.4722,0.2,0.026770651,0.2501497395833333,-0.0056104938744222935,0.03273330256342888,0.0888823431065733,0.8533630967140198,0.0003,2430,-2.2091753215963643
425.92,30105600,953,245,31559,1572.9008,0.2,0.026694138,0.2536726888020833,-0.005578437637862711,0.0034587178379297256,0.11134888219991505,0.8429498076438904,0.0003,2440,-2.217339037389805
419.74,30228480,953,246,31687,1540.3336,0.2,0.02781936,0.2567236328125,-0.006325857164756599,0.015130646526813507,0.09854835469760777,0.8319925367832184,0.0003,2450,-2.1966593807811536
434.8,30351360,953,247,31816,1580.27,0.2,0.027152121,0.25461263020833336,-0.006184038376147024,0.02924909070134163,0.102467507514084,0.840896487236023,0.0003,2460,-2.1829405624171097
422.42,30474240,953,248,31943,1550.0895,0.2,0.02654299,0.25322102864583335,-0.00550275138360424,-0.007510872557759285,0.0930310581891293,0.8483676314353943,0.0003,2470,-2.2107007857660452
410.7,30597120,953,249,32074,1503.2896,0.2,0.027605208,0.25880045572916666,-0.005197144995066386,0.008606627583503723,0.11165386269635444,0.8399702906608582,0.0003,2480,-2.1973788344922167
416.86,30720000,953,250,32204,1535.8243,0.2,0.027671447,0.25957275390625,-0.006018899037662777,0.03939365968108177,0.11495916911798607,0.8333994448184967,0.0003,2490,-2.162211684094121
436.02,30842880,953,251,32333,1625.1372,0.2,0.027846426,0.25946695963541666,-0.005323369063701951,0.06289944052696228,0.11560331999498885,0.8136547803878784,0.0003,2500,-2.1727680213314793
425.88,30965760,953,252,32459,1574.2831,0.2,0.026669526,0.2546085611979167,-0.005038059673970565,0.03122159093618393,0.11139443515528304,0.813450962305069,0.0003,2510,-2.1536014667836327
430.1,31088640,954,253,32586,1615.0068,0.2,0.027843742,0.26153157552083334,-0.005476560435678645,-0.00353868305683136,0.11260675962150951,0.8096262812614441,0.0003,2520,-2.171462031385551
416.7,31211520,954,254,32714,1553.1993,0.2,0.028415246,0.26336507161458333,-0.005920054731886921,0.016246002167463303,0.10491261188096056,0.8165019154548645,0.0003,2530,-2.1703652535999813
420.6,31334400,954,255,32843,1588.4497,0.2,0.028717669,0.26522379557291664,-0.005553491661885346,0.04074800759553909,0.12227838379088402,0.8215600550174713,0.0003,2540,-2.1799465695892772
427.42,31457280,954,256,32970,1587.4034,0.2,0.028121637,0.2585196940104167,-0.00566707666618034,0.0299045629799366,0.10070906494152344,0.8395309746265411,0.0003,2550,-2.1851523552462457
432.66,31580160,954,257,33100,1595.4923,0.2,0.02796225,0.26064615885416664,-0.005383218675421328,0.060858823359012604,0.10562934026306417,0.8150339424610138,0.0003,2560,-2.1846341510054965
448.1,31703040,954,258,33227,1643.8801,0.2,0.026628198,0.25603759765625,-0.005366539686486552,0.08259236812591553,0.10096539292969586,0.8328201770782471,0.0003,2570,-2.1731547757238148
411.44,31825920,954,259,33355,1528.0116,0.2,0.027585868,0.2573649088541667,-0.00573160119728224,0.005590694025158882,0.10195064907689812,0.8025617450475693,0.0003,2580,-2.1482041861178973
417.64,31948800,954,260,33482,1543.3751,0.2,0.028054075,0.2578230794270833,-0.005834786067395422,0.04675409942865372,0.1072235834870177,0.8336171954870224,0.0003,2590,-2.15826831371213
433.62,32071680,954,261,33609,1621.7902,0.2,0.027296152,0.2560091145833333,-0.004790298336459576,0.041634686291217804,0.11253149418063306,0.8324625045061111,0.0003,2600,-2.14690651041766
427.6,32194560,954,262,33739,1555.8655,0.2,0.02771156,0.25648356119791665,-0.005087370818831308,0.025302309542894363,0.10812607622142725,0.8256873339414597,0.0003,2610,-2.155861347510169
426.88,32317440,954,263,33873,1600.8582,0.2,0.028195111,0.26099039713541666,-0.005279918045265125,0.06439071893692017,0.11241661950499596,0.8075807243585587,0.0003,2620,-2.150169978948931
432.44,32440320,954,264,34000,1593.592,0.2,0.027809314,0.25829671223958334,-0.00543650162586952,0.00714157335460186,0.11080588466943785,0.8292996883392334,0.0003,2630,-2.140748115653793
437.58,32563200,954,265,34128,1597.244,0.2,0.027509043,0.25682698567708334,-0.005368303901656569,0.027030687779188156,0.11088858670040888,0.8371183127164841,0.0003,2640,-2.1488996924149495
413.12,32686080,954,266,34254,1516.4393,0.2,0.027869662,0.2599283854166667,-0.004972840358320052,0.033193882554769516,0.11441916136138995,0.8106762617826462,0.0003,2650,-2.1421487239561974
425.08,32808960,954,267,34384,1575.1447,0.2,0.027825199,0.2615584309895833,-0.005788412437911271,0.031305670738220215,0.11190335938241333,0.814349964261055,0.0003,2660,-2.152992074067394
400.0,32931840,954,268,34511,1434.1,0.2,0.02735827,0.25683024088541667,-0.0049075439034641025,0.04191148281097412,0.1281120431222371,0.807540699839592,0.0003,2670,-2.117292998296519
383.72,33054720,953,269,34658,1377.1011,0.2,0.028540168,0.2622835286458333,-0.005662887656841728,0.02649439126253128,0.13265283698089964,0.8131068646907806,0.0003,2680,-2.127718594428152
422.62,33177600,953,270,34789,1557.2864,0.2,0.028081354,0.25972330729166665,-0.005800814329328811,0.08295639604330063,0.13807261774442547,0.8058138340711594,0.0003,2690,-2.116152927093208
432.46,33300480,953,271,34915,1577.1503,0.2,0.027989168,0.2597786458333333,-0.005440652822714279,0.06722687184810638,0.1317310786722616,0.8040052205324173,0.0003,2700,-2.1396330097938576
393.74,33423360,953,272,35043,1451.6351,0.2,0.028401965,0.2586922200520833,-0.005416902773085894,0.015976306051015854,0.12651782635473258,0.8011404424905777,0.0003,2710,-2.145139143032332
427.5,33546240,953,273,35172,1558.8129,0.2,0.028293915,0.2616259765625,-0.005378770691653093,0.029533617198467255,0.1286808540878701,0.8358366787433624,0.0003,2720,-2.1572749337802333
423.94,33669120,953,274,35302,1569.0011,0.2,0.02833236,0.2597379557291667,-0.005029421618122191,0.02884053811430931,0.11911615641904064,0.8038012832403183,0.0003,2730,-2.1503759390115738
422.46,33792000,952,275,35458,1570.0038,0.2,0.028192468,0.26084309895833335,-0.005339727620691216,0.014764834195375443,0.11577616881084396,0.7867438346147537,0.0003,2740,-2.1459656856084863
414.54,33914880,952,276,35599,1525.2806,0.2,0.028284663,0.26559814453125,-0.005560133870764427,0.06206992268562317,0.12176910440379288,0.7968294620513916,0.0003,2750,-2.151698586040487
418.78,34037760,952,277,35727,1544.0596,0.2,0.028810048,0.26513834635416667,-0.0057037312646843925,0.04388943687081337,0.12626020229343946,0.8195620179176331,0.0003,2760,-2.1571192883141337
415.5,34160640,952,278,35854,1510.595,0.2,0.029056575,0.26482584635416667,-0.005364383898977394,0.07482893764972687,0.13439046992347964,0.8233819305896759,0.0003,2770,-2.126940183751285
430.82,34283520,952,279,35983,1567.0653,0.2,0.028662836,0.2654671223958333,-0.005913334848628438,0.04253391921520233,0.12058725583405855,0.7909790277481079,0.0003,2780,-2.138771075780193
384.66,34406400,952,280,36112,1439.1735,0.2,0.028596299,0.26300618489583333,-0.004958901005920779,0.14407525956630707,0.12229027196910465,0.8184075504541397,0.0003,2790,-2.1528659456036987
404.66,34529280,952,281,36240,1495.2594,0.2,0.029284032,0.26611409505208333,-0.0053988955087879735,0.05005587264895439,0.13728890561236767,0.8283358365297318,0.0003,2800,-2.1434558575538296
423.62,34652160,952,282,36367,1524.1893,0.2,0.028776685,0.2652897135416667,-0.00548082210548273,0.11566813290119171,0.131383800523375,0.7827469259500504,0.0003,2810,-2.160958537142724
411.72,34775040,952,283,36495,1515.4254,0.2,0.028830938,0.26708251953125,-0.004890279932533303,0.061559781432151794,0.1399457043474346,0.7973243147134781,0.0003,2820,-2.155108313933015
422.08,34897920,952,284,36621,1556.9587,0.2,0.02810511,0.2628304036458333,-0.005448745380338854,0.06637038290500641,0.12679101246234495,0.8143996000289917,0.0003,2830,-2.1512015944160523
401.8,35020800,952,285,36750,1473.2671,0.2,0.028245684,0.2622762044270833,-0.0046136293696751336,0.03261924535036087,0.1286814191559097,0.7725790441036224,0.0003,2840,-2.161730095744133
