time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/entropy_loss,train/learning_rate,train/clip_fraction,train/clip_range,train/approx_kl,train/value_loss,train/loss,train/n_updates,train/policy_gradient_loss,train/explained_variance
838,11,1612,445.02,1351680,967.8904,-4.090586259017388,0.0003,0.37636962890625,0.2,0.04008167,0.0755003110388255,-0.02557976543903351,100,-0.024267838429259427,0.5812393724918365
835,12,1765,429.66,1474560,952.67975,-4.067753030707439,0.0003,0.39420491536458335,0.2,0.044882175,0.07169447062566178,0.0026385392993688583,110,-0.024848788041393465,0.5971375405788422
831,13,1920,450.0,1597440,1061.0594,-4.0496592690919835,0.0003,0.3961458333333333,0.2,0.045053013,0.08026918138513187,0.005372846499085426,120,-0.023590198294993266,0.6379458606243134
827,14,2078,440.7,1720320,1053.0472,-4.0324863130102555,0.0003,0.40560221354166665,0.2,0.048107073,0.08441851612520015,0.002848772332072258,130,-0.0238061542206439,0.642460286617279
824,15,2235,443.48,1843200,1096.6423,-4.00525911980619,0.0003,0.4163525390625,0.2,0.051161043,0.08202570106475227,-0.009529255330562592,140,-0.023087441686281334,0.6707470715045929
822,16,2391,420.86,1966080,1072.8999,-3.9847201126565537,0.0003,0.42317545572916665,0.2,0.052516866,0.0785749731187631,-0.010885749012231827,150,-0.02272071290606012,0.6964782774448395
819,17,2549,438.24,2088960,1132.5767,-3.973634012838205,0.0003,0.42711995442708334,0.2,0.052936964,0.08224682457434634,-0.008831176906824112,160,-0.021960383407010037,0.717875599861145
816,18,2709,430.6,2211840,1097.3254,-3.9496067630747955,0.0003,0.43585123697916667,0.2,0.05523022,0.08751015274445914,-0.003748655319213867,170,-0.021629889665358254,0.7134359776973724
814,19,2866,450.0,2334720,1155.4893,-3.9157585221280655,0.0003,0.4449666341145833,0.2,0.059265774,0.09185076291410951,-0.04895215854048729,180,-0.021851114382855787,0.711474746465683
811,20,3027,433.32,2457600,1146.0691,-3.900602327225109,0.0003,0.45081705729166666,0.2,0.060730737,0.08146785264039257,-0.04482322931289673,190,-0.021140471801403084,0.7408847808837891
809,21,3187,441.0,2580480,1169.0153,-3.8616403016199667,0.0003,0.46032958984375,0.2,0.063473314,0.07847625372800394,-0.005296679213643074,200,-0.02062806844631268,0.7469907402992249
