rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/clip_fraction,train/learning_rate,train/explained_variance,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl
1484.7164,14745600,961,435.76,15333,120,0.26911865234375,0.0003,0.8082517832517624,-3.1436088487133382,0.03176143020391464,1190,0.2,-0.007125788267585449,0.12739499892675668,0.028383613
1395.1848,14868480,959,415.1,15491,121,0.26533935546875,0.0003,0.8008497655391693,-3.136392955717941,0.07929105311632156,1200,0.2,-0.006787467250666548,0.13756817673100158,0.027985094
1402.0135,14991360,959,415.04,15619,122,0.2760978190104167,0.0003,0.811088427901268,-3.112628815770149,0.19869552552700043,1210,0.2,-0.006824371346398645,0.1483582930659759,0.030034037
1403.0897,15114240,959,415.98,15747,123,0.26841552734375,0.0003,0.8096334785223007,-3.100393031661709,0.032087184488773346,1220,0.2,-0.006775968972724513,0.13360831494879677,0.02900043
1401.0978,15237120,959,408.84,15875,124,0.27087158203125,0.0003,0.8252689093351364,-3.0723794952904186,0.03719460591673851,1230,0.2,-0.0068895506222906985,0.13353224904819702,0.029183174
1471.1669,15360000,959,436.04,16003,125,0.26969482421875,0.0003,0.8625990897417068,-3.0534290203203756,0.03622183948755264,1240,0.2,-0.0066027316792042256,0.1513037971703064,0.029244179
1489.6656,15482880,959,437.28,16130,126,0.26572998046875,0.0003,0.8359446823596954,-3.0432832893480857,0.06157363951206207,1250,0.2,-0.006562763738193098,0.12332281263021287,0.028841274
1422.251,15605760,959,413.34,16260,127,0.2684765625,0.0003,0.7939998358488083,-3.038164001690845,0.1027073934674263,1260,0.2,-0.006596671493055813,0.13731009784329218,0.02880299
1488.9648,15728640,959,427.34,16388,128,0.26851318359375,0.0003,0.8158567845821381,-3.034480142518878,0.07075736671686172,1270,0.2,-0.00669911272745594,0.13682570390509985,0.028261714
1474.6852,15851520,959,428.98,16517,129,0.2680330403645833,0.0003,0.8039873242378235,-3.052678629557292,0.03849862515926361,1280,0.2,-0.006246885328403853,0.1415627115498258,0.028606553
1465.0797,15974400,959,430.52,16647,130,0.2680973307291667,0.0003,0.8600796014070511,-3.0469560248404743,0.11434333026409149,1290,0.2,-0.007428015151760974,0.13596609732883128,0.028814828
