rollout/ep_len_mean,time/total_timesteps,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/clip_range,train/approx_kl,train/loss,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_fraction
431.28,17694720,956,144,1459.3113,18498,-0.006801943958701789,0.0003,0.14945296340263062,0.2,0.028236127,-0.013276007026433945,0.7907085120677948,1430,-3.0811356106897194,0.2593310546875
441.5,17817600,956,145,1515.2753,18634,-0.006952772722749311,0.0003,0.17518526459588127,0.2,0.029476425,0.13659141957759857,0.7644447684288025,1440,-3.0427150984108446,0.2639542643229167
421.68,17940480,956,146,1448.3469,18762,-0.0065404344591236925,0.0003,0.15255625422956653,0.2,0.028352257,0.014462105929851532,0.7843784838914871,1450,-3.053371874553462,0.25867919921875
423.7,18063360,956,147,1454.5863,18891,-0.007348453401003402,0.0003,0.15629529954118576,0.2,0.028277969,0.11288571357727051,0.8256451040506363,1460,-3.022302411471804,0.26123942057291666
433.8,18186240,956,148,1467.4889,19020,-0.007066176155928285,0.0003,0.15958835274126615,0.2,0.028891455,0.045008335262537,0.8248782604932785,1470,-3.04027394661059,0.26150716145833336
440.08,18309120,956,149,1507.9135,19147,-0.006825854655983979,0.0003,0.15730817589734214,0.2,0.02876512,0.11544407904148102,0.8104579448699951,1480,-3.01872874101003,0.26135335286458333
419.26,18432000,956,150,1435.0782,19276,-0.006234364503610171,0.0003,0.14345330803092413,0.2,0.028076269,0.013408031314611435,0.7625573575496674,1490,-3.0233394621312617,0.2599031575520833
409.36,18554880,956,151,1402.797,19403,-0.0068344148401653605,0.0003,0.138181824250496,0.2,0.028314022,0.018511079251766205,0.8340443968772888,1500,-3.017541321578125,0.26078450520833335
420.58,18677760,955,152,1443.359,19538,-0.006952043644444832,0.0003,0.17552384463711254,0.2,0.028749377,0.056474801152944565,0.8107237666845322,1510,-2.9994727241496246,0.2626318359375
419.22,18800640,955,153,1438.1517,19667,-0.00639706968050632,0.0003,0.1631406288026483,0.2,0.028275643,0.04423012211918831,0.7528800070285797,1520,-3.0085061900069316,0.26232584635416667
424.42,18923520,956,154,1448.7556,19794,-0.00684921393371648,0.0003,0.16824294876491575,0.2,0.02917239,0.04223090782761574,0.821040078997612,1530,-3.003760352320969,0.2627791341145833
429.86,19046400,955,155,1458.2072,19924,-0.007214269270910639,0.0003,0.14714195672907712,0.2,0.029647475,0.008578833192586899,0.7963995933532715,1540,-2.991646859385073,0.2684716796875
416.9,19169280,955,156,1411.986,20064,-0.006753764050342094,0.0003,0.16164006350173926,0.2,0.029198613,-0.018062613904476166,0.8120159059762955,1550,-2.9846887917692464,0.26639485677083335
418.54,19292160,955,157,1406.3817,20193,-0.006590006817835577,0.0003,0.1690380073884929,0.2,0.029162133,0.0057816654443740845,0.8186916261911392,1560,-2.972068404369056,0.2653466796875
426.14,19415040,955,158,1450.6672,20319,-0.006137816128690853,0.0003,0.15966702652503348,0.2,0.0288088,0.06683565676212311,0.8459988385438919,1570,-2.956627645244201,0.26365478515625
424.62,19537920,955,159,1455.1616,20447,-0.007024182092997459,0.0003,0.15658748539232573,0.2,0.030004073,0.12182393670082092,0.8019697070121765,1580,-2.96699214545389,0.27179280598958333
427.3,19660800,955,160,1443.189,20576,-0.006092853597174326,0.0003,0.1492997156441561,0.2,0.028617105,0.0502445362508297,0.8388542532920837,1590,-2.9564672302330535,0.26442138671875
397.96,19783680,955,161,1387.6311,20708,-0.007255516740648697,0.0003,0.13633314970133747,0.2,0.029079938,0.041613027453422546,0.7917515188455582,1600,-2.959905009530485,0.26440022786458334
413.82,19906560,955,162,1424.2885,20840,-0.006841430750091604,0.0003,0.1903855142495983,0.2,0.03008494,0.02822183072566986,0.7908860743045807,1610,-2.9611816288655004,0.27182942708333335
428.76,20029440,955,163,1481.8849,20967,-0.00652269546049259,0.0003,0.16592574155598414,0.2,0.028722605,0.014923430979251862,0.8549197316169739,1620,-2.957982624148329,0.2624641927083333
420.68,20152320,955,164,1444.8575,21099,-0.006192280672175912,0.0003,0.15707964909971148,0.2,0.02909517,0.0674208551645279,0.837813213467598,1630,-2.9728046607226135,0.26368896484375
426.28,20275200,955,165,1476.9136,21226,-0.0065199980730843285,0.0003,0.19432614134673107,0.2,0.02919448,0.049363166093826294,0.8022069483995438,1640,-2.9441392321015396,0.26434733072916666
440.12,20398080,954,166,1521.4597,21360,-0.006507796658243023,0.0003,0.1632065935646339,0.2,0.028952034,0.0266219824552536,0.8299564868211746,1650,-2.9514148068303863,0.26171875
428.22,20520960,955,167,1469.8716,21487,-0.006078322852202594,0.0003,0.15236240283188332,0.2,0.029042633,0.027385324239730835,0.7991294115781784,1660,-2.931124144246181,0.2639998372395833
429.62,20643840,954,168,1473.1943,21617,-0.006608879158138734,0.0003,0.14756942369800527,0.2,0.029713936,0.056711263954639435,0.7963849008083344,1670,-2.923660948562125,0.2673388671875
415.7,20766720,955,169,1438.2173,21744,-0.007196114738071628,0.0003,0.19540675776292726,0.2,0.03055138,0.16492193937301636,0.7964305877685547,1680,-2.9061349938064813,0.27298421223958336
428.76,20889600,955,170,1463.4769,21871,-0.006123661260935478,0.0003,0.18315607927002323,0.2,0.0298749,0.07129313051700592,0.801907554268837,1690,-2.902587226356069,0.26733805338541666
426.24,21012480,955,171,1467.0442,21998,-0.006691119387014623,0.0003,0.17148717978348335,0.2,0.030005459,0.07352732121944427,0.82913638651371,1700,-2.910399294483165,0.26451171875
430.38,21135360,955,172,1477.3812,22126,-0.006404736599594495,0.0003,0.17783073393075027,0.2,0.030543018,-0.008325397968292236,0.8089547157287598,1710,-2.9073870470499,0.2657771809895833
431.08,21258240,954,173,1479.3618,22263,-0.0058259438024773165,0.0003,0.18390245401028854,0.2,0.029563796,0.09013397991657257,0.8154670000076294,1720,-2.8961128888900083,0.26418863932291664
430.38,21381120,954,174,1495.4058,22391,-0.006910377994032994,0.0003,0.1568438663422906,0.2,0.03047024,0.14482006430625916,0.8148438185453415,1730,-2.890537284128368,0.26595621744791664
428.06,21504000,954,175,1455.285,22519,-0.006756513109133569,0.0003,0.17615235257709477,0.2,0.029250829,0.17008213698863983,0.821454182267189,1740,-2.918256999676426,0.26265625
432.1,21626880,954,176,1509.9092,22647,-0.006099919834720519,0.0003,0.16161648996843725,0.2,0.029658413,0.07800288498401642,0.769966647028923,1750,-2.880577167160809,0.2635115559895833
437.4,21749760,954,177,1503.1025,22774,-0.006210563468663774,0.0003,0.19316462581938443,0.2,0.029415166,0.035610273480415344,0.7964267879724503,1760,-2.9104648566618563,0.26404052734375
431.1,21872640,955,178,1485.2535,22902,-0.0067360449292937115,0.0003,0.1818128665861635,0.2,0.030318089,0.022688254714012146,0.7680590152740479,1770,-2.9046006179973483,0.26474609375
431.84,21995520,954,179,1475.7578,23032,-0.006803662150565894,0.0003,0.15544001719497222,0.2,0.02915353,0.01629115641117096,0.8009005337953568,1780,-2.915382872633636,0.26014892578125
438.98,22118400,954,180,1504.8683,23161,-0.006381165544201698,0.0003,0.16924351297609974,0.2,0.030149583,0.045625172555446625,0.8655925542116165,1790,-2.876263457685709,0.2603173828125
420.86,22241280,954,181,1464.8381,23300,-0.006269052867046412,0.0003,0.1701449634313273,0.2,0.029178241,0.026667237281799316,0.7657356560230255,1800,-2.894857538851599,0.25985270182291664
440.16,22364160,954,182,1509.7844,23429,-0.006345620081265224,0.0003,0.18883776019443757,0.2,0.029218484,0.15789642930030823,0.8240489661693573,1810,-2.8740768969555694,0.2568603515625
430.5,22487040,954,183,1458.6658,23558,-0.00697833317400485,0.0003,0.1672681101169049,0.2,0.029621206,0.07357598841190338,0.8472421020269394,1820,-2.885691408328712,0.2616853841145833
423.26,22609920,954,184,1455.0183,23687,-0.007148576651313003,0.0003,0.17286124452754545,0.2,0.029331429,0.10949137806892395,0.8422706425189972,1830,-2.8615627721572916,0.2587996419270833
418.34,22732800,954,185,1445.95,23820,-0.006115415997725601,0.0003,0.18024105371645419,0.2,0.028815918,0.026983093470335007,0.8273367583751678,1840,-2.840587007428209,0.2558797200520833
435.76,22855680,954,186,1462.5294,23948,-0.006668515396358998,0.0003,0.19767526341815633,0.2,0.029901082,0.06698203086853027,0.816007524728775,1850,-2.8648865330343445,0.25922037760416666
429.54,22978560,954,187,1495.3878,24084,-0.006154483002980366,0.0003,0.16550265227948938,0.2,0.030463422,0.10917189717292786,0.8011220097541809,1860,-2.8632754472146433,0.2610107421875
405.52,23101440,953,188,1412.1871,24215,-0.006773523988673939,0.0003,0.16073200882344585,0.2,0.029162724,0.10282021760940552,0.7776554375886917,1870,-2.8701340850442647,0.25588785807291664
420.98,23224320,952,189,1462.7855,24370,-0.006734172784999828,0.0003,0.18310092773938474,0.2,0.029973779,0.09901898354291916,0.8195651471614838,1880,-2.8475607848539948,0.26106852213541665
418.54,23347200,953,190,1449.3169,24498,-0.0069402637107396,0.0003,0.19865512090715734,0.2,0.029359555,0.07170765101909637,0.8284005671739578,1890,-2.85863073417296,0.2585986328125
414.82,23470080,953,191,1438.0938,24626,-0.006663913258580578,0.0003,0.1598950335169987,0.2,0.029210417,0.05193242430686951,0.8133630305528641,1900,-2.8422719425708056,0.2569832356770833
423.54,23592960,953,192,1472.4236,24756,-0.0064345889114338205,0.0003,0.1646897342094841,0.2,0.029935377,0.02631983906030655,0.7932738214731216,1910,-2.8293642470613123,0.26132405598958336
420.98,23715840,953,193,1450.3065,24882,-0.006589703183199163,0.0003,0.15960640041196408,0.2,0.029662792,0.05578257888555527,0.8158219456672668,1920,-2.85604891769588,0.25971354166666666
404.86,23838720,952,194,1407.8975,25036,-0.00666711376694972,0.0003,0.18035313321791666,0.2,0.030368995,0.11277397722005844,0.8257483839988708,1930,-2.8333793036391337,0.25763346354166666
420.34,23961600,952,195,1441.2903,25166,-0.00682449274244694,0.0003,0.1845172591431765,0.2,0.030059267,0.027113281190395355,0.8355696797370911,1940,-2.8283720853179695,0.25929850260416665
426.68,24084480,952,196,1456.6918,25295,-0.006549473468267024,0.0003,0.15806079543399393,0.2,0.029750874,0.08867716044187546,0.8473196476697922,1950,-2.7948007453605532,0.26100830078125
417.68,24207360,952,197,1443.4128,25423,-0.006403753479444277,0.0003,0.1830724507496537,0.2,0.030260531,0.021658197045326233,0.8160675764083862,1960,-2.8070484707007806,0.2639493815104167
406.14,24330240,952,198,1413.1003,25550,-0.006466757681064337,0.0003,0.19541998356755358,0.2,0.030520553,0.045026522129774094,0.8476988524198532,1970,-2.8027740373959142,0.26166259765625
419.82,24453120,952,199,1452.9348,25679,-0.006239379958084707,0.0003,0.17300171000941192,0.2,0.029771715,0.023150073364377022,0.8464244157075882,1980,-2.777441876058777,0.257490234375
424.28,24576000,952,200,1471.4889,25807,-0.006049339342692596,0.0003,0.21041612739985188,0.2,0.030372763,0.04628676548600197,0.8081949204206467,1990,-2.7934414028873045,0.26310546875
446.78,24698880,951,201,1553.0637,25955,-0.006706122658336729,0.0003,0.20345834717872396,0.2,0.02956811,0.08475431799888611,0.8432757705450058,2000,-2.7772787945220867,0.25882568359375
419.6,24821760,951,202,1461.3761,26086,-0.006001007938090576,0.0003,0.1481725255889857,0.2,0.028643155,0.07005105912685394,0.8095031082630157,2010,-2.7436114477490388,0.25511311848958335
422.68,24944640,951,203,1467.9828,26213,-0.006266529475757731,0.0003,0.1765130736818537,0.2,0.029453196,0.05427511781454086,0.7954242676496506,2020,-2.753080342126389,0.25664632161458334
424.28,25067520,951,204,1471.8187,26343,-0.006311772522421961,0.0003,0.16581411079455088,0.2,0.02939908,0.09730374068021774,0.8043226301670074,2030,-2.7608161128436524,0.25789225260416665
411.22,25190400,951,205,1434.1942,26477,-0.00626464287796504,0.0003,0.18364069610242345,0.2,0.030699205,0.07112409919500351,0.8114172369241714,2040,-2.7485954345266026,0.2623014322916667
412.42,25313280,951,206,1434.8933,26604,-0.006499927196812981,0.0003,0.20079734450759135,0.2,0.030404849,0.03539138287305832,0.8303873538970947,2050,-2.751536416001618,0.2610302734375
424.86,25436160,951,207,1488.6189,26731,-0.006307389964634543,0.0003,0.18553937206539559,0.2,0.031775177,0.055125847458839417,0.8243267685174942,2060,-2.7427575845022996,0.26255940755208335
442.84,25559040,951,208,1546.3026,26861,-0.006371147114720467,0.0003,0.20924249477878523,0.2,0.03068397,0.11922018229961395,0.7662601917982101,2070,-2.7784728559975824,0.26299397786458334
408.16,25681920,951,209,1440.0339,26990,-0.007544453119377673,0.0003,0.15077314249928653,0.2,0.030074952,0.0248875729739666,0.8166764229536057,2080,-2.776540984424452,0.25845947265625
420.88,25804800,951,210,1471.2122,27119,-0.006588848395419215,0.0003,0.1757746579833717,0.2,0.02928621,0.032975006848573685,0.818958505988121,2090,-2.757385501600802,0.2533292643229167
430.94,25927680,951,211,1502.84,27247,-0.006347269317017587,0.0003,0.15691589782732385,0.2,0.02894351,0.08488428592681885,0.8282529413700104,2100,-2.750052831011514,0.2555387369791667
423.86,26050560,951,212,1488.3182,27377,-0.006541161487057252,0.0003,0.14726982814638176,0.2,0.029493548,0.01404397189617157,0.8464844971895218,2110,-2.7798931833480793,0.2543033854166667
430.54,26173440,951,213,1523.1412,27507,-0.006263178515719119,0.0003,0.1364201825822238,0.2,0.028293582,0.010868718847632408,0.8571456223726273,2120,-2.768774494205912,0.24929606119791667
431.02,26296320,951,214,1519.597,27638,-0.006226743963076539,0.0003,0.160178941480602,0.2,0.029845731,0.09033721685409546,0.8072589933872223,2130,-2.7655503174041707,0.25613525390625
427.68,26419200,951,215,1488.35,27767,-0.005856753072330321,0.0003,0.17876280007825698,0.2,0.030212887,0.061458487063646317,0.7865355610847473,2140,-2.742228977928559,0.2523583984375
426.84,26542080,951,216,1486.9684,27897,-0.006496276624548045,0.0003,0.16795718263825013,0.2,0.029590063,0.11078451573848724,0.7944751530885696,2150,-2.760821767486632,0.25378011067708334
434.56,26664960,951,217,1508.6509,28024,-0.006287691479647037,0.0003,0.13977082506821414,0.2,0.028903825,0.044125527143478394,0.8118896633386612,2160,-2.762461813725531,0.2513785807291667
413.0,26787840,951,218,1453.6201,28153,-0.006937705818266598,0.0003,0.16222206952787624,0.2,0.030424178,0.08795319497585297,0.8118696808815002,2170,-2.751538934906324,0.25651692708333335
415.76,26910720,950,219,1451.9574,28300,-0.006257275353218575,0.0003,0.1710222254016359,0.2,0.028913127,0.012822400778532028,0.8314945697784424,2180,-2.7425604210048915,0.2532071940104167
418.28,27033600,950,220,1460.2975,28430,-0.006388915120163195,0.0003,0.19686664306578072,0.2,0.031430144,0.062332119792699814,0.8413719087839127,2190,-2.7154115754862627,0.25825846354166665
406.02,27156480,950,221,1423.3567,28558,-0.006109922111403042,0.0003,0.18561159589221157,0.2,0.030126316,0.03419534116983414,0.8262021392583847,2200,-2.7179283720006544,0.25576090494791665
414.6,27279360,950,222,1425.6461,28686,-0.006656428080374705,0.0003,0.18402519148822952,0.2,0.029521707,0.022123755887150764,0.8203790485858917,2210,-2.725964455244442,0.2538907877604167
440.16,27402240,951,223,1523.1517,28813,-0.006007676417993935,0.0003,0.17891309927935556,0.2,0.029601831,0.11926165223121643,0.8326040506362915,2220,-2.6876804909234244,0.2519303385416667
436.74,27525120,950,224,1472.8392,28947,-0.005779649049200089,0.0003,0.17054850466529994,0.2,0.029709192,0.04001649096608162,0.7533092647790909,2230,-2.713394668673476,0.2545646158854167
430.36,27648000,950,225,1484.6807,29075,-0.00650066306758769,0.0003,0.18880666633932075,0.2,0.030329641,0.06796908378601074,0.7958141416311264,2240,-2.7144947655126455,0.25328125
414.54,27770880,950,226,1446.1008,29209,-0.006414279384613716,0.0003,0.15672843584286358,0.2,0.02930129,0.0343429371714592,0.7871101200580597,2250,-2.741720603071153,0.2524755859375
434.56,27893760,950,227,1509.076,29338,-0.006378060408666594,0.0003,0.1684832938425825,0.2,0.029987762,0.08390352874994278,0.8148633390665054,2260,-2.690776647950212,0.2540201822916667
421.94,28016640,950,228,1455.7037,29470,-0.0063657068855961065,0.0003,0.20883638753293782,0.2,0.03133697,0.05851384997367859,0.8326172828674316,2270,-2.7001872459550698,0.25733317057291666
422.86,28139520,950,229,1452.7644,29606,-0.0061551198780580305,0.0003,0.16076518621179275,0.2,0.03045108,0.02342698723077774,0.8244604915380478,2280,-2.661885752081871,0.2521110026041667
434.82,28262400,949,230,1511.6277,29759,-0.006417592364335481,0.0003,0.16397642822227984,0.2,0.030569732,0.16870588064193726,0.810371920466423,2290,-2.676452373514573,0.2543082682291667
430.16,28385280,949,231,1495.0063,29889,-0.006393052972701601,0.0003,0.20811634348579294,0.2,0.031206395,0.0019652023911476135,0.8186603784561157,2300,-2.6944266523669165,0.25205810546875
430.62,28508160,948,232,1487.364,30045,-0.006107433580567279,0.0003,0.1824457941931905,0.2,0.029932018,0.029190365225076675,0.8245764821767807,2310,-2.7029320567722124,0.2508797200520833
430.94,28631040,948,233,1479.1278,30174,-0.00599057785648256,0.0003,0.15149586563774695,0.2,0.028548261,0.04215294122695923,0.8207055330276489,2320,-2.7168636643514037,0.24461263020833332
434.62,28753920,948,234,1517.8436,30302,-0.006036239115886322,0.0003,0.20818166481418302,0.2,0.029513484,0.09361668676137924,0.8013492971658707,2330,-2.686299320956071,0.250234375
426.84,28876800,948,235,1478.0128,30431,-0.00598150654024721,0.0003,0.16751092352419317,0.2,0.029964674,0.06544927507638931,0.7996841967105865,2340,-2.7069542743389805,0.24968831380208334
427.5,28999680,948,236,1482.1555,30575,-0.006343011556818965,0.0003,0.19399014304566664,0.2,0.030589066,0.13314391672611237,0.8198650628328323,2350,-2.7087489410117267,0.2525944010416667
426.0,29122560,948,237,1486.7788,30704,-0.006038631284621563,0.0003,0.16893901525715288,0.2,0.029878093,0.03387492150068283,0.8056421726942062,2360,-2.7033295614893236,0.2499169921875
426.88,29245440,948,238,1478.6329,30845,-0.0062789209483798914,0.0003,0.18681777446288228,0.2,0.03027941,0.03904153034090996,0.8165283352136612,2370,-2.7214452045659225,0.24897379557291666
429.88,29368320,947,239,1501.3069,30984,-0.006108904274606175,0.0003,0.1817923521117579,0.2,0.030032463,0.08146115392446518,0.8447667062282562,2380,-2.7274700579916438,0.25245035807291666
423.68,29491200,947,240,1474.4124,31114,-0.006620240905601046,0.0003,0.15946088685149637,0.2,0.030739171,0.05175456777215004,0.7959510833024979,2390,-2.7076654653747876,0.24763102213541666
418.1,29614080,947,241,1456.4965,31243,-0.006278938426148671,0.0003,0.17774622334788243,0.2,0.03065842,0.06485258042812347,0.8260771334171295,2400,-2.6732677836592,0.25249104817708334
431.1,29736960,947,242,1479.1852,31370,-0.006210809543887687,0.0003,0.19754514656485603,0.2,0.030655261,0.017613781616091728,0.7818586528301239,2410,-2.6955115509405734,0.25408854166666667
435.96,29859840,947,243,1515.6581,31501,-0.005994773907517204,0.0003,0.18260370787747282,0.2,0.031248685,0.0723508968949318,0.8069081455469131,2420,-2.6622848740095892,0.2522452799479167
417.8,29982720,947,244,1439.8232,31630,-0.006514632125305677,0.0003,0.16004766124349165,0.2,0.029116543,0.049676667898893356,0.8424454778432846,2430,-2.695145505045851,0.24785237630208334
399.96,30105600,947,245,1381.2384,31759,-0.006308104657376437,0.0003,0.19948254152152609,0.2,0.03020719,0.05946112051606178,0.7765432894229889,2440,-2.6602165279289087,0.25178385416666665
431.04,30228480,947,246,1518.509,31896,-0.006115301465072965,0.0003,0.16528075204376363,0.2,0.030073266,0.016693055629730225,0.856256976723671,2450,-2.6764722337573765,0.24757649739583334
416.74,30351360,947,247,1445.4159,32024,-0.006120769675999327,0.0003,0.15773700208073327,0.2,0.030079024,0.07216191291809082,0.7891260981559753,2460,-2.673782506448527,0.24755126953125
432.48,30474240,947,248,1491.2524,32152,-0.005689676968534817,0.0003,0.15964472430525348,0.2,0.029294303,0.07780185341835022,0.7946141064167023,2470,-2.6653648642326395,0.24704508463541666
432.04,30597120,947,249,1506.9989,32282,-0.005823739088221676,0.0003,0.15718329681141768,0.2,0.029828379,0.0036104191094636917,0.7789728492498398,2480,-2.647512502707541,0.24892822265625
406.84,30720000,947,250,1419.2585,32411,-0.005477362562463289,0.0003,0.20765261478023603,0.2,0.030144718,0.03784894198179245,0.7814582735300064,2490,-2.616905883687238,0.25184814453125
402.72,30842880,947,251,1395.2338,32538,-0.006379613418430381,0.0003,0.22596158216668602,0.2,0.031301957,0.037746816873550415,0.7953955829143524,2500,-2.6308336621150374,0.252109375
420.68,30965760,947,252,1477.8668,32668,-0.005985515298198152,0.0003,0.19298242460431841,0.2,0.030647261,0.1445033848285675,0.8347572982311249,2510,-2.6540975758309164,0.2503206380208333
394.7,31088640,947,253,1383.5038,32798,-0.005934543133577487,0.0003,0.17910751056149213,0.2,0.030260747,0.0977906882762909,0.8157957494258881,2520,-2.6365006747220954,0.251767578125
399.14,31211520,947,254,1396.8298,32933,-0.005763027587139125,0.0003,0.1988774530919424,0.2,0.030394793,0.07056042551994324,0.8443447202444077,2530,-2.624982629617055,0.25105875651041665
424.4,31334400,947,255,1477.7148,33062,-0.006266083675397264,0.0003,0.20730130320744744,0.2,0.029840605,0.04161493852734566,0.8438601791858673,2540,-2.6145307557781536,0.246865234375
424.14,31457280,947,256,1493.9805,33192,-0.005870809520456532,0.0003,0.21986756631580648,0.2,0.030140733,0.11006489396095276,0.814556434750557,2550,-2.634996780032913,0.25215087890625
419.28,31580160,947,257,1468.0815,33324,-0.005965811537950382,0.0003,0.22743731266770434,0.2,0.031305518,0.014319200068712234,0.7829503864049911,2560,-2.60240525080512,0.2534814453125
420.62,31703040,947,258,1468.9727,33458,-0.006557778717439457,0.0003,0.19189636173696878,0.2,0.030700553,0.07409544289112091,0.8329385966062546,2570,-2.614845762141049,0.25626790364583335
421.04,31825920,947,259,1466.9095,33589,-0.006208787333325745,0.0003,0.16330991117429222,0.2,0.02978355,0.1256496161222458,0.8575423508882523,2580,-2.6129803591097396,0.24780843098958333
420.12,31948800,947,260,1476.2421,33719,-0.00609445793247384,0.0003,0.16765393562973865,0.2,0.03024712,0.027151871472597122,0.8555683046579361,2590,-2.591345009170473,0.25175130208333335
445.06,32071680,947,261,1539.1512,33848,-0.005372595720958392,0.0003,0.19321865318828108,0.2,0.030541746,0.10559257864952087,0.8125645071268082,2600,-2.56379083160311,0.24869466145833333
440.62,32194560,947,262,1510.9619,33981,-0.006033706893807296,0.0003,0.1825721237103183,0.2,0.03059735,0.048074185848236084,0.8240365833044052,2610,-2.5911835833018024,0.25147867838541665
413.88,32317440,947,263,1460.7225,34110,-0.005974528313369471,0.0003,0.17218684340118973,0.2,0.030930614,0.0591040700674057,0.8287526965141296,2620,-2.5981205676371855,0.25086669921875
431.24,32440320,947,264,1510.3824,34240,-0.005720005378389032,0.0003,0.1738681873297901,0.2,0.030291235,0.02792484313249588,0.7949091047048569,2630,-2.592389064927896,0.25034505208333335
427.7,32563200,947,265,1492.2471,34370,-0.0055600633195232755,0.0003,0.17033875046870284,0.2,0.029501392,0.08698806166648865,0.8260514736175537,2640,-2.5658008889233073,0.24538330078125
410.2,32686080,947,266,1465.7614,34499,-0.006091244238862903,0.0003,0.19381177099004465,0.2,0.030693728,0.022136276587843895,0.8134673982858658,2650,-2.567665779342254,0.25101155598958336
426.72,32808960,947,267,1488.403,34628,-0.005376153874737308,0.0003,0.16076790454496706,0.2,0.030321665,0.08963751792907715,0.826578825712204,2660,-2.57231690655152,0.24880696614583334
422.54,32931840,947,268,1485.0847,34756,-0.005997896575527193,0.0003,0.18736516652492963,0.2,0.029995104,0.07939013093709946,0.8133732825517654,2670,-2.5742776363218822,0.24915445963541666
416.94,33054720,947,269,1466.3224,34898,-0.005660971103625343,0.0003,0.19905354312242707,0.2,0.03074697,0.16147133708000183,0.7436587512493134,2680,-2.525884264819324,0.2530208333333333
427.72,33177600,947,270,1498.1288,35028,-0.005813340368622449,0.0003,0.21625150816243452,0.2,0.031003479,0.07135426998138428,0.826005831360817,2690,-2.5108880438220997,0.2545646158854167
419.0,33300480,946,271,1455.7466,35171,-0.005666670139047104,0.0003,0.18726224506526098,0.2,0.03190679,0.02086492069065571,0.8202192932367325,2700,-2.489464439538618,0.25068033854166666
398.14,33423360,946,272,1399.3319,35301,-0.005013284376121495,0.0003,0.22160073691406676,0.2,0.03005703,0.06967847049236298,0.8590401262044907,2710,-2.4851304458330077,0.2513330078125
428.84,33546240,946,273,1503.7019,35430,-0.005557717556809318,0.0003,0.206353211440534,0.2,0.030513965,0.11675723642110825,0.8599532395601273,2720,-2.5099625615154704,0.24997639973958333
426.34,33669120,946,274,1480.5587,35558,-0.005368887228887616,0.0003,0.20343856725647735,0.2,0.030454583,0.0942905843257904,0.8110800087451935,2730,-2.4834200136860214,0.24723795572916665
424.48,33792000,946,275,1496.9843,35689,-0.005507112567296038,0.0003,0.177589725816797,0.2,0.030680688,0.08308620750904083,0.7976873070001602,2740,-2.515990171128263,0.24666178385416668
424.02,33914880,946,276,1492.5345,35818,-0.0059787353884773135,0.0003,0.19010529554536335,0.2,0.031443108,0.035687100142240524,0.8424449563026428,2750,-2.507034638089438,0.2525480143229167
434.04,34037760,946,277,1526.8456,35946,-0.005566133270091692,0.0003,0.18545533647886867,0.2,0.030409971,0.02174874022603035,0.7985286563634872,2760,-2.4813077475627265,0.25002685546875
401.2,34160640,946,278,1418.4695,36075,-0.005495099058440853,0.0003,0.1873413425462786,0.2,0.030205144,0.01731734164059162,0.8028857558965683,2770,-2.5133703987424574,0.24882242838541666
417.9,34283520,946,279,1471.2264,36203,-0.005352586826744906,0.0003,0.20057911430534053,0.2,0.030722309,0.041001688688993454,0.8186634480953217,2780,-2.487848057759305,0.2542724609375
432.26,34406400,946,280,1528.7125,36332,-0.0054602310502317175,0.0003,0.24587656911947608,0.2,0.03237384,0.1286274790763855,0.8167523890733719,2790,-2.4883902119658887,0.25385660807291666
405.58,34529280,947,281,1443.7141,36460,-0.005249087258422757,0.0003,0.20115193961168795,0.2,0.031673446,0.06898549199104309,0.8151071220636368,2800,-2.495490681168934,0.25170247395833334
418.66,34652160,947,282,1455.129,36590,-0.005917522827973395,0.0003,0.20033638794363165,0.2,0.030991798,0.00629761815071106,0.8392398506402969,2810,-2.4897363591069976,0.25116536458333333
409.92,34775040,947,283,1444.3997,36719,-0.005611742574586363,0.0003,0.1735363331490468,0.2,0.031161742,0.05467790365219116,0.8036792874336243,2820,-2.4759304346020024,0.25223470052083335
407.3,34897920,947,284,1434.7755,36850,-0.006083548716790877,0.0003,0.21482695725630038,0.2,0.03225368,0.06865397840738297,0.8255712538957596,2830,-2.486097191758454,0.25410319010416665
400.62,35020800,947,285,1429.5135,36979,-0.005737274213906858,0.0003,0.20977356202851904,0.2,0.03095686,0.02898111194372177,0.8341595828533173,2840,-2.4737113793132206,0.2554833984375
