time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/n_updates,train/loss,train/value_loss,train/learning_rate,train/approx_kl,train/entropy_loss,train/explained_variance
28278,140,1181.5823,406.0,17203200,608,-0.0027713940231039185,0.28272135416666666,0.2,6990,-0.01519366167485714,0.03539762368908138,0.0002,0.103637524,-1.0339314660181602,0.8604848235845566
28496,141,1183.5248,407.46666666666664,17326080,607,-0.0029241267178622367,0.27676595052083336,0.2,7000,0.010662287473678589,0.02750228301322598,0.0002,0.10477114,-1.0374250445173432,0.8644472360610962
28701,142,875.78125,350.46666666666664,17448960,607,-0.0030051453145946046,0.28140380859375,0.2,7010,0.06476911157369614,0.04839560414432072,0.0002,0.11090067,-1.0316989849880338,0.8479264378547668
28903,143,1168.5212,370.2,17571840,607,-0.0025880270723519063,0.28147054036458335,0.2,7020,-0.018806863576173782,0.03573120026203772,0.0002,0.10888762,-1.0441050011695674,0.8633070141077042
29105,144,1159.3977,450.0,17694720,607,-0.003162965205795748,0.27857421875,0.2,7030,0.00662048626691103,0.03460193104680684,0.0002,0.11136571,-1.0453157790998617,0.8520312607288361
29307,145,1065.2618,398.4,17817600,607,-0.0023198151098070717,0.27118001302083333,0.2,7040,-0.014901143498718739,0.03397211813333191,0.0002,0.10181953,-1.0760147623966139,0.841438427567482
29510,146,1030.1031,361.53333333333336,17940480,607,-0.0031697803083261533,0.2689615885416667,0.2,7050,-0.012053564190864563,0.02102820723409195,0.0002,0.102964655,-1.0491439817100763,0.8857917487621307
29716,147,1089.3383,396.26666666666665,18063360,607,-0.0025872172142635463,0.2719368489583333,0.2,7060,-0.023177895694971085,0.03916272295288839,0.0002,0.101593934,-1.0505558892029028,0.8189569562673569
29919,148,938.63116,358.4,18186240,607,-0.002879882254919721,0.2672574869791667,0.2,7070,0.012666800990700722,0.031840529225524584,0.0002,0.10365491,-1.0458531301499654,0.8513910472393036
30122,149,1192.3284,450.0,18309120,607,-0.002338844389502507,0.26433675130208334,0.2,7080,-0.03738194704055786,0.03675496321012512,0.0002,0.0957198,-1.039501727639387,0.8532815277576447
30325,150,882.27106,346.6666666666667,18432000,607,-0.0028029377270468105,0.25819742838541665,0.2,7090,-0.003017890267074108,0.028287185997245768,0.0002,0.096535236,-1.0570570872630924,0.9020189195871353
30530,151,1109.7784,418.93333333333334,18554880,607,-0.0013109234955269737,0.2635652669270833,0.2,7100,-0.020456384867429733,0.1179087441971266,0.0002,0.104636684,-1.0800513558120777,0.4008704423904419
30743,152,1138.0796,388.0,18677760,607,-0.0026930030963315706,0.26369140625,0.2,7110,0.013485075905919075,0.04283031125254486,0.0002,0.10074032,-1.0487711911989996,0.830476313829422
30949,153,950.97656,376.8,18800640,607,-0.0019640040410824136,0.259853515625,0.2,7120,0.013548608869314194,0.026369277694059293,0.0002,0.09925112,-1.0546486179934194,0.8185073882341385
31152,154,836.7429,386.1333333333333,18923520,607,0.0001654795353109269,0.25628499348958333,0.2,7130,-0.02378951385617256,0.02929593209766305,0.0002,0.09736123,-1.0899968737456946,0.8612187653779984
31369,155,946.6522,348.8666666666667,19046400,607,-0.002818189339682249,0.25524495442708334,0.2,7140,-0.01157357543706894,0.02892966653375273,0.0002,0.09841634,-1.0780132115725427,0.8724037408828735
31572,156,818.87604,306.6,19169280,607,-0.0026206477489783236,0.25353515625,0.2,7150,-0.011130201630294323,0.035622065899685064,0.0002,0.10374142,-1.060415072059259,0.8795389607548714
31780,157,1114.9276,404.06666666666666,19292160,607,-0.002298821123608832,0.245908203125,0.2,7160,-0.013635269366204739,0.030163695477725697,0.0002,0.090632945,-1.0638259379658848,0.8726529330015182
31987,158,1081.0176,410.3333333333333,19415040,606,-0.002731775636095032,0.2546875,0.2,7170,0.005557125899940729,0.02957703212425713,0.0002,0.10350225,-1.0625752881138275,0.8920985087752342
32191,159,982.1479,402.26666666666665,19537920,606,-0.0025656881930202265,0.25762288411458334,0.2,7180,-0.02025606296956539,0.03342067914883349,0.0002,0.096446395,-1.0290928843710572,0.787605956196785
32396,160,998.9874,424.46666666666664,19660800,606,-0.0034034573534245283,0.25197916666666664,0.2,7190,0.003321707248687744,0.028504867495581343,0.0002,0.099759065,-1.034665324408561,0.8561758548021317
32602,161,1116.6145,445.3333333333333,19783680,606,-0.0012793342104949563,0.24607340494791666,0.2,7200,-0.007557447999715805,0.03144214657371549,0.0002,0.0981146,-1.0293236288428307,0.8627919256687164
32808,162,1105.8999,411.8666666666667,19906560,606,-0.0017184526765170933,0.25088623046875,0.2,7210,-0.02384103089570999,0.0316512492301293,0.0002,0.0972174,-1.0374575746773431,0.7935635596513748
33014,163,1116.3593,410.93333333333334,20029440,606,-0.0022930351991067256,0.24442626953125,0.2,7220,-0.005395570769906044,0.029166989169680163,0.0002,0.09429625,-1.0330128212831915,0.8479356020689011
33220,164,681.6513,327.0,20152320,606,-0.0013969357758969636,0.23752848307291666,0.2,7230,-0.027347713708877563,0.037043996359380646,0.0002,0.09729544,-1.0526465488473575,0.8717146068811417
33425,165,922.3641,397.6,20275200,606,-0.0015705350888705046,0.23889892578125,0.2,7240,-0.017818400636315346,0.0450595174049901,0.0002,0.099384055,-1.0550121370702983,0.8230650424957275
33631,166,1057.0515,364.53333333333336,20398080,606,-0.0024816479947276093,0.24789957682291666,0.2,7250,0.09166282415390015,0.03223922729321051,0.0002,0.10176973,-1.0272434660978615,0.8313947319984436
33837,167,1163.5262,425.26666666666665,20520960,606,-0.0007555318167881827,0.24081217447916667,0.2,7260,-0.01124473288655281,0.034222410466854855,0.0002,0.09218604,-1.0363390108725676,0.8639451265335083
34052,168,898.0177,403.4,20643840,606,-0.0009802572451796247,0.24222412109375,0.2,7270,0.016868993639945984,0.026872537104158406,0.0002,0.096726544,-1.0310589192342012,0.8757929429411888
34257,169,975.1094,333.1333333333333,20766720,606,-0.0023377216004162923,0.2338623046875,0.2,7280,-0.01782231032848358,0.03761411457429934,0.0002,0.09323607,-1.0631081934273243,0.845896303653717
34464,170,998.1445,378.8,20889600,606,-0.0031325399199113235,0.24626871744791667,0.2,7290,-0.00347139872610569,0.035679473131632826,0.0002,0.09929034,-1.031960500286271,0.8775626868009567
34668,171,1128.5359,400.4,21012480,606,-0.0013969449743429627,0.23790120442708335,0.2,7300,0.016973817721009254,0.03086162731761533,0.0002,0.09556014,-1.040047932639718,0.8589995056390762
34875,172,980.7515,419.0,21135360,606,-0.003213856314782788,0.23892171223958333,0.2,7310,-0.007837016135454178,0.028778100616294752,0.0002,0.09475582,-1.051813225929315,0.8866681307554245
35091,173,1071.9646,387.73333333333335,21258240,605,-0.0017425829441678313,0.23892171223958333,0.2,7320,-0.01202291902154684,0.13362021997542645,0.0002,0.09370541,-1.0354815295462807,0.7676960378885269
35297,174,1042.0504,400.8666666666667,21381120,605,-0.0029224940791391417,0.23664225260416666,0.2,7330,-0.017508024349808693,0.028931815530531063,0.0002,0.09537164,-1.0292882445640863,0.857207179069519
35503,175,619.5787,285.1333333333333,21504000,605,-0.001671446081703228,0.2422509765625,0.2,7340,-0.012229183688759804,0.03947933637731997,0.0002,0.09614298,-1.0036853925418108,0.8457181602716446
35708,176,1053.4594,372.6,21626880,605,-0.001998688801888117,0.23279378255208333,0.2,7350,0.002795279724523425,0.03311123483264206,0.0002,0.08954861,-1.0029410929015528,0.9045920968055725
35920,177,947.46857,388.3333333333333,21749760,605,-0.0026953907024562795,0.23598388671875,0.2,7360,0.007517969235777855,0.026907100689832836,0.0002,0.09608078,-1.0088472215024133,0.8916186094284058
36126,178,877.6954,359.93333333333334,21872640,605,-0.002736105753060656,0.23411946614583334,0.2,7370,-0.01672235317528248,0.03650711261684137,0.0002,0.091345504,-1.0116008394180487,0.8342818170785904
36331,179,997.9076,418.0,21995520,605,-0.002421535495968783,0.23278238932291667,0.2,7380,0.05075457692146301,0.0323197040488238,0.0002,0.11671344,-1.000498855781431,0.8258889764547348
36538,180,1024.3599,392.06666666666666,22118400,605,-0.0030090591797822222,0.23342122395833334,0.2,7390,0.00644675362855196,0.033371259597901146,0.0002,0.091563985,-1.0129822256788612,0.840830847620964
36744,181,1027.9274,417.53333333333336,22241280,605,-0.002360093399932642,0.22541178385416666,0.2,7400,-0.006912468932569027,0.02275258772762527,0.0002,0.09059826,-0.9965459581588706,0.8889647871255875
36950,182,1177.2006,439.26666666666665,22364160,605,-0.002522646446065361,0.23364827473958333,0.2,7410,0.10756373405456543,0.0593569929775731,0.0002,0.094977885,-0.9774777522403747,0.7414481043815613
37155,183,868.30084,313.4,22487040,605,-0.0023101725610316258,0.23137858072916667,0.2,7420,0.02749514766037464,0.030976695189298575,0.0002,0.09205577,-0.9962507814075798,0.8335025012493134
37359,184,913.2656,403.8,22609920,605,-0.001333419520018045,0.21734537760416667,0.2,7430,0.00897846557199955,0.036505028242358246,0.0002,0.09498878,-1.0159853365582725,0.8302520513534546
37564,185,1012.95734,420.93333333333334,22732800,605,-0.0022636369607873046,0.2152099609375,0.2,7440,-0.02023613452911377,0.024306358611321077,0.0002,0.080890514,-1.0056020171691975,0.8800389692187309
37768,186,999.70074,405.0,22855680,605,-0.0020787067582917493,0.21874348958333334,0.2,7450,-0.033585380762815475,0.03264749323603837,0.0002,0.084754944,-0.9856437622259061,0.8793849423527718
37973,187,836.39825,361.53333333333336,22978560,605,-0.002796925529581434,0.22248291015625,0.2,7460,0.016765914857387543,0.032630224408165605,0.0002,0.08753537,-0.9789976091496646,0.8699448555707932
38177,188,911.9353,427.53333333333336,23101440,605,-0.0023280360464529317,0.21227783203125,0.2,7470,-0.01863870769739151,0.021404558374443165,0.0002,0.08076108,-0.9917779547162354,0.8946465700864792
38394,189,941.3799,393.53333333333336,23224320,604,-0.0017915680686413301,0.21980061848958332,0.2,7480,0.015865029767155647,0.03137505285965138,0.0002,0.09013294,-0.9828495819214731,0.8616260439157486
38619,190,897.3773,424.8666666666667,23347200,604,-0.00014665473063814715,0.22501627604166666,0.2,7490,-0.02344157174229622,0.03188240528519069,0.0002,0.08901361,-0.9709084052313119,0.8456040769815445
38825,191,889.6484,408.93333333333334,23470080,604,-0.0013527121990591696,0.20627604166666666,0.2,7500,-0.004551556892693043,0.02704328884023577,0.0002,0.08136753,-0.9705825529775272,0.8712334632873535
39031,192,716.5202,324.8,23592960,604,-0.0029970664861684784,0.20764404296875,0.2,7510,0.015756217762827873,0.020536005125283245,0.0002,0.07949516,-0.973232400227959,0.875636599957943
39236,193,812.3778,356.1333333333333,23715840,604,-0.003615563470948473,0.22261637369791668,0.2,7520,0.007001019082963467,0.03368945683492711,0.0002,0.094431415,-0.9310009606493016,0.8594627678394318
39441,194,883.7547,397.1333333333333,23838720,604,-0.003783669225963422,0.21814615885416666,0.2,7530,-0.020015988498926163,0.03263272900654139,0.0002,0.08771737,-0.9396378925753136,0.9034239649772644
39647,195,764.5401,360.26666666666665,23961600,604,-0.00180652403685599,0.21306477864583334,0.2,7540,0.015148268081247807,0.0404703986776273,0.0002,0.08132456,-0.9514036939976116,0.8279552608728409
39853,196,833.44525,374.6666666666667,24084480,604,-0.0020198348083855914,0.21059733072916667,0.2,7550,-0.0005862051621079445,0.03599661108547517,0.0002,0.08439142,-0.9587988426132749,0.8559940308332443
40058,197,922.17737,399.6666666666667,24207360,604,-0.0017739998762620719,0.21249593098958333,0.2,7560,0.001348225399851799,0.02611268129412641,0.0002,0.081770964,-0.9646590898403277,0.8556621819734573
40265,198,662.29956,304.3333333333333,24330240,604,-0.002510106176297692,0.21300211588541668,0.2,7570,0.08612421154975891,0.019045244079619578,0.0002,0.087990254,-0.9760634222812951,0.8710414320230484
40470,199,762.1638,384.3333333333333,24453120,604,-0.0005924029165756414,0.20806803385416667,0.2,7580,0.011617886833846569,0.045711184017974346,0.0002,0.084138975,-0.9652877037785947,0.794019490480423
40676,200,1001.83435,450.0,24576000,604,-0.0020816141567623465,0.20283365885416665,0.2,7590,-0.01422463171184063,0.029380022721575565,0.0002,0.07797753,-0.9867666775391748,0.8587942868471146
40882,201,790.98346,389.73333333333335,24698880,604,-0.0021401747854300386,0.21181233723958334,0.2,7600,0.04355500638484955,0.029360813354804425,0.0002,0.08521063,-0.9654481618199497,0.8747029304504395
41088,202,862.9172,374.2,24821760,604,0.003985761046995624,0.195537109375,0.2,7610,-0.017319418489933014,0.04806342127078324,0.0002,0.07614554,-1.0029181188376,0.7514016330242157
41293,203,814.9735,420.53333333333336,24944640,604,-0.0018811061201692307,0.20216715494791668,0.2,7620,-5.834735929965973e-05,0.040194576818369875,0.0002,0.082980596,-1.0045300284090142,0.8704216927289963
41498,204,851.3771,390.8666666666667,25067520,604,-0.002550873252128743,0.20861979166666667,0.2,7630,-0.004822446033358574,0.025375194373899224,0.0002,0.08616986,-0.9866175645589829,0.8529202938079834
41705,205,1011.2578,402.1333333333333,25190400,604,-0.0003869165121053205,0.20090087890625,0.2,7640,-0.026955073699355125,0.02162274508398165,0.0002,0.07761703,-0.9740545412525534,0.8562231659889221
41912,206,870.3486,401.3333333333333,25313280,603,-0.0008449516403197777,0.21403401692708332,0.2,7650,0.008275818079710007,0.02708027427423455,0.0002,0.08618696,-0.9549845901255807,0.8636184632778168
42118,207,816.9339,384.4,25436160,603,-0.0016420357127299211,0.20580810546875,0.2,7660,-0.017315208911895752,0.03323499485867463,0.0002,0.09415892,-0.9538551216044774,0.8122248351573944
42326,208,798.6619,366.0,25559040,603,-0.0018951142753455012,0.20998291015625,0.2,7670,0.002247133059427142,0.026157318581007304,0.0002,0.09138484,-0.9367549272502462,0.826136976480484
42535,209,878.1651,401.6,25681920,603,-0.001995016417931765,0.20845052083333335,0.2,7680,-0.01620631106197834,0.02817334354386579,0.0002,0.08923999,-0.9058119406892607,0.8754091039299965
42742,210,875.4064,438.8666666666667,25804800,603,-0.0019837456755552314,0.20140869140625,0.2,7690,0.0037669879384338856,0.02132084762081452,0.0002,0.0847347,-0.9231784766664107,0.8408221900463104
42951,211,896.04565,402.46666666666664,25927680,603,-0.0016964309386942962,0.2027880859375,0.2,7700,-0.02626928500831127,0.03739665564818779,0.0002,0.08295846,-0.9131733019370586,0.7589560300111771
43159,212,828.86615,408.8,26050560,603,-0.0012905925895817442,0.20578531901041666,0.2,7710,-0.021512048318982124,0.019107742807178738,0.0002,0.078263834,-0.8906617483558754,0.7896666377782822
43380,213,1024.4254,435.0,26173440,603,-0.0028404648539071785,0.20902099609375,0.2,7720,-0.02385987713932991,0.016401215143829403,0.0002,0.084059015,-0.8682126704510301,0.8272098898887634
43586,214,812.2161,362.73333333333335,26296320,603,-0.0017274951381477876,0.20668294270833334,0.2,7730,0.09629195928573608,0.022637284106354325,0.0002,0.07771767,-0.8587803945038468,0.8266686797142029
43794,215,972.28735,392.2,26419200,603,-0.0015046883369071414,0.19990152994791666,0.2,7740,0.012434156611561775,0.020068078005488512,0.0002,0.080998756,-0.86343974606134,0.8384591490030289
44000,216,972.3428,400.2,26542080,603,-0.0018646914528547616,0.20744222005208332,0.2,7750,-0.014310669153928757,0.02780415445547533,0.0002,0.08667136,-0.8568268410116434,0.8706789165735245
44207,217,801.4129,399.06666666666666,26664960,603,-0.0016677064583457953,0.20815348307291667,0.2,7760,0.022538937628269196,0.015905142375843298,0.0002,0.08205536,-0.8545210967337091,0.8588643670082092
44414,218,809.6571,380.1333333333333,26787840,603,-0.002544563022188413,0.21058919270833334,0.2,7770,0.017488740384578705,0.025072174314648237,0.0002,0.083203234,-0.8447446506967147,0.8868594393134117
44644,219,899.7807,407.26666666666665,26910720,602,-0.002268878076480784,0.20436360677083334,0.2,7780,-0.01968855783343315,0.030298417802037722,0.0002,0.07927949,-0.8297736702983578,0.8727641254663467
44877,220,768.87427,335.53333333333336,27033600,602,-0.0018609906429022278,0.20047119140625,0.2,7790,0.061951663345098495,0.022447214305583052,0.0002,0.0740869,-0.8087702333244184,0.8944142460823059
45083,221,967.912,391.73333333333335,27156480,602,0.0008106612117232241,0.2049169921875,0.2,7800,0.007699745707213879,0.037638040643957614,0.0002,0.08160181,-0.7991371585490803,0.8408070206642151
45302,222,766.7562,338.53333333333336,27279360,602,-0.002397253634499066,0.20492431640625,0.2,7810,-0.018271366134285927,0.026338281114504224,0.0002,0.08642237,-0.8055984682807078,0.890611320734024
45521,223,930.0798,386.46666666666664,27402240,601,-0.0025135141115454947,0.19959228515625,0.2,7820,0.02738337218761444,0.020821182244238418,0.0002,0.07922659,-0.8030517840602746,0.8795191645622253
45729,224,730.3578,372.06666666666666,27525120,601,-0.002021189782481088,0.20389811197916666,0.2,7830,0.009509693831205368,0.02556561267712785,0.0002,0.08231486,-0.8051361632191887,0.8747752606868744
45935,225,891.42914,430.6,27648000,601,-0.0017499953119325558,0.19641357421875,0.2,7840,0.006429302506148815,0.023786375888691966,0.0002,0.08597892,-0.8081807570407787,0.8920387402176857
46142,226,911.7575,430.1333333333333,27770880,601,-0.0032689023044607285,0.20068684895833333,0.2,7850,-0.03067682310938835,0.026378760063243096,0.0002,0.080095895,-0.800353867628922,0.8720230907201767
46349,227,891.5837,368.0,27893760,601,-0.001591746968682249,0.19570393880208334,0.2,7860,-0.004605608060956001,0.025631426122035162,0.0002,0.08072637,-0.7972665058324734,0.839351013302803
46559,228,824.75256,364.46666666666664,28016640,601,-0.0024207870103176293,0.2014404296875,0.2,7870,0.0027921414002776146,0.02558476057409507,0.0002,0.07959941,-0.7997615811632325,0.8670481145381927
46767,229,836.7808,346.1333333333333,28139520,601,-0.0013313323049472577,0.20125895182291667,0.2,7880,0.0014660137239843607,0.022722396088286512,0.0002,0.08041441,-0.7929192135296762,0.8672016113996506
46975,230,875.25,392.0,28262400,601,-0.001064294966236048,0.20917399088541666,0.2,7890,-0.003184972330927849,0.027695286540199125,0.0002,0.08354767,-0.789928511288017,0.8895049318671227
47184,231,880.4931,405.6666666666667,28385280,601,-0.0015043860730944896,0.20683675130208334,0.2,7900,-0.019361650571227074,0.01610978381454004,0.0002,0.07991896,-0.7783446306999152,0.8613342344760895
47392,232,910.6162,409.06666666666666,28508160,601,-0.0012803186209036236,0.19740397135416668,0.2,7910,-0.014731957577168941,0.026315288069200353,0.0002,0.07405956,-0.7784965502067158,0.8648711293935776
47601,233,842.9041,385.8666666666667,28631040,601,-0.0010828154510848739,0.19953450520833332,0.2,7920,-0.02951434999704361,0.019437388907633326,0.0002,0.08129587,-0.7784004783382018,0.8312314301729202
47809,234,893.7636,424.06666666666666,28753920,601,-0.0007995825371638906,0.19998209635416667,0.2,7930,-0.005250273272395134,0.03266796772755773,0.0002,0.080005854,-0.7716696521205206,0.8361414819955826
48019,235,882.0177,374.8666666666667,28876800,601,-0.0008850815705545756,0.19974446614583333,0.2,7940,-0.019158504903316498,0.023639807598821488,0.0002,0.075538605,-0.7705206874137124,0.8903830349445343
48227,236,953.15295,406.6666666666667,28999680,601,-0.001627138553228633,0.19588297526041668,0.2,7950,-0.013804618269205093,0.0310387670710179,0.0002,0.07692674,-0.764363215699171,0.841952458024025
48434,237,791.5092,395.53333333333336,29122560,601,-0.0004602860237779775,0.20140055338541665,0.2,7960,0.0037691069301217794,0.052394414313414475,0.0002,0.07509149,-0.7575213933984438,0.6627869606018066
48643,238,845.7569,399.26666666666665,29245440,601,-0.0012896904681717085,0.18957600911458333,0.2,7970,-0.019357403740286827,0.025438721341110977,0.0002,0.07249024,-0.7525677488278597,0.8673948347568512
48855,239,831.3205,378.2,29368320,601,-0.0012124487695473363,0.19265299479166667,0.2,7980,0.0026077385991811752,0.031969984130553256,0.0002,0.078940935,-0.7421199872034291,0.8445926308631897
49063,240,960.7594,450.0,29491200,601,-0.0010290578462687943,0.19882975260416666,0.2,7990,-0.013763995841145515,0.0344209745105483,0.0002,0.08181184,-0.7326299413324644,0.8092461079359055
49277,241,837.8787,421.46666666666664,29614080,600,-0.001036624090403772,0.197548828125,0.2,8000,-0.012968025170266628,0.07273616605698029,0.0002,0.07718678,-0.717270134727781,0.5969065129756927
49507,242,984.3088,406.6666666666667,29736960,600,-7.487832705010078e-05,0.19240315755208334,0.2,8010,0.02309439890086651,0.022599820269922855,0.0002,0.07120501,-0.6891759584440539,0.7794331461191177
49726,243,970.16144,357.1333333333333,29859840,600,-0.0009667815283925544,0.19451416015625,0.2,8020,-0.017143025994300842,0.028690688653708395,0.0002,0.07890793,-0.6710992099732781,0.8240450173616409
49933,244,896.2801,424.4,29982720,600,-0.0013046432142573394,0.20211995442708333,0.2,8030,-0.005495832767337561,0.03781966367721225,0.0002,0.0866113,-0.6769958154065534,0.8525704741477966
50143,245,953.875,413.26666666666665,30105600,600,-0.0004349407887017757,0.19710774739583334,0.2,8040,0.06340151280164719,0.021736715302292094,0.0002,0.08009494,-0.6664067877611767,0.8675132393836975
50349,246,807.8451,379.1333333333333,30228480,600,-0.002642957262252518,0.19816813151041668,0.2,8050,0.06203385442495346,0.022180130820905787,0.0002,0.08568703,-0.6463381487115597,0.8705539405345917
50556,247,906.435,413.2,30351360,600,-0.002406835373579573,0.193642578125,0.2,8060,-0.007276446092873812,0.026430948162832615,0.0002,0.07408814,-0.644547174909773,0.8734651803970337
50764,248,788.57996,424.2,30474240,600,-0.0015362267146808032,0.19681233723958333,0.2,8070,0.020638497546315193,0.022224290814380085,0.0002,0.07790494,-0.6392443449422717,0.8800214156508446
50970,249,759.58795,407.8,30597120,600,-0.0016234413154279537,0.19694742838541668,0.2,8080,-0.025799257680773735,0.0302848421997237,0.0002,0.08008918,-0.6429688812854389,0.8368730843067169
51182,250,941.0928,400.4,30720000,600,-0.0022904309225699154,0.19321370442708333,0.2,8090,-0.010613706894218922,0.02539066199987057,0.0002,0.07276844,-0.640695589586782,0.8217352032661438
51389,251,917.4509,424.0,30842880,600,-0.0018335831557427203,0.20274576822916668,0.2,8100,0.022658534348011017,0.03797434338512668,0.0002,0.07746239,-0.6656754398345948,0.7437400221824646
51611,252,686.8203,329.8666666666667,30965760,599,-0.002047239032314489,0.18961751302083332,0.2,8110,0.03835173696279526,0.030355147304232256,0.0002,0.07179891,-0.6470067882987981,0.8540644496679306
51818,253,996.3824,420.8666666666667,31088640,599,-0.0020578970930137074,0.19412923177083333,0.2,8120,-0.02162405103445053,0.030319437818031172,0.0002,0.084755674,-0.6343874935200438,0.8686355948448181
52026,254,849.73517,416.26666666666665,31211520,599,-0.001464857781553898,0.19224202473958332,0.2,8130,-0.021371737122535706,0.030178791361463862,0.0002,0.07425744,-0.6306136441028988,0.8763842359185219
52233,255,843.1854,391.1333333333333,31334400,599,-0.0017588056223727714,0.19324869791666666,0.2,8140,-0.012155205942690372,0.029948032615279393,0.0002,0.07299285,-0.6241423730707417,0.8864631876349449
52442,256,797.3535,427.93333333333334,31457280,599,-0.0023378160749234667,0.18592203776041666,0.2,8150,0.006517310626804829,0.017046212605400037,0.0002,0.07172868,-0.605111139107806,0.805108442902565
52659,257,804.0808,388.8666666666667,31580160,599,-0.001132737184436034,0.17671956380208334,0.2,8160,-0.02481895685195923,0.0251931225097375,0.0002,0.07019521,-0.595431591354621,0.7798431813716888
52866,258,900.72375,389.8666666666667,31703040,599,-0.0023830678219928813,0.1905908203125,0.2,8170,-0.024665581062436104,0.024565349936824153,0.0002,0.07054559,-0.6039149463362992,0.8327600210905075
53075,259,976.50165,446.6,31825920,599,-0.0020997979562298497,0.18455159505208332,0.2,8180,0.019918391481041908,0.031754186786021134,0.0002,0.073793106,-0.5971476910294344,0.8287257552146912
53283,260,939.0906,390.0,31948800,599,-0.0019855628545565195,0.19715087890625,0.2,8190,-0.006375323515385389,0.03716734876545635,0.0002,0.07763124,-0.5904021436007073,0.8294743597507477
53492,261,1022.23755,432.4,32071680,599,-0.002161317004377755,0.19258056640625,0.2,8200,-0.033496588468551636,0.029752969029811234,0.0002,0.076767035,-0.6025004322764774,0.8460008203983307
53699,262,835.49585,403.8666666666667,32194560,599,-0.001887133150551866,0.19378092447916667,0.2,8210,-0.0022535505704581738,0.030120878312211895,0.0002,0.073863365,-0.6149799585094055,0.8457149267196655
53911,263,1030.7974,448.26666666666665,32317440,599,-0.0022469848339884873,0.1890283203125,0.2,8220,-0.025454791262745857,0.01771386321907073,0.0002,0.076211244,-0.6188134045464297,0.881100594997406
54119,264,774.80884,328.3333333333333,32440320,599,-0.0031208569690594837,0.20118245442708332,0.2,8230,-0.02821268141269684,0.04191387218209911,0.0002,0.07581275,-0.6154301074380055,0.8432789295911789
54327,265,848.5823,432.0,32563200,599,-0.0028819176442827182,0.19605224609375,0.2,8240,-0.016135962679982185,0.03561002571662887,0.0002,0.07990036,-0.6039658785533781,0.8758184388279915
54533,266,1023.0498,389.46666666666664,32686080,599,-0.0011706877378370943,0.18944905598958334,0.2,8250,0.00017528655007481575,0.03032902998721473,0.0002,0.07367348,-0.595658829662328,0.7953080087900162
54745,267,759.99384,428.6,32808960,599,-0.0028470436052566582,0.19718180338541666,0.2,8260,0.019703935831785202,0.025340311244770344,0.0002,0.07447315,-0.6122129512454073,0.8516837954521179
54971,268,837.06195,381.8666666666667,32931840,599,-0.002068787315197369,0.18415852864583335,0.2,8270,4.094172954559326,0.08530873897581955,0.0002,0.0754392,-0.6114882497194534,0.6742998361587524
55178,269,627.33777,370.3333333333333,33054720,599,-0.003024710419765597,0.1876123046875,0.2,8280,-0.010423020459711552,0.025853894889438227,0.0002,0.072642826,-0.6159977786258484,0.8479008674621582
55399,270,809.515,385.8,33177600,598,-0.002682799091818803,0.18832112630208334,0.2,8290,-0.024944869801402092,0.0296635983849895,0.0002,0.07886627,-0.6182505286640178,0.8071699738502502
55641,271,957.30835,391.73333333333335,33300480,598,-0.003270447953044216,0.19011311848958334,0.2,8300,0.020999059081077576,0.02176073324532808,0.0002,0.077613324,-0.623860076541702,0.8783610612154007
55851,272,785.1613,367.0,33423360,598,-0.004037337045577564,0.18684895833333334,0.2,8310,-0.02075498178601265,0.016666417639191876,0.0002,0.07700439,-0.6282715920048455,0.8548789620399475
56058,273,1003.7229,423.73333333333335,33546240,598,-0.0034918959229859564,0.18976155598958333,0.2,8320,0.018186770379543304,0.02393619582566468,0.0002,0.07696983,-0.6307518751422564,0.8932385519146919
56267,274,878.6795,376.8,33669120,598,-0.003168504842878974,0.19086344401041666,0.2,8330,-0.019331006333231926,0.03280986404606741,0.0002,0.07649969,-0.621623238256822,0.8273703306913376
56501,275,1029.1726,450.0,33792000,598,-0.003342094273272475,0.19128011067708334,0.2,8340,0.037367552518844604,0.02613371039137443,0.0002,0.072685,-0.6161338370510687,0.8780650421977043
56711,276,827.66113,425.93333333333334,33914880,598,-0.0024000049166109723,0.18646158854166667,0.2,8350,0.0006163673242554069,0.022528540140720945,0.0002,0.07287617,-0.6182665591966361,0.8542209416627884
56920,277,904.95087,389.0,34037760,597,-0.002804800700573651,0.18990315755208334,0.2,8360,0.14593446254730225,0.024870087453626108,0.0002,0.078874394,-0.6283944742350529,0.8843964785337448
57142,278,915.5797,421.06666666666666,34160640,597,-0.0017705516225441898,0.1818310546875,0.2,8370,0.013771718367934227,0.029874281015092947,0.0002,0.06778895,-0.6338856612782304,0.8787913918495178
57351,279,983.2508,426.4,34283520,597,-0.0014466998090119888,0.18628662109375,0.2,8380,-0.0009102908661589026,0.02112823185054822,0.0002,0.070653066,-0.6315541713979717,0.8554531633853912
57559,280,917.2856,392.1333333333333,34406400,597,-0.002365901986498405,0.1836669921875,0.2,8390,-0.0011453937040641904,0.015666215118494052,0.0002,0.06783453,-0.6168915646181752,0.8363893926143646
57768,281,949.9026,424.8666666666667,34529280,597,-0.002448704728424976,0.1865478515625,0.2,8400,-0.0059468443505465984,0.03248273210651557,0.0002,0.06946192,-0.6340300736296922,0.8306259512901306
