time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/loss,train/policy_gradient_loss,train/n_updates,train/explained_variance
601,423.53333333333336,1773.7556,141,17326080,28792,0.09700030636600179,0.0002,-0.7435282921449592,0.2,0.08217813,0.2338037109375,0.027461647987365723,-0.0052893938950001025,10670,0.8600135296583176
601,370.06666666666666,1540.6779,142,17448960,29008,0.10045752985048845,0.0002,-0.73477388796707,0.2,0.085910544,0.23486490885416667,-0.03577297925949097,-0.0038282670359270315,10680,0.8452336639165878
601,394.2,1609.8928,143,17571840,29220,0.8496635289026017,0.0002,-0.7398574522556737,0.2,0.08463944,0.23445556640625,0.0641212984919548,-0.0031998054426003366,10690,-0.004846453666687012
601,402.46666666666664,1652.7129,144,17694720,29426,0.0852488307666014,0.0002,-0.7411564717472842,0.2,0.09146878,0.23648681640625,0.03370041772723198,-0.004511336222931277,10700,0.8389364182949066
601,400.06666666666666,1567.6598,145,17817600,29632,0.08944179434688218,0.0002,-0.7382092485530302,0.2,0.08536827,0.23320393880208334,0.00624319352209568,-0.004813734836285827,10710,0.8470811992883682
601,398.2,1660.0455,146,17940480,29838,0.08274952362771729,0.0002,-0.7454895013182734,0.2,0.09394104,0.23899251302083332,0.04878445714712143,-0.0055214318111090205,10720,0.8741376101970673
601,400.1333333333333,1687.1244,147,18063360,30043,0.09158882072884202,0.0002,-0.7336931378766894,0.2,0.09157382,0.23455485026041667,0.043099578469991684,-0.005627646507030779,10730,0.8825606480240822
601,382.4,1560.0614,148,18186240,30246,0.12992143394544353,0.0002,-0.73328304630549,0.2,0.08573385,0.23830403645833334,0.0057279206812381744,-0.004055513052874934,10740,0.7047588527202606
601,367.8,1548.3059,149,18309120,30453,0.08701548624114366,0.0002,-0.7404041268738607,0.2,0.081180915,0.23436279296875,0.06648924946784973,-0.004734725328798959,10750,0.8759311884641647
601,364.46666666666664,1546.0957,150,18432000,30655,7.645178705261642,0.0002,-0.7447091346901531,0.2,0.08748873,0.23814290364583332,0.022862926125526428,-0.0034172508126296937,10760,-0.872819185256958
600,387.8666666666667,1598.6941,151,18554880,30886,0.15730181340753915,0.0002,-0.7349984082005298,0.2,0.092806354,0.24001546223958334,0.00019477680325508118,-0.003883250191302068,10770,0.6657370924949646
600,390.6,1570.453,152,18677760,31092,0.1184914400500808,0.0002,-0.7488156225439161,0.2,0.087834455,0.23740152994791666,0.006774855777621269,-0.00437842270241769,10780,0.8590289056301117
600,385.1333333333333,1616.8054,153,18800640,31299,0.09538444776640972,0.0002,-0.7521898096427322,0.2,0.08584045,0.235107421875,-0.03929024189710617,-0.004747940416133739,10790,0.8906359300017357
600,358.06666666666666,1431.3054,154,18923520,31503,0.09850515159661882,0.0002,-0.7549325475950415,0.2,0.08618066,0.23617594401041667,0.06801970303058624,-0.004667849977134514,10800,0.8898875564336777
600,349.46666666666664,1411.1488,155,19046400,31707,0.10023190107827153,0.0002,-0.7469992862393459,0.2,0.08622345,0.23592692057291667,0.06443896889686584,-0.00400397347945424,10810,0.9019845798611641
600,416.93333333333334,1708.5957,156,19169280,31910,13.349957889211947,0.0002,-0.7440226002270356,0.2,0.09328823,0.23767903645833333,-0.024417951703071594,-0.003236678475705048,10820,0.36585885286331177
600,391.8666666666667,1664.3538,157,19292160,32113,0.10791138858330669,0.0002,-0.7567283431130151,0.2,0.08849402,0.23675455729166667,0.014348775148391724,-0.005152873619035745,10830,0.8649326860904694
600,394.6666666666667,1663.5171,158,19415040,32315,0.09599289529578528,0.0002,-0.7508931106204788,0.2,0.08545293,0.23667887369791665,-0.015132347121834755,-0.004963419279338268,10840,0.8913198783993721
600,424.3333333333333,1768.2206,159,19537920,32520,0.12380323882340842,0.0002,-0.7467529934411868,0.2,0.08940147,0.23689290364583335,0.046763431280851364,-0.0037907876444872577,10850,0.8608285486698151
600,342.2,1419.5201,160,19660800,32726,0.09985232048197455,0.0002,-0.7562934629650165,0.2,0.08207932,0.23618408203125,-0.00045125000178813934,-0.004647395505674771,10860,0.8713572919368744
600,373.3333333333333,1561.4054,161,19783680,32931,0.5240042700226089,0.0002,-0.7559673345570143,0.2,0.09401508,0.23979736328125,0.015082847326993942,-0.004125391410331455,10870,0.2735944390296936
600,393.06666666666666,1652.1686,162,19906560,33134,0.10186067305170582,0.0002,-0.7635176611195008,0.2,0.089488015,0.23719563802083332,0.004259591922163963,-0.005338870220545383,10880,0.8786746263504028
600,413.46666666666664,1682.1364,163,20029440,33338,0.0997195096774279,0.0002,-0.763831377622361,0.2,0.08288443,0.232275390625,0.03638409078121185,-0.004963070840567525,10890,0.8799188509583473
600,373.93333333333334,1520.2361,164,20152320,33543,0.10115343415636743,0.0002,-0.7675668232205013,0.2,0.08259919,0.23532633463541666,0.01519575621932745,-0.005090911061064011,10900,0.8632214516401291
600,356.2,1505.9866,165,20275200,33747,0.10403360120544676,0.0002,-0.7613296422548592,0.2,0.078702025,0.232607421875,0.014347993768751621,-0.003677885648727776,10910,0.8607167899608612
600,332.0,1399.3923,166,20398080,33950,0.10143202085780406,0.0002,-0.7620152513869107,0.2,0.08211648,0.23347900390625,0.0023692697286605835,-0.004721355393558042,10920,0.8756762370467186
600,393.73333333333335,1593.5737,167,20520960,34153,0.09668258610220315,0.0002,-0.7738708672486245,0.2,0.08328348,0.23669921875,0.016319943591952324,-0.005331134926248827,10930,0.8704545497894287
600,339.8,1402.576,168,20643840,34356,0.12922871496819424,0.0002,-0.7782907600452502,0.2,0.08073816,0.23657145182291667,0.02234242483973503,-0.004281887577387049,10940,0.7843395471572876
600,411.2,1726.5502,169,20766720,34561,0.09835168036690448,0.0002,-0.779504895126447,0.2,0.07717128,0.23299723307291667,0.0015562642365694046,-0.0047774360318120065,10950,0.9031858891248703
600,362.53333333333336,1523.9293,170,20889600,34765,0.10694673076548497,0.0002,-0.7671449384155373,0.2,0.080754235,0.23412190755208334,0.002971254289150238,-0.004593248973172498,10960,0.8772750794887543
600,402.6,1679.6877,171,21012480,34971,0.14349715595836945,0.0002,-0.7708566962508485,0.2,0.082489006,0.23323893229166667,0.06777971237897873,-0.004428219694254949,10970,0.6591552793979645
600,373.8666666666667,1562.2224,172,21135360,35177,0.08781958291343471,0.0002,-0.7683482998919984,0.2,0.08510217,0.23517415364583333,0.03423863276839256,-0.005215140496942088,10980,0.897291287779808
600,411.93333333333334,1702.7988,173,21258240,35379,0.1088688732169976,0.0002,-0.7720525752163182,0.2,0.08817951,0.234619140625,-0.0036270879209041595,-0.004163975791325356,10990,0.8500406295061111
600,413.8666666666667,1722.2579,174,21381120,35583,0.11060856863216031,0.0002,-0.7781541902665049,0.2,0.081747666,0.23352701822916666,-0.02042286843061447,-0.004833647822433704,11000,0.8455821573734283
600,401.2,1656.0406,175,21504000,35789,0.09393209872786731,0.0002,-0.776240577812617,0.2,0.08158231,0.23341878255208334,0.012733107432723045,-0.0045789731700764,11010,0.856663778424263
600,369.46666666666664,1542.7487,176,21626880,35991,0.08940946866556866,0.0002,-0.7732867748088513,0.2,0.08293923,0.23228841145833334,-0.007117457687854767,-0.004598960842986344,11020,0.8767270445823669
600,431.6,1836.0144,177,21749760,36194,0.11630184007032464,0.0002,-0.7668803079643597,0.2,0.08659261,0.23442952473958334,0.040598634630441666,-0.005041207864930281,11030,0.8567951768636703
600,380.73333333333335,1540.5292,178,21872640,36397,0.11649850122829472,0.0002,-0.7724408753899237,0.2,0.07846657,0.2321142578125,0.02113610878586769,-0.005129316190365595,11040,0.8428121656179428
600,334.0,1392.6967,179,21995520,36603,0.08917078178817367,0.0002,-0.7784349905358007,0.2,0.0867819,0.2357666015625,0.05982808768749237,-0.004982718926415449,11050,0.873087927699089
600,388.53333333333336,1596.8007,180,22118400,36807,0.0897565133155634,0.0002,-0.7766060770365099,0.2,0.07736434,0.23351806640625,0.0033695362508296967,-0.005837690736570949,11060,0.859331339597702
600,353.4,1484.1464,181,22241280,37013,0.10336359882043325,0.0002,-0.7759849455052366,0.2,0.0814513,0.23488037109375,-0.005118062719702721,-0.005705655743728736,11070,0.8671715259552002
600,414.06666666666666,1666.5665,182,22364160,37216,0.23159064287494402,0.0002,-0.7766119588973621,0.2,0.081261955,0.23642740885416666,-0.0017108824104070663,-0.004582242073890181,11080,0.7642275393009186
600,380.53333333333336,1562.8892,183,22487040,37421,4.229461035367276,0.0002,-0.7719361140703161,0.2,0.089354865,0.23575846354166666,0.0378156453371048,-0.003986421294112006,11090,-0.6237822771072388
600,409.8,1729.462,184,22609920,37624,0.10428633375864592,0.0002,-0.7648675833797703,0.2,0.08473968,0.2364599609375,-0.006194965913891792,-0.005025430184144473,11100,0.8874184116721153
600,374.3333333333333,1511.0299,185,22732800,37834,0.14572834519965303,0.0002,-0.7817019281939914,0.2,0.07925821,0.23292724609375,-0.01406916230916977,-0.005892903047000194,11110,0.7572928667068481
600,384.53333333333336,1627.8815,186,22855680,38039,0.5257268874525228,0.0002,-0.7757144562744845,0.2,0.092551276,0.24042317708333333,0.05270269140601158,-0.005301802321755531,11120,0.0946165919303894
600,421.6,1718.5493,187,22978560,38239,8.96004365947311,0.0002,-0.7718144382288059,0.2,0.0826632,0.23611328125,0.0076462263241410255,-0.004060139313007009,11130,-0.4411410093307495
600,399.6666666666667,1630.9569,188,23101440,38441,0.09605360577588726,0.0002,-0.7756984776320557,0.2,0.08208325,0.2361572265625,0.012624111026525497,-0.005461174100892094,11140,0.8686201721429825
600,389.2,1611.7844,189,23224320,38646,0.10154051473383637,0.0002,-0.7728381720635419,0.2,0.08606268,0.23514241536458333,-0.005161453038454056,-0.005691188192531627,11150,0.8696969449520111
600,346.53333333333336,1430.0132,190,23347200,38847,0.12430913125062944,0.0002,-0.769794267071411,0.2,0.085066445,0.23788167317708334,0.028369400650262833,-0.005396093017504123,11160,0.8355997204780579
600,417.4,1695.0409,191,23470080,39052,0.10886842164642682,0.0002,-0.7788783241591106,0.2,0.07922322,0.2323779296875,0.026544662192463875,-0.005145017402555823,11170,0.8018780797719955
601,385.26666666666665,1593.0804,192,23592960,39255,0.09066102125618879,0.0002,-0.78296321650967,0.2,0.080699764,0.23391764322916667,0.03140048310160637,-0.0059031358408022545,11180,0.8932249173521996
601,348.93333333333334,1460.5062,193,23715840,39457,0.2571945106839606,0.0002,-0.7865654636205485,0.2,0.080096945,0.23570068359375,0.0163478571921587,-0.004208710475425808,11190,0.8496154844760895
601,368.8666666666667,1508.9637,194,23838720,39660,0.11691476896298506,0.0002,-0.7869213576956342,0.2,0.07948993,0.23258382161458332,0.019549787044525146,-0.0058655654757027754,11200,0.8619643151760101
601,309.6666666666667,1291.8796,195,23961600,39864,0.10154121159071414,0.0002,-0.7960337406521042,0.2,0.07522594,0.23181640625,0.02691979520022869,-0.004751051767501243,11210,0.8709914684295654
601,345.06666666666666,1437.5781,196,24084480,40065,0.12898360818823373,0.0002,-0.7978277371327083,0.2,0.08239594,0.23588704427083335,0.014543437398970127,-0.005531478909764094,11220,0.7468899488449097
601,432.93333333333334,1786.6307,197,24207360,40267,0.1119937281406601,0.0002,-0.7850418790771315,0.2,0.077898026,0.23463053385416666,0.03480692207813263,-0.005446893852016122,11230,0.8832025602459908
601,397.6,1635.4824,198,24330240,40472,0.10047781640697698,0.0002,-0.7945086047270645,0.2,0.07891626,0.23432861328125,0.02716626040637493,-0.005612312826536557,11240,0.8211954236030579
601,385.8666666666667,1644.576,199,24453120,40676,0.09554235500380552,0.0002,-0.7922278688320269,0.2,0.07691646,0.23189371744791668,0.02562551200389862,-0.006219687035190873,11250,0.8471600115299225
601,374.4,1535.8207,200,24576000,40883,0.09412099337239245,0.0002,-0.796434327053527,0.2,0.07747719,0.23064860026041667,0.023345232009887695,-0.006070841367109097,11260,0.8689228743314743
601,443.2,1850.6434,201,24698880,41090,0.112091427482034,0.0002,-0.7893196866692355,0.2,0.07931625,0.234794921875,0.14766141772270203,-0.006192069785126175,11270,0.8524893224239349
601,343.4,1467.5952,202,24821760,41294,0.11510068869533521,0.0002,-0.7816632907666887,0.2,0.084429115,0.23499837239583332,0.10387067496776581,-0.0052293073392320364,11280,0.8565386533737183
601,371.3333333333333,1557.2126,203,24944640,41500,0.08657803506321216,0.0002,-0.7783345000476887,0.2,0.07962945,0.2307275390625,-0.036931972950696945,-0.006375029688921737,11290,0.9000086560845375
601,384.1333333333333,1610.0281,204,25067520,41707,0.10445197538220478,0.0002,-0.7781537332044294,0.2,0.081305,0.23373046875,0.011437030509114265,-0.006335313164557496,11300,0.8606468439102173
601,392.6666666666667,1628.1451,205,25190400,41910,0.09904494802370513,0.0002,-0.7833118340310951,0.2,0.07966046,0.23358317057291667,0.011676909402012825,-0.004771831722215817,11310,0.8600160479545593
601,368.73333333333335,1568.971,206,25313280,42117,0.09371761233225698,0.0002,-0.7761857518212248,0.2,0.07969269,0.23016845703125,0.016500070691108704,-0.005526878404628709,11320,0.8810843974351883
601,400.6,1641.1698,207,25436160,42322,0.10451573111485535,0.0002,-0.7738280940769862,0.2,0.07638124,0.23308756510416667,0.059126511216163635,-0.005111399172844055,11330,0.8820635676383972
601,364.6666666666667,1540.502,208,25559040,42526,0.09101060089674623,0.0002,-0.7765984951456388,0.2,0.08386131,0.23285563151041666,0.005299046635627747,-0.005279401347045981,11340,0.897612638771534
601,382.8,1668.1998,209,25681920,42731,0.484853259982483,0.0002,-0.778381345992287,0.2,0.07599637,0.23221272786458333,0.024892017245292664,-0.0046611983822610155,11350,0.2184920310974121
601,391.2,1649.4078,210,25804800,42934,0.11497689718589148,0.0002,-0.7948404151201248,0.2,0.080641665,0.23825602213541666,0.0070833470672369,-0.004915327017485349,11360,0.8632948100566864
601,374.6,1614.8381,211,25927680,43138,0.08974367929544921,0.0002,-0.7897112071700394,0.2,0.07381431,0.23112386067708332,0.011293146759271622,-0.005354026858288611,11370,0.8859238922595978
600,404.0,1701.2556,212,26050560,43345,0.08864290493133012,0.0002,-0.7862223063906034,0.2,0.07817524,0.23230794270833333,0.039980653673410416,-0.0050529948965777295,11380,0.8829948902130127
600,424.8666666666667,1814.6919,213,26173440,43552,0.10600261549048204,0.0002,-0.7897515489968161,0.2,0.074724965,0.22783528645833334,0.03353463113307953,-0.0052947694733969305,11390,0.8659010231494904
600,383.26666666666665,1562.0968,214,26296320,43755,0.09823598939886627,0.0002,-0.7783081070861468,0.2,0.07848403,0.23047200520833333,-0.00742732360959053,-0.005551198049573334,11400,0.8566341549158096
601,419.93333333333334,1668.7126,215,26419200,43958,0.10323301569243389,0.0002,-0.7820588524670651,0.2,0.07769378,0.23204020182291665,-0.019023489207029343,-0.006311857812725066,11410,0.8857892081141472
600,408.26666666666665,1747.2279,216,26542080,44183,1.6917830214471905,0.0002,-0.7895413360837847,0.2,0.083508186,0.22990478515625,0.018499698489904404,-0.005014984471457259,11420,-0.5245215892791748
600,390.3333333333333,1581.0923,217,26664960,44387,0.14381565596040066,0.0002,-0.7860624788422137,0.2,0.080284,0.23196451822916667,0.0386824794113636,-0.0049808865779292924,11430,0.7721703499555588
600,393.8,1624.0454,218,26787840,44590,0.23349598546289296,0.0002,-0.7811695327454558,0.2,0.08492576,0.23217610677083333,0.07434319704771042,-0.00440957301131372,11440,0.17632144689559937
600,385.26666666666665,1632.8396,219,26910720,44794,1.0298417110611142,0.0002,-0.7864980106242001,0.2,0.080465525,0.23389078776041666,-0.0027239397168159485,-0.0052950610777831265,11450,0.5484524071216583
600,397.73333333333335,1581.9137,220,27033600,44994,0.1082421350115328,0.0002,-0.7696279229177162,0.2,0.08555045,0.23337239583333333,0.011951487511396408,-0.005092631181819343,11460,0.8919950425624847
600,345.2,1423.6124,221,27156480,45213,0.09512200857435042,0.0002,-0.7744106147283067,0.2,0.08049083,0.22893147786458334,0.07124868780374527,-0.005159560377984841,11470,0.88186464458704
600,380.53333333333336,1589.6661,222,27279360,45416,0.7412505954318719,0.0002,-0.7745824960960697,0.2,0.07970484,0.23309895833333333,0.0022834762930870056,-0.004740593743463251,11480,0.1451728343963623
600,391.06666666666666,1678.9283,223,27402240,45619,0.1906061131246194,0.0002,-0.777868020820121,0.2,0.08106076,0.23292399088541665,0.014153238385915756,-0.004321006342330899,11490,0.7603463977575302
600,399.73333333333335,1623.8212,224,27525120,45823,0.11123181080790043,0.0002,-0.7624706942588091,0.2,0.100429446,0.23059407552083333,-0.010525872930884361,-0.00524004964126713,11500,0.8708800822496414
600,400.53333333333336,1668.0013,225,27648000,46031,0.11579673286478889,0.0002,-0.7856852050311863,0.2,0.082468964,0.23642008463541667,0.011829184368252754,-0.004735104937644792,11510,0.8583393096923828
600,431.3333333333333,1793.4486,226,27770880,46234,0.0956806177837522,0.0002,-0.7796397623606026,0.2,0.08178965,0.23178629557291666,-0.004039395600557327,-0.005313928079519125,11520,0.8459552824497223
600,430.3333333333333,1795.9089,227,27893760,46438,0.11165287591240486,0.0002,-0.7797172580317905,0.2,0.08122644,0.23184651692708333,0.01697196066379547,-0.005609515636955015,11530,0.8483918458223343
600,401.6666666666667,1680.6842,228,28016640,46640,0.2135709771507148,0.0002,-0.7822556805113952,0.2,0.0821837,0.23195149739583334,-0.022825375199317932,-0.004687551803150806,11540,0.6570048928260803
600,364.6,1495.8613,229,28139520,46844,0.07949314568264526,0.0002,-0.7886639610646914,0.2,0.07553123,0.227255859375,0.02479572221636772,-0.005399512171497918,11550,0.8757628723978996
600,398.4,1688.4232,230,28262400,47051,0.09294741468892122,0.0002,-0.7856173574924469,0.2,0.07844157,0.23047770182291666,0.009428774937987328,-0.005877113402343639,11560,0.8690817505121231
600,380.6,1613.204,231,28385280,47256,0.10041133747149919,0.0002,-0.7782296794218322,0.2,0.07876796,0.22902018229166668,-0.022454585880041122,-0.0047977934115867055,11570,0.8825140818953514
600,375.93333333333334,1530.18,232,28508160,47462,0.12478879842024374,0.0002,-0.7742954181941847,0.2,0.079235874,0.23166341145833333,-0.00028354302048683167,-0.004977740999199037,11580,0.8470600843429565
600,371.8666666666667,1524.8633,233,28631040,47666,0.11168106652611944,0.0002,-0.7810335354600102,0.2,0.0767216,0.23041341145833333,-0.004069821909070015,-0.0049188637623168085,11590,0.8642292618751526
600,335.1333333333333,1462.6285,234,28753920,47885,0.12483935876080068,0.0002,-0.7762626560684294,0.2,0.08221291,0.23329752604166668,0.01695428043603897,-0.004608505012232248,11600,0.8640638589859009
600,385.4,1603.1917,235,28876800,48091,0.11430342321099791,0.0002,-0.7741603948393215,0.2,0.08325085,0.23131429036458334,0.01400342583656311,-0.004969989826349774,11610,0.8770011439919472
600,430.8666666666667,1861.998,236,28999680,48296,0.10654639115164173,0.0002,-0.7846263426976899,0.2,0.07881224,0.2327587890625,0.025661902502179146,-0.005225880141160814,11620,0.8807462528347969
600,349.4,1543.0812,237,29122560,48502,0.09807889835989045,0.0002,-0.7926748058075707,0.2,0.0777572,0.22950032552083333,0.0014482643455266953,-0.005593558325526829,11630,0.8914751186966896
600,367.1333333333333,1575.1102,238,29245440,48705,0.09872749025310137,0.0002,-0.7812356117709229,0.2,0.07838407,0.22818033854166667,0.038141168653964996,-0.00505122677980277,11640,0.9052301645278931
600,402.73333333333335,1731.7047,239,29368320,48917,0.09662701276819764,0.0002,-0.7786584365274757,0.2,0.0771612,0.22802327473958334,0.030638791620731354,-0.005551646089649391,11650,0.8822155892848969
600,372.26666666666665,1555.548,240,29491200,49123,0.09493599054214429,0.0002,-0.7934797594696283,0.2,0.078217454,0.22887044270833334,0.049815043807029724,-0.0054832497052969605,11660,0.8731708377599716
600,390.8666666666667,1590.58,241,29614080,49331,0.09540369354869957,0.0002,-0.79012934009855,0.2,0.07741346,0.23177164713541668,-0.009230069816112518,-0.00533875133471156,11670,0.8786954581737518
600,411.26666666666665,1744.8367,242,29736960,49536,0.12194005956402786,0.0002,-0.791316872506092,0.2,0.104134634,0.234580078125,0.020720187574625015,-0.004215524442406604,11680,0.8638520389795303
600,352.46666666666664,1520.8181,243,29859840,49743,0.09278809409889315,0.0002,-0.7876007870398462,0.2,0.08173303,0.23205729166666667,0.0034264251589775085,-0.004552364339494185,11690,0.8815131634473801
600,368.6666666666667,1601.8512,244,29982720,49947,0.09214075292101673,0.0002,-0.7945023057454577,0.2,0.08110111,0.23343343098958333,0.03620253503322601,-0.005117594022655491,11700,0.8947289809584618
600,373.73333333333335,1546.0565,245,30105600,50151,0.10735286180880697,0.0002,-0.7804942024126649,0.2,0.09757789,0.23087158203125,0.037477754056453705,-0.0043190695216950795,11710,0.892981544137001
600,398.73333333333335,1714.5475,246,30228480,50355,0.1111944563446741,0.0002,-0.7913484465982765,0.2,0.07901022,0.23270670572916666,0.007700476795434952,-0.00578562467884088,11720,0.8958810195326805
600,420.2,1784.2758,247,30351360,50563,0.11658255325174348,0.0002,-0.7791721475931506,0.2,0.07559673,0.229853515625,0.021931398659944534,-0.004858478670463834,11730,0.8862291425466537
600,364.26666666666665,1540.5746,248,30474240,50767,0.10765663467585303,0.0002,-0.7774363621572653,0.2,0.08700854,0.23260823567708333,0.03240291401743889,-0.00488935616984539,11740,0.849030613899231
600,414.46666666666664,1770.6664,249,30597120,50974,0.09949757269583642,0.0002,-0.7704859013389797,0.2,0.09844895,0.22975423177083334,0.038426414132118225,-0.0044622653954259775,11750,0.8836279585957527
600,393.6,1715.2394,250,30720000,51179,0.105499648207818,0.0002,-0.7686752935374777,0.2,0.09177416,0.22990641276041668,-0.0020083440467715263,-0.0046646041235726445,11760,0.8948663771152496
600,287.1333333333333,1243.1472,251,30842880,51385,0.1069277576225674,0.0002,-0.7661957758587474,0.2,0.077639185,0.22740152994791665,0.05118667706847191,-0.0049151411030531255,11770,0.8990624845027924
600,366.4,1591.6832,252,30965760,51591,0.16850803423444935,0.0002,-0.7608701781493922,0.2,0.07734353,0.22549397786458333,0.03646058961749077,-0.004263877619177947,11780,0.8004700541496277
600,366.06666666666666,1595.6011,253,31088640,51798,0.10186742712826041,0.0002,-0.7626454054952289,0.2,0.07121016,0.22262369791666667,0.014087997376918793,-0.004200752157648821,11790,0.8889443352818489
600,350.26666666666665,1469.3785,254,31211520,52005,0.10676821652426345,0.0002,-0.758917905370084,0.2,0.07659537,0.22570231119791667,0.04878617823123932,-0.005127409655327332,11800,0.8877062872052193
600,372.46666666666664,1583.9498,255,31334400,52209,0.09768150763067145,0.0002,-0.7428934102660666,0.2,0.08404182,0.225400390625,0.08214094489812851,-0.005090342159558834,11810,0.8890556022524834
600,360.0,1518.2484,256,31457280,52414,0.10558661943432526,0.0002,-0.7442718811628098,0.2,0.07771195,0.22540445963541667,0.05792155861854553,-0.004394722616986352,11820,0.8993863090872765
600,388.53333333333336,1667.6335,257,31580160,52617,0.10414615418138662,0.0002,-0.7457852492388338,0.2,0.0768935,0.22373942057291665,0.02753417193889618,-0.004120539968732071,11830,0.89952552318573
600,361.2,1507.7747,258,31703040,52825,0.1142126875485701,0.0002,-0.7544065087443839,0.2,0.07519885,0.22566975911458334,0.008843839168548584,-0.004516245622289717,11840,0.8824650421738625
600,391.0,1641.2357,259,31825920,53033,0.10461146622090989,0.0002,-0.7508691820595413,0.2,0.07504053,0.22263102213541666,0.7695501446723938,-0.0044962417554415875,11850,0.8875357583165169
600,365.6666666666667,1619.8297,260,31948800,53237,0.08767764861438385,0.0002,-0.7563047503773123,0.2,0.07959571,0.22389078776041665,0.00296793133020401,-0.0043414320429019425,11860,0.9112314060330391
600,360.06666666666666,1576.131,261,32071680,53445,0.09767080993818429,0.0002,-0.7517986989828448,0.2,0.0739344,0.22083821614583332,0.004948453977704048,-0.004247953030511174,11870,0.8965761885046959
600,373.26666666666665,1626.4956,262,32194560,53654,0.09336377726339075,0.0002,-0.7543196530609081,0.2,0.07529804,0.22496256510416668,-0.0005473624914884567,-0.0041876841765527695,11880,0.8938709646463394
600,413.93333333333334,1790.8508,263,32317440,53859,0.08917667758685033,0.0002,-0.7445754170371219,0.2,0.07704122,0.22033040364583334,-0.013229276053607464,-0.004590818209259548,11890,0.9011886417865753
600,400.73333333333335,1760.3396,264,32440320,54063,0.11284331056041992,0.0002,-0.7461477976587291,0.2,0.07637926,0.2216943359375,0.0318889394402504,-0.005067805355414142,11900,0.9043391942977905
600,389.6666666666667,1642.5701,265,32563200,54270,0.09274100480785516,0.0002,-0.7398585659281041,0.2,0.076476425,0.22421468098958333,0.05342910438776016,-0.004553437920543122,11910,0.8930031582713127
600,400.53333333333336,1697.7919,266,32686080,54475,0.10726383460671059,0.0002,-0.7410380440267423,0.2,0.07948867,0.22496175130208335,-0.024847647175192833,-0.004262906032599858,11920,0.8923177719116211
600,364.73333333333335,1585.7104,267,32808960,54680,0.09919154821366344,0.0002,-0.7484859265930329,0.2,0.077024676,0.22557210286458335,0.0197082981467247,-0.002398347265643679,11930,0.8906944170594215
599,386.1333333333333,1708.2238,268,32931840,54886,0.1006931055051003,0.0002,-0.7499069609244664,0.2,0.07424917,0.22739501953125,0.018662104383111,-0.003698120775798088,11940,0.8936602622270584
599,342.4,1518.1666,269,33054720,55094,0.09801647178692899,0.0002,-0.7542976438843956,0.2,0.08074987,0.22981201171875,0.04855182766914368,-0.005069600425422323,11950,0.8892601728439331
599,395.46666666666664,1730.2555,270,33177600,55299,0.11706645857959908,0.0002,-0.7682125671238949,0.2,0.07675342,0.22688395182291668,0.019241388887166977,-0.004071323316696483,11960,0.8734315484762192
599,354.8666666666667,1505.6957,271,33300480,55506,0.09765531710121043,0.0002,-0.7627105388728281,0.2,0.07772691,0.23011393229166666,-0.011109622195363045,-0.004244199859422224,11970,0.8985306397080421
599,393.53333333333336,1697.1156,272,33423360,55713,0.12309673863618324,0.0002,-0.7645552217743049,0.2,0.0759823,0.23101236979166667,-0.010989747941493988,-0.004963247338952594,11980,0.8593140095472336
599,378.8666666666667,1672.0759,273,33546240,55920,0.09083674648175172,0.0002,-0.7578344546724111,0.2,0.075996995,0.22376871744791665,0.029003087431192398,-0.005342702305106286,11990,0.8727646172046661
599,378.73333333333335,1624.7645,274,33669120,56128,0.0932059838384157,0.0002,-0.7546149533909435,0.2,0.07537777,0.22489095052083333,-0.0041411276906728745,-0.004196458480752578,12000,0.8878219127655029
599,398.0,1726.2095,275,33792000,56332,0.08613530568463224,0.0002,-0.7551004808830718,0.2,0.0767635,0.22173258463541667,0.019857782870531082,-0.004371782312418872,12010,0.8829945176839828
599,387.3333333333333,1615.3064,276,33914880,56538,0.09208593342099144,0.0002,-0.7578828876651823,0.2,0.07495179,0.2218701171875,-0.0117490254342556,-0.005080021009016491,12020,0.9064314737915993
599,416.1333333333333,1849.7258,277,34037760,56743,0.09860601414329721,0.0002,-0.7617593867937102,0.2,0.08042106,0.227568359375,0.1027127131819725,-0.002917839546917094,12030,0.8865645080804825
599,413.1333333333333,1716.0402,278,34160640,56952,0.2278999577932215,0.0002,-0.7595661268228044,0.2,0.080644466,0.22852701822916666,6.509977340698242,-0.003919151720140993,12040,0.08621835708618164
599,401.6,1775.5569,279,34283520,57158,0.08112775514452854,0.0002,-0.7615154565451667,0.2,0.074283294,0.22383138020833335,-0.010591475293040276,-0.0049280175534174,12050,0.8991563841700554
599,404.4,1759.0723,280,34406400,57364,0.09308298390208317,0.0002,-0.7663994648928444,0.2,0.08117153,0.22759928385416667,0.018805701285600662,-0.004777964887828906,12060,0.894860029220581
599,399.1333333333333,1728.1119,281,34529280,57571,0.0764426873359965,0.0002,-0.763847570894286,0.2,0.079615556,0.22471761067708335,0.07386679947376251,-0.004904621859398806,12070,0.8921550437808037
599,355.8666666666667,1539.2736,282,34652160,57775,0.6289859434889028,0.0002,-0.7752755060015867,0.2,0.084802635,0.22678466796875,0.03271985426545143,-0.004237354321503517,12080,0.3924655318260193
