time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/approx_kl,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/entropy_loss,train/value_loss,train/loss,train/clip_range
24412160,302,80692,149,1025.7045,450.0,0.0,0.0,0.9557403661310673,2.5818280846579e-12,1480,0.0003,-1.7700497420103205e-10,0.047681497857429346,0.02150404080748558,0.2
24576000,302,81229,150,1067.374,450.0,0.0,0.0,0.9407598599791527,4.381718099466525e-11,1490,0.0003,-1.9039164096446058e-10,0.06448222913367317,0.06253637373447418,0.2
24739840,302,81751,151,1024.107,450.0,0.0001490108,9.765625e-06,0.9558995701372623,4.870806867529609e-06,1500,0.0003,-5.536466687616945e-06,0.047053735221211354,0.06846015900373459,0.2
24903680,302,82291,152,913.9295,450.0,0.0,0.0,0.9373521506786346,-5.899664756725543e-11,1510,0.0003,-4.0800331509247354e-11,0.0701798516600502,0.07347552478313446,0.2
25067520,302,82834,153,975.9014,450.0,0.0,0.0,0.9553241394460201,-1.392777448927518e-11,1520,0.0003,-4.0020974533331545e-11,0.046990648103401325,0.05836755037307739,0.2
25231360,302,83397,154,890.3061,450.0,0.0,0.0,0.9447114542126656,-3.7289282772690055e-12,1530,0.0003,-3.175062952889818e-11,0.059081723309609514,0.015134269371628761,0.2
25395200,302,83954,155,1046.9496,450.0,0.0,0.0,0.9557059556245804,1.822604644985404e-10,1540,0.0003,-3.64419736987793e-11,0.045211158362453714,0.016298184171319008,0.2
25559040,302,84515,156,1047.8115,450.0,0.0,0.0,0.9438148587942123,1.2224290912854485e-10,1550,0.0003,-3.821586031284341e-11,0.059085770244314516,0.011152487248182297,0.2
25722880,302,85114,157,915.69446,450.0,0.0,0.0,0.9469218291342258,1.1730435289791784e-10,1560,0.0003,-4.1412999290804594e-11,0.05817844835991309,0.03786724805831909,0.2
25886720,302,85669,158,824.1083,450.0,0.0,0.0,0.947171114385128,6.694676812912803e-11,1570,0.0003,-3.447999796838294e-11,0.05584293193139729,0.012404276989400387,0.2
26050560,302,86225,159,979.14795,450.0,0.0,0.0,0.9440993964672089,-7.711150828981772e-11,1580,0.0003,-3.0632816071694353e-11,0.05943257698906109,0.029577801004052162,0.2
26214400,302,86781,160,1004.5458,450.0,0.0,0.0,0.9507456570863724,-3.563764039427042e-10,1590,0.0003,-3.7154599504977583e-11,0.053344165651451475,0.044016558676958084,0.2
26378240,302,87336,161,1070.617,450.0,0.0,0.0,0.9441889487206936,3.627974365372211e-11,1600,0.0003,-3.4178402053557114e-11,0.06083017182028016,0.012637169100344181,0.2
26542080,301,87888,162,1024.1068,450.0,0.0,0.0,0.954049039632082,-2.1261826077534352e-10,1610,0.0003,-3.920368836816487e-11,0.049847256513844515,0.04140448942780495,0.2
26705920,301,88460,163,891.12286,450.0,0.0,0.0,0.9408644288778305,1.047362729877932e-10,1620,0.0003,-3.867051890355391e-11,0.06582867716655529,0.05458100140094757,0.2
26869760,301,89018,164,868.28455,450.0,0.0,0.0,0.9506006576120853,-1.1751410511351423e-10,1630,0.0003,-3.981227473856559e-11,0.05355846988473331,0.01550365425646305,0.2
27033600,301,89581,165,1087.58,450.0,0.0,0.0,0.94384341314435,-1.5081923265825024e-10,1640,0.0003,-3.279562235135406e-11,0.05809806863507219,0.04671758785843849,0.2
27197440,301,90136,166,912.14685,450.0,0.0,0.0,0.9511421024799347,2.636284079926554e-11,1650,0.0003,-4.019647322588788e-11,0.05281204444274863,0.015048719942569733,0.2
27361280,301,90690,167,1134.9315,450.0,0.0,0.0,0.9454365447163582,1.072976374416612e-10,1660,0.0003,-3.343515072838663e-11,0.055758816903580734,0.035045407712459564,0.2
27525120,301,91238,168,890.3175,450.0,0.0,0.0,0.9429226033389568,-4.098978934052866e-12,1670,0.0003,-4.135254264931443e-11,0.05913369562209482,0.043056610971689224,0.2
27688960,301,91791,169,1048.635,450.0,0.0,0.0,0.9541908279061317,3.13264081341913e-11,1680,0.0003,-3.526862863106117e-11,0.046542814417380216,0.001938631758093834,0.2
27852800,301,92347,170,1044.4725,450.0,0.0,0.0,0.9374313727021217,-1.292323759116698e-10,1690,0.0003,-4.022209557803249e-11,0.06858694085218303,0.004767519421875477,0.2
28016640,301,92904,171,931.7684,450.0,0.0,0.0,0.9518881849944592,-3.983245733252261e-11,1700,0.0003,-3.574337784044435e-11,0.051551620369077684,0.03184466063976288,0.2
28180480,301,93456,172,1090.1869,450.0,0.0,0.0,0.9466057382524014,9.842779036262072e-11,1710,0.0003,-3.4472149577777345e-11,0.057610310124573516,0.028879761695861816,0.2
28344320,301,94014,173,1068.8905,450.0,0.0,0.0,0.9502193257212639,-1.6623971532681025e-10,1720,0.0003,-3.218639550050263e-11,0.05038598308009568,0.019294463098049164,0.2
28508160,301,94564,174,891.136,450.0,0.0,0.0,0.9438862092792988,-4.8938773034024055e-11,1730,0.0003,-3.826621762706344e-11,0.061291632888342065,0.028672892600297928,0.2
28672000,301,95114,175,779.41187,450.0,0.0,0.0,0.9547232799232006,2.007368493650574e-11,1740,0.0003,-3.290930362330159e-11,0.04393404208495667,0.029356515035033226,0.2
28835840,301,95677,176,890.289,450.0,0.0,0.0,0.9484104961156845,5.223000698606484e-11,1750,0.0003,-3.055240594824196e-11,0.050567918570568506,0.04563315212726593,0.2
28999680,301,96233,177,912.28674,450.0,0.0,0.0,0.95542111992836,-1.7244587979803326e-10,1760,0.0003,-3.750602115399799e-11,0.04874832891516235,0.03782927989959717,0.2
29163520,301,96793,178,870.7445,450.0,0.0,0.0,0.949358619749546,-8.718643584870733e-11,1770,0.0003,-3.7058608632275176e-11,0.055193749402978935,0.04052649438381195,0.2
29327360,301,97347,179,1116.4031,450.0,0.0,0.0,0.9455345906317234,-1.9819367480522486e-10,1780,0.0003,-3.364521147657404e-11,0.05599176471040664,0.03991604223847389,0.2
29491200,301,97904,180,978.32007,450.0,0.0,0.0,0.9507137164473534,-1.526302639831556e-10,1790,0.0003,-3.5872482122196225e-11,0.0530660794662117,0.05498138815164566,0.2
29655040,301,98459,181,1002.8505,450.0,0.0,0.0,0.9455364495515823,8.558345143683255e-12,1800,0.0003,-3.305085174340933e-11,0.05654321204461667,0.00954244751483202,0.2
29818880,301,99008,182,960.48193,450.0,0.0,0.0,0.9513909891247749,1.6473222785862163e-11,1810,0.0003,-4.003268046144534e-11,0.0530928429737196,0.002386607928201556,0.2
29982720,301,99569,183,1025.7412,450.0,0.0,0.0,0.9372895359992981,-6.715026756864972e-11,1820,0.0003,-3.9880000503933476e-11,0.06668308488400726,0.0275531318038702,0.2
30146560,301,100119,184,979.9652,450.0,0.0,0.0,0.9563120193779469,1.2182908903923816e-10,1830,0.0003,-3.6698543687390435e-11,0.0456431634433693,0.022921105846762657,0.2
30310400,301,100676,185,981.59644,450.0,0.0,0.0,0.9429190121591091,1.519833858765196e-10,1840,0.0003,-3.395185427426848e-11,0.058928502691005635,0.05165823921561241,0.2
30474240,301,101235,186,909.73157,450.0,0.0,0.0,0.9548406414687634,2.399019649601541e-10,1850,0.0003,-3.0830058756331126e-11,0.04610509421234383,0.0037194588221609592,0.2
30638080,300,101797,187,869.8575,450.0,0.0,0.0,0.9480513334274292,-2.232255269518646e-10,1860,0.0003,-3.625131605958536e-11,0.056672571175340636,0.03453291952610016,0.2
30801920,300,102353,188,1090.924,450.0,0.0,0.0,0.9435684382915497,-5.524270818568766e-11,1870,0.0003,-3.280200267606737e-11,0.056335005632181495,0.03222179785370827,0.2
30965760,300,102913,189,1001.2023,450.0,0.0,0.0,0.9514672197401524,-3.034983819816261e-11,1880,0.0003,-3.417574240549576e-11,0.0492636899751642,0.025597333908081055,0.2
31129600,300,103490,190,934.31604,450.0,0.0,0.0,0.9469338543713093,-2.6112729756277986e-11,1890,0.0003,-3.342131205212483e-11,0.05524850802914443,0.0023145140148699284,0.2
31293440,300,104057,191,1066.5085,450.0,0.0,0.0,0.9444364346563816,-4.338289727456867e-12,1900,0.0003,-3.4037819646120206e-11,0.04863109756102858,0.0028432155959308147,0.2
31457280,300,104621,192,1071.3903,450.0,0.0,0.0,0.9411163330078125,-9.571976988809184e-11,1910,0.0003,-3.932168962241166e-11,0.0625724144457854,0.07789398729801178,0.2
31621120,300,105191,193,1047.7172,450.0,0.0,0.0,0.9556581042706966,1.5619491477991687e-10,1920,0.0003,-3.505813568393269e-11,0.04580303179167913,0.004669371526688337,0.2
31784960,300,105752,194,1024.2053,450.0,0.0,0.0,0.9353087916970253,1.1292968338239007e-10,1930,0.0003,-3.750831318376723e-11,0.06897946418000174,0.002871985547244549,0.2
31948800,300,106302,195,1090.2246,450.0,0.0,0.0,0.9502805061638355,4.067942427354865e-11,1940,0.0003,-4.319081637719436e-11,0.05375417704059146,0.07651390880346298,0.2
32112640,300,106864,196,936.005,450.0,0.0,0.0,0.9374643713235855,-9.914856491377577e-11,1950,0.0003,-3.457493315518517e-11,0.06448924786869611,0.058794569224119186,0.2
32276480,300,107427,197,1070.6667,450.0,0.0,0.0,0.9454966671764851,-9.943278200807981e-11,1960,0.0003,-3.16938977029377e-11,0.05262212323456879,0.003908233251422644,0.2
32440320,300,107982,198,1047.7236,450.0,0.0,0.0,0.9526612274348736,7.277208169398364e-11,1970,0.0003,-3.250133227806426e-11,0.048605470975116985,0.01096891239285469,0.2
32604160,300,108544,199,1070.6647,450.0,0.0,0.0,0.941303264349699,3.326888986521226e-11,1980,0.0003,-3.7535113734054697e-11,0.06144646784410725,0.00996017549186945,0.2
32768000,300,109098,200,956.43146,450.0,0.0,0.0,0.9522257074713707,-2.7985151973553e-11,1990,0.0003,-3.9772548341395436e-11,0.051059546363435404,0.029818609356880188,0.2
32931840,300,109660,201,1003.7687,450.0,0.0,0.0,0.9440309107303619,-5.7127635955112055e-11,2000,0.0003,-3.314780600111894e-11,0.05848531122885106,0.04865177720785141,0.2
33095680,300,110219,202,1021.59906,450.0,0.0,0.0,0.9544478319585323,6.446953193517402e-11,2010,0.0003,-3.1385157203863544e-11,0.047193978971322395,0.00761910155415535,0.2
33259520,300,110782,203,871.47455,450.0,0.0,0.0,0.9247770383954048,2.1552750695263968e-11,2020,0.0003,-3.4236941323925396e-11,0.06065865547901922,0.06885506212711334,0.2
33423360,300,111335,204,1071.4435,450.0,0.0,0.0,0.9500902332365513,1.3856151781510561e-11,2030,0.0003,-3.608070434140918e-11,0.04960177265034872,0.0359530970454216,0.2
33587200,300,111890,205,980.0497,450.0,0.0,0.0,0.9395505748689175,-3.7325662560760974e-11,2040,0.0003,-3.8613144196503354e-11,0.06254898736523501,0.06438413262367249,0.2
33751040,300,112449,206,892.63904,450.0,0.0,0.0,0.953405924141407,2.75349520961754e-11,2050,0.0003,-3.575529107761137e-11,0.0485589984366834,0.004378096666187048,0.2
33914880,300,113012,207,911.3843,450.0,0.0,0.0,0.9432701766490936,-3.3751348382793366e-11,2060,0.0003,-3.375639136041552e-11,0.058107276787159205,0.05427781119942665,0.2
34078720,300,113566,208,957.21,450.0,0.0,0.0,0.948209885507822,-9.396899258717894e-11,2070,0.0003,-2.8852640343018864e-11,0.04880803955369629,0.0031758518889546394,0.2
34242560,300,114120,209,980.77344,450.0,0.0,0.0,0.9544742032885551,-1.047783371177502e-10,2080,0.0003,-3.293306500473758e-11,0.0454247703139481,0.0056047700345516205,0.2
34406400,300,114684,210,912.3194,450.0,0.0,0.0,0.9416178688406944,-9.187260729959235e-11,2090,0.0003,-3.282458318763204e-11,0.059846257771960155,0.12927408516407013,0.2
34570240,299,115243,211,1002.945,450.0,0.0,0.0,0.9544195085763931,6.732193469360936e-11,2100,0.0003,-3.2722307831719506e-11,0.04630103356860673,0.059077344834804535,0.2
34734080,299,115801,212,846.93695,450.0,0.0,0.0,0.9460508413612843,1.2833311302529181e-10,2110,0.0003,-2.950386461853218e-11,0.05086445667847329,0.010297606699168682,0.2
34897920,299,116353,213,1069.881,450.0,0.0,0.0,0.9534363895654678,8.324491318489891e-11,2120,0.0003,-3.3579913374473546e-11,0.04609323263251554,0.018720313906669617,0.2
35061760,299,116909,214,890.22327,450.0,0.0,0.0,0.93952576816082,8.162828635249752e-11,2130,0.0003,-4.103321792841652e-11,0.06561412157237101,0.02120460942387581,0.2
35225600,299,117462,215,865.6824,450.0,0.0,0.0,0.9550632387399673,2.4222543970608965e-10,2140,0.0003,-2.642498349764029e-11,0.042933188178708406,0.036988768726587296,0.2
35389440,299,118025,216,936.0059,450.0,0.0,0.0,0.9467643052339554,3.8403413782361896e-11,2150,0.0003,-3.1208426116518365e-11,0.05531615493152458,0.006632816977798939,0.2
35553280,299,118586,217,1048.6373,450.0,0.0,0.0,0.9428130574524403,-2.1077994460938498e-10,2160,0.0003,-3.453337875523406e-11,0.05900654978429884,0.03839742764830589,0.2
35717120,299,119147,218,981.7445,450.0,0.0,0.0,0.9530323892831802,-5.015408532926813e-11,2170,0.0003,-3.2733224936467753e-11,0.04890459411840766,0.01173963863402605,0.2
35880960,299,119709,219,1003.7199,450.0,0.0,0.0,0.941305685788393,-8.293113751278725e-11,2180,0.0003,-3.368397238492997e-11,0.06083599827471517,0.006215598434209824,0.2
36044800,299,120268,220,958.8078,450.0,0.0,0.0,0.9467886090278625,-5.957474513706984e-11,2190,0.0003,-3.78634948038309e-11,0.05657657466183082,0.004725137259811163,0.2
36208640,299,120824,221,1002.93787,450.0,0.0,0.0,0.941349845379591,-5.434230843093247e-13,2200,0.0003,-3.4759527147332386e-11,0.0625779649211745,0.010651390068233013,0.2
36372480,299,121373,222,1025.6997,450.0,0.0,0.0,0.9521819688379765,1.3851376934326255e-10,2210,0.0003,-3.692342935172682e-11,0.05051311380468178,0.004596003796905279,0.2
36536320,299,121925,223,914.66455,450.0,0.0,0.0,0.9426853023469448,2.4273276721942237e-11,2220,0.0003,-3.2686315556881955e-11,0.060471379228174554,0.014934604987502098,0.2
36700160,299,122477,224,952.19165,450.0,0.0,0.0,0.9534398913383484,1.7734009816194886e-10,2230,0.0003,-3.088358095899885e-11,0.04495610677446621,0.012959235347807407,0.2
36864000,299,123040,225,1002.1267,450.0,0.0,0.0,0.9449518397450447,4.760067895404063e-12,2240,0.0003,-3.691537468696948e-11,0.05841261637644493,0.030555954203009605,0.2
37027840,299,123598,226,1022.23376,450.0,0.0,0.0,0.9450676701962948,9.140421752817929e-11,2250,0.0003,-2.8337766277529706e-11,0.053969595922126246,0.0033465614542365074,0.2
37191680,299,124150,227,864.03705,450.0,0.0,0.0,0.9542004242539406,-1.50828327605268e-10,2260,0.0003,-3.2353855175411106e-11,0.04671671493110807,0.016968006268143654,0.2
37355520,299,124705,228,911.38245,450.0,0.0,0.0,0.9465518295764923,-3.725915576069383e-11,2270,0.0003,-3.160127228414951e-11,0.05361151913834874,0.11870549619197845,0.2
37519360,299,125266,229,912.98206,450.0,0.0,0.0,0.9589937292039394,1.3321027836354915e-10,2280,0.0003,-3.005589536323963e-11,0.04030465199662558,0.007969334721565247,0.2
37683200,299,125826,230,1089.4137,450.0,0.0,0.0,0.9424984827637672,6.462414603447542e-11,2290,0.0003,-3.322943607190845e-11,0.05940503650817845,0.010019274428486824,0.2
37847040,299,126373,231,978.3214,450.0,0.0,0.0,0.949398797005415,-1.114335645979736e-10,2300,0.0003,-3.53807951302055e-11,0.05265497680262797,0.002455658046528697,0.2
38010880,299,126926,232,866.5514,450.0,0.0,0.0,0.9444997981190681,-3.122181624348741e-11,2310,0.0003,-3.162746594289319e-11,0.057483028777287476,0.030030306428670883,0.2
38174720,299,127474,233,980.90344,450.0,0.0,0.0,0.9535221718251705,2.3011921257420908e-11,2320,0.0003,-3.101992193134147e-11,0.04883906933044727,0.010613106191158295,0.2
38338560,299,128033,234,914.7915,450.0,0.0,0.0,0.9370623901486397,2.1010919226682746e-10,2330,0.0003,-3.337043879137451e-11,0.06481817626141492,0.05058658495545387,0.2
38502400,299,128588,235,958.7946,450.0,0.0,0.0,0.9511215835809708,-1.4133661352389027e-10,2340,0.0003,-3.333369358176203e-11,0.045492865572309714,0.04784020408987999,0.2
38666240,299,129147,236,1004.58984,450.0,0.0,0.0,0.9425660967826843,-5.3583448789140674e-11,2350,0.0003,-2.994868415254758e-11,0.05775192511889145,0.027941707521677017,0.2
38830080,299,129696,237,823.2317,450.0,0.0,0.0,0.9426352679729462,7.386915967799723e-11,2360,0.0003,-2.901779572763468e-11,0.05871261661174685,0.002622670494019985,0.2
38993920,299,130256,238,981.6612,450.0,0.0,0.0,0.9586780555546284,9.09551545191789e-12,2370,0.0003,-2.5241061707231184e-11,0.03956828798300194,0.002213713014498353,0.2
39157760,299,130816,239,1002.0667,450.0,0.0,0.0,0.9432335197925568,7.675566848774906e-12,2380,0.0003,-3.037583360424546e-11,0.058354781678954165,0.05903805047273636,0.2
39321600,299,131361,240,1046.182,450.0,0.0,0.0,0.9523643031716347,-5.904325917072129e-11,2390,0.0003,-3.357130610875467e-11,0.05000416885848154,0.012137899175286293,0.2
39485440,299,131912,241,865.7366,450.0,0.0,0.0,0.9406718127429485,7.252424438775051e-11,2400,0.0003,-3.7292814770530654e-11,0.06285123145755278,0.007888006046414375,0.2
39649280,299,132462,242,982.4308,450.0,0.0,0.0,0.9552967958152294,9.409859558218159e-11,2410,0.0003,-3.4371596352324124e-11,0.04701499235919073,0.006058902014046907,0.2
39813120,299,133022,243,938.3745,450.0,0.0,0.0,0.9393722414970398,5.916945156059228e-11,2420,0.0003,-3.358960616490747e-11,0.06257712749266829,0.014055841602385044,0.2
39976960,299,133577,244,1070.6187,450.0,0.0,0.0,0.9538929425179958,-2.0165430214547086e-10,2430,0.0003,-2.978378775002043e-11,0.047796216748934056,0.028369639068841934,0.2
40140800,299,134130,245,1000.53143,450.0,0.0,0.0,0.9385874420404434,-1.618798251001863e-10,2440,0.0003,-3.898787036359758e-11,0.06691492759074208,0.016871673986315727,0.2
40304640,299,134680,246,932.58,450.0,0.0,0.0,0.9482600726187229,8.843812793202232e-11,2450,0.0003,-3.0430609599934086e-11,0.052423833510265465,0.005821573548018932,0.2
40468480,299,135239,247,1002.9872,450.0,0.0,0.0,0.9541198126971722,1.4039187590242365e-10,2460,0.0003,-3.088371024994543e-11,0.04748783535287202,0.09961355477571487,0.2
40632320,299,135798,248,985.06335,450.0,0.0,0.0,0.9420856945216656,-9.951236279448495e-11,2470,0.0003,-3.622245637087751e-11,0.06389663260847556,0.018766798079013824,0.2
40796160,299,136413,249,1027.4253,450.0,0.0,0.0,0.9530099630355835,-1.2136183613620233e-10,2480,0.0003,-3.388429870558544e-11,0.047959741175423,0.015201597474515438,0.2
40960000,299,136969,250,1068.9751,450.0,0.0,0.0,0.9360151439905167,-2.185458924941486e-11,2490,0.0003,-3.888169042060949e-11,0.0695542583356746,0.0043989806436002254,0.2
41123840,299,137524,251,980.04987,450.0,0.0,0.0,0.9540300406515598,-1.1850659120682394e-10,2500,0.0003,-3.3700322966228584e-11,0.048559308601920745,0.0026107262820005417,0.2
41287680,299,138085,252,916.4364,450.0,0.0,0.0,0.9421408176422119,1.495209289714694e-11,2510,0.0003,-2.8634956916831207e-11,0.0596056823840081,0.0430007129907608,0.2
41451520,299,138633,253,961.26953,450.0,0.0,0.0,0.9557435400784016,9.222276275977493e-11,2520,0.0003,-2.582965580850689e-11,0.04335487694644144,0.051872819662094116,0.2
41615360,298,139184,254,869.06036,450.0,0.0,0.0,0.9459600485861301,1.434852947568288e-10,2530,0.0003,-2.8363257933460412e-11,0.05502376311460466,0.06997638195753098,0.2
41779200,298,139740,255,954.61334,450.0,0.0,0.0,0.9559485539793968,-8.71980887495738e-11,2540,0.0003,-2.9192627235048375e-11,0.04447113955415261,0.009933553636074066,0.2
41943040,298,140300,256,977.45685,450.0,0.0,0.0,0.9448020532727242,1.1580141290323809e-11,2550,0.0003,-3.6918656620690004e-11,0.0584005880143377,0.004140235483646393,0.2
42106880,298,140856,257,913.8434,450.0,0.0,0.0,0.9400823302567005,-1.1670749699987936e-10,2560,0.0003,-3.5058484153384596e-11,0.0643152254503093,0.013579060323536396,0.2
42270720,298,141409,258,873.2439,450.0,0.0,0.0,0.9534453079104424,9.472159945289604e-11,2570,0.0003,-3.0168830681977516e-11,0.04661721688302805,0.0026285939384251833,0.2
42434560,298,141971,259,916.4319,450.0,0.0,0.0,0.9432473927736282,9.23057541513117e-11,2580,0.0003,-3.3554850334560816e-11,0.05937198130151956,0.026521218940615654,0.2
42598400,298,142524,260,757.979,450.0,0.0,0.0,0.949619997292757,-3.379898316779872e-10,2590,0.0003,-3.087173385203452e-11,0.052224288177644664,0.07350488007068634,0.2
42762240,298,143085,261,1026.5602,450.0,0.0,0.0,0.9504319801926613,-6.418758857762441e-12,2600,0.0003,-2.500418686222334e-11,0.04905339616003403,0.022204097360372543,0.2
42926080,298,143657,262,1002.8055,450.0,0.0,0.0,0.9474197924137115,-1.506123226135969e-10,2610,0.0003,-3.736624759010489e-11,0.05578992116970767,0.023689310997724533,0.2
43089920,298,144208,263,870.7433,450.0,0.0,0.0,0.9444740451872349,-1.6426270121883134e-10,2620,0.0003,-3.3582212703903e-11,0.05891713334651286,0.03104323521256447,0.2
43253760,298,144752,264,1025.71,450.0,0.0,0.0,0.9546081013977528,-1.2695409168372862e-11,2630,0.0003,-3.314407235447942e-11,0.04548068315884848,0.02167666144669056,0.2
43417600,298,145299,265,954.6203,450.0,0.0,0.0,0.9415336959064007,-1.2158920981164556e-10,2640,0.0003,-3.308767964738097e-11,0.062482735335406686,0.1583670973777771,0.2
43581440,298,145843,266,778.3658,450.0,0.0,0.0,0.9392544440925121,1.0335838851460721e-10,2650,0.0003,-3.4531476932554144e-11,0.06412013278697487,0.042611975222826004,0.2
43745280,298,146394,267,822.5437,450.0,0.0,0.0,0.9603719040751457,2.231706730526639e-10,2660,0.0003,-2.6295425538058084e-11,0.03783583942444238,0.011104273609817028,0.2
43909120,298,146947,268,954.7407,450.0,0.0,0.0,0.9450738057494164,4.782236828759778e-11,2670,0.0003,-3.070612094897479e-11,0.054890218005402856,0.0024027759209275246,0.2
44072960,298,147495,269,961.3925,450.0,0.0,0.0,0.9509627111256123,-7.140329216781539e-11,2680,0.0003,-3.526971581390448e-11,0.050742921915566515,0.029597807675600052,0.2
44236800,298,148040,270,1029.0742,450.0,0.0,0.0,0.9441580288112164,2.7253008738625795e-11,2690,0.0003,-2.9406660567464754e-11,0.05641090075127067,0.005773820914328098,0.2
44400640,298,148590,271,1113.894,450.0,0.0,0.0,0.9528291150927544,4.833282218896784e-11,2700,0.0003,-3.544296147119257e-11,0.04891026979657454,0.051279835402965546,0.2
44564480,298,149147,272,1069.023,450.0,0.0,0.0,0.9353132322430611,1.2981672625755892e-10,2710,0.0003,-3.398331855360788e-11,0.06950276889621819,0.012263129465281963,0.2
44728320,298,149698,273,1047.001,450.0,0.0,0.0,0.9525464028120041,2.333104021090548e-10,2720,0.0003,-3.233200302126882e-11,0.0498184548371637,0.04154283180832863,0.2
44892160,298,150252,274,957.205,450.0,0.0,0.0,0.9472504481673241,1.1344809536240063e-10,2730,0.0003,-3.1647190896794564e-11,0.0559579082120581,0.16667555272579193,0.2
45056000,298,150802,275,870.78235,450.0,0.0,0.0,0.9417020790278912,-1.0574126463325229e-10,2740,0.0003,-3.179411103184058e-11,0.05937338642406757,0.08085063099861145,0.2
45219840,298,151345,276,978.46094,450.0,0.0,0.0,0.9523041248321533,5.4652673497912476e-11,2750,0.0003,-3.0955878688002124e-11,0.04807560606361676,0.008519763126969337,0.2
45383680,298,151882,277,1026.6064,450.0,0.0,0.0,0.9442091435194016,5.2159521146677436e-11,2760,0.0003,-3.220062730413833e-11,0.06088728016285131,0.007847416214644909,0.2
45547520,298,152424,278,961.3544,450.0,0.0,0.0,0.9478038884699345,3.49075435224222e-12,2770,0.0003,-3.7744261315324126e-11,0.05501219234934979,0.010065557435154915,0.2
45711360,298,152970,279,1027.3743,450.0,0.0,0.0,0.9393735602498055,6.90761225996539e-11,2780,0.0003,-3.190563708656134e-11,0.06267247426236282,0.08088710904121399,0.2
45875200,298,153510,280,910.56396,450.0,0.0,0.0,0.9571053981781006,2.7049168238590937e-10,2790,0.0003,-3.109301081680854e-11,0.04265985599540727,0.03413962945342064,0.2
46039040,298,154054,281,960.5784,450.0,0.0,0.0,0.9412526302039623,-7.24810433894163e-11,2800,0.0003,-3.256867654148254e-11,0.0618663057458798,0.05050670728087425,0.2
46202880,298,154602,282,1068.1577,450.0,0.0,0.0,0.9505809023976326,6.685809239570517e-11,2810,0.0003,-3.0128898502714417e-11,0.048998016090354216,0.029550490900874138,0.2
46366720,298,155141,283,821.7157,450.0,0.0,0.0,0.9459732212126255,-3.645880042313365e-11,2820,0.0003,-3.369116879167292e-11,0.05706466521372931,0.053699906915426254,0.2
46530560,298,155685,284,865.6372,450.0,0.0,0.0,0.9524438716471195,-1.545629402244231e-11,2830,0.0003,-3.2470589727212555e-11,0.048229411741590414,0.003926675766706467,0.2
46694400,298,156226,285,978.4155,450.0,0.0,0.0,0.9482807442545891,-1.9552089725038967e-10,2840,0.0003,-2.313839140547623e-11,0.05111753844707437,0.05635133758187294,0.2
46858240,298,156768,286,935.0433,450.0,0.0,0.0,0.9397479332983494,-2.271798393849167e-10,2850,0.0003,-3.652258872686076e-11,0.0656837978033127,0.005551337264478207,0.2
47022080,298,157315,287,1028.2626,450.0,0.0,0.0,0.9532530009746552,4.0627128328196706e-11,2860,0.0003,-2.939680812224026e-11,0.04653748749466104,0.005072754807770252,0.2
47185920,298,157865,288,911.46173,450.0,0.0,0.0,0.9454397968947887,1.1441443348303437e-11,2870,0.0003,-2.9869834285306074e-11,0.055663681537134836,0.008366577327251434,0.2
47349760,298,158403,289,909.83167,450.0,0.0,0.0,0.9564007483422756,-7.924541023385245e-11,2880,0.0003,-3.084789615653897e-11,0.04486871389652606,0.005614527966827154,0.2
47513600,298,158941,290,1088.4961,450.0,0.0,0.0,0.9392675198614597,-1.6265744307020213e-10,2890,0.0003,-3.246154578325884e-11,0.06420023327610579,0.02149771898984909,0.2
47677440,298,159479,291,955.5111,450.0,0.0,0.0,0.9505549035966396,-8.199435796996113e-11,2900,0.0003,-3.547375847296013e-11,0.05337837857970498,0.005098674912005663,0.2
47841280,298,160031,292,867.4226,450.0,0.0,0.0,0.9436934813857079,-1.3023736755712888e-10,2910,0.0003,-2.7201475587578157e-11,0.057591397606393,0.004607493057847023,0.2
48005120,298,160582,293,958.117,450.0,0.0,0.0,0.9592215083539486,6.102595762058626e-11,2920,0.0003,-2.564861934725099e-11,0.03936836343974392,0.026472007855772972,0.2
48168960,298,161132,294,1045.4048,450.0,0.0,0.0,0.9416062869131565,7.515950528613757e-11,2930,0.0003,-3.483904790679954e-11,0.06329127406525913,0.05151459202170372,0.2
48332800,298,161669,295,916.4778,450.0,0.0,0.0,0.9356094971299171,1.3596945791505278e-12,2940,0.0003,-3.685993333907983e-11,0.07084974446873275,0.07320612668991089,0.2
48496640,298,162210,296,851.1369,450.0,0.0,0.0,0.953155979514122,-5.7696070143720135e-12,2950,0.0003,-2.925726874020206e-11,0.04736990366166083,0.01775149069726467,0.2
48660480,298,162763,297,912.27716,450.0,0.0,0.0,0.9456792101264,-2.4027599465625824e-10,2960,0.0003,-3.026040652339277e-11,0.05318265025343862,0.0452568456530571,0.2
48824320,298,163310,298,871.6493,450.0,0.0,0.0,0.9564497210085392,-1.3692670108866879e-10,2970,0.0003,-2.9086961622913634e-11,0.04380856613253854,0.022437207400798798,0.2
48988160,298,163856,299,1001.2639,450.0,0.0,0.0,0.9429153352975845,-1.2570922081067692e-10,2980,0.0003,-2.8044112227910644e-11,0.0605653024379626,0.043992094695568085,0.2
