time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/clip_fraction,train/n_updates,train/clip_range,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/entropy_loss,train/approx_kl
22908,691,1463.8344,129,15851520,387.8666666666667,0.40492106119791665,3210,0.2,0.0002,0.025857415050268173,-0.00722189969123671,0.15733283384994137,0.6548385322093964,-1.1500683343006919,0.14645071
23088,691,1397.7905,130,15974400,365.26666666666665,0.40570393880208333,3220,0.2,0.0002,0.003620315343141556,-0.007610608814987548,0.1431359743619881,0.6966469883918762,-1.169719083889698,0.1445467
23270,691,1717.3827,131,16097280,448.06666666666666,0.4037093098958333,3230,0.2,0.0002,-0.03642262890934944,-0.0070829245847259395,0.14070955956335335,0.7034534215927124,-1.1625027794608225,0.14720914
23453,691,1586.3865,132,16220160,419.06666666666666,0.4045100911458333,3240,0.2,0.0002,0.01781095191836357,-0.007912340038401453,0.1527398330111949,0.5351190865039825,-1.139791132711495,0.14822158
23637,691,1502.1482,133,16343040,397.3333333333333,0.4067106119791667,3250,0.2,0.0002,0.1410057544708252,-0.007405909745345222,0.15498703204085662,0.6214520037174225,-1.1628637723997235,0.14658533
23819,691,1423.0927,134,16465920,374.8,0.4034423828125,3260,0.2,0.0002,0.018441084772348404,-0.006434394081134087,0.32131263584150777,0.37618935108184814,-1.1453435838253547,0.1463788
24000,691,1338.1747,135,16588800,346.8,0.40663492838541665,3270,0.2,0.0002,0.032967835664749146,-0.007017047605744058,0.15218850011879112,0.6153608858585358,-1.144007068009426,0.14939004
24183,691,1543.7625,136,16711680,419.2,0.40414794921875,3280,0.2,0.0002,0.0031747110188007355,-0.007657210368142842,0.1543600885970712,0.6224134564399719,-1.1451656159448127,0.15708055
24366,690,1347.4369,137,16834560,349.3333333333333,0.4054288736979167,3290,0.2,0.0002,0.03052419237792492,-0.0080106043341281,0.14063094013302666,0.6782220304012299,-1.154548665539672,0.15132795
24545,690,1654.9779,138,16957440,438.73333333333335,0.40400065104166666,3300,0.2,0.0002,-0.02185596153140068,-0.008504591464061377,0.14489384460641305,0.693086564540863,-1.1425860774237662,0.15033531
24734,690,1494.2074,139,17080320,384.4,0.4053068033854167,3310,0.2,0.0002,0.04021768271923065,-0.00705597738816626,0.15804911758605159,0.5198827981948853,-1.1491063770186156,0.14950483
24913,690,1496.8442,140,17203200,386.06666666666666,0.40589029947916666,3320,0.2,0.0002,0.051134318113327026,-0.007475216943615427,0.19996028752590064,0.4098634123802185,-1.1331490883169075,0.15763952
25093,690,1594.1145,141,17326080,422.73333333333335,0.4025113932291667,3330,0.2,0.0002,0.05589352175593376,-0.006832505524926091,0.1364321157510858,0.67043736577034,-1.1272379313595593,0.15127452
25273,690,1529.7417,142,17448960,400.6666666666667,0.40119547526041666,3340,0.2,0.0002,0.022950444370508194,-0.007196487457088854,0.1537899635883514,0.6021493971347809,-1.1159602554949621,0.15590937
25453,690,1485.5065,143,17571840,383.6,0.4000496419270833,3350,0.2,0.0002,0.006433993577957153,-0.006627313508021568,0.1474530100579917,0.6453113555908203,-1.124791200030595,0.15266219
25641,690,1375.0338,144,17694720,363.0,0.40356282552083333,3360,0.2,0.0002,-0.03640615940093994,-0.007471766119718571,0.14889128251593017,0.667784184217453,-1.1244738591182977,0.15293354
25827,689,1561.7539,145,17817600,413.2,0.4000577799479167,3370,0.2,0.0002,0.051999349147081375,-0.007507168144250803,0.13980048872016293,0.6534505486488342,-1.1278457031212747,0.14967735
26007,689,1442.6239,146,17940480,371.93333333333334,0.4033333333333333,3380,0.2,0.0002,0.3308199942111969,-0.006156042519493591,0.2554288261719436,0.4812268614768982,-1.1335186184570194,0.15462814
26187,689,1616.0354,147,18063360,414.46666666666664,0.4012882486979167,3390,0.2,0.0002,0.06770253926515579,-0.007266341224064187,0.14757564909794987,0.6713831126689911,-1.1159803894255311,0.15112132
26369,689,1502.6273,148,18186240,389.53333333333336,0.40520670572916667,3400,0.2,0.0002,0.010344130918383598,-0.006903020350121854,0.1670064892451046,0.6526412963867188,-1.1434655653405934,0.14730753
26548,689,1565.8993,149,18309120,413.8666666666667,0.39966227213541666,3410,0.2,0.0002,0.0022922828793525696,-0.007825471961926572,0.14747513848938978,0.6713533103466034,-1.1444213189805548,0.14450534
26728,689,1565.0741,150,18432000,411.26666666666665,0.40521647135416666,3420,0.2,0.0002,0.014005899429321289,-0.00780046123005377,0.3256493516897899,0.21424925327301025,-1.1476273018121719,0.15513152
26910,689,1511.358,151,18554880,398.0,0.404541015625,3430,0.2,0.0002,0.028393754735589027,-0.007931231026086607,0.14820618018323634,0.6495955884456635,-1.1566804214629034,0.14903092
27088,689,1509.3816,152,18677760,394.1333333333333,0.4030428059895833,3440,0.2,0.0002,0.007270125672221184,-0.005413721055301721,1.8094646647384314,0.28553903102874756,-1.1233476862187186,0.15396741
27268,689,1454.9999,153,18800640,374.8666666666667,0.40417317708333333,3450,0.2,0.0002,0.0439877063035965,-0.007719036809636842,0.1694746419878599,-0.11341261863708496,-1.1530033964291215,0.14652596
27448,689,1511.9733,154,18923520,403.6666666666667,0.4013330078125,3460,0.2,0.0002,0.035348080098629,-0.007549616676994143,0.15287996271528148,0.5815656781196594,-1.1444777590657274,0.14980933
27628,689,1358.8834,155,19046400,350.4,0.40319173177083334,3470,0.2,0.0002,0.04585965722799301,-0.006976748130267272,0.23248231420545684,0.2943476438522339,-1.1573100632801652,0.1483957
27808,689,1675.3263,156,19169280,426.6,0.4042838541666667,3480,0.2,0.0002,0.08123201131820679,-0.007504868624061298,0.15356121565341407,0.6026272475719452,-1.1378957024930665,0.15203762
27989,689,1423.6411,157,19292160,363.8666666666667,0.40253173828125,3490,0.2,0.0002,-0.03583454340696335,-0.007156222599211712,0.19095507453283062,0.6071641743183136,-1.1535604601788023,0.1465106
28169,689,1572.2654,158,19415040,409.6,0.40274251302083336,3500,0.2,0.0002,0.055464353412389755,-0.00727754546108675,0.1655017710183165,0.5673933327198029,-1.1580901702834914,0.14715515
28349,689,1442.7383,159,19537920,371.0,0.40630208333333334,3510,0.2,0.0002,0.012344177812337875,-0.007037863176065002,0.22475884385659203,0.33206456899642944,-1.149648407381028,0.15004967
28530,689,1736.7101,160,19660800,450.0,0.40527018229166667,3520,0.2,0.0002,0.19264544546604156,-0.0031658581409707647,0.25732870491629,0.5217702686786652,-1.1539433873289575,0.14819922
28711,689,1628.2694,161,19783680,416.8,0.40852294921875,3530,0.2,0.0002,0.07002115994691849,-0.0048431218891285726,1.1827821122203022,-0.19167053699493408,-1.1622028379359592,0.16906121
28888,689,1594.88,162,19906560,408.06666666666666,0.4026171875,3540,0.2,0.0002,0.08348818123340607,-0.005915919595196707,0.9463651316838029,-0.5133510828018188,-1.1589447478515407,0.14819337
29066,689,1435.8,163,20029440,374.6,0.41135335286458335,3550,0.2,0.0002,0.011603493243455887,-0.0037663625578473635,0.6106275819650424,0.4349486231803894,-1.1787118626448014,0.15618464
29245,689,1607.7037,164,20152320,422.3333333333333,0.40099527994791667,3560,0.2,0.0002,0.02381133660674095,-0.007951172979549786,0.15836702124438792,0.6547580361366272,-1.1888967022672297,0.14516349
29429,688,1537.0562,165,20275200,398.93333333333334,0.4088566080729167,3570,0.2,0.0002,0.07083727419376373,-0.003078056945748055,1.0576407947089561,0.6291313469409943,-1.1517178716541578,0.15749751
29613,688,1542.7264,166,20398080,405.3333333333333,0.40514567057291667,3580,0.2,0.0002,-0.0033656135201454163,-0.007276517602967943,0.16239257990324404,0.5527927875518799,-1.1942448341846466,0.14546481
29792,688,1404.2012,167,20520960,371.06666666666666,0.4071126302083333,3590,0.2,0.0002,0.021084193140268326,-0.003627467321809187,3.9834481260968215,0.35640305280685425,-1.1697625254715482,0.14930148
29972,688,1627.1049,168,20643840,425.06666666666666,0.4024300130208333,3600,0.2,0.0002,0.05991656705737114,-0.006933046204206524,0.16981036894527884,0.4523002505302429,-1.1823257738631219,0.14540815
30153,688,1354.7994,169,20766720,350.8,0.40128173828125,3610,0.2,0.0002,0.062335506081581116,-0.007719461576316462,0.19193914188595954,0.4633305072784424,-1.1833775061555207,0.14436325
30338,688,1405.4604,170,20889600,367.6,0.4017919921875,3620,0.2,0.0002,0.025806788355112076,-0.007076557986856642,0.16215120268801306,0.5910237729549408,-1.165504527448987,0.15014842
30521,688,1388.7902,171,21012480,361.53333333333336,0.4051611328125,3630,0.2,0.0002,0.0228620283305645,-0.004374972346868162,1.0840563705340416,-0.03309941291809082,-1.1605202901146063,0.15226488
30705,688,1735.532,172,21135360,444.1333333333333,0.40052001953125,3640,0.2,0.0002,0.06849668174982071,-0.007271915449455264,0.16679674801271177,0.5321888029575348,-1.181134861499692,0.14159912
30890,688,1598.1641,173,21258240,417.3333333333333,0.401806640625,3650,0.2,0.0002,-0.005394650623202324,-0.00730787057321019,0.1759000727389745,0.4835820198059082,-1.1493405459666004,0.14866471
31071,688,1634.2788,174,21381120,415.73333333333335,0.39655517578125,3660,0.2,0.0002,0.020151076838374138,-0.006465824177248578,0.21145159935054836,0.3271709680557251,-1.1453229456363867,0.14382502
31252,688,1568.2241,175,21504000,402.06666666666666,0.3961612955729167,3670,0.2,0.0002,0.03702609986066818,-0.007609503077043579,0.1731859390674314,0.5642775297164917,-1.1304568818366776,0.14516547
31436,687,1684.4485,176,21626880,429.0,0.39632080078125,3680,0.2,0.0002,0.05214259773492813,-0.007551814999102741,0.15028147590336932,0.6220426261425018,-1.129812215756004,0.14630032
31616,687,1529.939,177,21749760,390.1333333333333,0.39747721354166665,3690,0.2,0.0002,0.05092815309762955,-0.007126530107852886,0.1714286343944453,0.5402985513210297,-1.1495266484096647,0.14517018
31799,687,1396.4819,178,21872640,354.4,0.4004850260416667,3700,0.2,0.0002,0.19246351718902588,-0.0033102250112339486,0.6106517548964864,0.34906840324401855,-1.1139397885464133,0.15294123
31981,687,1570.9517,179,21995520,402.4,0.3992586263020833,3710,0.2,0.0002,0.08850884437561035,-0.006226914144975429,0.2728982385892111,0.2525084614753723,-1.1234496659754465,0.15024458
32163,687,1561.8182,180,22118400,409.93333333333334,0.396025390625,3720,0.2,0.0002,-0.01144486665725708,-0.007881912803659361,0.1758496185634673,0.3827391266822815,-1.138895319631944,0.1479526
32346,687,1408.9601,181,22241280,357.8666666666667,0.39738606770833335,3730,0.2,0.0002,-0.03162136673927307,-0.005103052178807654,0.42356915058587524,0.24743038415908813,-1.122903126614789,0.14948694
32529,687,1661.0665,182,22364160,417.0,0.39676025390625,3740,0.2,0.0002,0.413748562335968,-0.006742327085994475,0.389920147623925,-0.3121374845504761,-1.14181345526129,0.1496885
32710,687,1439.4199,183,22487040,371.8,0.39194173177083336,3750,0.2,0.0002,-0.003870368003845215,-0.006391267194327762,0.15691753092629368,0.6663591265678406,-1.1171186228158574,0.14487144
32894,687,1612.3036,184,22609920,411.3333333333333,0.3961572265625,3760,0.2,0.0002,-0.01694205403327942,-0.0031068469243048943,5.061685859838714,0.7914417088031769,-1.134657796593383,0.1512281
33077,687,1567.5925,185,22732800,401.1333333333333,0.39296305338541665,3770,0.2,0.0002,0.0545189268887043,-0.00791095392648155,0.16999988350231432,0.41042089462280273,-1.11285808715038,0.15271433
33258,687,1515.5189,186,22855680,398.8,0.39268880208333334,3780,0.2,0.0002,0.01260422170162201,-0.005650450958892179,0.40577689065559147,0.25827717781066895,-1.120425450677673,0.14379093
33438,687,1401.2283,187,22978560,357.0,0.39331624348958333,3790,0.2,0.0002,0.014831580221652985,-0.007431713475155751,0.17375251995593619,0.2714018225669861,-1.1080018906636784,0.14904945
33617,687,1613.8512,188,23101440,423.93333333333334,0.3931982421875,3800,0.2,0.0002,0.01066039502620697,-0.004529728581092058,1.16256464477124,-1.0866920948028564,-1.1157194493990392,0.15107617
33799,687,1528.0682,189,23224320,392.8,0.39530517578125,3810,0.2,0.0002,0.0370294414460659,-0.005261134929345038,2.25803103808983,-0.4533824920654297,-1.1139546141431977,0.14975958
33980,687,1550.6746,190,23347200,396.6666666666667,0.3926570638020833,3820,0.2,0.0002,0.13121584057807922,-0.006735036383245945,0.17547477591375354,0.5214526951313019,-1.1228917144425212,0.14473794
34164,686,1610.551,191,23470080,414.1333333333333,0.3909000651041667,3830,0.2,0.0002,0.001029815524816513,-0.007637008661701353,0.16652534213188724,0.5694361925125122,-1.1186012667914231,0.14813751
34348,686,1486.8035,192,23592960,386.46666666666664,0.3947509765625,3840,0.2,0.0002,0.10680067539215088,-0.002926807642258306,2.0886818266460128,-0.07699620723724365,-1.1140041042522837,0.15390489
34533,686,1612.9802,193,23715840,404.06666666666666,0.3907853190104167,3850,0.2,0.0002,0.09822680801153183,-0.006515007729758509,0.1535430667163261,0.686422199010849,-1.111461736569181,0.14864883
34719,686,1662.0258,194,23838720,422.6666666666667,0.3879443359375,3860,0.2,0.0002,0.009252909570932388,-0.006749489343540821,0.31403466062115815,0.08185023069381714,-1.1208495460202297,0.14121677
34906,686,1688.7489,195,23961600,433.06666666666666,0.39271647135416665,3870,0.2,0.0002,0.1712290197610855,-0.004144876974420792,1.1520226519391872,0.010618388652801514,-1.109656578541423,0.14866543
35093,686,1593.9818,196,24084480,409.8666666666667,0.3902693684895833,3880,0.2,0.0002,0.08386513590812683,-0.006076722456915983,0.1857964289780163,0.5603563785552979,-1.134154436318204,0.14329655
35279,686,1629.5656,197,24207360,410.6,0.38841389973958335,3890,0.2,0.0002,0.17100729048252106,-0.006059167088660615,0.36330927826095527,0.2762933373451233,-1.1204266016123194,0.14527766
35466,686,1711.045,198,24330240,428.6,0.38857096354166665,3900,0.2,0.0002,0.033247724175453186,-0.0061805695166246245,0.1520936564542353,0.6790626049041748,-1.1369138677014659,0.13862617
35651,685,1547.8695,199,24453120,395.6666666666667,0.3895556640625,3910,0.2,0.0002,0.026589296758174896,-0.005851068149847076,0.2473892396328544,-0.3316141366958618,-1.0967283971793949,0.13879783
35864,685,1474.6886,200,24576000,366.8666666666667,0.3909619140625,3920,0.2,0.0002,0.06193244084715843,-0.006963346805926752,0.25536706260502495,0.32770001888275146,-1.1246241107552002,0.14278959
36049,685,1719.2397,201,24698880,436.8666666666667,0.38855875651041666,3930,0.2,0.0002,0.08535629510879517,-0.007356978848692961,0.1554881573789559,0.6372596323490143,-1.121738232333834,0.14022975
36235,685,1680.8815,202,24821760,433.6666666666667,0.38728190104166665,3940,0.2,0.0002,0.109967440366745,-0.0063002856074854206,0.29511275092799527,-0.4339030981063843,-1.0965321530960501,0.14311555
36419,684,1741.2141,203,24944640,447.26666666666665,0.38962239583333336,3950,0.2,0.0002,0.01637444831430912,-0.00644520821060117,0.17335299606716337,0.5140168368816376,-1.0956400825517874,0.1436459
36600,684,1696.4469,204,25067520,436.6666666666667,0.3905794270833333,3960,0.2,0.0002,0.06752875447273254,-0.00699273137784985,0.184750968052831,0.6226626634597778,-1.1033889463699111,0.145565
