time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,train/learning_rate,train/value_loss,train/clip_fraction,train/entropy_loss,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance
34769,146,1403.0743,425.56,515,17940480,0.0003,0.09722578665527787,0.46540934244791665,-1.2749159445861975,1450,0.2,-0.0011901119723916054,-0.00331314445773387,0.6130455,0.7855095714330673
35015,147,1453.9747,445.86,515,18063360,0.0003,0.10385321020187499,0.46531982421875,-1.257557273392255,1460,0.2,-0.018636658787727356,-0.004574975701725634,0.61614233,0.7641046643257141
35264,148,1454.1439,435.38,515,18186240,0.0003,0.08426926828634654,0.4610872395833333,-1.1815151050748924,1470,0.2,0.09642597287893295,-0.003742998954257928,1.1839173,0.7807223498821259
35514,149,1446.4165,442.54,515,18309120,0.0003,0.08503905060924201,0.4620849609375,-1.256441214522347,1480,0.2,-0.03907337784767151,-0.007497849542123731,0.6153397,0.7994225770235062
35762,150,1449.8074,436.34,515,18432000,0.0003,0.08327729302880471,0.46223388671875,-1.1857186185692747,1490,0.2,-0.008983869105577469,-0.003051255786752639,0.6366816,0.8196992129087448
36012,151,1391.2535,427.64,515,18554880,0.0003,0.07646770437650655,0.45672526041666667,-1.150514138378203,1500,0.2,-0.0370870977640152,-0.0025420662812272593,0.6488746,0.8204128444194794
36259,152,1483.1909,448.02,515,18677760,0.0003,0.09337126506211159,0.45496500651041666,-1.1511093379960706,1510,0.2,0.10855576395988464,-0.0027554994439257523,0.5966558,0.8274780362844467
36505,153,1453.7188,432.18,515,18800640,0.0003,0.07763320856097077,0.45542561848958335,-1.100917690489441,1520,0.2,0.0534246526658535,-0.003354299586868971,0.72396237,0.7847813665866852
36753,154,1441.3623,442.14,514,18923520,0.0003,0.09643516834068577,0.45347249348958335,-1.1700738082112123,1530,0.2,0.009550370275974274,-0.0061060276767481506,0.624734,0.8159457147121429
37003,155,1452.7261,440.52,514,19046400,0.0003,0.08068780897612063,0.45998291015625,-1.178477185604473,1540,0.2,0.03782796859741211,-0.0032626253310687994,0.58784217,0.8367644846439362
37252,156,1494.3906,446.06,514,19169280,0.0003,0.08481165727246359,0.45897542317708334,-1.1620857821560155,1550,0.2,-0.04436600208282471,-0.005823841400530607,0.60192275,0.8148089647293091
37501,157,1397.6118,418.48,514,19292160,0.0003,0.09600803491145295,0.46050374348958334,-1.178194166601946,1560,0.2,-0.0035643428564071655,-0.004586794808219565,1.0871317,0.7955090999603271
37751,158,1445.0956,429.78,514,19415040,0.0003,0.09194022368741571,0.4583512369791667,-1.1299062360823156,1570,0.2,-0.0375387966632843,-0.0030656665266117974,0.6190843,0.7968944758176804
37998,159,1481.7256,439.96,514,19537920,0.0003,0.07781250207888661,0.4527880859375,-1.0884351844216387,1580,0.2,-0.015615358017385006,-0.0027839066326608495,0.60546863,0.8036901205778122
38242,160,1474.4563,439.52,514,19660800,0.0003,0.09095835850486765,0.45300374348958333,-1.1439509225295235,1590,0.2,0.001219034194946289,-0.003356591390899363,0.54886913,0.8152536600828171
38487,161,1445.1735,438.44,514,19783680,0.0003,0.09375113012235185,0.45511962890625,-1.1155948710472634,1600,0.2,-0.009782612323760986,-0.0036032563880386685,0.6694209,0.777624100446701
38732,162,1495.4792,444.66,513,19906560,0.0003,0.09903680020982089,0.45389729817708335,-1.1601744508867462,1610,0.2,-0.016672829166054726,-0.0035087607725351215,0.5360812,0.8171707540750504
38980,163,1448.9995,434.88,513,20029440,0.0003,0.08974143477961964,0.4527693684895833,-1.1234117625840008,1620,0.2,-0.009751960635185242,-0.003831483430518953,0.57643545,0.8011079430580139
39230,164,1431.8611,437.74,513,20152320,0.0003,0.0926610469435885,0.4512890625,-1.1434080757852643,1630,0.2,-0.007572729140520096,-0.004726712714806733,0.5505728,0.8112848997116089
39476,165,1471.42,440.98,513,20275200,0.0003,0.08968280578391083,0.4451163736979167,-1.0731752997947235,1640,0.2,-0.06576801836490631,-0.0041850762669309914,0.5713804,0.8198121637105942
39723,166,1474.0414,446.22,513,20398080,0.0003,0.0909958621263407,0.45055013020833334,-1.1489670992611598,1650,0.2,-0.0011285021901130676,-0.0005651980506930462,0.5369636,0.7898697406053543
39972,167,1494.1606,438.4,513,20520960,0.0003,0.0905498010997447,0.44586588541666666,-1.084323011978219,1660,0.2,-0.014950379729270935,-0.0003422050055572375,0.58983266,0.8091325461864471
40219,168,1501.379,450.0,513,20643840,0.0003,0.0922794002512334,0.44780598958333334,-1.0684950087498875,1670,0.2,-0.04349205642938614,-0.005695511987153926,0.61159796,0.7798615992069244
40467,169,1468.4862,443.14,513,20766720,0.0003,0.08698773473210167,0.44232177734375,-1.0636236402019859,1680,0.2,0.07387606799602509,-0.0032211909383659076,0.62063694,0.7641180902719498
40711,170,1481.2567,449.08,513,20889600,0.0003,0.08743891498156396,0.44775634765625,-1.0979429887483518,1690,0.2,0.014215264469385147,-0.0023318224870187503,0.58275515,0.7786252200603485
40978,171,1433.8743,428.98,512,21012480,0.0003,0.09006237682925226,0.44845784505208336,-1.1035107046489914,1700,0.2,-0.0014864159747958183,-0.0036707539794527595,0.6502196,0.7736425548791885
41225,172,1397.1652,418.14,512,21135360,0.0003,0.09324470218959807,0.44342936197916666,-1.1006955200961481,1710,0.2,-0.02226581797003746,-0.0036503734315071292,0.5579451,0.8124003857374191
41471,173,1434.8867,430.86,512,21258240,0.0003,0.09260422683107511,0.44255940755208334,-1.0356000314311435,1720,0.2,-0.007048716768622398,-0.005410573062393572,0.58312553,0.8118138164281845
41715,174,1466.6837,437.44,512,21381120,0.0003,0.09103812169516459,0.4497574869791667,-1.1202481602039187,1730,0.2,-0.04193154349923134,-0.0071454423351982165,0.54195774,0.7942661792039871
41960,175,1479.0205,443.68,512,21504000,0.0003,0.09938117806853067,0.44272054036458336,-1.0317952207848429,1740,0.2,-0.03848659247159958,-0.0031118833924301727,0.67550725,0.7976731806993484
42206,176,1427.1045,425.42,512,21626880,0.0003,0.08902344432969889,0.44153483072916666,-1.0308251176712413,1750,0.2,0.007787257432937622,-0.004830254709813744,0.63132125,0.8005827516317368
42453,177,1475.9609,442.82,512,21749760,0.0003,0.08013731919209628,0.4331103515625,-0.9844364330669244,1760,0.2,0.0072296373546123505,-0.003778355901965066,0.59640944,0.8190912306308746
42702,178,1465.4432,431.42,512,21872640,0.0003,0.08300387290413104,0.4427490234375,-1.0179466023513426,1770,0.2,-0.03586079552769661,-0.004327789419973366,0.6614736,0.8017876297235489
42953,179,1432.0703,432.4,512,21995520,0.0003,0.09232873723492957,0.43756103515625,-1.0076695961753528,1780,0.2,0.011762856505811214,-0.002805642728859918,0.5677498,0.7957302182912827
43199,180,1443.8662,432.14,512,22118400,0.0003,0.08788502863841131,0.4351416015625,-0.9813205469803263,1790,0.2,0.049499258399009705,0.0007141258883711999,0.596404,0.8118810951709747
43448,181,1446.3561,433.28,511,22241280,0.0003,0.08309337620943552,0.43269775390625,-0.9803402442733447,1800,0.2,-0.0065019503235816956,-0.0036324941288148694,0.610973,0.7806941270828247
43730,182,1496.5018,443.68,511,22364160,0.0003,0.08218259531650499,0.433486328125,-0.9856727463472634,1810,0.2,-0.03695371747016907,-0.003989853508204154,0.6297386,0.8133976608514786
43974,183,1483.4072,439.76,511,22487040,0.0003,0.08669654731221575,0.4327392578125,-0.9546399940612416,1820,0.2,-0.01762549951672554,-0.004549260887045724,0.5895728,0.780187800526619
44239,184,1497.7573,443.52,511,22609920,0.0003,0.08132302042140509,0.43793212890625,-0.9917796442316225,1830,0.2,0.09762256592512131,-0.0027382255479521216,0.5659589,0.8077856302261353
44487,185,1451.0845,428.1,510,22732800,0.0003,0.10956904145898685,0.443271484375,-1.0847908530198038,1840,0.2,0.1385967880487442,-0.005636905062310689,0.57980174,0.7780374884605408
44736,186,1478.4764,441.64,510,22855680,0.0003,0.10590257196468883,0.44115315755208334,-1.050156765288363,1850,0.2,-0.028188347816467285,-0.00560303386458448,0.52852905,0.7860714346170425
44984,187,1496.5845,440.6,510,22978560,0.0003,0.10580387036689597,0.43722086588541664,-1.065461766316245,1860,0.2,0.10211344808340073,-0.00075797911717018,0.50945586,0.7773192077875137
45231,188,1513.8812,444.82,510,23101440,0.0003,0.10992815911619497,0.4419051106770833,-1.0772787980890521,1870,0.2,-0.0014207717031240463,-0.003741998786857342,0.5311391,0.766770526766777
45483,189,1505.207,439.86,510,23224320,0.0003,0.10800344643600207,0.43504720052083334,-1.078267436682557,1880,0.2,-0.007767997682094574,-0.00409935834701173,0.5110952,0.7804785370826721
45729,190,1408.0692,423.7,510,23347200,0.0003,0.10061613715821295,0.44092447916666666,-1.0442201026777427,1890,0.2,0.04654223844408989,-0.00422189052211858,0.5628254,0.783040001988411
45976,191,1482.4408,433.66,510,23470080,0.0003,0.09931382815581552,0.43640055338541667,-1.0205581216483066,1900,0.2,-0.02464999444782734,-0.003516601424877687,0.5782298,0.8044342547655106
46222,192,1474.0975,440.98,510,23592960,0.0003,0.09227124433561888,0.43587158203125,-1.0469525984767825,1910,0.2,0.026958903297781944,-0.005958837927470692,0.6380197,0.7776773273944855
46468,193,1443.1311,423.02,510,23715840,0.0003,0.10753432828409132,0.43407470703125,-1.0434973722044378,1920,0.2,0.027652310207486153,-0.003448639442613057,0.50537205,0.8063318729400635
46714,194,1491.0916,440.4,510,23838720,0.0003,0.09479035883826631,0.43354248046875,-1.0671120469924062,1930,0.2,-0.04453668370842934,-0.006484276749579294,0.5396649,0.8148432075977325
46958,195,1515.3224,449.76,510,23961600,0.0003,0.10520632641554888,0.4323909505208333,-1.0400604254752397,1940,0.2,0.03814691677689552,-0.0003881051696286401,0.51984817,0.7742123156785965
47205,196,1537.6047,447.9,510,24084480,0.0003,0.1046742451057556,0.43479248046875,-1.0334855450938145,1950,0.2,0.11413893103599548,-0.004879879241161689,0.52531284,0.7700984179973602
47453,197,1429.8472,424.84,510,24207360,0.0003,0.10097043618821772,0.4284847005208333,-0.9953215168043971,1960,0.2,-0.0019665807485580444,-0.0042456602534124005,0.5518716,0.7918116748332977
47701,198,1469.3834,436.96,510,24330240,0.0003,0.09910196103766794,0.42737386067708333,-0.9592923903185874,1970,0.2,-0.006011420860886574,-0.0035117898361446956,0.58584046,0.8020836710929871
47949,199,1498.9077,439.38,509,24453120,0.0003,0.10425638353956553,0.42343587239583336,-1.0024269162087391,1980,0.2,0.0032255854457616806,-0.004545418175433345,0.5390196,0.7764062881469727
48197,200,1497.6178,435.78,509,24576000,0.0003,0.1100891794996763,0.42842447916666665,-0.9783083184839537,1990,0.2,0.00988810881972313,-0.004310522026353283,0.5219677,0.7541120052337646
48444,201,1507.1396,439.92,509,24698880,0.0003,0.10325658103713067,0.4252115885416667,-1.0121756392344832,2000,0.2,0.025586029514670372,-0.004654338377537594,0.5237427,0.7852493524551392
48692,202,1414.1914,418.8,509,24821760,0.0003,0.10070583396096482,0.42523844401041666,-0.9862912142835557,2010,0.2,0.025284074246883392,-0.004309546817439696,0.5282977,0.7902341187000275
48939,203,1466.0579,423.42,509,24944640,0.0003,0.10576659294233347,0.42632568359375,-0.9925348487092803,2020,0.2,-0.03702392801642418,-0.00312114078640055,0.57882524,0.8122264444828033
49188,204,1443.3818,422.38,509,25067520,0.0003,0.10602284984415747,0.424462890625,-0.956555983585616,2030,0.2,-0.022918468341231346,-0.0023385209526077234,0.5297286,0.7963943034410477
49437,205,1480.598,436.7,509,25190400,0.0003,0.1150161438898552,0.4254231770833333,-0.9694639161291222,2040,0.2,0.02601657062768936,-0.0034725953101193835,0.5448307,0.7936464250087738
49687,206,1441.438,428.64,509,25313280,0.0003,0.12578951478106318,0.42800699869791664,-1.0273161915348221,2050,0.2,-0.03498636931180954,-0.0024607885582251282,0.50603575,0.7728755474090576
49933,207,1423.6748,423.08,509,25436160,0.0003,0.11490382962084066,0.4258854166666667,-0.9863641378314545,2060,0.2,0.06128663197159767,0.00043148442449819413,0.60188955,0.7860070317983627
50181,208,1488.2734,435.56,509,25559040,0.0003,0.1222603128788372,0.422568359375,-1.0537714000108342,2070,0.2,0.03756965696811676,-0.0035018229899530223,0.5191574,0.7787604033946991
50424,209,1509.0569,442.58,509,25681920,0.0003,0.1031070445231065,0.42054117838541666,-0.976349785560742,2080,0.2,0.005987224169075489,-0.003845736602197576,0.6167184,0.8200218826532364
50675,210,1427.6914,428.04,509,25804800,0.0003,0.11063272898551077,0.4201912434895833,-0.9059780504523466,2090,0.2,-0.02322825789451599,-0.0024057964914451684,0.57783157,0.7873016148805618
50919,211,1456.1754,434.6,509,25927680,0.0003,0.10051309425927078,0.41807942708333334,-0.9787128093869736,2100,0.2,-0.022660434246063232,-0.004215287472240258,0.5725002,0.7694280743598938
51167,212,1510.693,443.6,509,26050560,0.0003,0.1156508538305449,0.41956787109375,-0.997185380027319,2110,0.2,-0.021799471229314804,-0.0030945263583998894,0.63884175,0.808107540011406
51411,213,1404.2649,414.52,509,26173440,0.0003,0.10060241805806679,0.415751953125,-0.9183037089804809,2120,0.2,-0.008233800530433655,-0.0015455904759498176,0.58235943,0.8047050535678864
51655,214,1503.0071,441.98,509,26296320,0.0003,0.1230400751636868,0.42065592447916667,-0.9863644369877875,2130,0.2,-0.013247651979327202,-0.002140124235878223,1.0650914,0.7816571146249771
51902,215,1422.4702,426.44,509,26419200,0.0003,0.12758057772599082,0.4227376302083333,-0.9970736918846766,2140,0.2,-0.03642775118350983,-0.0010639670130149171,0.5420571,0.7519412040710449
52146,216,1423.3901,426.16,508,26542080,0.0003,0.10943303295741012,0.41436848958333333,-1.036182846709465,2150,0.2,-0.035916756838560104,-0.004449541142093949,0.49784517,0.8048678040504456
52393,217,1438.0537,424.76,508,26664960,0.0003,0.09731339113689803,0.4113362630208333,-0.927756937937811,2160,0.2,0.008892767131328583,-0.0006296485482744174,0.59223694,0.8212270736694336
52638,218,1505.4263,440.08,508,26787840,0.0003,0.09758466163441577,0.41317057291666665,-0.9171090542680274,2170,0.2,-0.035253629088401794,-0.0009605942365063432,0.5648926,0.81142258644104
52887,219,1432.8767,420.26,508,26910720,0.0003,0.10227480743521786,0.40963541666666664,-0.920627187260737,2180,0.2,0.016060814261436462,-0.0021209686115525985,0.57925785,0.8023160696029663
53132,220,1429.6818,426.18,508,27033600,0.0003,0.10407634642086729,0.41361409505208335,-0.9589870912550638,2190,0.2,-0.04546525329351425,-0.0032557084172246203,0.570423,0.8182200938463211
53377,221,1486.6034,435.32,508,27156480,0.0003,0.10562461102303738,0.40795817057291667,-0.9181066561148813,2200,0.2,-0.0008540116250514984,-0.0021274492171990764,0.5755883,0.7673695385456085
53626,222,1507.6646,440.02,508,27279360,0.0003,0.11516536109770338,0.41277913411458333,-1.036942298753808,2210,0.2,-0.017012570053339005,-0.0016264106368665428,0.5027596,0.7839837372303009
53871,223,1418.6469,427.16,508,27402240,0.0003,0.11096418820447676,0.4089884440104167,-0.960942416874071,2220,0.2,0.05757796764373779,-0.002571005567594208,0.5260783,0.7611070722341537
54120,224,1451.8566,429.24,508,27525120,0.0003,0.10222726664961859,0.41521077473958334,-1.0060251567636926,2230,0.2,0.02753070555627346,-0.005880780881695197,0.5483752,0.7753631770610809
54365,225,1506.2744,443.18,508,27648000,0.0003,0.10613603090620018,0.4052400716145833,-0.9736303082449983,2240,0.2,0.03841587156057358,-0.0012389736588071778,0.58143,0.8012062311172485
54613,226,1467.9156,433.6,508,27770880,0.0003,0.10623237224989376,0.40794514973958335,-0.9361488025821746,2250,0.2,-0.017219647765159607,-0.003570319553424876,0.55233586,0.7806585431098938
54861,227,1417.9637,430.66,508,27893760,0.0003,0.11157847329949921,0.4082918294270833,-0.9971297370052586,2260,0.2,-0.027151798829436302,-0.003002871314653627,0.52759,0.7626060545444489
55110,228,1465.8522,430.42,508,28016640,0.0003,0.11599715797773873,0.41033528645833334,-1.020167338643223,2270,0.2,0.002220345661044121,0.0009550267526841101,0.56070673,0.7695593535900116
55356,229,1483.8595,442.66,508,28139520,0.0003,0.11276546041010685,0.40767822265625,-0.9849350925876449,2280,0.2,0.0016430355608463287,-0.0019801958249384675,0.5687874,0.7726337909698486
55604,230,1419.5774,415.66,508,28262400,0.0003,0.11437957883958007,0.4085009765625,-1.010191282791396,2290,0.2,0.025327790528535843,-0.003186591440298798,0.52998555,0.7775061279535294
55851,231,1421.3906,421.2,508,28385280,0.0003,0.11368944233637497,0.40876708984375,-0.9648566606206198,2300,0.2,0.017061863094568253,-0.0038549090650849393,0.5610154,0.8039596676826477
56096,232,1428.9858,425.62,508,28508160,0.0003,0.11488428495804935,0.40392903645833333,-1.026736563500017,2310,0.2,0.0006998004391789436,-0.004600099254730594,0.51034856,0.7504941076040268
56341,233,1395.1136,411.28,508,28631040,0.0003,0.12349170114049533,0.40579345703125,-0.9839470082055777,2320,0.2,-0.006944239139556885,-0.005149185857480916,0.5377046,0.7935811877250671
56589,234,1445.2914,425.0,508,28753920,0.0003,0.11475814194835644,0.4033284505208333,-0.9417444268148393,2330,0.2,0.008303690701723099,-0.003201767116067155,0.5457669,0.8016108721494675
56834,235,1332.0267,398.14,508,28876800,0.0003,0.1171470446321958,0.4075187174479167,-0.9875899675333252,2340,0.2,-0.00014499947428703308,-0.0026844575297218396,0.5942948,0.7798914015293121
57079,236,1444.735,429.12,508,28999680,0.0003,0.1267731327721655,0.40245198567708335,-0.9417010097453992,2350,0.2,0.03932039439678192,-0.003790244581735654,0.5431479,0.7937153875827789
57325,237,1386.4697,417.64,508,29122560,0.0003,0.10931548403542062,0.40536051432291664,-0.8874159066503247,2360,0.2,0.010879646986722946,-0.003584726458915005,0.6000751,0.7684775441884995
57574,238,1368.0952,400.64,507,29245440,0.0003,0.10499508473556489,0.39074462890625,-0.8669882401886085,2370,0.2,0.020072802901268005,-0.0037035318542742363,0.5840492,0.8053481429815292
57819,239,1393.8774,418.56,507,29368320,0.0003,0.1151590412655302,0.39600992838541665,-0.9687361400667578,2380,0.2,-0.014064531773328781,-0.0018162101265503832,0.5125064,0.7993977963924408
58065,240,1488.8549,439.54,507,29491200,0.0003,0.11262206636645715,0.39515299479166666,-0.903442167636628,2390,0.2,-0.0023345667868852615,-0.0024752680612800757,0.57126963,0.7961888909339905
58310,241,1419.7495,421.82,507,29614080,0.0003,0.09987955298507586,0.3945182291666667,-0.926690744239216,2400,0.2,-0.015039429068565369,0.0035918058488944855,0.54105943,0.807402178645134
58556,242,1426.5167,423.5,507,29736960,0.0003,0.10089519621571526,0.39120361328125,-0.8922525309181462,2410,0.2,0.05397786572575569,-0.0020977097912449,0.56613255,0.8211329281330109
58802,243,1454.7312,429.6,507,29859840,0.0003,0.1150534548520227,0.3946638997395833,-0.9347500344179571,2420,0.2,-0.02337867021560669,-0.00163267729938525,0.57171804,0.7818755805492401
59048,244,1459.4675,432.48,507,29982720,0.0003,0.1135317105615104,0.3936946614583333,-0.9971672314343353,2430,0.2,0.010295500978827477,-0.0027015589102423595,0.5755357,0.7938356250524521
59296,245,1339.9532,402.64,507,30105600,0.0003,0.09964571137490566,0.38935791015625,-0.9041302966295431,2440,0.2,-0.009776582941412926,-0.002191617619137105,0.57351774,0.8237226158380508
59544,246,1428.4694,424.56,507,30228480,0.0003,0.11175731183723353,0.38746256510416666,-0.9369378939270974,2450,0.2,0.024479687213897705,-0.0007590885597225375,0.56754416,0.8190533071756363
59790,247,1269.701,379.42,507,30351360,0.0003,0.12951339233773373,0.3945841471354167,-0.9617482467523466,2460,0.2,-0.0030926913022994995,-0.003418769521000892,0.5843847,0.8015268296003342
60036,248,1394.5328,414.24,507,30474240,0.0003,0.12196420504973503,0.393359375,-0.939374371956413,2470,0.2,0.016057085245847702,-0.0022302112393663264,0.5630638,0.8184008747339249
60283,249,1446.3004,425.62,507,30597120,0.0003,0.11722884264144037,0.39127766927083335,-0.9373407795031865,2480,0.2,-0.014577586203813553,-0.0018032128604196867,0.5962376,0.7988415211439133
60526,250,1482.1228,430.1,507,30720000,0.0003,0.12302264995387911,0.39090657552083335,-1.040791778077061,2490,0.2,-0.011503644287586212,-0.0029470027569671706,0.5457134,0.7800919860601425
60772,251,1461.9392,426.12,507,30842880,0.0003,0.1145903115713736,0.38966064453125,-1.0262231250697127,2500,0.2,0.0022803358733654022,-0.0037302317585999846,0.58247113,0.809354156255722
61043,252,1373.688,411.98,507,30965760,0.0003,0.11836095462844241,0.39309895833333336,-1.0248143303549537,2510,0.2,0.009512055665254593,-0.0029355966607424004,0.5091852,0.7903636246919632
61290,253,1479.3539,438.46,507,31088640,0.0003,0.12175301269540796,0.3905908203125,-0.9486034979143491,2520,0.2,0.044282056391239166,-0.0011527382115779498,0.544348,0.8133771419525146
61537,254,1432.795,421.38,507,31211520,0.0003,0.10379686848682468,0.38944173177083335,-0.9567028311267495,2530,0.2,-0.020723409950733185,-0.0034771679055847927,0.5242102,0.7844331413507462
61782,255,1488.131,437.1,507,31334400,0.0003,0.11751823945620951,0.3876806640625,-0.9808843881792079,2540,0.2,0.026172496378421783,-0.0026807682080955903,0.5036787,0.7911463230848312
62031,256,1484.7842,434.76,507,31457280,0.0003,0.11325752971131199,0.39149576822916665,-0.9751741067506373,2550,0.2,0.002277153544127941,-0.003091856799267892,0.5544193,0.7852868586778641
62280,257,1505.7828,438.76,507,31580160,0.0003,0.0957438817107565,0.38836344401041667,-0.9581346253088365,2560,0.2,-0.019571127369999886,-0.004336303651465035,0.5584469,0.783701166510582
62527,258,1424.4503,413.5,507,31703040,0.0003,0.10183817440852484,0.391396484375,-0.9965484297275543,2570,0.2,-0.03711152821779251,-0.004900183205075639,0.5029889,0.7924389541149139
62774,259,1508.3632,432.82,506,31825920,0.0003,0.10276689426842495,0.38963623046875,-0.9782709351244072,2580,0.2,-0.039066385477781296,-0.003707693520154862,0.50781125,0.8016221821308136
63021,260,1444.4498,422.28,506,31948800,0.0003,0.10066923557795235,0.3847176106770833,-1.0505912519277383,2590,0.2,-0.014255961403250694,-0.0036057823850569547,0.48143834,0.8088101297616959
63271,261,1471.6273,421.12,506,32071680,0.0003,0.10921806730446405,0.3867488606770833,-1.1423414350580423,2600,0.2,0.03127197548747063,-0.0037424271381132712,0.47250775,0.7958040982484818
63517,262,1484.7067,421.34,506,32194560,0.0003,0.11247180861634358,0.3823486328125,-1.2115650542080403,2610,0.2,-0.005115926265716553,-0.004041191187837588,0.41257393,0.8173392713069916
63762,263,1516.375,431.4,506,32317440,0.0003,0.108071245921019,0.3814900716145833,-1.19958350531136,2620,0.2,0.06652083247900009,-0.002065299303255112,0.4209563,0.8014252781867981
64011,264,1526.06,426.26,506,32440320,0.0003,0.11259212304435398,0.37639404296875,-1.3111402072074512,2630,0.2,8.089281618595123e-05,-0.0031789551708182747,0.4984155,0.8128710985183716
64256,265,1595.4507,442.74,506,32563200,0.0003,0.13888447027629203,0.38262044270833334,-1.3434461042098702,2640,0.2,-0.033928774297237396,-0.0015273023886038573,0.36137888,0.8067557662725449
64503,266,1562.6982,441.78,506,32686080,0.0003,0.1346156371513401,0.3796590169270833,-1.3503773807144412,2650,0.2,0.01755569502711296,-0.001461311259214805,0.38392696,0.7470180690288544
64753,267,1536.7827,430.22,506,32808960,0.0003,0.12424348823687371,0.374052734375,-1.3632528685685248,2660,0.2,-0.025730494409799576,-0.0033448358692536807,0.38818184,0.7675815969705582
65000,268,1533.4719,438.98,506,32931840,0.0003,0.12701138834454467,0.37623046875,-1.3941524961187193,2670,0.2,0.05837990716099739,-0.0019411916384160577,0.37822163,0.7865602225065231
65247,269,1497.5311,425.44,506,33054720,0.0003,0.1226575451544583,0.3700992838541667,-1.375771955503151,2680,0.2,0.08337640762329102,-0.003304979775227063,0.38474166,0.7554747313261032
65495,270,1546.6555,438.12,506,33177600,0.0003,0.12898691458263783,0.37787353515625,-1.3013457881348829,2690,0.2,-0.0022033564746379852,-0.003204387000917753,0.40089163,0.7844395041465759
65744,271,1517.6481,441.0,506,33300480,0.0003,0.13580841868960608,0.3770849609375,-1.3116036420750121,2700,0.2,-0.0039877332746982574,-0.0013985296515420487,0.4530389,0.7650027275085449
65992,272,1574.0739,442.48,506,33423360,0.0003,0.12738411904632813,0.36631184895833335,-1.3494192604813724,2710,0.2,0.01017853245139122,-0.0013041832373770982,0.39312777,0.7858347147703171
66241,273,1533.2053,431.02,506,33546240,0.0003,0.13952639045290804,0.37161458333333336,-1.4325042039869975,2720,0.2,0.05800337344408035,-0.0014344282276518546,0.37174276,0.726425290107727
66491,274,1534.3813,437.74,506,33669120,0.0003,0.15716264110305928,0.3646931966145833,-1.6234436699437598,2730,0.2,0.20921313762664795,-0.0029731212129991036,0.2979119,0.7179809808731079
66740,275,1590.2158,445.64,506,33792000,0.0003,0.15182866220697178,0.37158121744791667,-1.5615853387427827,2740,0.2,0.051524948328733444,-0.0014403398877887714,0.33737862,0.722590833902359
66990,276,1558.8015,448.72,506,33914880,0.0003,0.1453730877111957,0.37161051432291664,-1.503184880030652,2750,0.2,0.02643212489783764,-0.00124589212802069,0.3366881,0.7458765506744385
67238,277,1589.1235,445.4,506,34037760,0.0003,0.16445425790385343,0.36468831380208333,-1.5539061552286149,2760,0.2,-0.005547594279050827,-0.00031301939516652054,0.40497062,0.6905036568641663
67486,278,1514.5208,442.22,506,34160640,0.0003,0.14559283652643595,0.36408040364583333,-1.5375267698181172,2770,0.2,0.06642459332942963,-0.0011431536118834628,0.34620264,0.704244464635849
67734,279,1457.5548,429.18,506,34283520,0.0003,0.1567967522366962,0.36596354166666667,-1.551453667761137,2780,0.2,0.007872052490711212,-0.0019198832511877603,0.3675059,0.7323332130908966
67983,280,1466.6183,430.2,506,34406400,0.0003,0.13867229361489686,0.36558430989583335,-1.3690633938771983,2790,0.2,-0.004048287868499756,-0.0021953471953232414,0.40571398,0.7608652859926224
68232,281,1521.9436,434.58,506,34529280,0.0003,0.12803407265023756,0.3653263346354167,-1.365366439986974,2800,0.2,0.03397265076637268,-0.0019534359218414464,0.3864947,0.7829755544662476
68482,282,1469.847,433.9,505,34652160,0.0003,0.14553961784472147,0.36699300130208334,-1.3910841638439646,2810,0.2,0.043353620916604996,-0.00314323976397039,0.36888182,0.7416965067386627
68733,283,1479.6692,424.24,505,34775040,0.0003,0.13217693947609707,0.37102132161458334,-1.3776222602309038,2820,0.2,0.05954120308160782,-0.0020572573490426293,0.41230962,0.7412034571170807
68982,284,1500.0342,431.38,505,34897920,0.0003,0.14804572465975072,0.36918782552083335,-1.4326129223126918,2830,0.2,-0.00752481073141098,-0.00177238197838354,0.509608,0.7535947412252426
69230,285,1389.0345,405.52,505,35020800,0.0003,0.12977996666440353,0.3664501953125,-1.4535217141763617,2840,0.2,0.025582265108823776,-0.0009905135408674445,0.38784143,0.7549099177122116
