time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,train/clip_fraction,train/loss,train/approx_kl,train/learning_rate,train/value_loss,train/explained_variance,train/entropy_loss,train/clip_range,train/n_updates,train/policy_gradient_loss
10710,416.51593,450.0,963,84,10321920,0.24290120442708332,0.09847693145275116,0.022850236,0.0003,0.0927589549835102,0.4363495707511902,-3.577452780343592,0.2,830,-0.007137080998090823
10840,417.18573,450.0,963,85,10444800,0.24039794921875,0.047078922390937805,0.02195675,0.0003,0.09874193917411807,0.37534892559051514,-3.5723523644854627,0.2,840,-0.006161212158537334
10970,422.51648,450.0,963,86,10567680,0.24099853515625,0.05219579115509987,0.022083575,0.0003,0.09123421665023973,0.3144686818122864,-3.5750652041782938,0.2,850,-0.006772838156648504
11098,417.90387,450.0,963,87,10690560,0.248466796875,0.05847831442952156,0.02279982,0.0003,0.10034889301673199,0.3674968481063843,-3.5555771889785928,0.2,860,-0.00653375783688413
11229,421.30212,450.0,962,88,10813440,0.2433203125,0.0010291635990142822,0.022207217,0.0003,0.09151347919253264,0.36296820640563965,-3.5642087641358375,0.2,870,-0.0067438920107664065
11356,421.0974,450.0,962,89,10936320,0.24077555338541667,0.012172024697065353,0.022603631,0.0003,0.10176804463805941,0.3474985361099243,-3.574893437537054,0.2,880,-0.006275071873697016
11488,417.43234,450.0,962,90,11059200,0.24199381510416668,0.0178013164550066,0.022198169,0.0003,0.1005572207554845,0.2590913772583008,-3.5869211043044924,0.2,890,-0.006615806439325146
11648,419.61145,450.0,959,91,11182080,0.2453271484375,0.019711703062057495,0.02224085,0.0003,0.10139877759240334,0.2137473225593567,-3.5735934299230574,0.2,900,-0.006546370997330087
11780,415.8684,449.78,959,92,11304960,0.24332356770833333,0.05533688887953758,0.022155797,0.0003,0.10387316556152655,0.20467519760131836,-3.582367111394803,0.2,910,-0.006121742029893843
11914,419.48004,450.0,959,93,11427840,0.24134033203125,0.01515033096075058,0.022260278,0.0003,0.09866400274862826,0.3580949306488037,-3.5750166261320313,0.2,920,-0.006820457669588601
12042,418.69165,450.0,959,94,11550720,0.23931803385416667,0.05676041170954704,0.022169571,0.0003,0.10531489785358038,0.2748073935508728,-3.56584864842395,0.2,930,-0.006724520289784171
12173,422.3998,450.0,958,95,11673600,0.24219319661458333,-0.010069153271615505,0.022079743,0.0003,0.09940769724644875,0.324027955532074,-3.559884752097229,0.2,940,-0.007095569562722327
12301,413.13647,450.0,958,96,11796480,0.23981282552083333,-0.0030467696487903595,0.022259902,0.0003,0.10279017315605112,0.42041897773742676,-3.550156588541965,0.2,950,-0.007141212374475193
12429,404.67484,450.0,958,97,11919360,0.24057698567708333,-0.01761099323630333,0.021889282,0.0003,0.0975547370685672,0.42119407653808594,-3.551087789721787,0.2,960,-0.00641374457719697
12560,414.21945,450.0,958,98,12042240,0.23994059244791666,0.03018713928759098,0.022513827,0.0003,0.1066939258438894,0.49958348274230957,-3.5266989863539737,0.2,970,-0.0073588815053032405
12690,409.3898,450.0,958,99,12165120,0.23664225260416666,0.025812411680817604,0.022831937,0.0003,0.10407577874982962,0.5222658514976501,-3.523420835696161,0.2,980,-0.0065381493687224675
12819,424.39386,450.0,958,100,12288000,0.24211507161458334,-0.01184253953397274,0.022770472,0.0003,0.09900464734887161,0.546002209186554,-3.529969424903393,0.2,990,-0.007480077120956897
12950,406.74216,450.0,958,101,12410880,0.24557535807291667,0.027624569833278656,0.02329365,0.0003,0.10471418194962705,0.3242751955986023,-3.554640745309492,0.2,1000,-0.0074022858992884724
13080,419.46515,450.0,958,102,12533760,0.24153564453125,0.04698876291513443,0.022216862,0.0003,0.09941159380199678,0.43258583545684814,-3.5463698625937106,0.2,1010,-0.006634117548492214
13211,418.7907,450.0,958,103,12656640,0.23852376302083333,0.03333049267530441,0.022696061,0.0003,0.10548492473200895,0.20382636785507202,-3.552892641971509,0.2,1020,-0.006344778269716092
13341,423.43005,450.0,957,104,12779520,0.2448779296875,0.009843284264206886,0.023615533,0.0003,0.09774929310687487,0.5312469303607941,-3.529451355126997,0.2,1030,-0.007713734190856485
13473,419.08734,450.0,957,105,12902400,0.24279703776041667,0.03676852583885193,0.022429768,0.0003,0.10756336572686753,0.27173858880996704,-3.5481072308992347,0.2,1040,-0.006294179096779165
13600,420.1561,450.0,957,106,13025280,0.24203043619791667,0.0005472302436828613,0.023149634,0.0003,0.09929914843295895,0.37195098400115967,-3.548808038632075,0.2,1050,-0.006939264057194426
13728,419.73453,450.0,957,107,13148160,0.24190185546875,0.005601663142442703,0.023109516,0.0003,0.11277249769259166,0.38466453552246094,-3.5315922367200256,0.2,1060,-0.007084831241609208
13856,417.6593,450.0,957,108,13271040,0.24329182942708333,-0.00866992399096489,0.022825615,0.0003,0.1034948857043734,0.38716691732406616,-3.557210158718129,0.2,1070,-0.007165769711658262
13984,407.99515,446.52,957,109,13393920,0.23909993489583334,0.036405615508556366,0.02261936,0.0003,0.10450723802297338,0.45466309785842896,-3.5466348709414404,0.2,1080,-0.007589906797275035
14115,420.23468,450.0,957,110,13516800,0.23845621744791667,0.04560860991477966,0.02291404,0.0003,0.10417812352447071,0.5238631367683411,-3.535626818202436,0.2,1090,-0.007036431144094119
14243,420.64722,450.0,957,111,13639680,0.23903076171875,0.02218456007540226,0.022281297,0.0003,0.09947400754880316,0.3835499882698059,-3.5498722587774196,0.2,1100,-0.007158985411042523
14371,417.39523,450.0,957,112,13762560,0.23885986328125,0.06163428723812103,0.022733053,0.0003,0.10889131845462544,0.3178408145904541,-3.54411070390294,0.2,1110,-0.007018876488958389
14502,413.9195,450.0,957,113,13885440,0.23781087239583334,0.040845055133104324,0.022771586,0.0003,0.1054433566434212,0.4008450508117676,-3.52956100354592,0.2,1120,-0.0073862520799472505
14633,410.87265,450.0,957,114,14008320,0.24044270833333334,0.004639819264411926,0.023212904,0.0003,0.10664535281083469,0.5267859697341919,-3.48528083289663,0.2,1130,-0.007165715076844208
14761,424.63342,450.0,957,115,14131200,0.23717203776041668,0.047061488032341,0.023049219,0.0003,0.09599159445958018,0.5482671558856964,-3.482595689209799,0.2,1140,-0.00692835681508465
14891,421.52246,450.0,957,116,14254080,0.23484049479166666,0.05358216166496277,0.02234466,0.0003,0.10456202648492763,0.49837297201156616,-3.493236504594485,0.2,1150,-0.006593425049977668
15020,416.31702,446.78,957,117,14376960,0.23660888671875,0.01222418062388897,0.022091415,0.0003,0.09960833109808542,0.40520286560058594,-3.4826466176162163,0.2,1160,-0.006653643952813581
15150,419.9859,447.1,957,118,14499840,0.23656494140625,0.026686903089284897,0.022967597,0.0003,0.10999510800043936,0.42528200149536133,-3.4633698482066393,0.2,1170,-0.006576941472346031
