rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/clip_range,train/approx_kl,train/n_updates,train/loss,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction
1431.8546,384.8,136,766,16711680,21809,0.2,0.14329192,1350,0.04235296696424484,0.0002,-1.6261368072281281,-0.012365014678155907,0.6426472663879395,0.11326949501759373,0.4896728515625
1478.2806,386.2,137,764,16834560,22010,0.2,0.14095606,1360,0.007264093495905399,0.0002,-1.6006264654546976,-0.012048080238121959,0.637110024690628,0.11573577568681988,0.4871085611979167
1439.1927,373.3333333333333,138,764,16957440,22177,0.2,0.14210364,1370,0.02014010027050972,0.0002,-1.6034735845401884,-0.011289969339850358,0.6304741203784943,0.11867646821250673,0.490244140625
1496.9475,392.8666666666667,139,764,17080320,22341,0.2,0.14767316,1380,-0.0058007873594760895,0.0002,-1.6035689107701183,-0.011961032878704524,0.6445252895355225,0.1140588767613129,0.4900895182291667
1533.3907,420.73333333333335,140,763,17203200,22528,0.2,0.14131223,1390,0.06525295227766037,0.0002,-1.5810416173376143,-0.011369414145638074,0.637168288230896,0.11744943101579944,0.48747151692708335
1584.9548,425.3333333333333,141,763,17326080,22694,0.2,0.14555523,1400,0.06192309409379959,0.0002,-1.561006858535111,-0.01221096579502652,0.6281914710998535,0.11848819894968377,0.48595865885416667
1525.8417,399.73333333333335,142,763,17448960,22858,0.2,0.1422503,1410,0.013762831687927246,0.0002,-1.5848429320628445,-0.012392863833944527,0.637472927570343,0.11337875772199671,0.487001953125
1311.4147,359.26666666666665,143,763,17571840,23023,0.2,0.14638676,1420,0.07517333328723907,0.0002,-1.564511042808493,-0.011642936461909508,0.629817396402359,0.11100241122825537,0.490078125
1150.6603,305.26666666666665,144,763,17694720,23187,0.2,0.14260216,1430,-0.02079767733812332,0.0002,-1.5573192956671118,-0.011954530358464884,0.6477042138576508,0.11043787656478041,0.48619710286458334
1336.5759,359.8,145,762,17817600,23353,0.2,0.14541817,1440,-0.0007613413035869598,0.0002,-1.5508257235897085,-0.011660248623126488,0.6361313760280609,0.11219413501850795,0.4846923828125
1508.6534,401.8,146,762,17940480,23517,0.2,0.14503446,1450,0.05775734409689903,0.0002,-1.5438282614387573,-0.012168433224087494,0.6370846629142761,0.11517208156117703,0.483837890625
1512.8098,399.6666666666667,147,762,18063360,23682,0.2,0.1413327,1460,-0.00619753822684288,0.0002,-1.5617634842482706,-0.011170922003196514,0.6628772020339966,0.1075821084639756,0.4822509765625
1512.5881,407.53333333333336,148,762,18186240,23847,0.2,0.14261837,1470,0.018964989110827446,0.0002,-1.5474975011621912,-0.01176774463883703,0.6434116959571838,0.11980305981308144,0.48156901041666667
1295.9462,363.3333333333333,149,762,18309120,24015,0.2,0.14759344,1480,0.033948905766010284,0.0002,-1.5401720115107795,-0.01147707229010848,0.6578183472156525,0.11223229704492647,0.48138509114583333
1530.8971,405.4,150,762,18432000,24182,0.2,0.14512669,1490,0.035298045724630356,0.0002,-1.541263765084247,-0.011466561024214268,0.6493195593357086,0.11776714463126457,0.484365234375
1586.4264,404.1333333333333,151,762,18554880,24349,0.2,0.1444235,1500,-0.040516458451747894,0.0002,-1.543769855077068,-0.011614934875130227,0.649305909872055,0.11683744857436977,0.4818359375
1639.8217,429.8666666666667,152,761,18677760,24517,0.2,0.14196281,1510,-0.005339816212654114,0.0002,-1.5358157681984206,-0.010813349537969164,0.6213277876377106,0.1190475575333888,0.4834033203125
1435.9352,376.26666666666665,153,761,18800640,24700,0.2,0.1419097,1520,0.013179963454604149,0.0002,-1.5514769784050684,-0.011420727286531474,0.632863461971283,0.11430288322114696,0.48404622395833335
1479.045,391.93333333333334,154,761,18923520,24865,0.2,0.13894922,1530,0.05355287715792656,0.0002,-1.5389341242611407,-0.011206875385687454,0.6475898623466492,0.10921799972828011,0.47805582682291664
1477.2694,393.8666666666667,155,760,19046400,25030,0.2,0.14214468,1540,0.02775280922651291,0.0002,-1.5098689032159747,-0.011320867454924156,0.6580615341663361,0.1154064801489585,0.47881917317708333
1490.4401,395.2,156,760,19169280,25219,0.2,0.14239131,1550,0.0814429372549057,0.0002,-1.5154713169423242,-0.010953354443175462,0.6676084399223328,0.10865988332099126,0.48069661458333335
1517.2701,398.93333333333334,157,759,19292160,25384,0.2,0.14305879,1560,0.010365664958953857,0.0002,-1.510431125710408,-0.01111892490379129,0.6323712766170502,0.11385541698458837,0.48193033854166667
1577.6844,414.46666666666664,158,759,19415040,25551,0.2,0.14320108,1570,0.0471062958240509,0.0002,-1.5099717775111396,-0.011196845549454035,0.663194477558136,0.11296636770198044,0.48045979817708334
1584.9044,425.06666666666666,159,759,19537920,25718,0.2,0.14014708,1580,0.002311747521162033,0.0002,-1.5061647662644584,-0.011002997704605756,0.655215710401535,0.11324095627118368,0.47516031901041667
1654.6879,450.0,160,759,19660800,25885,0.2,0.14324678,1590,-0.0010600760579109192,0.0002,-1.5045172781000535,-0.01104454718359193,0.6197822690010071,0.11801281356136314,0.4802880859375
1469.3656,389.4,161,759,19783680,26053,0.2,0.14472915,1600,0.020166024565696716,0.0002,-1.5039552169355253,-0.01151017490952654,0.6413382589817047,0.11491207167098764,0.47991373697916667
1525.7955,405.46666666666664,162,759,19906560,26219,0.2,0.14402597,1610,-0.02708546444773674,0.0002,-1.4948013187944889,-0.010791969548463384,0.6330907344818115,0.11623167881557796,0.47767333984375
1434.6898,386.26666666666665,163,759,20029440,26384,0.2,0.14663334,1620,0.0032522976398468018,0.0002,-1.4828929012579222,-0.01085498401725393,0.6083654761314392,0.12055082122746777,0.47854410807291664
1314.9694,342.1333333333333,164,759,20152320,26550,0.2,0.14372523,1630,0.013414852321147919,0.0002,-1.4874071309901773,-0.011529677625737046,0.6293377578258514,0.11871790549349195,0.47639811197916665
1599.3295,428.6666666666667,165,758,20275200,26719,0.2,0.14606762,1640,-0.02342011034488678,0.0002,-1.4702938876238962,-0.01071580144280233,0.6334281861782074,0.1160038152821168,0.47634684244791664
1596.3097,417.26666666666665,166,758,20398080,26885,0.2,0.14763768,1650,0.009501190856099129,0.0002,-1.4599820499680936,-0.011305378440035081,0.6157456636428833,0.1214703508586778,0.4758048502604167
1448.4652,381.4,167,758,20520960,27054,0.2,0.14093946,1660,-0.0033739544451236725,0.0002,-1.4826322935149074,-0.010452745999931115,0.6692854166030884,0.11123465785407462,0.47344319661458334
1691.2278,450.0,168,758,20643840,27219,0.2,0.14783598,1670,0.007957424968481064,0.0002,-1.4302939229582747,-0.010142637633313523,0.636940985918045,0.11806889902024219,0.47267496744791665
1713.8116,447.8666666666667,169,758,20766720,27386,0.2,0.14202394,1680,0.005707895383238792,0.0002,-1.47087485368674,-0.010866918999624128,0.6292693018913269,0.11989633264388734,0.47308756510416666
1675.5137,441.2,170,758,20889600,27556,0.2,0.14551614,1690,0.050651829689741135,0.0002,-1.4512939772568643,-0.010580106911129405,0.6168433129787445,0.1237674875278996,0.4715087890625
1532.6035,398.0,171,757,21012480,27723,0.2,0.14794251,1700,-0.026202652603387833,0.0002,-1.450788821913302,-0.011157644361313335,0.6260049045085907,0.1248140007670736,0.471474609375
1477.4845,381.3333333333333,172,757,21135360,27890,0.2,0.14379972,1710,0.029281392693519592,0.0002,-1.4226168454748889,-0.010650442392070546,0.6344963014125824,0.126953879383218,0.46820149739583333
1428.0585,384.6666666666667,173,757,21258240,28056,0.2,0.14357327,1720,0.04935940355062485,0.0002,-1.4363851771752039,-0.011240980181767857,0.6556582748889923,0.1176626181229949,0.4695255533854167
1532.9626,403.06666666666666,174,757,21381120,28226,0.2,0.14433375,1730,-0.02864808961749077,0.0002,-1.4357268202739457,-0.010600174033291599,0.6485713124275208,0.13392084949300626,0.4665576171875
1522.5712,398.73333333333335,175,757,21504000,28395,0.2,0.14620848,1740,0.04949688911437988,0.0002,-1.4366190639262397,-0.011160387559060231,0.6460868418216705,0.12005141256687542,0.46894287109375
1552.7626,404.93333333333334,176,756,21626880,28575,0.2,0.14457375,1750,0.05460493639111519,0.0002,-1.427048741572847,-0.011074927557959503,0.6337355971336365,0.12638457217709706,0.46863118489583333
1564.1077,407.26666666666665,177,755,21749760,28778,0.2,0.14783087,1760,0.008502334356307983,0.0002,-1.4251173370021084,-0.011173783320567357,0.671090304851532,0.11319322386727436,0.4653621419270833
1427.9084,367.0,178,755,21872640,28947,0.2,0.14579175,1770,0.014940384775400162,0.0002,-1.4087766204215586,-0.011075522370805023,0.6267521977424622,0.1272200427649659,0.46606119791666667
1395.301,370.2,179,755,21995520,29117,0.2,0.14621498,1780,-0.020033352077007294,0.0002,-1.4251983665085086,-0.009407347291235055,0.6173462271690369,0.1446913823285528,0.4680859375
1523.6558,401.6,180,755,22118400,29287,0.2,0.14600036,1790,-0.00014652684330940247,0.0002,-1.4084592652165642,-0.011005773974896632,0.6633805930614471,0.12221872153051663,0.46584228515625
1436.498,362.8666666666667,181,755,22241280,29455,0.2,0.14917739,1800,0.0011462979018688202,0.0002,-1.4156820906947056,-0.010591544754103475,0.6510664522647858,0.13047570894317082,0.46673990885416666
1557.2722,406.0,182,754,22364160,29626,0.2,0.14751603,1810,-0.002294011414051056,0.0002,-1.3964640552985172,-0.010794786008448985,0.65993732213974,0.11801552388031268,0.46669596354166665
1489.9199,401.8666666666667,183,754,22487040,29799,0.2,0.14417568,1820,0.031791843473911285,0.0002,-1.3933845973356316,-0.010219059582850605,0.6617666184902191,0.12585777929159425,0.46256917317708335
1398.6152,371.46666666666664,184,754,22609920,29968,0.2,0.14729469,1830,0.08051548898220062,0.0002,-1.393853054450204,-0.010996513016628644,0.6528839468955994,0.12181048801498642,0.46628987630208335
1644.5371,429.26666666666665,185,754,22732800,30140,0.2,0.14287418,1840,-0.029142415151000023,0.0002,-1.38622713447238,-0.010237323847989805,0.6323608458042145,0.12609105336741777,0.46461100260416666
1441.2952,377.1333333333333,186,754,22855680,30312,0.2,0.15022656,1850,0.030789248645305634,0.0002,-1.385050975450625,-0.010808175089029343,0.6498613655567169,0.12370578004328611,0.4642561848958333
1339.8931,346.4,187,753,22978560,30483,0.2,0.14826958,1860,-0.02110602706670761,0.0002,-1.377185780685395,-0.01110512377177656,0.6333235502243042,0.1329632417570489,0.46236735026041664
1409.4084,368.8,188,753,23101440,30650,0.2,0.14687933,1870,0.0053477659821510315,0.0002,-1.383599601748089,-0.011383445761063437,0.6545413732528687,0.1267201798419895,0.46243408203125
1417.9623,381.2,189,753,23224320,30821,0.2,0.14816459,1880,-0.010549664497375488,0.0002,-1.3774603646527976,-0.011265917891178106,0.6555075347423553,0.12430040346361541,0.4640234375
1300.0424,335.8666666666667,190,753,23347200,30992,0.2,0.14774658,1890,0.13110977411270142,0.0002,-1.356345759605368,-0.010204127911177542,0.6575624346733093,0.12405017809476704,0.4607063802083333
1553.5505,402.46666666666664,191,753,23470080,31161,0.2,0.14720926,1900,0.09798955917358398,0.0002,-1.3631743200030177,-0.00994436820422076,0.6845440566539764,0.11578693150164326,0.46070556640625
1578.4783,412.46666666666664,192,753,23592960,31331,0.2,0.14340203,1910,0.014347469434142113,0.0002,-1.3498589678450177,-0.01025338880362445,0.640478253364563,0.1284422075819263,0.4592057291666667
1615.7904,415.6,193,752,23715840,31504,0.2,0.1487986,1920,0.02036694623529911,0.0002,-1.3432029043665776,-0.010237022530891409,0.6190775632858276,0.13026288660844632,0.46281575520833335
1479.8041,385.3333333333333,194,752,23838720,31677,0.2,0.15159537,1930,0.05615107715129852,0.0002,-1.3336536427369963,-0.011209481010118906,0.6371174156665802,0.12545335675531533,0.4594873046875
1300.9924,333.8,195,752,23961600,31850,0.2,0.14701423,1940,-0.032233428210020065,0.0002,-1.3429846290343752,-0.010724874880737237,0.633596658706665,0.1328946476393806,0.45817138671875
1554.0745,412.6,196,752,24084480,32020,0.2,0.140117,1950,0.0209624283015728,0.0002,-1.3430495385173709,-0.010480438395461533,0.655451774597168,0.1252517413996005,0.4556005859375
1329.0298,344.73333333333335,197,751,24207360,32194,0.2,0.14169025,1960,-0.019037866964936256,0.0002,-1.3429293049219995,-0.0099619449746145,0.6514660716056824,0.13003405051402903,0.45425618489583336
1364.4962,349.6666666666667,198,751,24330240,32366,0.2,0.14707394,1970,-0.010672245174646378,0.0002,-1.3434901759432007,-0.011024821231694659,0.6595745980739594,0.11965740275055092,0.45989420572916667
1550.9618,408.2,199,751,24453120,32537,0.2,0.14644355,1980,-0.012568818405270576,0.0002,-1.339189223262171,-0.010168222579923168,0.6693914830684662,0.12039504469692475,0.45580322265625
1404.3962,363.0,200,751,24576000,32710,0.2,0.14836483,1990,0.022198643535375595,0.0002,-1.3441331946166852,-0.00983623277802811,0.652834564447403,0.1228348014082682,0.45831136067708333
1565.2003,402.73333333333335,201,751,24698880,32883,0.2,0.14498962,2000,0.03630626201629639,0.0002,-1.3361998134944588,-0.01034058484759953,0.6555941998958588,0.12193040708933646,0.45526529947916666
1518.9519,385.6666666666667,202,750,24821760,33053,0.2,0.14858255,2010,-0.018754474818706512,0.0002,-1.324601182990397,-0.009675000920688036,0.6577277481555939,0.11896856301105194,0.4557877604166667
1504.5673,389.0,203,750,24944640,33224,0.2,0.1515428,2020,0.005528487265110016,0.0002,-1.3136330604894708,-0.009859242253266226,0.6500647068023682,0.12533682879060506,0.45554443359375
1673.3053,438.53333333333336,204,750,25067520,33395,0.2,0.14486581,2030,0.05752894654870033,0.0002,-1.3186546864608923,-0.010167582372838904,0.6582496762275696,0.12328739502321696,0.4521866861979167
1661.7114,428.26666666666665,205,750,25190400,33566,0.2,0.15099646,2040,0.09883838146924973,0.0002,-1.3109055125682305,-0.009055288336118489,0.6370606422424316,0.12676735691454571,0.4556453450520833
1611.7565,417.46666666666664,206,750,25313280,33739,0.2,0.14765194,2050,0.0017251688987016678,0.0002,-1.3263299273637434,-0.009794478571990718,0.6320967376232147,0.13013786014635115,0.4554313151041667
1385.6805,356.8,207,750,25436160,33909,0.2,0.14862059,2060,-0.002603929489850998,0.0002,-1.3284464043130477,-0.01066225656040236,0.6413297057151794,0.12664019945717883,0.4567041015625
1310.7537,329.73333333333335,208,749,25559040,34080,0.2,0.14732008,2070,0.07001116871833801,0.0002,-1.295141786504537,-0.009816233273068065,0.6332416534423828,0.12979173699665505,0.45013020833333334
1506.6089,383.8,209,749,25681920,34252,0.2,0.14860888,2080,0.04777313396334648,0.0002,-1.3167611274992426,-0.010442933363962462,0.6658168137073517,0.12538278394834682,0.45089599609375
1413.7246,370.1333333333333,210,749,25804800,34424,0.2,0.1461476,2090,-0.0032615400850772858,0.0002,-1.2989179034065454,-0.009631852923024174,0.6709084212779999,0.1332658976157351,0.4468489583333333
1683.7092,430.46666666666664,211,749,25927680,34596,0.2,0.1502671,2100,0.03039301186800003,0.0002,-1.2839301901993652,-0.009899926330162998,0.6559609472751617,0.1275784656269631,0.44989420572916666
1512.0743,396.46666666666664,212,749,26050560,34767,0.2,0.14470692,2110,0.010693226009607315,0.0002,-1.3050399633341778,-0.009768151182433939,0.6623072326183319,0.13092256449046544,0.44841145833333335
1441.6147,365.53333333333336,213,749,26173440,34939,0.2,0.14970781,2120,0.03356671705842018,0.0002,-1.2917516534402966,-0.009758311237959182,0.6526786983013153,0.13160500336030964,0.44867268880208333
1480.398,381.73333333333335,214,748,26296320,35110,0.2,0.14542785,2130,-0.0051229484379291534,0.0002,-1.3038818846208353,-0.0107567183492453,0.6669270098209381,0.12844229009341993,0.44903076171875
1415.7714,357.8666666666667,215,748,26419200,35279,0.2,0.14548604,2140,0.023575659841299057,0.0002,-1.2934364959287146,-0.009492356799225186,0.6654542088508606,0.12553536868508672,0.44792073567708335
1309.3816,337.6666666666667,216,748,26542080,35448,0.2,0.1472053,2150,0.1018231213092804,0.0002,-1.2871092477813364,-0.01011661822397097,0.6812731325626373,0.13202957636958065,0.44599527994791666
1745.7162,450.0,217,748,26664960,35616,0.2,0.14555743,2160,0.0515654981136322,0.0002,-1.2937063908111304,-0.009719937292108322,0.6720073521137238,0.13040765375791427,0.44504231770833336
1317.5485,342.53333333333336,218,748,26787840,35787,0.2,0.14413498,2170,-0.02809508889913559,0.0002,-1.3019755998812617,-0.009951582801719875,0.6595288515090942,0.1317326690723227,0.4461588541666667
1358.6282,353.4,219,748,26910720,35958,0.2,0.14415461,2180,-0.010515619069337845,0.0002,-1.3264080645609646,-0.010271678149662572,0.6758283078670502,0.1263921852069325,0.4491048177083333
1648.2866,423.53333333333336,220,748,27033600,36128,0.2,0.14430913,2190,0.019610628485679626,0.0002,-1.2896660735923797,-0.00914584480261207,0.6435253322124481,0.1342743266587301,0.44384358723958334
1542.315,401.06666666666666,221,747,27156480,36322,0.2,0.14425822,2200,0.03769566863775253,0.0002,-1.299569318179662,-0.00984909952964396,0.6608986854553223,0.1300705426307589,0.44314778645833336
1485.5646,376.93333333333334,222,747,27279360,36494,0.2,0.14738022,2210,0.038698628544807434,0.0002,-1.3012982866261154,-0.010037637770710716,0.6361084878444672,0.13437693526037037,0.44639485677083335
1581.086,412.3333333333333,223,747,27402240,36665,0.2,0.14525548,2220,0.0009340047836303711,0.0002,-1.3037001848282914,-0.010415733343528093,0.6587368845939636,0.12675456024716064,0.4454142252604167
1702.8113,426.6666666666667,224,747,27525120,36833,0.2,0.14438738,2230,-0.021065127104520798,0.0002,-1.3169166955476006,-0.00985015288571958,0.6711477041244507,0.13331982448561272,0.444453125
1493.3442,381.73333333333335,225,747,27648000,37003,0.2,0.14270325,2240,0.04017239809036255,0.0002,-1.2968910354748369,-0.01062964385329451,0.6638069152832031,0.1302443120011594,0.44341796875
1636.4243,413.93333333333334,226,747,27770880,37173,0.2,0.14334255,2250,9.953975677490234e-06,0.0002,-1.2952040682981412,-0.009931828978915291,0.6649316251277924,0.1299700212541696,0.4408056640625
1341.1543,345.8666666666667,227,746,27893760,37344,0.2,0.14637998,2260,0.03285415470600128,0.0002,-1.2950940753923108,-0.010744593737587517,0.6603689789772034,0.13170713180414167,0.44290852864583335
1339.9299,349.26666666666665,228,746,28016640,37514,0.2,0.14780946,2270,-0.025755127891898155,0.0002,-1.2977965950469177,-0.00970501714941444,0.655561238527298,0.13466998417454307,0.4421687825520833
1653.729,426.46666666666664,229,746,28139520,37682,0.2,0.14231281,2280,0.058896034955978394,0.0002,-1.2988054912009588,-0.010368159710875867,0.6638284623622894,0.1302573109897397,0.43829020182291667
1604.5376,411.73333333333335,230,746,28262400,37851,0.2,0.14188959,2290,-0.0023439228534698486,0.0002,-1.3177122114443531,-0.010662122856253215,0.6731545329093933,0.12766029248479754,0.44299723307291666
1505.7249,389.0,231,746,28385280,38022,0.2,0.14620262,2300,-0.011088576167821884,0.0002,-1.3062515195148687,-0.010001120605878289,0.6391721665859222,0.12554989377473247,0.445498046875
1495.3849,376.2,232,746,28508160,38189,0.2,0.14330973,2310,0.08461049199104309,0.0002,-1.323009075205773,-0.009990604617917901,0.6617543399333954,0.1281125118852166,0.44356608072916665
1684.1476,426.1333333333333,233,746,28631040,38359,0.2,0.14582577,2320,-0.029252976179122925,0.0002,-1.2937544968072325,-0.011107550664316174,0.6603642404079437,0.13154759395838483,0.43903076171875
1413.9065,357.6,234,746,28753920,38529,0.2,0.14540967,2330,0.0070316381752491,0.0002,-1.2903860203611355,-0.009423350552685103,0.6693680286407471,0.13441392743668984,0.4381258138020833
1699.8856,438.93333333333334,235,746,28876800,38700,0.2,0.14457035,2340,0.020267551764845848,0.0002,-1.286989558491235,-0.009262382129024142,0.6696427166461945,0.13178294784758085,0.43925374348958335
1438.9548,353.93333333333334,236,746,28999680,38868,0.2,0.14147116,2350,0.006193075329065323,0.0002,-1.2732502933156986,-0.009985102562325968,0.6638316512107849,0.12936113879501743,0.43659342447916666
1282.9703,332.8666666666667,237,745,29122560,39039,0.2,0.14174266,2360,0.08666102588176727,0.0002,-1.276682562753558,-0.008976842729490878,0.6729338467121124,0.13202271989546716,0.43641031901041666
1669.5605,428.1333333333333,238,745,29245440,39208,0.2,0.142597,2370,0.03627670556306839,0.0002,-1.285911003795142,-0.01012277598139311,0.6884406805038452,0.1276076161575232,0.4363907877604167
1552.7694,398.3333333333333,239,745,29368320,39377,0.2,0.14461097,2380,0.035576459020376205,0.0002,-1.29434700361453,-0.010367066634401756,0.6744320690631866,0.1304830431236769,0.43824137369791666
1665.8032,432.73333333333335,240,745,29491200,39547,0.2,0.14643294,2390,0.02567109651863575,0.0002,-1.2826675505532572,-0.010376079004593823,0.646163135766983,0.13316570015255516,0.44125162760416664
1489.8293,387.0,241,745,29614080,39717,0.2,0.1408246,2400,-0.031932324171066284,0.0002,-1.3135703428462149,-0.00950891756573886,0.6586087644100189,0.13208722821863678,0.4411669921875
1524.2277,386.8666666666667,242,745,29736960,39889,0.2,0.14499646,2410,0.03704827278852463,0.0002,-1.2932211738607535,-0.010367671815323169,0.6751799285411835,0.13047584539580082,0.4385888671875
1647.3461,429.53333333333336,243,745,29859840,40060,0.2,0.14542823,2420,0.015441132709383965,0.0002,-1.2661495915427805,-0.009519803472112471,0.6779114007949829,0.136559871485418,0.43725830078125
1603.4996,417.1333333333333,244,745,29982720,40229,0.2,0.14427502,2430,0.08102760463953018,0.0002,-1.2762550186924637,-0.010263243892550235,0.6734893321990967,0.13492197405168554,0.4375911458333333
1572.5511,395.8666666666667,245,745,30105600,40400,0.2,0.14185554,2440,-0.0031240396201610565,0.0002,-1.2795813268236815,-0.009850289950409206,0.6710657775402069,0.13135198021753847,0.4377921549479167
1141.1897,291.6,246,745,30228480,40571,0.2,0.14068098,2450,-0.03552750498056412,0.0002,-1.2791405356830607,-0.009734290207892021,0.6553085148334503,0.13669584873491356,0.43621337890625
1539.6343,381.73333333333335,247,744,30351360,40776,0.2,0.13881303,2460,0.003661941736936569,0.0002,-1.2829279252141714,-0.010473925263516624,0.6709268987178802,0.13571916673361556,0.43453043619791665
1528.0197,393.73333333333335,248,744,30474240,40944,0.2,0.14027548,2470,-0.0017366297543048859,0.0002,-1.2585485625639559,-0.009539358085694402,0.673251748085022,0.13428289701027096,0.43292805989583333
1661.4381,417.8,249,744,30597120,41112,0.2,0.14468312,2480,0.009263042360544205,0.0002,-1.2840471591614186,-0.009443467849966207,0.6621577739715576,0.13790000638672306,0.43744384765625
1594.3478,399.53333333333336,250,744,30720000,41283,0.2,0.14151405,2490,-0.007568763568997383,0.0002,-1.2775899320996056,-0.00981954477852317,0.6785663068294525,0.1323148534441134,0.43456949869791667
1342.409,329.53333333333336,251,744,30842880,41455,0.2,0.14449744,2500,0.03565323352813721,0.0002,-1.253650755205502,-0.008967044295865586,0.6485705971717834,0.13540041919458115,0.43318033854166665
1622.6516,425.2,252,743,30965760,41621,0.2,0.13975368,2510,0.040093209594488144,0.0002,-1.2660132157274833,-0.009520588126652001,0.6640352308750153,0.1271115550585091,0.43052571614583335
1289.0541,325.8666666666667,253,743,31088640,41790,0.2,0.14208499,2520,0.020685525611042976,0.0002,-1.26623674853084,-0.010745925018654815,0.6993700265884399,0.12855579989613033,0.43196940104166665
1473.4565,378.6,254,743,31211520,41961,0.2,0.1376579,2530,0.0342426598072052,0.0002,-1.274777074760447,-0.01024073673890598,0.6887733340263367,0.1305389733905516,0.430869140625
1335.7261,332.2,255,743,31334400,42131,0.2,0.14384511,2540,0.01049148291349411,0.0002,-1.265553410447513,-0.010088813240084466,0.677629142999649,0.1338891747882978,0.43138997395833334
1720.3329,433.06666666666666,256,743,31457280,42301,0.2,0.142591,2550,0.018818162381649017,0.0002,-1.2616049345800031,-0.009977942100049405,0.6702203750610352,0.13085905747614257,0.43126220703125
1426.7219,356.93333333333334,257,743,31580160,42469,0.2,0.13894017,2560,0.004923298954963684,0.0002,-1.2739427996550996,-0.009614692984068824,0.6835178434848785,0.12625486181757878,0.43335286458333333
1721.019,434.6,258,743,31703040,42639,0.2,0.1397726,2570,-0.014099325984716415,0.0002,-1.2619226852990686,-0.009853383504196244,0.6713338494300842,0.12837494344469935,0.4314778645833333
1613.3264,411.4,259,743,31825920,42810,0.2,0.14157209,2580,-0.0056597571820020676,0.0002,-1.262428697021678,-0.010035499840172027,0.6881009340286255,0.12148422132614844,0.4318440755208333
1494.8723,371.93333333333334,260,743,31948800,42977,0.2,0.14168459,2590,0.12623295187950134,0.0002,-1.268910583158334,-0.009323703511581698,0.7060824036598206,0.1247841625639315,0.43228597005208336
1499.4789,372.0,261,743,32071680,43152,0.2,0.14132632,2600,-0.007461380213499069,0.0002,-1.261150709350283,-0.009062917308541122,0.6719273030757904,0.13569397293428967,0.43115804036458333
1185.2551,308.3333333333333,262,743,32194560,43320,0.2,0.14510117,2610,-9.376555681228638e-06,0.0002,-1.2676920911079894,-0.009644893272234185,0.6534210741519928,0.13581948554987322,0.43239664713541665
1563.6733,391.6666666666667,263,743,32317440,43490,0.2,0.14168705,2620,0.00921045895665884,0.0002,-1.2530079408548773,-0.009843937482931628,0.6762037575244904,0.1322997100019711,0.4269051106770833
1667.7211,411.06666666666666,264,743,32440320,43660,0.2,0.14584365,2630,0.10978647321462631,0.0002,-1.229428742621094,-0.009683403239293209,0.6822826266288757,0.1271274188591633,0.4262353515625
1796.4213,446.6666666666667,265,742,32563200,43831,0.2,0.14128476,2640,-0.024529533460736275,0.0002,-1.2591374014876784,-0.008371130221372975,0.655116856098175,0.13791769067407586,0.42859619140625
1409.0607,356.6666666666667,266,742,32686080,44001,0.2,0.14181861,2650,0.02112983725965023,0.0002,-1.2594061985363563,-0.009626990376679412,0.6873729228973389,0.13566791954469712,0.4284187825520833
1569.4047,377.0,267,742,32808960,44170,0.2,0.14493336,2660,0.008029483258724213,0.0002,-1.2466327430835615,-0.009490682467755201,0.7077975273132324,0.12603295488797206,0.42885172526041665
1722.3962,425.93333333333334,268,742,32931840,44338,0.2,0.13947894,2670,0.05227132886648178,0.0002,-1.252334529887885,-0.009415614803510835,0.6859864592552185,0.1390543007280212,0.42941975911458335
1614.1217,405.93333333333334,269,742,33054720,44525,0.2,0.13889094,2680,0.009849052876234055,0.0002,-1.2391371996328235,-0.00957165978992028,0.676633894443512,0.13469527475953025,0.42947591145833336
1545.4817,383.93333333333334,270,742,33177600,44693,0.2,0.14280243,2690,0.011957567185163498,0.0002,-1.2448352255641173,-0.00951917018246301,0.6441574096679688,0.13499231281496274,0.42914388020833333
1517.0476,387.3333333333333,271,741,33300480,44898,0.2,0.14063221,2700,0.04280110448598862,0.0002,-1.2504459775984287,-0.009390861300901937,0.6796534359455109,0.1292879112730346,0.4295963541666667
1437.308,361.0,272,741,33423360,45069,0.2,0.13912374,2710,0.029470574110746384,0.0002,-1.2660782419145107,-0.010241832539268216,0.6798550188541412,0.13714268141542563,0.42804850260416666
1645.3761,412.6,273,741,33546240,45257,0.2,0.14297435,2720,0.01623280718922615,0.0002,-1.2727626119088382,-0.008983656284181052,0.7043262124061584,0.1253641168761533,0.42837320963541664
1548.6833,395.8,274,740,33669120,45462,0.2,0.14299364,2730,0.008506279438734055,0.0002,-1.2673081779511024,-0.009363753308753076,0.699027419090271,0.13202782348564748,0.4279833984375
1458.021,352.53333333333336,275,739,33792000,45667,0.2,0.14020938,2740,-0.017807666212320328,0.0002,-1.269979116683826,-0.01018613809286156,0.6847569942474365,0.13228739986681223,0.4295808919270833
1618.8646,407.46666666666664,276,739,33914880,45837,0.2,0.13704062,2750,-0.009414520114660263,0.0002,-1.2738093035916487,-0.010223733575015407,0.672615647315979,0.13350018894455085,0.428447265625
1596.2808,402.0,277,739,34037760,46008,0.2,0.13932166,2760,-0.009480277076363564,0.0002,-1.2504045453388244,-0.00929084569652332,0.6717577576637268,0.13086333535805655,0.42607014973958335
