time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,train/n_updates,train/loss,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/value_loss
17694720,144,450.0,1480.3497,18515,955,0.026452608,0.8102610409259796,0.24110921223958334,0.2,1430,0.028285231441259384,-0.007180843993949869,0.0003,-3.1773807090024153,0.12226127072397502
17817600,145,450.0,1477.6885,18642,955,0.025596527,0.787772074341774,0.23216552734375,0.2,1440,0.04242084547877312,-0.006553826822661601,0.0003,-3.1328302229195835,0.11410383554718767
17940480,146,437.22,1423.555,18770,955,0.026380697,0.8047900944948196,0.2332177734375,0.2,1450,0.0069730039685964584,-0.007677993478531183,0.0003,-3.163577998590966,0.11625917939823315
18063360,147,445.12,1451.5428,18898,955,0.025252892,0.8007688969373703,0.23142659505208332,0.2,1460,-0.0004345923662185669,-0.006373798978447667,0.0003,-3.12305527040114,0.12397252313904271
18186240,148,441.92,1493.3213,19025,955,0.024896784,0.7619635462760925,0.2299462890625,0.2,1470,-0.011670013889670372,-0.006862782907470925,0.0003,-3.149368566038708,0.13070641132828315
18309120,149,447.16,1495.0402,19153,955,0.024793072,0.7851223945617676,0.22650472005208333,0.2,1480,0.026415880769491196,-0.006790186112005661,0.0003,-3.1579013603925703,0.13528987298511008
18432000,150,449.64,1491.0719,19280,955,0.023638539,0.7505233436822891,0.22021158854166667,0.2,1490,0.0049460818991065025,-0.006305680605243349,0.0003,-3.1260173643628755,0.11719304944752366
18554880,151,444.18,1476.9926,19408,956,0.024590667,0.7541682869195938,0.22459065755208332,0.2,1500,0.06751463562250137,-0.00653454702869567,0.0003,-3.1205815842996043,0.11586930289452235
18677760,152,445.8,1497.6436,19537,955,0.02409299,0.7855019122362137,0.2176025390625,0.2,1510,0.06167469173669815,-0.00629406147728029,0.0003,-3.129737473540008,0.11786446662935002
18800640,153,437.48,1456.9957,19666,955,0.023577074,0.7926397919654846,0.21269694010416668,0.2,1520,0.07319946587085724,-0.006255215061537455,0.0003,-3.149139935337007,0.12648312463832553
18923520,154,448.36,1522.0051,19794,956,0.024215957,0.8395851999521255,0.21804117838541667,0.2,1530,0.011249298229813576,-0.006681856923623854,0.0003,-3.0905391710624097,0.11614349276210609
19046400,155,450.0,1518.6802,19925,955,0.022491919,0.773835152387619,0.21450602213541667,0.2,1540,0.025529179722070694,-0.006147444221308736,0.0003,-3.127371304954092,0.12437232823901771
19169280,156,443.26,1472.6461,20056,955,0.022359949,0.7920029610395432,0.21218831380208333,0.2,1550,0.11882184445858002,-0.006134694148507454,0.0003,-3.073516945404311,0.1063713896832875
19292160,157,449.48,1529.2228,20207,954,0.023236085,0.812733992934227,0.21045572916666666,0.2,1560,0.07535775750875473,-0.006672606226378169,0.0003,-3.018778642192483,0.09459233884612331
19415040,158,447.08,1529.6881,20335,954,0.02350593,0.7868178635835648,0.21601643880208332,0.2,1570,0.04641035199165344,-0.006184660741382686,0.0003,-3.1002440010383725,0.12024003243646196
19537920,159,450.0,1544.1869,20465,954,0.022776075,0.828182727098465,0.21248453776041668,0.2,1580,0.08500856161117554,-0.006731796834962249,0.0003,-3.072204315426449,0.10786322631892593
19660800,160,450.0,1556.0864,20595,954,0.022453405,0.7571184784173965,0.20942301432291666,0.2,1590,0.04165681451559067,-0.005987392853367055,0.0003,-3.133845673799515,0.1165019896995606
19783680,161,447.8,1537.1019,20722,954,0.02244707,0.7206975817680359,0.21065104166666668,0.2,1600,0.03624732792377472,-0.005808337970229331,0.0003,-3.1357058160131177,0.1289708795665259
19906560,162,449.62,1581.2562,20851,954,0.02171259,0.7453124523162842,0.202529296875,0.2,1610,-0.011028870940208435,-0.005826331009357091,0.0003,-3.0896404666329422,0.11690914137347136
20029440,163,448.54,1547.3187,20981,954,0.021013824,0.7742410004138947,0.19746337890625,0.2,1620,0.005899129435420036,-0.006172511971150622,0.0003,-3.0944962248330317,0.11244152355357073
20152320,164,442.72,1522.126,21109,954,0.021447932,0.6962934732437134,0.19616292317708334,0.2,1630,0.03819581866264343,-0.006217735942548946,0.0003,-3.109294441156089,0.1340290697843496
20275200,165,448.16,1569.0305,21236,954,0.02026177,0.6909171938896179,0.19220296223958333,0.2,1640,0.09905658662319183,-0.004892097023591001,0.0003,-3.101790677482883,0.14416643645444613
20398080,166,444.36,1555.2722,21363,954,0.019768609,0.7134644389152527,0.18474446614583334,0.2,1650,0.05511850863695145,-0.005643789719736864,0.0003,-3.1185093183318773,0.1502410729411834
20520960,167,449.1,1552.3278,21493,954,0.01880047,0.7309849858283997,0.1810009765625,0.2,1660,0.0599789172410965,-0.004723443939716769,0.0003,-3.097299176889161,0.15488132925728373
20643840,168,439.9,1529.2019,21622,954,0.019659884,0.6774277687072754,0.1868017578125,0.2,1670,0.053169071674346924,-0.005383195269338709,0.0003,-3.1099395945047337,0.15429937847783246
20766720,169,450.0,1562.208,21750,954,0.019291004,0.7425223588943481,0.183427734375,0.2,1680,-0.0025281384587287903,-0.005560040281855739,0.0003,-3.082553492921094,0.13063412426636206
20889600,170,449.64,1576.6008,21878,954,0.020084409,0.6644741892814636,0.18374430338541667,0.2,1690,0.2090548425912857,-0.0048490204626493024,0.0003,-3.1329431472097835,0.14965345731393123
21012480,171,450.0,1548.4209,22007,954,0.020362163,0.7479067444801331,0.18853841145833333,0.2,1700,0.10620486736297607,-0.005586547779003013,0.0003,-3.1623176339268686,0.1587691648127899
21135360,172,450.0,1568.5437,22137,954,0.020424593,0.7307053208351135,0.188427734375,0.2,1710,0.13914309442043304,-0.0058975362615819905,0.0003,-3.152980713235835,0.15728291492162194
21258240,173,450.0,1552.4525,22268,954,0.019697849,0.6777628660202026,0.1877880859375,0.2,1720,0.0871293768286705,-0.005518795919009184,0.0003,-3.1575286635383963,0.15599081912921975
21381120,174,450.0,1576.0302,22403,954,0.019064698,0.6504789590835571,0.1833056640625,0.2,1730,0.03607022017240524,-0.005053802412027532,0.0003,-3.175293089747429,0.1461452781118472
21504000,175,450.0,1586.6628,22531,954,0.019196002,0.693784087896347,0.17949137369791668,0.2,1740,0.07381188124418259,-0.00520589189905877,0.0003,-3.158150147907436,0.13128334513457957
21626880,176,450.0,1545.8856,22661,954,0.017739559,0.6486523449420929,0.17677815755208334,0.2,1750,0.07030622661113739,-0.005174688926247958,0.0003,-3.1853172828257086,0.150144046927162
21749760,177,440.38,1524.2917,22789,954,0.019166036,0.7600568234920502,0.17099690755208333,0.2,1760,0.060090072453022,-0.004451226449212603,0.0003,-3.122961556141575,0.13306545482953272
21872640,178,450.0,1582.6619,22918,954,0.01920041,0.7804506719112396,0.17234049479166666,0.2,1770,0.05402820557355881,-0.004838059848480043,0.0003,-3.111514526208242,0.12483125095798944
21995520,179,450.0,1602.0735,23048,954,0.018385185,0.7184673845767975,0.16888671875,0.2,1780,0.10802280902862549,-0.005060571585872821,0.0003,-3.130458179463943,0.13152929646360764
22118400,180,450.0,1581.4745,23176,954,0.01764592,0.6899496912956238,0.16682047526041666,0.2,1790,0.09946652501821518,-0.0045368150805855595,0.0003,-3.1285521571959056,0.13101566983318966
22241280,181,449.7,1599.636,23304,954,0.017844772,0.6942296326160431,0.16318603515625,0.2,1800,0.019080376252532005,-0.0044087775649738125,0.0003,-3.1233766854181884,0.127957784874064
22364160,182,442.48,1555.144,23435,954,0.01757499,0.6594665348529816,0.16447998046875,0.2,1810,0.032274506986141205,-0.005383358024919289,0.0003,-3.106890146334966,0.1280209492520953
22487040,183,450.0,1605.8672,23566,954,0.018237306,0.8045602142810822,0.16369954427083333,0.2,1820,0.012494593858718872,-0.004833903196146518,0.0003,-3.042027740068734,0.11467820792662678
22609920,184,448.5,1598.2589,23725,952,0.018271359,0.752377837896347,0.16131917317708333,0.2,1830,0.1667909473180771,-0.005057930621175425,0.0003,-3.0637507293497523,0.12000887436632184
22732800,185,450.0,1623.0457,23854,952,0.016959552,0.721243143081665,0.15802490234375,0.2,1840,0.0008419528603553772,-0.0043362233876662985,0.0003,-3.087588995198409,0.12644121248226536
22855680,186,450.0,1625.9906,23985,952,0.017184323,0.7238629460334778,0.15309326171875,0.2,1850,0.03764703869819641,-0.00397064779298186,0.0003,-3.081832403925558,0.12323310737944364
22978560,187,443.68,1594.7582,24115,952,0.015857346,0.635641872882843,0.14523763020833333,0.2,1860,-0.0076539963483810425,-0.0037941952598945744,0.0003,-3.115775580133001,0.13775934152853248
23101440,188,450.0,1625.5548,24245,952,0.01789304,0.6968508064746857,0.15353597005208333,0.2,1870,0.0769122838973999,-0.004995475611764656,0.0003,-3.0882261844351886,0.1395179865512182
23224320,189,450.0,1629.8052,24374,952,0.015512081,0.5908627510070801,0.14742024739583334,0.2,1880,0.10005751252174377,-0.0033977195409837196,0.0003,-3.133176521273951,0.14468059570581923
23347200,190,450.0,1619.7432,24503,952,0.015255152,0.6308218836784363,0.14382975260416667,0.2,1890,-0.014629848301410675,-0.0032112489803997352,0.0003,-3.1122799537082515,0.13893374383066354
23470080,191,450.0,1618.3254,24632,952,0.015373887,0.6391758918762207,0.14241129557291668,0.2,1900,0.10087652504444122,-0.002816005104790141,0.0003,-3.113153514278432,0.14070752334116454
23592960,192,450.0,1617.7404,24762,952,0.014848194,0.7022720873355865,0.13726318359375,0.2,1910,0.02771255001425743,-0.003129342130553899,0.0003,-3.103601375669241,0.13641413263903815
23715840,193,450.0,1614.2579,24893,952,0.014005641,0.6763667464256287,0.1290234375,0.2,1920,0.027733009308576584,-0.0031100811634920925,0.0003,-3.107203645942112,0.1450866788349716
23838720,194,450.0,1599.8679,25023,952,0.01609929,0.7337591648101807,0.13960856119791668,0.2,1930,0.025743898004293442,-0.003318064228781926,0.0003,-3.0936344073091946,0.12875081139053995
23961600,195,450.0,1631.8348,25153,952,0.015597748,0.8042291402816772,0.14227783203125,0.2,1940,-0.0028265919536352158,-0.0038744196042656163,0.0003,-3.078890493909518,0.10735848490211841
24084480,196,450.0,1605.5446,25283,952,0.015320712,0.7568338960409164,0.13833740234375,0.2,1950,0.06114650517702103,-0.003758788345865772,0.0003,-3.0892425560827057,0.11194921169803516
24207360,197,447.32,1613.7946,25413,952,0.016818127,0.7951676696538925,0.13919921875,0.2,1960,-0.008516012690961361,-0.003853002752791023,0.0003,-3.0636216734722255,0.11279224997633719
24330240,198,450.0,1639.4142,25542,952,0.015560502,0.7733293920755386,0.13877360026041666,0.2,1970,0.013193835504353046,-0.003724092793242259,0.0003,-3.07061235802869,0.1187404251464856
24453120,199,450.0,1637.9507,25670,952,0.015665825,0.6407611072063446,0.13497802734375,0.2,1980,0.04376331716775894,-0.0033746774199850432,0.0003,-3.0809124703581134,0.145086050551569
24576000,200,450.0,1620.5708,25800,952,0.013191937,0.5187090337276459,0.12965006510416666,0.2,1990,0.08285334706306458,-0.0018667532731766793,0.0003,-3.1050510258600115,0.16804165840600035
24698880,201,450.0,1624.5609,25930,952,0.013355831,0.5468446016311646,0.12412272135416667,0.2,2000,0.12768729031085968,-0.0017452653179528474,0.0003,-3.118071440955003,0.16555292331628152
24821760,202,450.0,1635.5658,26060,952,0.0120270215,0.42056602239608765,0.1248291015625,0.2,2010,0.0189761221408844,-0.0015041889846482566,0.0003,-3.132791447378695,0.17124704052732947
24944640,203,450.0,1619.4038,26191,952,0.013153162,0.4583832025527954,0.12867919921875,0.2,2020,0.03261096403002739,-0.0019468892847119908,0.0003,-3.132143663664659,0.1682803421403029
25067520,204,450.0,1630.1713,26323,952,0.012953464,0.5502983033657074,0.12439534505208333,0.2,2030,0.10304415971040726,-0.002570388977301263,0.0003,-3.1148129994173845,0.1607620085280117
25190400,205,450.0,1641.9368,26453,952,0.013612479,0.5514087975025177,0.12233479817708333,0.2,2040,0.056141819804906845,-0.002028429243643283,0.0003,-3.108439364557465,0.1597764825957711
25313280,206,450.0,1629.8506,26585,952,0.013291503,0.5021894872188568,0.12671468098958333,0.2,2050,0.027770189568400383,-0.001945181947594392,0.0003,-3.131312435492873,0.14450133871199797
25436160,207,450.0,1627.5426,26716,952,0.013342113,0.5765835642814636,0.12553141276041666,0.2,2060,0.09388531744480133,-0.0027333345530557076,0.0003,-3.124770803228021,0.14047744148653388
25559040,208,450.0,1640.7032,26847,952,0.014195944,0.6643656492233276,0.12222493489583333,0.2,2070,0.059937700629234314,-0.002654891335744954,0.0003,-3.123291840342184,0.14694740402861498
25681920,209,450.0,1611.5726,26979,951,0.013018457,0.5500545501708984,0.12334635416666667,0.2,2080,-0.000596245750784874,-0.0019704031969467904,0.0003,-3.1529337067529557,0.1411783032149348
25804800,210,447.3,1608.9647,27110,951,0.014378539,0.5564762651920319,0.12406575520833334,0.2,2090,0.057153452187776566,-0.0027803373971134232,0.0003,-3.1313607324038943,0.14069195373910284
25927680,211,450.0,1630.152,27243,951,0.014387086,0.6300630569458008,0.12252685546875,0.2,2100,0.03685583919286728,-0.0029248046308445433,0.0003,-3.104449011584123,0.15283259031290072
26050560,212,450.0,1626.5035,27373,951,0.013566261,0.6437780261039734,0.12416585286458333,0.2,2110,0.09489884227514267,-0.0022845449724794285,0.0003,-3.112795546861986,0.14331670415151165
26173440,213,450.0,1604.592,27504,951,0.013530043,0.5336852669715881,0.123955078125,0.2,2120,0.03547568991780281,-0.002535086317496583,0.0003,-3.1081950760881107,0.14557101736209005
26296320,214,445.42,1599.112,27635,951,0.015169287,0.6925015449523926,0.12999837239583334,0.2,2130,0.0020249858498573303,-0.0039163327358013094,0.0003,-3.0749005387971797,0.14362330482462615
26419200,215,450.0,1617.4922,27766,951,0.0137254195,0.5510793030261993,0.12322835286458333,0.2,2140,0.0639406219124794,-0.0029008377824053847,0.0003,-3.089310655904313,0.14560075228029745
26542080,216,450.0,1616.5754,27896,951,0.014002232,0.6153846085071564,0.12505777994791667,0.2,2150,0.007659286260604858,-0.0029313547262063365,0.0003,-3.0827631948764127,0.1419131338254859
26664960,217,450.0,1635.3458,28028,951,0.013343902,0.5959073901176453,0.13116536458333333,0.2,2160,0.05748509615659714,-0.002598654915497415,0.0003,-3.0857869574055075,0.1462534530509341
26787840,218,450.0,1616.7969,28160,951,0.013401708,0.6884317696094513,0.11790852864583333,0.2,2170,0.09619589895009995,-0.0028290755187238875,0.0003,-3.0878230303029217,0.14016102643571987
26910720,219,450.0,1614.5859,28289,951,0.013645742,0.5934601426124573,0.12356201171875,0.2,2180,0.15957742929458618,-0.0018461769720427886,0.0003,-3.092635762654245,0.14495794253147323
27033600,220,450.0,1628.9567,28421,951,0.011207084,0.6103711426258087,0.11666341145833334,0.2,2190,0.059677887707948685,-0.0015742315515126393,0.0003,-3.0773914874593418,0.13988943632308898
27156480,221,450.0,1632.6719,28552,951,0.012967911,0.6165560185909271,0.11786295572916666,0.2,2200,0.07302568107843399,-0.0018245632606643388,0.0003,-3.0753933186084033,0.13477984085286152
27279360,222,450.0,1628.979,28683,951,0.0128773805,0.6149278879165649,0.12477457682291666,0.2,2210,0.02687462605535984,-0.002131054288165615,0.0003,-3.0899259813254076,0.1351672558110537
27402240,223,450.0,1636.1436,28815,950,0.0127748195,0.6195864975452423,0.12535237630208335,0.2,2220,0.06913477927446365,-0.0015917868314378816,0.0003,-3.0906544450422127,0.13197427028484526
27525120,224,450.0,1632.273,28948,950,0.011993229,0.5052733719348907,0.11705973307291667,0.2,2230,0.059064511209726334,-0.0012607433126352893,0.0003,-3.0966472313801447,0.14761209032532255
27648000,225,450.0,1634.7683,29081,950,0.012640157,0.5494023263454437,0.12022298177083333,0.2,2240,0.03497675433754921,-0.0013503404951431244,0.0003,-3.107968889201681,0.1348038363645416
27770880,226,450.0,1627.7678,29214,950,0.01555135,0.521113783121109,0.11982828776041667,0.2,2250,0.020051870495080948,-0.002221654213565974,0.0003,-3.0802014184494815,0.14336692386445066
27893760,227,450.0,1618.4955,29346,950,0.013409656,0.5281107127666473,0.12182698567708333,0.2,2260,0.07443884015083313,-0.001909531738383521,0.0003,-3.105968306263288,0.13304698053980246
28016640,228,450.0,1611.5331,29477,950,0.014853144,0.5718435049057007,0.122685546875,0.2,2270,0.05244596675038338,-0.0027024854568117006,0.0003,-3.09621874243021,0.13675148122648048
28139520,229,450.0,1613.2075,29608,950,0.014713973,0.5214866101741791,0.12018147786458333,0.2,2280,0.06479227542877197,-0.002363016664573176,0.0003,-3.0940018335108954,0.13826554116564996
28262400,230,450.0,1605.9324,29740,950,0.01492549,0.5296041369438171,0.12943929036458332,0.2,2290,0.037326496094465256,-0.0023999302444523587,0.0003,-3.107383885656794,0.13882220029413778
28385280,231,450.0,1599.8097,29873,950,0.0142009705,0.49248945713043213,0.11726236979166667,0.2,2300,0.060402534902095795,-0.0014513057638456909,0.0003,-3.1222107512503863,0.1489219390597039
28508160,232,450.0,1586.5682,30005,950,0.013253494,0.4608854055404663,0.118388671875,0.2,2310,0.08244206011295319,-0.0011720361573316041,0.0003,-3.116143181907634,0.14281819064626083
28631040,233,450.0,1592.7047,30139,949,0.012747591,0.5036535561084747,0.11048665364583334,0.2,2320,0.0574335940182209,-0.0007092646947300333,0.0003,-3.1024907828867434,0.15179728759418745
28753920,234,450.0,1571.6567,30274,949,0.011069878,0.4104219079017639,0.121611328125,0.2,2330,0.05703998729586601,-0.0010170954665166695,0.0003,-3.122127037358781,0.1488107576968711
28876800,235,450.0,1583.5714,30406,949,0.012088565,0.41854751110076904,0.12059895833333334,0.2,2340,0.03824388608336449,-0.000995906040504148,0.0003,-3.120599783497552,0.15791395750798984
28999680,236,450.0,1603.2919,30541,949,0.010903383,0.48752278089523315,0.11025309244791667,0.2,2350,0.06141871213912964,-0.0004357706035564964,0.0003,-3.132488437158366,0.13798801294421234
29122560,237,450.0,1599.9672,30676,949,0.012316241,0.49214160442352295,0.11251139322916667,0.2,2360,0.07044199109077454,-0.0011383013622435101,0.0003,-3.1244346638396383,0.14793453502032208
29245440,238,450.0,1568.6594,30813,949,0.012241418,0.5488267242908478,0.11048177083333334,0.2,2370,0.10387936234474182,-0.0016394108766417048,0.0003,-3.1224020194634794,0.1416792676228215
29368320,239,450.0,1574.7533,30945,949,0.011290345,0.4811265468597412,0.11003580729166666,0.2,2380,0.13542820513248444,-0.001126242813358355,0.0003,-3.1047819298505783,0.14999552617790565
29491200,240,450.0,1569.2924,31079,948,0.012066805,0.5164196491241455,0.11408854166666667,0.2,2390,0.041862450540065765,-0.0015026320309819614,0.0003,-3.118044180969397,0.15071892736605758
29614080,241,450.0,1560.702,31215,948,0.01278315,0.431740403175354,0.11151041666666667,0.2,2400,0.12917491793632507,-0.0014039736049380736,0.0003,-3.1056544024124744,0.15439930053903178
29736960,242,450.0,1570.3761,31351,948,0.013305028,0.4446757435798645,0.11060221354166666,0.2,2410,1.1026859283447266e-05,-0.0014242246552263775,0.0003,-3.091657541381816,0.15177775777221542
29859840,243,450.0,1551.0876,31485,948,0.012756437,0.5295562148094177,0.10961669921875,0.2,2420,0.021007681265473366,-0.0014036331861188955,0.0003,-3.0873627539724113,0.1347790476589095
29982720,244,450.0,1544.3656,31617,948,0.015429197,0.6723030507564545,0.11791748046875,0.2,2430,0.0963674932718277,-0.002564640348433992,0.0003,-3.0762547699858747,0.13928000106160957
30105600,245,450.0,1556.2333,31748,948,0.015200571,0.5747409164905548,0.116796875,0.2,2440,0.12427008152008057,-0.0025919532287783415,0.0003,-3.060025263118247,0.13233231754245936
30228480,246,450.0,1563.9437,31879,948,0.01329479,0.6034750938415527,0.11278971354166667,0.2,2450,0.01483238860964775,-0.0013460838951990203,0.0003,-3.086954664066434,0.13473059977555144
30351360,247,450.0,1535.5005,32010,948,0.014633751,0.6392547190189362,0.11952392578125,0.2,2460,0.056804921478033066,-0.0014625997567388064,0.0003,-3.0904096859693526,0.13781043724680786
30474240,248,450.0,1532.6753,32143,948,0.013439761,0.5775178968906403,0.1099609375,0.2,2470,0.0408688485622406,-0.0015588514072927258,0.0003,-3.0741908238083124,0.13748226834427138
30597120,249,450.0,1536.5231,32276,947,0.01617078,0.5564194321632385,0.11427408854166667,0.2,2480,0.06134892255067825,-0.0018541378366292822,0.0003,-3.0589365147178373,0.14222951120614502
30720000,250,450.0,1496.6516,32406,947,0.017062502,0.5746178030967712,0.11968343098958334,0.2,2490,0.15580208599567413,-0.0024213338505887803,0.0003,-3.045174572356045,0.1412802025344475
30842880,251,450.0,1523.2081,32538,947,0.016933655,0.6367138624191284,0.12003743489583334,0.2,2500,0.08578594028949738,-0.0031119846895853696,0.0003,-3.0164364343633254,0.12927735355464393
30965760,252,450.0,1514.159,32670,947,0.014020566,0.5302121639251709,0.11357421875,0.2,2510,0.03779398649930954,-0.0017309732896016309,0.0003,-3.051757948373755,0.14072860847702637
31088640,253,450.0,1516.1758,32801,947,0.0126458835,0.574069619178772,0.11127522786458334,0.2,2520,0.025956738740205765,-0.0013880373926986067,0.0003,-3.0590099816769363,0.14286795748528675
31211520,254,450.0,1489.4419,32932,947,0.012334462,0.5412982702255249,0.11419677734375,0.2,2530,0.15572267770767212,-0.0014034585901451162,0.0003,-3.0912536850074925,0.1418278472839059
31334400,255,450.0,1507.4829,33066,947,0.014087584,0.4632049798965454,0.116083984375,0.2,2540,0.08858491480350494,-0.001164490481435981,0.0003,-3.086468369526168,0.16325687731582245
31457280,256,450.0,1493.0183,33199,947,0.010791203,0.4964202046394348,0.11520751953125,0.2,2550,0.2164638191461563,-0.0012940687209144622,0.0003,-3.0925187380239367,0.14522567658209784
31580160,257,450.0,1503.0458,33334,947,0.010922653,0.35798949003219604,0.1128173828125,0.2,2560,0.09210985898971558,-0.000590809194867082,0.0003,-3.066728276386857,0.1678577311025583
31703040,258,450.0,1513.6,33470,947,0.011367307,0.4774768352508545,0.113701171875,0.2,2570,0.03339437022805214,-0.0011266000526241745,0.0003,-3.063609307880203,0.14710887957301264
31825920,259,450.0,1509.3984,33607,946,0.01059197,0.4516338109970093,0.11241780598958333,0.2,2580,0.12263892590999603,-0.0007708660629941733,0.0003,-3.0593558599799873,0.14487330071584437
31948800,260,450.0,1517.0188,33744,946,0.010179337,0.423014760017395,0.10689697265625,0.2,2590,0.039843954145908356,-0.0009655601950726122,0.0003,-3.055487631695966,0.14784851118718506
32071680,261,450.0,1519.1843,33880,946,0.010430699,0.4279704689979553,0.10825520833333334,0.2,2600,0.024553943425416946,-0.000606248674824504,0.0003,-3.0508508459478616,0.1404153911837784
32194560,262,450.0,1533.1414,34018,946,0.010251124,0.48331719636917114,0.10599039713541666,0.2,2610,0.13253019750118256,-0.0009872712922697245,0.0003,-3.0580353927363952,0.13922473160957452
32317440,263,450.0,1536.5378,34154,946,0.011041092,0.54214146733284,0.11026529947916666,0.2,2620,0.05262048542499542,-0.0017308565961805774,0.0003,-3.057770984172821,0.1340534647872846
32440320,264,450.0,1539.1665,34321,945,0.010033914,0.5224694609642029,0.108779296875,0.2,2630,0.01481092069298029,-0.0013430190530622592,0.0003,-3.0603653854628403,0.14151753488724353
32563200,265,450.0,1558.5883,34456,945,0.010897831,0.553257167339325,0.11164713541666667,0.2,2640,0.017210789024829865,-0.0015554760453293662,0.0003,-3.048225676926474,0.14088663890458217
32686080,266,450.0,1543.7701,34591,944,0.01364072,0.5244685709476471,0.11111572265625,0.2,2650,0.05880196765065193,-0.0016518093436782995,0.0003,-3.030376684740186,0.16411910329562185
32808960,267,450.0,1559.9174,34723,944,0.01289472,0.5331007242202759,0.10959391276041666,0.2,2660,0.08238401263952255,-0.001945455230652442,0.0003,-3.013526818466683,0.14989076064787998
32931840,268,450.0,1537.8849,34855,944,0.012798602,0.5563340783119202,0.11006754557291666,0.2,2670,0.1507893204689026,-0.0022230701146751623,0.0003,-2.9876081075519325,0.1521523288131478
33054720,269,450.0,1546.433,34988,944,0.014536167,0.5173831880092621,0.10905680338541666,0.2,2680,0.029844097793102264,-0.0018828974512507556,0.0003,-2.9874328774834673,0.14516230806873257
33177600,270,450.0,1564.578,35123,944,0.013057901,0.5046998560428619,0.11007649739583333,0.2,2690,0.045707251876592636,-0.0017538167351873804,0.0003,-2.9971488830819726,0.14512276305181634
33300480,271,450.0,1522.294,35256,944,0.013248325,0.5434905588626862,0.10733723958333333,0.2,2700,0.07423482090234756,-0.0017242442953723488,0.0003,-2.9811524277180435,0.13602737064150763
33423360,272,450.0,1558.3054,35389,944,0.01457615,0.5096153616905212,0.11436767578125,0.2,2710,0.09625816345214844,-0.0014609774926248064,0.0003,-2.986612353622913,0.13812899331814454
33546240,273,450.0,1563.266,35524,944,0.011932854,0.5739328265190125,0.11204427083333333,0.2,2720,0.013169882819056511,-0.00145911143349925,0.0003,-3.026940395956238,0.1353478980618335
33669120,274,450.0,1545.6188,35661,944,0.011075362,0.4504176378250122,0.11361328125,0.2,2730,0.06588606536388397,-0.0013356282747008664,0.0003,-3.0404887735967834,0.1533067210635151
33792000,275,450.0,1546.5754,35795,944,0.010297688,0.49071449041366577,0.10804606119791667,0.2,2740,0.026683442294597626,-0.001032240279079512,0.0003,-3.02691388896356,0.1562705449083781
33914880,276,450.0,1540.1036,35930,943,0.012218605,0.5637940764427185,0.10592041015625,0.2,2750,0.024262281134724617,-0.001383040716097336,0.0003,-3.0306139646594725,0.1472664172380367
34037760,277,450.0,1543.616,36064,943,0.011432716,0.40816187858581543,0.10931396484375,0.2,2760,0.1186252236366272,-0.001117517763862755,0.0003,-3.0283329967533548,0.1688820579055755
34160640,278,450.0,1521.6542,36197,943,0.010421118,0.40933841466903687,0.10594970703125,0.2,2770,0.14300590753555298,-0.000475682258317344,0.0003,-3.0372635276118913,0.15884422472595663
34283520,279,450.0,1529.629,36332,943,0.0103889145,0.4345526695251465,0.10717122395833334,0.2,2780,0.038613565266132355,-0.000762400830238524,0.0003,-3.027940333709121,0.15349488266792227
34406400,280,450.0,1523.3411,36466,943,0.010247571,0.4581581950187683,0.10346435546875,0.2,2790,0.07908117771148682,-0.0006022107443641289,0.0003,-3.043071001706024,0.15288571329816478
34529280,281,450.0,1530.0715,36603,943,0.01054206,0.4676084518432617,0.10494873046875,0.2,2800,0.05686893314123154,-0.0009767403066477224,0.0003,-3.0456184731051326,0.14819849588694828
34652160,282,450.0,1529.3203,36737,943,0.011536475,0.4973178505897522,0.10924397786458333,0.2,2810,0.07306979596614838,-0.0013153459050530122,0.0003,-3.0516624748830994,0.1524865848601136
34775040,283,450.0,1494.7388,36873,943,0.009591794,0.4650700092315674,0.10424886067708333,0.2,2820,0.12122294306755066,-0.0007129803837900302,0.0003,-3.074868840451042,0.13946161297222714
34897920,284,450.0,1542.8337,37008,942,0.009667241,0.5047682225704193,0.10830078125,0.2,2830,0.08385135978460312,-0.0010065741736070776,0.0003,-3.0465592067937055,0.14078625923075985
35020800,285,450.0,1530.2883,37143,942,0.009944469,0.5384144484996796,0.10696370442708333,0.2,2840,0.14303474128246307,-0.0006839164345971464,0.0003,-3.0707590097685653,0.13807703721307918
