rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/loss
1530.6525,962,17694720,18391,144,432.14,0.7810629904270172,1430,0.2,0.12032957649435654,0.029808301,-0.007446514380690133,0.27452229817708335,-3.0596965739006796,0.0003,0.09482599794864655
1475.8679,962,17817600,18519,145,422.82,0.7946851551532745,1440,0.2,0.11757840710532036,0.030327952,-0.008064477020294968,0.27513916015625,-3.0687318470825753,0.0003,0.1207277774810791
1535.9326,962,17940480,18648,146,437.08,0.7926017343997955,1450,0.2,0.1250209942185514,0.030587105,-0.007260672810662072,0.27737874348958336,-3.0383801401654877,0.0003,0.06098319590091705
1545.6045,961,18063360,18779,147,437.86,0.7914733290672302,1460,0.2,0.11147934209885231,0.030120105,-0.007741543464589995,0.2735823567708333,-3.0494504053518177,0.0003,0.0129111148416996
1516.2677,961,18186240,18908,148,431.62,0.7905789166688919,1470,0.2,0.12018798057441017,0.030503793,-0.0076225394607172346,0.27637125651041666,-3.0657763347774742,0.0003,0.010267151519656181
1469.2683,961,18309120,19037,149,419.16,0.7734203487634659,1480,0.2,0.11681305110284787,0.030267788,-0.007401906568823809,0.270849609375,-3.032626871739825,0.0003,-0.007654344663023949
1501.5793,961,18432000,19165,150,433.24,0.8076919615268707,1490,0.2,0.11190310253645293,0.030798452,-0.0072234211579052495,0.2749267578125,-2.9940402259429297,0.0003,0.03691033646464348
1519.2504,960,18554880,19321,151,431.18,0.812525749206543,1500,0.2,0.10787429481579845,0.030165574,-0.007206775258973721,0.2697224934895833,-3.0026215509325267,0.0003,0.011628741398453712
1521.2465,959,18677760,19456,152,435.4,0.7490934729576111,1510,0.2,0.1315360406205097,0.030898092,-0.007775678760996622,0.2710294596354167,-3.0591836108267305,0.0003,0.18818238377571106
1489.4086,959,18800640,19586,153,430.72,0.789725199341774,1520,0.2,0.11021700647630496,0.02964947,-0.007563529592847166,0.26929117838541666,-3.030392045180003,0.0003,0.015827365219593048
1536.0116,959,18923520,19714,154,440.28,0.7863359302282333,1530,0.2,0.10961327399845079,0.030046677,-0.0075187226347770775,0.2652815755208333,-3.043000553312401,0.0003,0.027836255729198456
1392.8447,959,19046400,19843,155,401.38,0.7946179211139679,1540,0.2,0.10029541523147296,0.029725142,-0.007642454102757862,0.2661336263020833,-3.0469246462235846,0.0003,0.015042278915643692
1429.7976,959,19169280,19973,156,408.46,0.7972879558801651,1550,0.2,0.12436696554223696,0.030040808,-0.00739311050277441,0.26909261067708334,-3.023778687156737,0.0003,0.03676416352391243
1458.146,959,19292160,20103,157,419.82,0.8168012499809265,1560,0.2,0.1104944309592247,0.02929973,-0.007835802485724344,0.26806803385416667,-3.031474958471954,0.0003,0.0364522859454155
1545.8264,959,19415040,20231,158,445.74,0.7982787638902664,1570,0.2,0.1186566093598958,0.029162727,-0.007330972056303532,0.2666398111979167,-3.056939862109721,0.0003,0.08689822256565094
1484.336,959,19537920,20358,159,424.88,0.770976260304451,1580,0.2,0.1265981085799285,0.029804247,-0.008070709572251266,0.26884114583333335,-3.038883254763981,0.0003,0.07722613960504532
1462.3069,959,19660800,20486,160,415.94,0.7820765376091003,1590,0.2,0.11960996876344628,0.028872184,-0.006989225974248257,0.2656355794270833,-3.0100881233190497,0.0003,0.062828928232193
1429.3397,959,19783680,20613,161,408.64,0.8038593530654907,1600,0.2,0.11065583277901168,0.029517667,-0.008133127521214192,0.2663142903645833,-2.9988258970404664,0.0003,0.027918538078665733
1526.9572,959,19906560,20741,162,435.46,0.7999886721372604,1610,0.2,0.12752850542465846,0.029872151,-0.007005194144179162,0.27078450520833336,-2.961529945942263,0.0003,0.01018749549984932
1542.5559,959,20029440,20872,163,433.46,0.7966795265674591,1620,0.2,0.10808626206562622,0.029203184,-0.0073631740537014895,0.2654345703125,-2.99052212630709,0.0003,0.008939284831285477
1533.8232,959,20152320,21002,164,434.64,0.7976611405611038,1630,0.2,0.11481384291759847,0.029154586,-0.007559344285591578,0.26601318359375,-3.04046391757826,0.0003,0.018119633197784424
1518.1842,959,20275200,21130,165,428.3,0.7602965980768204,1640,0.2,0.11279612064599254,0.02904964,-0.0073580758782403185,0.26578125,-3.05423941899091,0.0003,0.03381956368684769
1520.1262,959,20398080,21259,166,432.88,0.7922007590532303,1650,0.2,0.12007228304593202,0.0292809,-0.007797292583988261,0.26459716796875,-3.013930187933147,0.0003,0.04669457674026489
1483.9213,959,20520960,21389,167,417.7,0.7862913012504578,1660,0.2,0.1165646066654396,0.029285291,-0.007609525672390495,0.26560791015625,-3.000009201479455,0.0003,0.03387373313307762
1519.265,959,20643840,21520,168,431.38,0.7689051330089569,1670,0.2,0.12593844331073342,0.030367395,-0.006894300877429487,0.26920166015625,-2.9857881312444805,0.0003,0.06287628412246704
1474.0503,959,20766720,21650,169,417.22,0.7861581295728683,1680,0.2,0.12915346150596937,0.030032543,-0.007183187002683553,0.26729248046875,-3.0229186379288633,0.0003,0.024551542475819588
1495.7772,959,20889600,21780,170,421.68,0.7666299939155579,1690,0.2,0.12663345663168002,0.029756835,-0.007509015321878299,0.2692724609375,-2.9860322699695825,0.0003,0.0495404414832592
1500.2675,958,21012480,21911,171,426.44,0.7923867404460907,1700,0.2,0.1160437488242557,0.030104605,-0.0074767243636567095,0.26800944010416666,-3.0116725104674695,0.0003,0.053977079689502716
1518.8844,958,21135360,22041,172,433.06,0.7548477798700333,1710,0.2,0.13149114150030072,0.030511105,-0.006911274343923045,0.26841145833333335,-2.9986335579057535,0.0003,0.04754750430583954
1557.542,958,21258240,22172,173,435.94,0.7812571227550507,1720,0.2,0.12375212897585394,0.029737065,-0.0072264670406942365,0.267197265625,-2.980660775192082,0.0003,0.07045458257198334
1549.9983,958,21381120,22303,174,442.68,0.7848993092775345,1730,0.2,0.11914500411168168,0.029435406,-0.007411504402559027,0.26517171223958336,-2.9967882766574623,0.0003,0.0582268163561821
1516.0327,958,21504000,22432,175,425.74,0.7586090415716171,1740,0.2,0.11359573473494189,0.030162595,-0.007739984036500876,0.265390625,-3.02140209980309,0.0003,0.043988123536109924
1503.2471,958,21626880,22562,176,423.04,0.7734978348016739,1750,0.2,0.1187093834442688,0.029494679,-0.007538146300472969,0.26126220703125,-3.0834714683766165,0.0003,0.009733296930789948
1530.5286,958,21749760,22692,177,432.04,0.7388818860054016,1760,0.2,0.13675280263094464,0.030163642,-0.007838823113776622,0.26966064453125,-3.0559175591294965,0.0003,0.028673021122813225
1569.3345,958,21872640,22823,178,438.56,0.7934184819459915,1770,0.2,0.1091099856007107,0.02980345,-0.007335554795587692,0.26418701171875,-2.9985795463373264,0.0003,0.11491337418556213
1555.822,958,21995520,22951,179,441.62,0.7739638388156891,1780,0.2,0.11856812807862298,0.029402683,-0.00716463585680079,0.26282307942708333,-3.022361322566867,0.0003,0.0529479943215847
1552.1293,958,22118400,23080,180,440.14,0.7876705974340439,1790,0.2,0.11647288653126452,0.02962645,-0.007681764780621355,0.26625895182291665,-2.998019297197461,0.0003,0.029862403869628906
1555.6691,958,22241280,23209,181,439.14,0.7526257485151291,1800,0.2,0.11324494768016545,0.029742073,-0.007477494862729752,0.26456136067708336,-2.9983243772263326,0.0003,0.030830075964331627
1542.5752,958,22364160,23339,182,433.52,0.7625001668930054,1810,0.2,0.1150822598299419,0.029815905,-0.007407640433411871,0.26399576822916665,-2.9730824466794727,0.0003,0.03807997331023216
1563.4954,958,22487040,23469,183,440.7,0.7621777355670929,1820,0.2,0.12163299102893992,0.029324332,-0.007453089987508672,0.2645109049479167,-2.9654886755968133,0.0003,0.034328218549489975
1471.8466,958,22609920,23599,184,418.32,0.794738844037056,1830,0.2,0.11096394754238038,0.030083863,-0.007418217153384224,0.26207763671875,-2.9637427206585802,0.0003,0.08239468932151794
1545.3555,957,22732800,23730,185,436.24,0.8104749172925949,1840,0.2,0.122443038552301,0.029928843,-0.007051390613620849,0.2646785481770833,-2.944797052467863,0.0003,0.09751599282026291
1574.0828,957,22855680,23861,186,445.14,0.7560502737760544,1850,0.2,0.11953434176461694,0.030549554,-0.0076959028426426815,0.2655859375,-2.9335404450073836,0.0003,0.02192254364490509
1549.6017,957,22978560,23990,187,439.8,0.7744407206773758,1860,0.2,0.12507182730837182,0.030249575,-0.006779001258558613,0.2647957356770833,-2.9190247793868185,0.0003,0.056684739887714386
1517.5372,957,23101440,24122,188,433.04,0.7513358145952225,1870,0.2,0.13748429480396832,0.031016743,-0.00795349321887746,0.2698095703125,-2.921129071302712,0.0003,0.02958451211452484
1481.7281,957,23224320,24251,189,428.58,0.7571264356374741,1880,0.2,0.13367189176739583,0.03032279,-0.007077584003703426,0.26639892578125,-2.890669502131641,0.0003,-0.001956697553396225
1428.8392,957,23347200,24381,190,404.82,0.7803104072809219,1890,0.2,0.14199194673409996,0.030593935,-0.006886130418036676,0.26873372395833334,-2.860697764356931,0.0003,0.020514648407697678
1427.2655,957,23470080,24513,191,400.74,0.761128380894661,1900,0.2,0.1331041605930659,0.03148538,-0.007476487191667426,0.2709431966145833,-2.863214743422965,0.0003,0.08502483367919922
1506.5061,957,23592960,24644,192,426.04,0.7927368730306625,1910,0.2,0.14780501473035354,0.030421525,-0.007022352111604657,0.2705485026041667,-2.8869695001468063,0.0003,0.03827318176627159
1502.4751,957,23715840,24776,193,427.28,0.7865736931562424,1920,0.2,0.1346876694361951,0.030456455,-0.006426970964481977,0.26331136067708333,-2.8708784116804598,0.0003,0.06536582112312317
1472.8248,957,23838720,24907,194,423.98,0.7476600110530853,1930,0.2,0.14316344216436847,0.030739177,-0.00742974855544162,0.26736083984375,-2.8799209296082457,0.0003,0.10521533340215683
1439.6323,956,23961600,25038,195,405.3,0.7476387321949005,1940,0.2,0.14972006906590346,0.032332715,-0.006934395619646238,0.2724788411458333,-2.8276868105803925,0.0003,0.08283045887947083
1536.486,955,24084480,25193,196,432.08,0.7717439830303192,1950,0.2,0.14171065228855392,0.030802758,-0.0071695484348614025,0.27001708984375,-2.8395785056923826,0.0003,0.03210625424981117
1522.3921,955,24207360,25323,197,438.34,0.7780463248491287,1960,0.2,0.14048794263789507,0.031769287,-0.007792176416466343,0.27262044270833335,-2.8549533573910595,0.0003,0.019813107326626778
1514.2549,955,24330240,25453,198,430.9,0.7760749161243439,1970,0.2,0.1411884990159888,0.03218292,-0.007149046861826112,0.27291422526041664,-2.8325406813373166,0.0003,0.11450082063674927
1537.068,955,24453120,25585,199,432.8,0.7967286854982376,1980,0.2,0.13131849246778682,0.03136661,-0.007569078693480454,0.27042561848958335,-2.8440373985966048,0.0003,0.013689728453755379
1524.909,955,24576000,25715,200,432.18,0.786504477262497,1990,0.2,0.12113385857713486,0.031147193,-0.00675518519189609,0.27239095052083334,-2.825477953789135,0.0003,0.1219111979007721
1485.7145,955,24698880,25847,201,419.54,0.8134793341159821,2000,0.2,0.12936766419375392,0.032021537,-0.0077996125181683355,0.2717586263020833,-2.8474070911854508,0.0003,-0.001152224838733673
1560.2942,955,24821760,25977,202,441.2,0.8119007647037506,2010,0.2,0.12399334553570952,0.031521186,-0.007310092665581275,0.27170003255208336,-2.8603030073146027,0.0003,0.08494403213262558
1487.6467,955,24944640,26108,203,421.9,0.7847641855478287,2020,0.2,0.1316537268376366,0.030381585,-0.00680136895710954,0.2643098958333333,-2.8210675491392614,0.0003,0.02904597669839859
1546.6775,955,25067520,26239,204,432.88,0.8095658272504807,2030,0.2,0.11967896677466343,0.030057473,-0.0070129528023547515,0.266220703125,-2.841880866413315,0.0003,0.02690912038087845
1547.48,954,25190400,26399,205,437.02,0.7735088765621185,2040,0.2,0.12315515729409526,0.030874925,-0.006638143939417205,0.26760986328125,-2.824417682054142,0.0003,0.007359091192483902
1486.7344,953,25313280,26551,206,420.48,0.7661740481853485,2050,0.2,0.12608970083024662,0.032115597,-0.007089297330664219,0.2698974609375,-2.8206615860760214,0.0003,0.02285270020365715
1563.4056,952,25436160,26713,207,441.62,0.807430237531662,2060,0.2,0.12915603239399692,0.030522486,-0.007041327396879448,0.26777018229166666,-2.8056107254202165,0.0003,0.06800246238708496
1573.2017,952,25559040,26846,208,444.74,0.7982207834720612,2070,0.2,0.12007323526398977,0.030281303,-0.0072382351550913885,0.26619059244791665,-2.8223842752352355,0.0003,0.09661401808261871
1545.7837,951,25681920,26979,209,435.36,0.7871188819408417,2080,0.2,0.11488604879947767,0.031163294,-0.007116134957971857,0.27198893229166665,-2.790602218012015,0.0003,0.011191681027412415
1568.8707,950,25804800,27140,210,438.58,0.7692999392747879,2090,0.2,0.11470986235988676,0.029948413,-0.007172727277411468,0.26544514973958333,-2.8438135347266993,0.0003,0.03210357576608658
1542.7622,950,25927680,27272,211,431.58,0.7568492740392685,2100,0.2,0.11787377386834123,0.029738458,-0.006808594080230251,0.2622176106770833,-2.8312778653452795,0.0003,0.08762586861848831
1518.7281,950,26050560,27403,212,426.04,0.797294870018959,2110,0.2,0.12088116308945852,0.029920125,-0.00707834116728615,0.26004475911458336,-2.8527686397358774,0.0003,0.03784061223268509
1552.788,950,26173440,27534,213,439.02,0.7976949661970139,2120,0.2,0.12351404958894516,0.031498637,-0.006964944354234224,0.26787760416666667,-2.8213973782087365,0.0003,-0.010426044464111328
1516.8717,950,26296320,27665,214,424.4,0.7822471261024475,2130,0.2,0.1142638975122827,0.030315053,-0.007304793402696911,0.26300130208333333,-2.8239230971286693,0.0003,0.04237010329961777
1567.5292,949,26419200,27819,215,435.8,0.7952431589365005,2140,0.2,0.11291929246518218,0.031487666,-0.007806608341788888,0.2682137044270833,-2.810449898603062,0.0003,0.019346456974744797
1550.8092,949,26542080,27949,216,430.98,0.790155902504921,2150,0.2,0.11498550257005263,0.030088158,-0.0069324416206988345,0.26430094401041665,-2.824027092841764,0.0003,0.05123825743794441
1513.5657,949,26664960,28079,217,421.28,0.774693563580513,2160,0.2,0.11671788959113959,0.030698158,-0.007327695682174635,0.26607096354166665,-2.8223753587032356,0.0003,0.061998117715120316
1568.8296,949,26787840,28209,218,434.9,0.7965173125267029,2170,0.2,0.10805812945298385,0.030049974,-0.00781302797176977,0.26365966796875,-2.822977244928479,0.0003,0.11460410058498383
1542.8248,949,26910720,28340,219,431.7,0.7930731326341629,2180,0.2,0.11377202640646525,0.029653193,-0.00737698860846649,0.2594222005208333,-2.8498169845094283,0.0003,0.01331581175327301
1544.0562,949,27033600,28472,220,430.28,0.7560583800077438,2190,0.2,0.12683752429836506,0.030861331,-0.006631618772413883,0.26260579427083336,-2.8184624817594885,0.0003,-0.0020099282264709473
1598.9784,948,27156480,28630,221,449.5,0.7911369651556015,2200,0.2,0.12870268739182697,0.030380968,-0.006685775854724246,0.2634375,-2.8205399027094247,0.0003,0.03376832976937294
1508.9436,948,27279360,28762,222,421.0,0.7584865242242813,2210,0.2,0.12232488206379154,0.03164726,-0.007088396721962151,0.26722574869791665,-2.802235674522817,0.0003,0.04797147959470749
1532.6746,948,27402240,28893,223,432.94,0.7891027331352234,2220,0.2,0.12316867171127038,0.030834606,-0.007102597749526467,0.2670166015625,-2.794090500784417,0.0003,-0.0055747851729393005
1533.5112,948,27525120,29024,224,432.96,0.7595290392637253,2230,0.2,0.13502033066028768,0.03092861,-0.006987035869618315,0.26473063151041665,-2.7834766671061515,0.0003,0.024002952501177788
1501.5769,948,27648000,29155,225,424.02,0.774149090051651,2240,0.2,0.1241929023093932,0.03071615,-0.007125496295257108,0.26833658854166664,-2.7803335599973797,0.0003,0.09397248178720474
1467.0306,948,27770880,29288,226,406.32,0.8003733605146408,2250,0.2,0.12285926379884282,0.032164533,-0.00720920504134483,0.269345703125,-2.740295261206726,0.0003,0.012322595342993736
1518.2896,948,27893760,29420,227,426.6,0.8119760155677795,2260,0.2,0.12327132122416515,0.03140646,-0.007467865026992513,0.26419270833333336,-2.7653042913476624,0.0003,0.11620882153511047
1417.5319,948,28016640,29551,228,394.88,0.7906001955270767,2270,0.2,0.1180085696207243,0.032486312,-0.007594661902797574,0.2697265625,-2.7510478759557007,0.0003,0.010816700756549835
1483.5392,948,28139520,29681,229,416.48,0.8008773624897003,2280,0.2,0.13006719383847667,0.03142747,-0.007230470277627319,0.26524739583333334,-2.7458899683256943,0.0003,0.011036708950996399
1443.6257,948,28262400,29812,230,411.94,0.7603499442338943,2290,0.2,0.12845398013208373,0.030894184,-0.007095531691123445,0.2638631184895833,-2.7381752621009947,0.0003,0.08636915683746338
1484.9386,947,28385280,29943,231,418.76,0.8035259693861008,2300,0.2,0.12930236088781386,0.030719936,-0.006569207990281332,0.2634521484375,-2.6860710162793597,0.0003,0.04537829011678696
1453.4,947,28508160,30073,232,412.56,0.7911580353975296,2310,0.2,0.1385789759316928,0.0318411,-0.0075208114892423815,0.2652718098958333,-2.733389438303808,0.0003,0.13123951852321625
1495.1361,947,28631040,30205,233,421.9,0.7828599363565445,2320,0.2,0.1408809373478289,0.03171463,-0.006767018771955312,0.2641324869791667,-2.719819488860667,0.0003,0.08061056584119797
1504.3777,946,28753920,30367,234,423.14,0.771824985742569,2330,0.2,0.13842764353360204,0.03077009,-0.007012922645244544,0.2656022135416667,-2.730975407833854,0.0003,-0.016374733299016953
1528.0448,945,28876800,30528,235,427.28,0.7793594300746918,2340,0.2,0.1413258873144514,0.03145018,-0.006825862033874728,0.26828206380208336,-2.691190091818571,0.0003,0.009306403808295727
1554.1418,945,28999680,30659,236,441.04,0.7520413845777512,2350,0.2,0.12966322579673337,0.031162333,-0.006505493459905362,0.2646150716145833,-2.710509149854382,0.0003,0.08153754472732544
1545.4667,945,29122560,30791,237,436.82,0.7615100890398026,2360,0.2,0.14601148330577415,0.032088894,-0.007099287504643143,0.26576416015625,-2.6778263030573726,0.0003,0.07597222924232483
1596.453,945,29245440,30922,238,448.4,0.7537940591573715,2370,0.2,0.14235334292704163,0.032351308,-0.006843613452044034,0.26636149088541666,-2.685125720202923,0.0003,0.049345098435878754
1546.5413,945,29368320,31054,239,435.68,0.7760143876075745,2380,0.2,0.1250516429055521,0.031897616,-0.007356698896146554,0.2660603841145833,-2.6960080498208603,0.0003,0.12145645171403885
1521.5842,945,29491200,31184,240,434.52,0.7592795491218567,2390,0.2,0.13775593556201784,0.031910393,-0.007389656475952506,0.26738118489583335,-2.6815526078393064,0.0003,0.049043022096157074
1478.049,945,29614080,31316,241,419.26,0.731867641210556,2400,0.2,0.12564281366222227,0.031503,-0.006684399889012032,0.26443033854166664,-2.627441524428626,0.0003,0.015195488929748535
1518.4694,945,29736960,31447,242,426.96,0.7562108486890793,2410,0.2,0.13729683394223685,0.03223668,-0.007113070695055891,0.26505208333333335,-2.649968664770325,0.0003,0.022214185446500778
1459.6299,945,29859840,31580,243,417.76,0.7917599976062775,2420,0.2,0.13581528654370534,0.030948747,-0.006482103286398342,0.2617317708333333,-2.6740972405299543,0.0003,0.06676380336284637
1494.5905,945,29982720,31711,244,426.46,0.765013188123703,2430,0.2,0.1327058696062886,0.031478588,-0.006800541844404507,0.262392578125,-2.619582510565718,0.0003,0.08227576315402985
1465.4706,945,30105600,31842,245,414.08,0.7657680809497833,2440,0.2,0.14283361462808292,0.032360587,-0.006231898380368269,0.26432210286458335,-2.6010709409664075,0.0003,0.06282705068588257
1508.732,944,30228480,32005,246,423.84,0.7765249311923981,2450,0.2,0.14756098985022012,0.031839278,-0.006747353804003069,0.26357421875,-2.564538988148173,0.0003,0.03968559950590134
1538.8934,944,30351360,32135,247,430.88,0.7855970710515976,2460,0.2,0.1345837510296648,0.032071806,-0.006698948081666458,0.2664314778645833,-2.6004513075823583,0.0003,0.010552694089710712
1480.7555,944,30474240,32267,248,416.66,0.7574386149644852,2470,0.2,0.14328919572988524,0.031696085,-0.007036325434546598,0.26259684244791665,-2.618990525988241,0.0003,0.010996181517839432
1500.8031,944,30597120,32398,249,424.56,0.7895108312368393,2480,0.2,0.14136778523902951,0.031868394,-0.006600416893173436,0.2647298177083333,-2.599268379261096,0.0003,0.04004858061671257
1514.5219,944,30720000,32529,250,423.54,0.7564821839332581,2490,0.2,0.14742735063899695,0.032245502,-0.006700129455405962,0.26384521484375,-2.5905171347161136,0.0003,0.08118213713169098
1480.3452,944,30842880,32660,251,414.78,0.7184625566005707,2500,0.2,0.14527479910146213,0.031775355,-0.006570399529112668,0.26301025390625,-2.614722104134659,0.0003,0.006566692143678665
1502.9608,944,30965760,32791,252,421.3,0.7825043052434921,2510,0.2,0.14158837242129568,0.031355646,-0.006271437824580062,0.2602197265625,-2.624810569124917,0.0003,0.005687078461050987
1442.3254,944,31088640,32924,253,405.66,0.7655677944421768,2520,0.2,0.13055899321460554,0.030567404,-0.006830315536377991,0.2597835286458333,-2.6291171926011643,0.0003,0.07411615550518036
1482.0876,944,31211520,33055,254,415.5,0.7887356728315353,2530,0.2,0.14386508753707555,0.031529926,-0.006900677781140984,0.26102783203125,-2.595026188492775,0.0003,-0.006875108927488327
1541.7332,944,31334400,33188,255,432.42,0.776670292019844,2540,0.2,0.12618657496680194,0.031218708,-0.007459238126557466,0.25812255859375,-2.62371566247195,0.0003,0.027036231011152267
1509.7668,944,31457280,33320,256,417.9,0.7457181811332703,2550,0.2,0.1486273167404579,0.031923536,-0.007100854079259686,0.2628328450520833,-2.6191066787640254,0.0003,0.07051262259483337
1510.813,944,31580160,33451,257,423.22,0.7636497914791107,2560,0.2,0.12717677845900957,0.0306686,-0.007051137821581506,0.25826904296875,-2.625118717973431,0.0003,0.06386544555425644
1572.4598,944,31703040,33582,258,440.48,0.8033395260572433,2570,0.2,0.13952228257112437,0.031193988,-0.006691681434749626,0.2589217122395833,-2.598346094128986,0.0003,0.05138782411813736
1491.8584,944,31825920,33713,259,415.14,0.7919690012931824,2580,0.2,0.13228032464607775,0.031202693,-0.007053741464139117,0.26065999348958335,-2.621348336096853,0.0003,0.0674620270729065
1565.918,943,31948800,33844,260,438.88,0.8016637414693832,2590,0.2,0.13804457142716273,0.0316107,-0.006449655709144887,0.26141764322916666,-2.6220749063044786,0.0003,0.006582535803318024
1565.5295,943,32071680,33976,261,439.6,0.7765155881643295,2600,0.2,0.13211966208356898,0.030117389,-0.006891531948998212,0.25656819661458335,-2.629966894723475,0.0003,0.03001297079026699
1543.4122,943,32194560,34107,262,428.8,0.7709918171167374,2610,0.2,0.13348518442624482,0.030767072,-0.006947827992453312,0.26019694010416666,-2.6177836436157427,0.0003,0.009357701987028122
1527.3549,943,32317440,34237,263,425.74,0.7950287163257599,2620,0.2,0.13650134808723427,0.031526923,-0.0070023722098509706,0.2616796875,-2.66557086682568,0.0003,-0.005691897124052048
1527.1195,943,32440320,34369,264,426.28,0.7657443135976791,2630,0.2,0.13148173874389613,0.030761829,-0.0065050703915949274,0.2588395182291667,-2.6238816234469415,0.0003,0.0341532826423645
1547.581,943,32563200,34501,265,434.08,0.7500708103179932,2640,0.2,0.13663987859773138,0.031172296,-0.006817169504295937,0.26285970052083335,-2.6212370444089172,0.0003,0.049686066806316376
1514.8828,943,32686080,34633,266,426.72,0.7960757464170456,2650,0.2,0.13584074609253244,0.03117959,-0.00681327827790786,0.25825358072916665,-2.607383369145294,0.0003,0.07756968587636948
1491.0681,943,32808960,34766,267,418.66,0.7708372473716736,2660,0.2,0.14472904887603363,0.032216687,-0.006275093212437544,0.25982259114583334,-2.606202912380298,0.0003,0.07033761590719223
1597.8906,943,32931840,34899,268,444.4,0.7976890355348587,2670,0.2,0.1384490970361124,0.031057203,-0.006813805943462891,0.25623046875,-2.6239730104679864,0.0003,0.06588330119848251
1510.5458,943,33054720,35030,269,423.84,0.7672392874956131,2680,0.2,0.1329276088035355,0.030829864,-0.007145059441542496,0.2558138020833333,-2.6888422074665628,0.0003,0.09861528873443604
1536.7965,943,33177600,35161,270,430.04,0.7513528168201447,2690,0.2,0.13957909570832272,0.03246001,-0.007056889582272561,0.26119547526041664,-2.6394580732658506,0.0003,0.05786879360675812
1596.1948,943,33300480,35293,271,445.44,0.8028530776500702,2700,0.2,0.13071575132557578,0.03188719,-0.007250928214846984,0.2594580078125,-2.643739229788383,0.0003,0.1290452480316162
1458.9856,943,33423360,35425,272,407.38,0.7520121037960052,2710,0.2,0.1393196239230262,0.03173413,-0.007258668282356666,0.26556640625,-2.6355110993608832,0.0003,0.05696135014295578
1483.5776,943,33546240,35558,273,412.98,0.7685917615890503,2720,0.2,0.13393008269466614,0.032907404,-0.0059885816283501,0.25913167317708335,-2.606521287014087,0.0003,0.16209301352500916
1530.1715,943,33669120,35690,274,428.32,0.7830212414264679,2730,0.2,0.15365945410516968,0.03186409,-0.007052488955450826,0.26441650390625,-2.6279317294309537,0.0003,-0.009672263637185097
1465.465,943,33792000,35822,275,411.26,0.7959449291229248,2740,0.2,0.14124211952798457,0.030837214,-0.00621832007454941,0.25635416666666666,-2.617144370476405,0.0003,0.07247282564640045
1548.7607,943,33914880,35953,276,432.58,0.8063132613897324,2750,0.2,0.15930379556977034,0.031812225,-0.0068387668986421585,0.2609659830729167,-2.5939135600253937,0.0003,0.00011701509356498718
1502.3633,943,34037760,36087,277,424.34,0.7489835321903229,2760,0.2,0.14596710319863632,0.031861562,-0.00639055528332392,0.26013020833333333,-2.5930608406290414,0.0003,0.1484672576189041
1526.3751,943,34160640,36221,278,431.54,0.7732662558555603,2770,0.2,0.1420748162564511,0.032989208,-0.006694624429552883,0.2620345052083333,-2.5944246214007336,0.0003,0.047613780945539474
1527.1669,943,34283520,36353,279,425.38,0.7776222378015518,2780,0.2,0.1430311042680599,0.031837024,-0.006624580149418762,0.26044352213541666,-2.598516791574657,0.0003,0.05738692730665207
1539.5698,942,34406400,36487,280,426.3,0.7432065010070801,2790,0.2,0.1420517073889884,0.031974506,-0.006789135156304837,0.26239339192708333,-2.601767006876568,0.0003,0.0931084156036377
1504.4396,942,34529280,36619,281,422.52,0.7721828818321228,2800,0.2,0.1355113588104723,0.03215269,-0.006385124349089892,0.26147054036458334,-2.5921021069462102,0.0003,0.012995313853025436
1511.846,942,34652160,36752,282,425.66,0.7923372536897659,2810,0.2,0.14568480123872482,0.032077756,-0.006846354518796336,0.25722086588541665,-2.6049034051100413,0.0003,0.20651204884052277
1517.3126,942,34775040,36915,283,419.2,0.7995235025882721,2820,0.2,0.12865507379795113,0.03132875,-0.006717526127552749,0.25700439453125,-2.6074629302322863,0.0003,0.008803530596196651
1549.049,941,34897920,37077,284,432.94,0.7430034279823303,2830,0.2,0.13500943764122592,0.032119635,-0.0068537080599435285,0.2608447265625,-2.6195893634607397,0.0003,0.11266542971134186
1540.4575,941,35020800,37209,285,427.56,0.7812070101499557,2840,0.2,0.13060730657171613,0.031238826,-0.00688538701152235,0.25555013020833334,-2.6109679390614233,0.0003,0.034660954028367996
